PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,AB,TT,PMC
5626223,NLM,MEDLINE,19680610,20141105,0045-7167 (Print) 0045-7167 (Linking),15,7,1967 Jul,[Adrenal cortical steroid therapy of acute leukemia].,533-40,"['Umehara, S', 'Ito, H', 'Harada, H', 'Murou, K', 'Teramoto, M']","['Umehara S', 'Ito H', 'Harada H', 'Murou K', 'Teramoto M']",['jpn'],['Journal Article'],Japan,Horumon To Rinsho,Horumon to rinsho. Clinical endocrinology,0420561,['0 (Glucocorticoids)'],IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', 'Female', 'Glucocorticoids/*therapeutic use', 'Humans', 'Infant', 'Leukemia/*drug therapy', 'Male', 'Middle Aged']",1967/07/01 00:00,1967/07/01 00:01,['1967/07/01 00:00'],"['1967/07/01 00:00 [pubmed]', '1967/07/01 00:01 [medline]', '1967/07/01 00:00 [entrez]']",ppublish,Horumon To Rinsho. 1967 Jul;15(7):533-40.,,,,
5625644,NLM,MEDLINE,19680428,20091111,0012-0847 (Print) 0012-0847 (Linking),74,6,1967 Mar 15,[Studies on etiology and pathology of leukoses with lymph cells in Japanese quails].,154-8,"['Loliger, C', 'Schubert, H J']","['Loliger C', 'Schubert HJ']",['ger'],['Journal Article'],Germany,Dtsch Tierarztl Wochenschr,Deutsche tierarztliche Wochenschrift,0033620,,IM,"['Animals', 'Avian Leukosis/etiology/*pathology', 'Leukemia, Lymphoid/veterinary', 'Liver/*pathology', 'Organ Size', 'Spleen/*pathology']",1967/03/15 00:00,1967/03/15 00:01,['1967/03/15 00:00'],"['1967/03/15 00:00 [pubmed]', '1967/03/15 00:01 [medline]', '1967/03/15 00:00 [entrez]']",ppublish,Dtsch Tierarztl Wochenschr. 1967 Mar 15;74(6):154-8.,,,Untersuchungen zur Atiologie und Pathologie der lymphoidzelligen Leukosen japanischer Wachteln.,
5625227,NLM,MEDLINE,19680408,20110728,0001-5806 (Print) 0001-5806 (Linking),30,4,1967 Aug,Current concepts on the pathogenesis of leukemia.,501-6,"['Furth, J']",['Furth J'],['eng'],['Journal Article'],Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,IM,"['Animals', 'Humans', '*Leukemia', 'Retroviridae/pathogenicity', 'Thymus Gland']",1967/08/01 00:00,1967/08/01 00:01,['1967/08/01 00:00'],"['1967/08/01 00:00 [pubmed]', '1967/08/01 00:01 [medline]', '1967/08/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1967 Aug;30(4):501-6.,,,,
5625205,NLM,MEDLINE,19680406,20110727,0047-1852 (Print) 0047-1852 (Linking),25,5,1967 May,[Chromosome examinations essential for the diagnosis of hematological diseases].,844-9,"['Kumatori, T', 'Ishihara, T']","['Kumatori T', 'Ishihara T']",['jpn'],['Journal Article'],Japan,Nihon Rinsho,Nihon rinsho. Japanese journal of clinical medicine,0420546,,IM,"['*Chromosomes', 'Culture Techniques', 'Hematologic Diseases/*genetics', 'Humans', 'Leukemia/*diagnosis']",1967/05/01 00:00,1967/05/01 00:01,['1967/05/01 00:00'],"['1967/05/01 00:00 [pubmed]', '1967/05/01 00:01 [medline]', '1967/05/01 00:00 [entrez]']",ppublish,Nihon Rinsho. 1967 May;25(5):844-9.,,,,
5625203,NLM,MEDLINE,19680406,20110727,0047-1852 (Print) 0047-1852 (Linking),25,5,1967 May,[Diagnosis of leukemia and the nucleolus].,832-8,"['Senda, N', 'Ueda, Y', 'Yoshitake, J', 'Kondo, K']","['Senda N', 'Ueda Y', 'Yoshitake J', 'Kondo K']",['jpn'],['Journal Article'],Japan,Nihon Rinsho,Nihon rinsho. Japanese journal of clinical medicine,0420546,,IM,"['Acute Disease', '*Cell Nucleolus', 'Humans', 'Leukemia/*diagnosis', 'Microscopy, Electron']",1967/05/01 00:00,1967/05/01 00:01,['1967/05/01 00:00'],"['1967/05/01 00:00 [pubmed]', '1967/05/01 00:01 [medline]', '1967/05/01 00:00 [entrez]']",ppublish,Nihon Rinsho. 1967 May;25(5):832-8.,,,,
5625202,NLM,MEDLINE,19680406,20110727,0047-1852 (Print) 0047-1852 (Linking),25,5,1967 May,[Enzyme histochemistry and PAS staining of blood cells for the differentiation between leukemia anlukemoid reaction and their clinical significance].,827-31,"['Tomonaga, M', 'Tomiyasu, T']","['Tomonaga M', 'Tomiyasu T']",['jpn'],['Journal Article'],Japan,Nihon Rinsho,Nihon rinsho. Japanese journal of clinical medicine,0420546,,IM,"['Blood Cells', 'Diagnosis, Differential', 'Female', 'Histocytochemistry', 'Humans', 'Leukemia/*diagnosis', 'Leukemoid Reaction/*diagnosis', 'Male']",1967/05/01 00:00,1967/05/01 00:01,['1967/05/01 00:00'],"['1967/05/01 00:00 [pubmed]', '1967/05/01 00:01 [medline]', '1967/05/01 00:00 [entrez]']",ppublish,Nihon Rinsho. 1967 May;25(5):827-31.,,,,
5625168,NLM,MEDLINE,19680404,20080213,0514-7166 (Print) 0514-7166 (Linking),14,1,1967 Jan,[Attempts at transmission of leukotic tumor material in cattle].,32-48,"['Bederke, G', 'Tolle, A', 'Loppnow, H']","['Bederke G', 'Tolle A', 'Loppnow H']",['ger'],['Journal Article'],Germany,Zentralbl Veterinarmed B,Zentralblatt fur Veterinarmedizin. Reihe B. Journal of veterinary medicine. Series B,0331325,,IM,"['Animals', 'Cattle', 'Cattle Diseases/*pathology', 'Leukemia, Experimental/*veterinary', 'Lymphocytosis/etiology', '*Neoplasm Transplantation']",1967/01/01 00:00,1967/01/01 00:01,['1967/01/01 00:00'],"['1967/01/01 00:00 [pubmed]', '1967/01/01 00:01 [medline]', '1967/01/01 00:00 [entrez]']",ppublish,Zentralbl Veterinarmed B. 1967 Jan;14(1):32-48.,,,Ubertragungsversuche mit leukotischem Tumormaterial auf das Rind.,
5624927,NLM,MEDLINE,19680324,20190908,0014-2964 (Print) 0014-2964 (Linking),3,4,1967 Nov,Blast cell proliferation in a child with untreated acute leukaemia: results of a preliminary study using tritiated thymidine for pulse-labelling in vivo.,343-8,"['Wagner, H P', 'Cottier, H']","['Wagner HP', 'Cottier H']",['eng'],['Journal Article'],England,Eur J Cancer,European journal of cancer,0074126,"['10028-17-8 (Tritium)', 'VC2W18DGKR (Thymidine)']",IM,"['Acute Disease', '*Bone Marrow', '*Bone Marrow Cells', '*Cell Division', 'Child', 'Female', 'Humans', 'Leukemia/*pathology', '*Thymidine', 'Tritium']",1967/11/01 00:00,1967/11/01 00:01,['1967/11/01 00:00'],"['1967/11/01 00:00 [pubmed]', '1967/11/01 00:01 [medline]', '1967/11/01 00:00 [entrez]']",ppublish,Eur J Cancer. 1967 Nov;3(4):343-8. doi: 10.1016/0014-2964(67)90017-5.,['10.1016/0014-2964(67)90017-5 [doi]'],,,
5624180,NLM,MEDLINE,19680215,20190620,0008-543X (Print) 0008-543X (Linking),20,12,1967 Dec,Scalene lymph nodes in necropsies of malignant tumors. Analysis of one hundred sixty-six cases.,2148-53,"['Agliozzo, C M', 'Reingold, I M']","['Agliozzo CM', 'Reingold IM']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,,IM,"['Adenocarcinoma/pathology', 'Carcinoma/pathology', 'Carcinoma, Squamous Cell/pathology', 'Female', 'Gastrointestinal Neoplasms/pathology', 'Humans', 'Leukemia/pathology', 'Lymph Nodes/*pathology', 'Lymphatic Metastasis', 'Lymphoma/pathology', 'Male', 'Neoplasms/*pathology', 'Respiratory Tract Neoplasms/pathology', 'Sarcoma/pathology', 'Shoulder', 'Skin Neoplasms/pathology', 'Teratoma/pathology', 'Urogenital Neoplasms/pathology']",1967/12/01 00:00,1967/12/01 00:01,['1967/12/01 00:00'],"['1967/12/01 00:00 [pubmed]', '1967/12/01 00:01 [medline]', '1967/12/01 00:00 [entrez]']",ppublish,Cancer. 1967 Dec;20(12):2148-53. doi: 10.1002/1097-0142(196712)20:12<2148::aid-cncr2820201213>3.0.co;2-7.,['10.1002/1097-0142(196712)20:12<2148::aid-cncr2820201213>3.0.co;2-7 [doi]'],,,
5624168,NLM,MEDLINE,19680215,20031114,0005-2086 (Print) 0005-2086 (Linking),11,4,1967 Nov,Report of the AAAP-sponsored leukosis workshop.,694-702,,,['eng'],['Journal Article'],United States,Avian Dis,Avian diseases,0370617,,IM,"['Animals', '*Avian Leukosis']",1967/11/01 00:00,1967/11/01 00:01,['1967/11/01 00:00'],"['1967/11/01 00:00 [pubmed]', '1967/11/01 00:01 [medline]', '1967/11/01 00:00 [entrez]']",ppublish,Avian Dis. 1967 Nov;11(4):694-702.,,,,
5624050,NLM,MEDLINE,19680215,20140530,,18,4,1967 Apr,[A case of conjunctival lymphoma with leukemia].,427-8,"['Tamura, O']",['Tamura O'],['jpn'],"['Case Reports', 'Journal Article']",Japan,Nihon Ganka Kiyo,Nihon ganka kiyo,0413714,,IM,"['*Conjunctiva', 'Eye Neoplasms/*etiology', 'Humans', 'Leukemia, Lymphoid/*complications', 'Lymphoma/*etiology', 'Male', 'Middle Aged']",1967/04/01 00:00,1967/04/01 00:01,['1967/04/01 00:00'],"['1967/04/01 00:00 [pubmed]', '1967/04/01 00:01 [medline]', '1967/04/01 00:00 [entrez]']",ppublish,Nihon Ganka Kiyo. 1967 Apr;18(4):427-8.,,,,
5624015,NLM,MEDLINE,19680216,20171116,0025-0694 (Print) 0025-0694 (Linking),58,9,1967 Sep,Management of acute leukemia in adults with combination drug therapy: a preliminary report.,191-5,"['Szucs, M M Jr', 'Bove, L G']","['Szucs MM Jr', 'Bove LG']",['eng'],['Journal Article'],United States,J Maine Med Assoc,The Journal of the Maine Medical Association,7505619,"['0 (Antineoplastic Agents)', '5J49Q6B70F (Vincristine)', 'E7WED276I5 (Mercaptopurine)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Acute Disease', 'Aged', 'Antineoplastic Agents/*therapeutic use', 'Female', 'Humans', 'Leukemia/*drug therapy', 'Male', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Middle Aged', 'Prednisone/therapeutic use', 'Vincristine/therapeutic use']",1967/09/01 00:00,2001/03/28 10:01,['1967/09/01 00:00'],"['1967/09/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1967/09/01 00:00 [entrez]']",ppublish,J Maine Med Assoc. 1967 Sep;58(9):191-5.,,,,
5623668,NLM,MEDLINE,19701008,20190908,0014-2964 (Print) 0014-2964 (Linking),3,3,1967 Aug,[On some characteristics of the spontaneous disease of SJL-J mice].,217-25,"['Rudali, G', 'Mogul, M R']","['Rudali G', 'Mogul MR']",['fre'],['Journal Article'],England,Eur J Cancer,European journal of cancer,0074126,,IM,"['*Animal Diseases', 'Animals', 'Animals, Laboratory', 'Disease Models, Animal', '*Hodgkin Disease', 'Leukemia, Experimental', 'Mice']",1967/08/01 00:00,1967/08/01 00:01,['1967/08/01 00:00'],"['1967/08/01 00:00 [pubmed]', '1967/08/01 00:01 [medline]', '1967/08/01 00:00 [entrez]']",ppublish,Eur J Cancer. 1967 Aug;3(3):217-25. doi: 10.1016/0014-2964(67)90047-3.,['10.1016/0014-2964(67)90047-3 [doi]'],,Sur quelques caracteres de la maladie spontanee des souris SJL-J.,
5623662,NLM,MEDLINE,19701008,20081121,0006-3029 (Print) 0006-3029 (Linking),12,1,1967 Jan-Feb,[Complex dielectric permeability of human blood serum in normal and diseased states in the frequency range 100-500 Mhz].,124-6,"['Zore, V A', ""Kimel'fel'd, O D"", 'Suzdaleva, V V', 'Kobyzeva, L P', 'Genkina, E S']","['Zore VA', ""Kimel'fel'd OD"", 'Suzdaleva VV', 'Kobyzeva LP', 'Genkina ES']",['rus'],['Journal Article'],Russia (Federation),Biofizika,Biofizika,0372666,['0 (Blood Proteins)'],IM,"['Adult', '*Blood Proteins', '*Electric Conductivity', 'Hot Temperature', 'Humans', 'Leukemia/*blood', 'Middle Aged']",1967/01/01 00:00,1967/01/01 00:01,['1967/01/01 00:00'],"['1967/01/01 00:00 [pubmed]', '1967/01/01 00:01 [medline]', '1967/01/01 00:00 [entrez]']",ppublish,Biofizika. 1967 Jan-Feb;12(1):124-6.,,,Kompleksnaia dielektricheskaia pronitsaemost' syvorotki krovi cheloveka v norme i pri nekotorykh zabolevaniiakh v diapazone chastot 100-500 Mhz.,
5622961,NLM,MEDLINE,19700604,20131121,0002-3264 (Print) 0002-3264 (Linking),173,3,1967 Mar 21,[Disturbances in the life cycle of leukemic cells by N-nitrosopropylurea].,718-21,"['Goncharova, S A', 'Lipchina, L P', 'Frankfurt, O S']","['Goncharova SA', 'Lipchina LP', 'Frankfurt OS']",['rus'],['Journal Article'],Russia (Federation),Dokl Akad Nauk SSSR,Doklady Akademii nauk SSSR,7505465,"['0 (DNA, Neoplasm)', '0 (Nitroso Compounds)', '10028-17-8 (Tritium)', '8W8T17847W (Urea)', 'VC2W18DGKR (Thymidine)']",IM,"['Animals', 'DNA, Neoplasm/*biosynthesis', '*Leukemia, Experimental', 'Mice', 'Mitosis/*drug effects', 'Nitroso Compounds/*pharmacology', 'Thymidine/metabolism', 'Tritium', 'Urea/pharmacology']",1967/03/21 00:00,1967/03/21 00:01,['1967/03/21 00:00'],"['1967/03/21 00:00 [pubmed]', '1967/03/21 00:01 [medline]', '1967/03/21 00:00 [entrez]']",ppublish,Dokl Akad Nauk SSSR. 1967 Mar 21;173(3):718-21.,,,Narusheniia v zhiznennom tsikle leikoznykh kletok pri vozdeistvii N-nitrozopropilmocheviny.,
5622637,NLM,MEDLINE,19700922,20041117,0081-0746 (Print) 0081-0746 (Linking),146,,1967,[Staphylococcal chorio-retinitis and leukemia (anatomo-clinical study)].,258-64,"['Danis, P', 'Calay, R', 'Rutsaert, J']","['Danis P', 'Calay R', 'Rutsaert J']",['fre'],['Journal Article'],Belgium,Bull Soc Belge Ophtalmol,Bulletin de la Societe belge d'ophtalmologie,7505353,,IM,"['Biopsy', 'Chorioretinitis/*etiology/pathology', 'Female', 'Humans', 'Leukemia/*complications', 'Middle Aged', 'Staphylococcal Infections/*etiology']",1967/01/01 00:00,1967/01/01 00:01,['1967/01/01 00:00'],"['1967/01/01 00:00 [pubmed]', '1967/01/01 00:01 [medline]', '1967/01/01 00:00 [entrez]']",ppublish,Bull Soc Belge Ophtalmol. 1967;146:258-64.,,,Chorio-retinite staphylococcique et leucemie (etude anatomo-clinique),
5622625,NLM,MEDLINE,19700922,20190904,0006-5242 (Print) 0006-5242 (Linking),16,2,1967 Nov,[Irradiation as trigger or indicator of autoimmune hemolytic anemia in lymphocytic leukemia].,81-5,"['Weinreich, J']",['Weinreich J'],['ger'],['Journal Article'],Germany,Blut,Blut,0173401,"['0 (Steroids)', '5V9KLZ54CY (Vinblastine)']",IM,"['Anemia, Hemolytic, Autoimmune/*etiology/therapy', 'Blood Transfusion', 'Coombs Test', 'Humans', 'Leukemia, Lymphoid/*radiotherapy', 'Lymphoma/drug therapy', 'Male', 'Middle Aged', 'Radiotherapy/*adverse effects', 'Steroids/therapeutic use', 'Vinblastine/therapeutic use']",1967/11/01 00:00,1967/11/01 00:01,['1967/11/01 00:00'],"['1967/11/01 00:00 [pubmed]', '1967/11/01 00:01 [medline]', '1967/11/01 00:00 [entrez]']",ppublish,Blut. 1967 Nov;16(2):81-5. doi: 10.1007/BF01632882.,['10.1007/BF01632882 [doi]'],,Rontgenbestrahlung als auslosende oder nur zur Manifestation fuhrende Ursache einer autoimmun-hamolytischen Anamie bei chronischer Lymphadenose?,
5622584,NLM,MEDLINE,19700922,20131121,0003-9691 (Print) 0003-9691 (Linking),28,3,1967 Mar,[Benzene leukosis in the Paris area from 1950 to 1965].,374-6,"['Goguel, A', 'Cavigneaux, A', 'Bernard, J']","['Goguel A', 'Cavigneaux A', 'Bernard J']",['fre'],['Journal Article'],France,Arch Mal Prof,Archives des maladies professionnelles de medecine du travail et de securite sociale,2985157R,['J64922108F (Benzene)'],IM,"['Adult', 'Aged', 'Benzene/*poisoning', 'Female', 'Humans', 'Leukemia/*chemically induced/epidemiology', 'Male', 'Middle Aged', '*Occupational Diseases', 'Paris']",1967/03/01 00:00,1967/03/01 00:01,['1967/03/01 00:00'],"['1967/03/01 00:00 [pubmed]', '1967/03/01 00:01 [medline]', '1967/03/01 00:00 [entrez]']",ppublish,Arch Mal Prof. 1967 Mar;28(3):374-6.,,,Les leucoses benzeniques de la region parisienne de 1950 to 1965.,
5622441,NLM,MEDLINE,19700918,20081008,0365-9615 (Print) 0365-9615 (Linking),64,9,1967 Sep,[Acute leukemia in guinea pigs at long periods after chronic irradiation].,85-7,"['Belousova, O I', ""Strel'tsova, V N""]","['Belousova OI', ""Strel'tsova VN""]",['rus'],['Journal Article'],Russia (Federation),Biull Eksp Biol Med,Biulleten' eksperimental'noi biologii i meditsiny,0370627,,IM,"['Acute Disease', 'Animals', 'Follow-Up Studies', 'Guinea Pigs', 'Leukemia/*etiology', 'Leukemia, Experimental/*etiology', '*Leukemia, Radiation-Induced', 'Time Factors']",1967/09/01 00:00,1967/09/01 00:01,['1967/09/01 00:00'],"['1967/09/01 00:00 [pubmed]', '1967/09/01 00:01 [medline]', '1967/09/01 00:00 [entrez]']",ppublish,Biull Eksp Biol Med. 1967 Sep;64(9):85-7.,,,Ostryi leikoz u morskikh svinok v otdalennom periode posle khronicheskogo oblucheniia.,
5622096,NLM,MEDLINE,19700908,20071115,0024-3507 (Print) 0024-3507 (Linking),12,8,1967 Oct,[Association of gastric epithelioma and lymphoid leukemia].,906-9,"['Gerard, A', 'Dupont, A', 'Houcke, M', 'Paris, J C']","['Gerard A', 'Dupont A', 'Houcke M', 'Paris JC']",['fre'],['Journal Article'],France,Lille Med,Lille medical : journal de la Faculte de medecine et de pharmacie de l'Universite de Lille,8203780,,IM,"['Humans', '*Leukemia, Lymphoid', 'Lymphatic Metastasis', 'Male', 'Middle Aged', '*Stomach Neoplasms']",1967/10/01 00:00,1967/10/01 00:01,['1967/10/01 00:00'],"['1967/10/01 00:00 [pubmed]', '1967/10/01 00:01 [medline]', '1967/10/01 00:00 [entrez]']",ppublish,Lille Med. 1967 Oct;12(8):906-9.,,,Association d'epithelioma gastrique et de leucemie lymphoide.,
5622092,NLM,MEDLINE,19700908,20071115,0024-3507 (Print) 0024-3507 (Linking),12,8,1967 Oct,[Pancytopenic form of chronic lymphocytic leukemia: value of splenectomy].,880-8,"['Goudemand, M', 'Delmas-Marsalet, Y', 'Leduc, M', 'Sautiere-Habay, D']","['Goudemand M', 'Delmas-Marsalet Y', 'Leduc M', 'Sautiere-Habay D']",['fre'],['Journal Article'],France,Lille Med,Lille medical : journal de la Faculte de medecine et de pharmacie de l'Universite de Lille,8203780,,IM,"['Humans', 'Leukemia, Lymphoid/pathology/*therapy', 'Male', 'Middle Aged', '*Splenectomy']",1967/10/01 00:00,1967/10/01 00:01,['1967/10/01 00:00'],"['1967/10/01 00:00 [pubmed]', '1967/10/01 00:01 [medline]', '1967/10/01 00:00 [entrez]']",ppublish,Lille Med. 1967 Oct;12(8):880-8.,,,La forme pancytopenique des leucemies lymphocytaires chroniques: interet de la splenectomie.,
5621830,NLM,MEDLINE,19700830,20041117,0066-2097 (Print) 0066-2097 (Linking),14,10,1967 Oct 2,[Intra-uterine nanism with telangiectasic erythema and chromosome anomalies: Bloom's syndrome].,2404-8,"['Sizonenko, P', 'Job, J C', 'Kreisler, L', 'Rossier, A']","['Sizonenko P', 'Job JC', 'Kreisler L', 'Rossier A']",['fre'],['Journal Article'],France,Ann Pediatr (Paris),Annales de pediatrie,2984696R,,IM,"['Abnormalities, Multiple', '*Chromosome Aberrations', '*Chromosome Disorders', '*Dwarfism', 'Erythema/*genetics', 'Facial Dermatoses/*genetics', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia/etiology', 'Male', 'Photosensitivity Disorders/*genetics', 'Telangiectasis/*congenital']",1967/10/02 00:00,1967/10/02 00:01,['1967/10/02 00:00'],"['1967/10/02 00:00 [pubmed]', '1967/10/02 00:01 [medline]', '1967/10/02 00:00 [entrez]']",ppublish,Ann Pediatr (Paris). 1967 Oct 2;14(10):2404-8.,,,Nanisme intra-uterin avec erytheme telangiectasique et anomalies chromosomiques: syndrome de Bloom.,
5621578,NLM,MEDLINE,19700810,20051117,0006-3029 (Print) 0006-3029 (Linking),12,3,1967 May-Jun,"[Changes in the concentration of nonesterified fatty acids in the blood and in the antioxidative activity of liver lipids in mice of different strains in the normal state, following radiation injury, and with La leukosis].",560-3,"['Arkhipova, G V', 'Burlakova, E B', 'Terekhova, S F']","['Arkhipova GV', 'Burlakova EB', 'Terekhova SF']",['rus'],['Journal Article'],Russia (Federation),Biofizika,Biofizika,0372666,"['0 (Fatty Acids, Nonesterified)']",IM,"['Animals', 'Fatty Acids, Nonesterified/blood/*metabolism', 'Female', 'Leukemia, Experimental/*metabolism', '*Lipid Metabolism', 'Liver/*metabolism', 'Male', 'Mice', 'Radiation Injuries, Experimental/blood/*metabolism']",1967/05/01 00:00,1967/05/01 00:01,['1967/05/01 00:00'],"['1967/05/01 00:00 [pubmed]', '1967/05/01 00:01 [medline]', '1967/05/01 00:00 [entrez]']",ppublish,Biofizika. 1967 May-Jun;12(3):560-3.,,,"Izmenenie kontsentratsii neesterifitsirovannykh zhirnykh kislot v krovi i antiokislitel'noi aktivnosti lipidov pecheni u myshei razlichnykh linii v norme, pri luchevoi bolezni i perevivnom leikoze La.",
5621437,NLM,MEDLINE,19700427,20041117,0049-6804 (Print) 0049-6804 (Linking),11,,1967 Nov,[Renal changes in acute leucoses].,71-4,"['Krasovskii, I I', 'Pelisov, M G', 'Kulagina, L Iu']","['Krasovskii II', 'Pelisov MG', 'Kulagina LIu']",['rus'],['Journal Article'],Ukraine,Vrach Delo,Vrachebnoe delo,0413607,,IM,"['Humans', 'Kidney/blood supply', 'Kidney Diseases/etiology/*pathology', 'Kidney Function Tests', 'Leukemia/complications/*pathology']",1967/11/01 00:00,1967/11/01 00:01,['1967/11/01 00:00'],"['1967/11/01 00:00 [pubmed]', '1967/11/01 00:01 [medline]', '1967/11/01 00:00 [entrez]']",ppublish,Vrach Delo. 1967 Nov;11:71-4.,,,Izmeneniia pochek pri ostrykh leikozakh.,
5620635,NLM,MEDLINE,19700124,20071115,0002-3264 (Print) 0002-3264 (Linking),172,6,1967 Feb 21,[The effect of deoxyribonuclease on the course of spontaneous lympholeukosis in mice from the high leukemia line AKR].,1457-9,"['Matienko, N A', 'Martynova, R P', 'Salganik, R I']","['Matienko NA', 'Martynova RP', 'Salganik RI']",['rus'],['Journal Article'],Russia (Federation),Dokl Akad Nauk SSSR,Doklady Akademii nauk SSSR,7505465,['EC 3.1.- (Deoxyribonucleases)'],IM,"['Animals', 'Deoxyribonucleases/*therapeutic use', 'Leukemia, Experimental/*drug therapy', 'Leukemia, Lymphoid/*drug therapy/pathology', 'Liver/pathology', 'Lymph Nodes/pathology', 'Mice', 'Organ Size', 'Spleen/pathology', 'Thymus Gland/pathology']",1967/02/21 00:00,1967/02/21 00:01,['1967/02/21 00:00'],"['1967/02/21 00:00 [pubmed]', '1967/02/21 00:01 [medline]', '1967/02/21 00:00 [entrez]']",ppublish,Dokl Akad Nauk SSSR. 1967 Feb 21;172(6):1457-9.,,,Vliianie dezoksiribonukleazy na techenie spontannogo limfoleikoza u myshei vysokoleikoznoi linii AKR.,
5620227,NLM,MEDLINE,19700102,20041117,0552-2080 (Print) 0552-2080 (Linking),12,8,1967 Aug,[Development of the meningeal syndrome during the period of hematologic remission of acute leukemia in children].,50-2,"['Makhonova, L A', 'Artemenko, V V']","['Makhonova LA', 'Artemenko VV']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,,IM,"['Acute Disease', 'Adolescent', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Leukemia/*complications', 'Male', 'Meningitis/*etiology']",1967/08/01 00:00,1967/08/01 00:01,['1967/08/01 00:00'],"['1967/08/01 00:00 [pubmed]', '1967/08/01 00:01 [medline]', '1967/08/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1967 Aug;12(8):50-2.,,,Razvitie meningeal'nogo sindroma v period gematologicheskoi remissii ostrogo leukoza u detei.,
5620226,NLM,MEDLINE,19700102,20041117,0552-2080 (Print) 0552-2080 (Linking),12,8,1967 Aug,[Some statistical data on acute leukemia in children in Leningrad and the Leningrad region].,49-50,"['Vorontsov, I M', 'Dmitrtseva, M N', 'Kalinina, K I', 'Kuracheva, N A', 'Mironovich, V K', 'Naumova, A V']","['Vorontsov IM', 'Dmitrtseva MN', 'Kalinina KI', 'Kuracheva NA', 'Mironovich VK', 'Naumova AV']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,,IM,"['Acute Disease', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia/*epidemiology', 'Male', 'Rural Population', 'USSR', 'Urban Population']",1967/08/01 00:00,1967/08/01 00:01,['1967/08/01 00:00'],"['1967/08/01 00:00 [pubmed]', '1967/08/01 00:01 [medline]', '1967/08/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1967 Aug;12(8):49-50.,,,Nekotorye statisticheskie dannye po ostromu leikozu u detei v leningrade i leningradskoi oblasti.,
5620225,NLM,MEDLINE,19700102,20041117,0552-2080 (Print) 0552-2080 (Linking),12,8,1967 Aug,[Analysis of antigenic structure of human tissue and leukocytes in different forms of leukemia and in the normal conditions].,3-10,"['Chechik, B E', 'Ramonova-Tschovrebova, O D']","['Chechik BE', 'Ramonova-Tschovrebova OD']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,['0 (Antigens)'],IM,"['Animals', 'Antigens/*analysis', 'Culture Techniques', 'Humans', 'Leukemia/*immunology', 'Leukocytes/*immunology', 'Lymphoid Tissue/*immunology', 'Rabbits']",1967/08/01 00:00,1967/08/01 00:01,['1967/08/01 00:00'],"['1967/08/01 00:00 [pubmed]', '1967/08/01 00:01 [medline]', '1967/08/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1967 Aug;12(8):3-10.,,,Analiz antigennoi struktury tkanei i leikotsitov cheloveka pri razlichnykh formakh leikoza i v norme.,
5620224,NLM,MEDLINE,19700102,20031114,0552-2080 (Print) 0552-2080 (Linking),12,8,1967 Aug,[Effect of transplantation of spleen cells and administration of spleen extracts on hemopoiesis in experimental leukemia].,38-44,"['Fertukova, N M']",['Fertukova NM'],['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,['0 (Tissue Extracts)'],IM,"['Animals', '*Hematopoiesis', 'Leukemia/*therapy', 'Leukemia, Experimental/blood', 'Mice', 'Spleen/cytology/*transplantation', 'Tissue Extracts/*therapeutic use', 'Transplantation, Homologous']",1967/08/01 00:00,1967/08/01 00:01,['1967/08/01 00:00'],"['1967/08/01 00:00 [pubmed]', '1967/08/01 00:01 [medline]', '1967/08/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1967 Aug;12(8):38-44.,,,Vliianie transplantatsii keltok selezenki i vvedeniia selezenochnykh ekstraktov na krovetvorenie pri eksperimentalnykh leikozakh.,
