PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AD,GR,PMC,AID,EIN,SI,CIN,TT,RF,CON,OID,OAB,OABL,OTO,OT,GN
2504308,NLM,MEDLINE,19890925,20210216,0006-4971 (Print) 0006-4971 (Linking),74,4,1989 Sep,In vivo induction of gamma interferon and tumor necrosis factor by interleukin-2 infusion following intensive chemotherapy or autologous marrow transplantation.,1374-80,"Interleukin-2 (IL-2) therapy may improve immune reconstitution and reduce the risk of leukemic relapse in the setting of minimal residual disease by augmenting cytotoxic effector mechanisms directed at residual malignant cells. In addition, IL-2 in vitro promotes the release of cytokines including gamma-interferon (gamma-IFN) and tumor necrosis factor (TNF), which also possess antileukemic activity and can enhance granulocyte function. To determine if IL-2 infusion induces release of gamma-IFN and TNF in vivo in sufficient quantity to mediate these effects, we have measured serum levels of these cytokines and secretion by lymphocytes obtained from patients receiving this cytokine in a phase 1 trial. Serum gamma-IFN was undetectable pre-IL-2 and increased to 1.5 to 17 U/mL during IL-2 infusion (P less than .05). Culture of patient lymphocytes for 48 hours produced 1.2 U gamma-IFN/2 x 10(6) cells/mL pre-IL-2 rising to 50 U/2 x 10(6) cells/mL when the lymphocytes were obtained during therapy (P less than .05). Lymphocyte subset analysis showed that both CD3+ and CD16+ cells secreted gamma-IFN in response to IL-2. TNF secretion by lymphocytes also rose during IL-2 infusion from a mean of 5 U/mL to 14.4 U/mL (P less than .01) although no rise was seen in serum levels. The material secreted by IL-2-stimulated lymphocytes is bioactive as addition of supernatants from lymphocytes obtained during IL-2 therapy to cultures of myeloid blasts significantly inhibited clonogenic growth. IL-2-induced secretion of these cytokines mediated this inhibition as it could be partially blocked by either anti-gamma-IFN or anti-TNF antibodies. Preincubation of granulocytes with the same supernatants produced enhanced oxidative metabolism, measured by chemiluminescence in response to N-formyl-methionyl-leucyl-phenylalanine (FMLP). This effect also could be partially abrogated by anti-gamma-IFN and anti-TNF antibodies. Therefore, secondary cytokine secretion may boost granulocyte function and contribute to the antileukemic effects of IL-2 infusion in patients following bone marrow transplantation or chemotherapy.","['Heslop, H E', 'Gottlieb, D J', 'Bianchi, A C', 'Meager, A', 'Prentice, H G', 'Mehta, A B', 'Hoffbrand, A V', 'Brenner, M K']","['Heslop HE', 'Gottlieb DJ', 'Bianchi AC', 'Meager A', 'Prentice HG', 'Mehta AB', 'Hoffbrand AV', 'Brenner MK']",['eng'],"['Clinical Trial', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,"['0 (Antineoplastic Agents)', '0 (Growth Inhibitors)', '0 (Interleukin-2)', '0 (Recombinant Proteins)', '0 (Tumor Necrosis Factor-alpha)', '82115-62-6 (Interferon-gamma)']",IM,"['Adolescent', 'Adult', 'Aged', 'Antineoplastic Agents/administration & dosage/biosynthesis/*therapeutic use', '*Bone Marrow Transplantation', 'Cell-Free System', 'Clinical Trials as Topic', 'Female', 'Growth Inhibitors/biosynthesis/physiology', 'Humans', 'Infusions, Intravenous', 'Interferon-gamma/*biosynthesis/blood', 'Interleukin-2/*administration & dosage', 'Leukemia, Myeloid, Acute/drug therapy/surgery/*therapy', 'Lymphocytes/classification/metabolism', 'Male', 'Middle Aged', 'Multiple Myeloma/drug therapy/surgery/*therapy', 'Phenotype', 'Recombinant Proteins/administration & dosage', 'Transplantation, Autologous', 'Tumor Necrosis Factor-alpha/*biosynthesis/blood']",1989/09/01 00:00,1989/09/01 00:01,['1989/09/01 00:00'],"['1989/09/01 00:00 [pubmed]', '1989/09/01 00:01 [medline]', '1989/09/01 00:00 [entrez]']",ppublish,Blood. 1989 Sep;74(4):1374-80.,"['Department of Haematology, Royal Free Hospital, London, England.']",,,['S0006-4971(20)82590-7 [pii]'],,,,,,,,,,,,
2504306,NLM,MEDLINE,19890925,20210216,0006-4971 (Print) 0006-4971 (Linking),74,4,1989 Sep,Regulation and secretion of plasminogen activators and their inhibitors in a human leukemic cell line (K562).,1321-7,"The secretion of tissue plasminogen activator (t-PA), urokinase (u-PA) and their inhibitors by the human leukemia cell line K562 was examined. K562 cells normally secrete both t-PA and u-PA in a ratio of 3:1. After addition of 10 or 1 ng/mL phorbol myristate acetate (PMA) to K562 cells, a marked decrease in enzymatic activity is observed in the medium. However, when t-PA antigen rather than activity is measured, an increased amount is found in the medium under these conditions. PMA also induces secretion of the two inhibitors of plasminogen activator: plasminogen activator inhibitor 1 (PAI-1) and plasminogen activator inhibitor 2 (PAI-2). This accounts for the decrease in total enzymatic activity under conditions when production of t-PA antigen is increased. A study of the time course of induction revealed that the synthesis of plasminogen activator occurred before that of its inhibitors. Low concentrations of PMA (0.1 ng/mL) induce t-PA antigen primarily and not the inhibitors. This results in an increase in total enzymatic activity, with 94% of the secreted activity being t-PA. Thus, the secretion of plasminogen activators and their inhibitors can be manipulated in certain leukemic cells by inducers such as PMA.","['Oliver, L J', 'Keeton, M', 'Wilson, E L']","['Oliver LJ', 'Keeton M', 'Wilson EL']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,"['0 (Glycoproteins)', '0 (Plasminogen Inactivators)', 'EC 3.4.21.68 (Tissue Plasminogen Activator)', 'EC 3.4.21.73 (Urokinase-Type Plasminogen Activator)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",IM,"['Cell Differentiation/drug effects', 'Cell Division/drug effects', 'Cell Line', 'Glycoproteins/*biosynthesis', 'Humans', 'Kinetics', 'Leukemia, Erythroblastic, Acute/*enzymology/metabolism/pathology', 'Plasminogen Inactivators', 'Tetradecanoylphorbol Acetate/pharmacology', 'Tissue Plasminogen Activator/antagonists & inhibitors/*biosynthesis', 'Tumor Cells, Cultured/drug effects/*enzymology/metabolism', 'Urokinase-Type Plasminogen Activator/antagonists & inhibitors/*biosynthesis']",1989/09/01 00:00,1989/09/01 00:01,['1989/09/01 00:00'],"['1989/09/01 00:00 [pubmed]', '1989/09/01 00:01 [medline]', '1989/09/01 00:00 [entrez]']",ppublish,Blood. 1989 Sep;74(4):1321-7.,"['Department of Cell Biology, New York University Medical Center 10016.']",['CA 23753/CA/NCI NIH HHS/United States'],,['S0006-4971(20)82582-8 [pii]'],,,,,,,,,,,,
2504270,NLM,MEDLINE,19890925,20190704,0007-1048 (Print) 0007-1048 (Linking),72,3,1989 Jul,Phenotypic changes on hairy cells exposed in vitro to interferons: a quantitative FACS study.,378-86,"In vitro culture of hairy cells (HC) (five patients) with alpha IFN (100 U/ml) significantly enhanced MHC and CD22 antigen expression and reduced CD25, sIg and FMC7 positivity, together with consistent but not significant reductions in CD9, 19 and HC2. A sixth patient, who was refractory to the effects of alpha IFN in vivo, was also studied and none of these changes were seen in her HC when cultured with alpha IFN in vitro. gamma IFN (100 U/ml) produced a much less marked increase in MHC and reduced sIg. TPA (100 ng/ml) induced changes very similar to those observed with alpha IFN. alpha and gamma IFN had no effect on a range of other antigens in HCL (including CD23 and 38, and transferrin receptors) and also produced no significant antigenic changes in CLL cells. It is concluded that these findings are compatible with partial activation/maturation of HC by alpha IFN. It is suggested that the specificity of the phenotypic changes induced on HC by alpha IFN is a consequence of HC representing a stage of B-cell development at which alpha IFN has specific immunomodulatory effects.","['Till, K J', 'Cawley, J C']","['Till KJ', 'Cawley JC']",['eng'],['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,"['0 (Antigens, Differentiation)', '0 (HLA Antigens)', '0 (Interferon Type I)', '82115-62-6 (Interferon-gamma)']",IM,"['Antigens, Differentiation/*analysis', 'Cell Separation', 'Cells, Cultured', 'Flow Cytometry', 'HLA Antigens/analysis', 'Humans', 'Interferon Type I/*pharmacology', 'Interferon-gamma/*pharmacology', 'Leukemia, Hairy Cell/*immunology', 'Phenotype', 'Time Factors']",1989/07/01 00:00,1989/07/01 00:01,['1989/07/01 00:00'],"['1989/07/01 00:00 [pubmed]', '1989/07/01 00:01 [medline]', '1989/07/01 00:00 [entrez]']",ppublish,Br J Haematol. 1989 Jul;72(3):378-86. doi: 10.1111/j.1365-2141.1989.tb07719.x.,"['University Department of Haematology, Royal Liverpool Hospital.']",,,['10.1111/j.1365-2141.1989.tb07719.x [doi]'],,,,,,,,,,,,
2504249,NLM,MEDLINE,19891004,20190718,0269-9370 (Print) 0269-9370 (Linking),3,7,1989 Jul,Unusual malignant tumours in 49 patients with HIV infection.,449-52,"Between December 1986 and December 1988, the Italian Cooperative Group on AIDS-Related Tumours documented 49 HIV-related tumours other than malignant lymphomas (ML) and Kaposi's sarcomas (KS), predominantly among HIV-infected intravenous drug abusers (IVDA). Of 12 germinal testicular tumours collected, six were seminomas, two of which were pure embryonal and the other four embryonal mixed. Cervical carcinoma was observed in nine IVDAs (intraepithelial in eight and advanced, with rapid progression, in one). Lung cancer associated with HIV infection was reported in eight patients, of whom four had an adenocarcinoma, two a small cell carcinoma, one an epidermoid carcinoma and one a mesothelioma. All patients with non-small-cell-lung cancer (SCLC) were at stage III, while those with SCLC and mesothelioma had limited disease. Five out of eight presented with limited disease at onset. The median age was low; lung cancer occurred predominantly in young adults, of whom all but one were smokers. Three patients could not be treated; four died while on treatment because of progression of the neoplasia and one died of an overdose. Acute lymphoblastic leukaemia (ALL) was diagnosed in five patients. The immunophenotype was always Burkitt-like (L3), and acute myeloblastic leukaemia (M2) was diagnosed in one. Of the central nervous system (CNS) tumours, two cases of glioblastoma and one of medulloblastoma were described. Two cases of young adults with multiple myeloma and two cases of colorectal carcinoma were also reported. One case of chronic lymphocytic leukaemia, one anorectal carcinoma, one oral carcinoma, one pancreatic carcinoma, one thymoma, one kidney carcinoma, one malignant melanoma and thyroid carcinoma were also found.(ABSTRACT TRUNCATED AT 250 WORDS)","['Monfardini, S', 'Vaccher, E', 'Pizzocaro, G', 'Stellini, R', 'Sinicco, A', 'Sabbatani, S', 'Marangolo, M', 'Zagni, R', 'Clerici, M', 'Foa, R']","['Monfardini S', 'Vaccher E', 'Pizzocaro G', 'Stellini R', 'Sinicco A', 'Sabbatani S', 'Marangolo M', 'Zagni R', 'Clerici M', 'Foa R', 'et al.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,AIDS,"AIDS (London, England)",8710219,,IM,"['Acquired Immunodeficiency Syndrome/*complications', 'Adult', 'Female', 'Humans', 'Lung Neoplasms/etiology', 'Male', 'Neoplasms/*etiology', 'Testicular Neoplasms/etiology', 'Uterine Cervical Neoplasms/etiology']",1989/07/01 00:00,1989/07/01 00:01,['1989/07/01 00:00'],"['1989/07/01 00:00 [pubmed]', '1989/07/01 00:01 [medline]', '1989/07/01 00:00 [entrez]']",ppublish,AIDS. 1989 Jul;3(7):449-52. doi: 10.1097/00002030-198907000-00008.,"['Italian Cooperative Group on AIDS-Related Tumours, Centro di Riferimento Oncologico, Pordenone, Italy.']",,,['10.1097/00002030-198907000-00008 [doi]'],,,,,,,,,,,,
2504245,NLM,MEDLINE,19891004,20190718,0269-9370 (Print) 0269-9370 (Linking),3,7,1989 Jul,Adult and paediatric AIDS patients lacking HIV antibodies detected by enzyme immunoassay in central Africa: further serological studies.,429-31,"We describe HIV antigen and HIV-1, HIV-2 and human T-cell leukaemia virus type I (HTLV-I) Western blot (WB) results in 20 adults and 12 children with AIDS who were shown to be HIV-1 seronegative by two commercial enzyme immunoassays (EIA), in Kigali, Rwanda, central Africa. These patients represented 3% of adults and 7.4% of children with AIDS observed in Kigali during the study period. Thirteen of the adults and five of the children were HIV-1 WB positive. All patients were HTLV-I WB negative. One adult AIDS patient had a reactive HIV-2 WB; he is the first HIV-2-infected individual to be diagnosed in Rwanda. HIV antigenaemia was demonstrated in only one adult and one child, suggesting that HIV antigenaemia is not frequent in African AIDS patients, even in the case of weak immunologic responses to HIV core proteins. Three adults and four children had none of the serological markers detected. This study showed that HIV EIA negativity occurs infrequently in African patients with AIDS. In such a situation, an attempt to detect HIV antibodies by a more sensitive technique, such as WB, is necessary.","['Van de Perre, P', 'Lepage, P', 'Batungwanayo, J', 'Bonnet, D']","['Van de Perre P', 'Lepage P', 'Batungwanayo J', 'Bonnet D']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,AIDS,"AIDS (London, England)",8710219,"['0 (HIV Antibodies)', '0 (HIV Antigens)']",IM,"['Acquired Immunodeficiency Syndrome/*diagnosis', 'Adult', 'Africa, Central', 'Child', 'Child, Preschool', 'Female', 'HIV Antibodies/*analysis', 'HIV Antigens/analysis', 'HIV Seropositivity/diagnosis', 'Humans', 'Immunoenzyme Techniques', 'Infant', 'Male']",1989/07/01 00:00,1989/07/01 00:01,['1989/07/01 00:00'],"['1989/07/01 00:00 [pubmed]', '1989/07/01 00:01 [medline]', '1989/07/01 00:00 [entrez]']",ppublish,AIDS. 1989 Jul;3(7):429-31. doi: 10.1097/00002030-198907000-00004.,"['Reference Laboratory, National AIDS Control Programme, Ministry of Health and Social Affairs, Rwanda, Central Africa.']",,,['10.1097/00002030-198907000-00004 [doi]'],,,,,,,"['PIP: 058278', 'POP: 00192758']",,,['PIP'],"['*Acquired Immunodeficiency Syndrome', 'Africa', 'Africa South Of The Sahara', '*Antibodies--analysis', 'Biology', 'Developing Countries', 'Diseases', 'Eastern Africa', '*Evaluation', 'Examinations And Diagnoses', 'French Speaking Africa', '*Hiv Infections', 'Immunity', 'Immunologic Factors', '*Laboratory Examinations And Diagnoses', 'Physiology', 'Rwanda', 'Viral Diseases']",['PIP: TJ: AIDS.']
2504172,NLM,MEDLINE,19891010,20191029,1140-4639 (Print) 1140-4639 (Linking),32,3,1989 Jun,[HLA class II typing in chronic myeloid leukemia with the complement fixation test using phytohemagglutinin-activated lymphocytes in the presence of interleukin 2 and gamma interferon].,193-202,"In 23 cases of chronic myelogenous leukemia (CML) in remission, HLA class II typing was performed by complement fixation technique on phytohemagglutin (PHA) activated lymphocytes. In 10 cases satisfactory results were obtained, whereas in 13 cases the cells were weakly or non reactive, making impossible a correct determination of HLA-DR,DQ specificities. In the 13 cases a conditioned medium containing Interleukin-2 (Il-2) and gamma interferon (IFN) was added to PHA, inducing a good HLA class II reactivity and making possible a satisfactory definition of HLA-DR,DQ specificities. The complement fixation technique on lymphocytes cultured with PHA, Il-2 and gamma IFN made possible a correct HLA-DR,DQ typing in 23 consecutive cases of CML, while such a typing is often difficult or impossible when using the microlymphocytotoxicity technique on B lymphocyte targets.","['Raffoux, C', 'Lethielleux, P', 'Seguinard, M', 'Colombani, J']","['Raffoux C', 'Lethielleux P', 'Seguinard M', 'Colombani J']",['fre'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",France,Rev Fr Transfus Hemobiol,Revue francaise de transfusion et d'hemobiologie : bulletin de la Societe nationale de transfusion sanguine,8908966,"['0 (Antilymphocyte Serum)', '0 (HLA-DQ Antigens)', '0 (HLA-DR Antigens)', '0 (Interleukin-2)', '0 (Phytohemagglutinins)', '82115-62-6 (Interferon-gamma)']",IM,"['Antilymphocyte Serum/immunology', 'Bone Marrow Transplantation', '*Complement Fixation Tests', 'Cytotoxicity Tests, Immunologic/methods', 'HLA-DQ Antigens/analysis', 'HLA-DR Antigens/analysis', '*Histocompatibility Testing/methods', 'Humans', '*Interferon-gamma', '*Interleukin-2', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*immunology/surgery', '*Lymphocyte Activation', 'Phytohemagglutinins']",1989/06/01 00:00,1989/06/01 00:01,['1989/06/01 00:00'],"['1989/06/01 00:00 [pubmed]', '1989/06/01 00:01 [medline]', '1989/06/01 00:00 [entrez]']",ppublish,Rev Fr Transfus Hemobiol. 1989 Jun;32(3):193-202. doi: 10.1016/s1140-4639(89)80040-1.,"[""Laboratoire d'Immunologie et d'Histocompatibilite, Hopital Saint-Louis, Paris.""]",,,['10.1016/s1140-4639(89)80040-1 [doi]'],,,,Typage HLA classe II des leucemies myeloides chroniques par la reaction de fixation du complement sur lymphocytes stimules par la phytohemagglutinine en presence d'interleukine-2 et d'interferon gamma.,,,,,,,,
2504105,NLM,MEDLINE,19890911,20131121,0250-7005 (Print) 0250-7005 (Linking),9,3,1989 May-Jun,The bactericidal effect on Pseudomonas strains of adriamycin associated with quinolones.,611-4,The in vitro antibacterial activity of quinolone compounds was assessed on strains of Pseudomonas aeruginosa isolated from clinical infections. The bactericidal effect of quinolones was high and their respective antibacterial properties with adriamycin remained unimpaired on strains both sensitive and resistant to betalactam and aminoglycoside antibiotics. The cytotoxic effect of the combination of adriamycin and quinolones was determined in cultured P388 leukemia cells: no interference with the cytotoxic activity of adriamycin was observed.,"['Castelli, M', 'Baggio, G', 'Aresca, P', 'Bossa, R', 'Galatulas, I']","['Castelli M', 'Baggio G', 'Aresca P', 'Bossa R', 'Galatulas I']",['eng'],['Journal Article'],Greece,Anticancer Res,Anticancer research,8102988,"['0 (Nicotinic Acids)', '5E8K9I0O4U (Ciprofloxacin)', '80168379AG (Doxorubicin)', 'A4P49JAZ9H (Ofloxacin)', 'LT12J5HVR8 (Pipemidic Acid)', 'N0F8P22L1P (Norfloxacin)']",IM,"['Ciprofloxacin/*pharmacology', 'Doxorubicin/*pharmacology', 'Microbial Sensitivity Tests', 'Nicotinic Acids/*pharmacology', 'Norfloxacin/*pharmacology', 'Ofloxacin/*pharmacology', 'Pipemidic Acid/*pharmacology', 'Pseudomonas aeruginosa/*drug effects']",1989/05/01 00:00,1989/05/01 00:01,['1989/05/01 00:00'],"['1989/05/01 00:00 [pubmed]', '1989/05/01 00:01 [medline]', '1989/05/01 00:00 [entrez]']",ppublish,Anticancer Res. 1989 May-Jun;9(3):611-4.,"[""Istituto di Farmacologia dell' Universita, Modena, Italia.""]",,,,,,,,,,,,,,,
2504066,NLM,MEDLINE,19890915,20190820,0147-5185 (Print) 0147-5185 (Linking),13,9,1989 Sep,The distribution of non-Hodgkin's lymphoma in the lymphoid compartments of the human spleen.,757-65,"In a series of 139 spleens involved by non-Hodgkin's lymphoma, we found that each type of lymphoma (as classified according to the Kiel classification) has a specific pattern of infiltration in the red and white pulp. Tumor infiltration in preexistent follicles was not a feature of B-cell lymphomas, but tumor nodules were found in the red pulp nonfiltering areas in cases of immunocytoma (small lymphocytic plasmacytoid) and centroblastic-centrocytic lymphoma (follicle center-cell lymphoma). B-chronic lymphocytic leukemia and centrocytic-centroblastic lymphoma were located along central arteries of T-cell areas. T-cell areas were infiltrated by B-prolymphocytic leukemia, immunocytoma, centrocytic lymphoma (lymphocytic lymphoma of intermediate differentiation), and T-cell lymphoma/leukemia. The red pulp showed diffuse involvement in leukemic cases. Additionally, there was pericapillary growth in all cases of low-grade B-cell lymphoma. The findings, which are related to the physiological counterparts of the lymphoma cells, contribute to our knowledge of the routes of circulation as well as the homing areas of lymphocytes in the human spleen.","['van Krieken, J H', 'Feller, A C', 'te Velde, J']","['van Krieken JH', 'Feller AC', 'te Velde J']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Am J Surg Pathol,The American journal of surgical pathology,7707904,"['0 (Immunoglobulin A)', '0 (Immunoglobulin D)', '0 (Immunoglobulin G)', '0 (Immunoglobulin M)', '0 (Immunoglobulin kappa-Chains)', '0 (Immunoglobulin lambda-Chains)']",IM,"['Humans', 'Immunoglobulin A/metabolism', 'Immunoglobulin D/metabolism', 'Immunoglobulin G/metabolism', 'Immunoglobulin M/metabolism', 'Immunoglobulin kappa-Chains/metabolism', 'Immunoglobulin lambda-Chains/metabolism', 'Immunohistochemistry', 'Leukemia, Hairy Cell/diagnosis/metabolism/pathology', 'Leukemia, Lymphocytic, Chronic, B-Cell/diagnosis/metabolism/pathology', 'Leukemia, Prolymphocytic/diagnosis/metabolism/pathology', 'Leukemia, Prolymphocytic, T-Cell/diagnosis/metabolism/pathology', 'Lymphoma/diagnosis/metabolism/pathology', 'Lymphoma, Follicular/diagnosis/metabolism/pathology', 'Lymphoma, Non-Hodgkin/classification/metabolism/*pathology', 'Plasmacytoma/diagnosis/metabolism/pathology', 'Spleen/metabolism/*pathology']",1989/09/01 00:00,1989/09/01 00:01,['1989/09/01 00:00'],"['1989/09/01 00:00 [pubmed]', '1989/09/01 00:01 [medline]', '1989/09/01 00:00 [entrez]']",ppublish,Am J Surg Pathol. 1989 Sep;13(9):757-65. doi: 10.1097/00000478-198909000-00005.,"['Department of Pathology, State University of Leiden, The Netherlands.']",,,['10.1097/00000478-198909000-00005 [doi]'],,,,,,,,,,,,
2504031,NLM,MEDLINE,19890915,20190912,0374-5600 (Print) 0374-5600 (Linking),31,1,1989 Feb,Acute lymphoblastic leukemia in a patient with pituitary dwarfism under treatment with growth hormone.,73-7,"An 18-year-old male with pituitary dwarfism, who had been on replacement of growth hormone (GH) and thyroxine for 3.5 years, developed acute lymphoblastic leukemia (ALL). The GH replacement was discontinued, and he was treated with a conventional protocol for ALL. A complete remission was obtained after 10 weeks. Maintenance chemotherapy was given with reduced doses (1/4 to 1/2) of cytotoxic drugs. The platelet count soon reached 200,000/microL, but the hemoglobin level and white blood cell count improved only slowly, reaching 10.0 g/dL and 1,500/microL, respectively, after five months. He has been in complete remission with a hypocellular bone marrow for nearly 15 months. Since GH can stimulate the proliferation of some normal and leukemic hemato-lymphoid cells, the slow remission induction and the prolonged anemia and leukocytopenia after remission, may have been related to the absence of GH in this patient.","['Hara, T', 'Komiyama, A', 'Ono, H', 'Akabane, T']","['Hara T', 'Komiyama A', 'Ono H', 'Akabane T']",['eng'],"['Case Reports', 'Journal Article']",Australia,Acta Paediatr Jpn,Acta paediatrica Japonica : Overseas edition,0370357,['9002-72-6 (Growth Hormone)'],IM,"['Adolescent', 'Dwarfism, Pituitary/complications/*drug therapy', 'Growth Hormone/*adverse effects/therapeutic use', 'Humans', 'Japan', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*etiology']",1989/02/01 00:00,1989/02/01 00:01,['1989/02/01 00:00'],"['1989/02/01 00:00 [pubmed]', '1989/02/01 00:01 [medline]', '1989/02/01 00:00 [entrez]']",ppublish,Acta Paediatr Jpn. 1989 Feb;31(1):73-7. doi: 10.1111/j.1442-200x.1989.tb01272.x.,,,,['10.1111/j.1442-200x.1989.tb01272.x [doi]'],,,,,,,,,,,,
2503932,NLM,MEDLINE,19890912,20190714,0042-6822 (Print) 0042-6822 (Linking),171,2,1989 Aug,Factors affecting long-term stability of Moloney murine leukemia virus-based vectors.,331-41,"We have examined the long-term functional and structural stability of retroviral vectors in infected murine cells. We have used Moloney murine leukemia virus-based vectors expressing human HPRT, firefly luciferase (luc), and Escherichia coli beta-galactosidase (lacZ) as reporter genes, and the human HPRT and the transposon Tn5 neomycin resistance (neo) gene as selectable markers. All vectors, whether single or double gene, yielded both stable and unstable clones. Stability of the proviruses was dependent on a number of factors, including the nature of the infected cell, the reporter gene, the integration site of the provirus, the relative positions of the component genes in multigene vectors, and the presence or absence of selection pressure. Selection pressure was helpful, but not universally effective, in maintaining provirus structural and functional integrity. Reporter gene expression from an internal promoter was likely to be unstable with or without selection for an upstream, LTR-driven neo gene. In some clones, loss of proviral gene expression was accompanied by deletions, while other inactive clones retained an apparently intact provirus. In the latter clones, treatment with 5-azacytidine failed to reactivate the reporter genes, but superinfection with helper virus resulted in the reappearance of transmissible vector, indicating a reversible epigenetic mechanism for proviral shutdown. The design of effective retroviral vectors and their possible use in vivo will require further characterization of these determinants of provirus stability.","['Xu, L', 'Yee, J K', 'Wolff, J A', 'Friedmann, T']","['Xu L', 'Yee JK', 'Wolff JA', 'Friedmann T']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Virology,Virology,0110674,"['EC 1.13.12.- (Luciferases)', 'EC 2.4.2.8 (Hypoxanthine Phosphoribosyltransferase)', 'EC 3.2.1.23 (beta-Galactosidase)']",IM,"['Cell Line', 'Gene Expression Regulation', 'Genes, Viral', '*Genetic Vectors', 'Hypoxanthine Phosphoribosyltransferase/genetics', 'In Vitro Techniques', 'Luciferases/genetics', 'Moloney murine leukemia virus/*genetics', 'Plasmids', 'Time Factors', 'Virus Replication', 'beta-Galactosidase/genetics']",1989/08/01 00:00,1989/08/01 00:01,['1989/08/01 00:00'],"['1989/08/01 00:00 [pubmed]', '1989/08/01 00:01 [medline]', '1989/08/01 00:00 [entrez]']",ppublish,Virology. 1989 Aug;171(2):331-41. doi: 10.1016/0042-6822(89)90600-4.,"['Department of Pediatrics, School of Medicine, University of California, San Diego, La Jolla 92093.']","['HD00669/HD/NICHD NIH HHS/United States', 'HD20034/HD/NICHD NIH HHS/United States']",,['10.1016/0042-6822(89)90600-4 [doi]'],,,,,,,,,,,,
