PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,AID,PST,SO,CN,CON,GR,DEP,PMC,MID,OID,CIN,SI,CI,TT,RPF,EIN,IR,FIR,OTO,OT,GN,EFR,ROF,RIN,DA,DRDT,CTDT,PB,BTI,FED,ED,CDAT
20362641,NLM,MEDLINE,20100601,20211020,1873-2399 (Electronic) 0301-472X (Linking),38,6,2010 Jun,Circulating CD33 and its clinical value in acute leukemia.,462-71,10.1016/j.exphem.2010.03.016 [doi],"OBJECTIVE: CD33 is a cell surface antigen for committed myelomonocytic lineage. We explored the potential of detecting CD33 as cell-free circulating protein in patients with leukemia. MATERIALS AND METHODS: We developed a quantitative bead-based immunoflow cytometry assay to measure cell-free circulating CD33 (cCD33) levels in the plasma of patients with acute leukemia, and correlated these results with corresponding clinical behavior. We measured cCD33 levels in the plasma of 48 healthy subjects and in patients with acute myelogenous leukemia (n = 98), acute lymphoblastic leukemia (n = 46), myelodysplastic syndrome (MDS) (n = 50), and myeloproliferative disorder (n = 49). RESULTS: Patients with acute myeloid leukemia and myeloproliferative disorders had significantly higher concentrations of cCD33 than the other patient groups and normal individuals (p = 0.0001), and among these groups, MDS patients displayed the lowest cCD33 levels (p = 0.02). Circulating CD33 values correlated positively with the CD33(+) blast cell counts in these patients. While there was no correlation between cCD33 levels and survival in acute myelogenous leukemia and MDS, higher cCD33 plasma concentrations did correlate with shorter survival in acute lymphoblastic leukemia (p = 0.03), and with shorter complete remission duration in acute myelogenous leukemia (p = 0.04) and MDS (p = 0.03). CONCLUSION: Circulating CD33 can be detected in the plasma from patients with leukemias, and cCD33 levels may have clinical implication, e.g., predictive and prognostic value, in these patients.","['Abdool, Adam', 'Yeh, Chen-Hsiung', 'Kantarjian, Hagop', ""O'Brien, Susan"", 'Bruey, JeanMarie', 'Giles, Francis', 'Albitar, Maher']","['Abdool A', 'Yeh CH', 'Kantarjian H', ""O'Brien S"", 'Bruey J', 'Giles F', 'Albitar M']","['Hematology and Oncology Department, Quest Diagnostics Nichols Institute, San Juan Capistrano, CA 92675, USA.']",['eng'],['Journal Article'],Netherlands,Exp Hematol,Experimental hematology,0402313,"['0 (Antigens, CD)', '0 (Antigens, Differentiation, Myelomonocytic)', '0 (CD33 protein, human)', '0 (Sialic Acid Binding Ig-like Lectin 3)']",IM,"['Acute Disease', 'Antigens, CD/*blood', 'Antigens, Differentiation, Myelomonocytic/*blood', 'Case-Control Studies', 'Cell Line, Tumor', 'Cell-Free System', 'Flow Cytometry', 'Humans', 'Leukemia, Myeloid, Acute/*blood', 'Sialic Acid Binding Ig-like Lectin 3']",,2010/04/07 06:00,2010/06/02 06:00,['2010/04/06 06:00'],"['2009/10/26 00:00 [received]', '2010/02/23 00:00 [revised]', '2010/03/25 00:00 [accepted]', '2010/04/06 06:00 [entrez]', '2010/04/07 06:00 [pubmed]', '2010/06/02 06:00 [medline]']","['S0301-472X(10)00131-1 [pii]', '10.1016/j.exphem.2010.03.016 [doi]']",ppublish,Exp Hematol. 2010 Jun;38(6):462-71. doi: 10.1016/j.exphem.2010.03.016. Epub 2010 Apr 1.,,,['P30 CA016672/CA/NCI NIH HHS/United States'],20100401,,,,,,"['Copyright 2010 ISEH - Society for Hematology and Stem Cells. Published by', 'Elsevier Inc. All rights reserved.']",,,,,,,,,,,,,,,,,,,
20362549,NLM,MEDLINE,20100707,20171116,1090-2104 (Electronic) 0006-291X (Linking),396,2,2010 May 28,Adhesion-mediated self-renewal abilities of Ph+ blastoma cells.,193-8,10.1016/j.bbrc.2010.03.172 [doi],"The Philadelphia chromosome-positive blastoma, maintained by serial subcutaneous transplantation in nude mice, is a highly proliferating biological mass consisting of homogenous CD34(+)CD38(-) myeloblastoid cells. These cells newly evolved from pluripotent leukemia stem cells of chronic myeloid leukemia in the chronic phase. Therefore, this mass may provide a unique tool for better understanding cellular and molecular mechanisms of self-renewal of leukemia stem cells. In this paper, we demonstrated that intravenously injected blastoma cells can cause Ph+ blastic leukemia with multiple invasive foci in NOD/SCID mice but not in nude mice. In addition, using an in vitro culture system, we clearly showed that blastoma cell adhesion to OP9 stromal cells accelerates blastoma cell proliferation that is associated with up-regulation of BMI1 gene expression; increased levels of beta-catenin and the Notch1 intra-cellular domain; and changed the expression pattern of variant CD44 forms, which are constitutively expressed in these blastoma cells. These findings strongly suggest that adhesion of leukemic stem cells to stromal cells via CD44 might be indispensable for their cellular defense against attack by immune cells and for maintenance of their self-renewal ability.","['Funayama, Keiji', 'Saito-Kurimoto, Yumi', 'Ebihara, Yasuhiro', 'Shimane, Miyuki', 'Nomura, Hitoshi', 'Tsuji, Ko-ichiro', 'Asano, Shigetaka']","['Funayama K', 'Saito-Kurimoto Y', 'Ebihara Y', 'Shimane M', 'Nomura H', 'Tsuji K', 'Asano S']","['Department of Integrative Bioscience and Biomedical Engineering, Waseda University, 4-3-1 Ohkubo, Shinjuku-ku, Tokyo 169-555, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,"['0 (Bmi1 protein, mouse)', '0 (Hyaluronan Receptors)', '0 (Nuclear Proteins)', '0 (Proto-Oncogene Proteins)', '0 (Receptor, Notch1)', '0 (Repressor Proteins)', '0 (beta Catenin)', 'EC 2.3.2.27 (Polycomb Repressive Complex 1)']",IM,"['Animals', 'Cell Adhesion', 'Cell Culture Techniques', 'Gene Expression Regulation, Leukemic', 'Humans', 'Hyaluronan Receptors/genetics/metabolism', 'Mice', 'Mice, Inbred NOD', 'Mice, SCID', 'Neoplasm Transplantation', 'Neoplastic Stem Cells/*pathology', 'Nuclear Proteins/genetics', 'Pluripotent Stem Cells/*pathology', 'Polycomb Repressive Complex 1', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/genetics/*pathology', 'Proto-Oncogene Proteins/genetics', 'Receptor, Notch1/metabolism', 'Repressor Proteins/genetics', 'beta Catenin/metabolism']",,2010/04/07 06:00,2010/07/08 06:00,['2010/04/06 06:00'],"['2010/03/27 00:00 [received]', '2010/03/30 00:00 [accepted]', '2010/04/06 06:00 [entrez]', '2010/04/07 06:00 [pubmed]', '2010/07/08 06:00 [medline]']","['S0006-291X(10)00647-9 [pii]', '10.1016/j.bbrc.2010.03.172 [doi]']",ppublish,Biochem Biophys Res Commun. 2010 May 28;396(2):193-8. doi: 10.1016/j.bbrc.2010.03.172. Epub 2010 Apr 1.,,,,20100401,,,,,,['Copyright (c) 2010 Elsevier Inc. All rights reserved.'],,,,,,,,,,,,,,,,,,,
20362532,NLM,PubMed-not-MEDLINE,20100903,20160518,1875-9777 (Electronic) 1875-9777 (Linking),6,4,2010 Apr 2,Cycling toward elimination of leukemic stem cells.,296-7,10.1016/j.stem.2010.03.008 [doi],"In two recent articles in Science Translational Medicine and Nature Biotechnology, Saito et al. (2010) identify a molecular signature of acute myeloid leukemia (AML) stem cells and demonstrate that quiescent AML stem cells become sensitized to chemotherapy after G-CSF stimulation.","['Goff, Daniel', 'Jamieson, Catriona']","['Goff D', 'Jamieson C']","['Department of Medicine and Moores Cancer Center, University of California at San Diego, San Diego, CA 92093, USA.']",['eng'],"['Comment', 'Journal Article']",United States,Cell Stem Cell,Cell stem cell,101311472,,,,,2010/04/07 06:00,2010/04/07 06:01,['2010/04/06 06:00'],"['2010/04/06 06:00 [entrez]', '2010/04/07 06:00 [pubmed]', '2010/04/07 06:01 [medline]']","['S1934-5909(10)00105-0 [pii]', '10.1016/j.stem.2010.03.008 [doi]']",ppublish,Cell Stem Cell. 2010 Apr 2;6(4):296-7. doi: 10.1016/j.stem.2010.03.008.,,['Nat Biotechnol. 2010 Mar;28(3):275-80. PMID: 20160717'],,,,,,,,['Copyright (c) 2010 Elsevier Inc. All rights reserved.'],,,,,,,,,,,,,,,,,,,
20362517,NLM,MEDLINE,20100802,20131121,1873-376X (Electronic) 1570-0232 (Linking),878,15-16,2010 May 1,Liquid chromatography-tandem mass spectrometry assay for the quantification of free and total sialic acid in human cerebrospinal fluid.,1098-102,10.1016/j.jchromb.2010.03.020 [doi],"BACKGROUND: Analysis of sialic acid (SA) metabolites in cerebrospinal fluid (CSF) is important for clinical diagnosis. In the present study, a high-performance liquid chromatography-tandem mass spectrometry (HPLC/MS/MS) method for free sialic acid (FSA) and total sialic acid (TSA) in human CSF was validated. METHODS: The method utilized a simple sample-preparation procedure of protein precipitation for FSA and acid hydrolysis for TSA. Negative electrospray ionisation was used to monitor the transitions m/z 308.2-->87.0 (SA) and m/z 311.2--> 90.0 ((13)C(3)-SA). Conjugated sialic acid (CSA) was calculated by subtracting FSA from TSA. We established reference intervals for FSA, TSA and CSA in CSF in 217 control subjects. The method has been applied to patients' samples with known differences in SA metabolites like meningitis (n=6), brain tumour (n=2), leukaemia (n=5), and Salla disease (n=1). RESULTS: Limit of detection (LOD) was 0.54 microM for FSA and 0.45 mM for TSA. Intra- and inter-assay variation for FSA (21.8 microM) were 4.8% (n=10) and 10.4% (n=40) respectively. Intra- and inter-assay variation for TSA (35.6 microM) were 9.7% (n=10) and 12.8% (n=40) respectively. Tested patients showed values of TSA above established reference value. CONCLUSION: The validated method allows sensitive and specific measurement of SA metabolites in CSF and can be applied for clinical diagnoses.","['van der Ham, Maria', 'de Koning, Tom J', 'Lefeber, Dirk', 'Fleer, Andre', 'Prinsen, Berthil H C M T', 'de Sain-van der Velden, Monique G M']","['van der Ham M', 'de Koning TJ', 'Lefeber D', 'Fleer A', 'Prinsen BH', 'de Sain-van der Velden MG']","['Department of Metabolic and Endocrine Diseases, University Medical Centre Utrecht, WKZ and Netherlands Metabolomics Centre, The Netherlands.']",['eng'],['Journal Article'],Netherlands,J Chromatogr B Analyt Technol Biomed Life Sci,"Journal of chromatography. B, Analytical technologies in the biomedical and life sciences",101139554,['GZP2782OP0 (N-Acetylneuraminic Acid)'],IM,"['Brain Neoplasms/cerebrospinal fluid', 'Chromatography, High Pressure Liquid/*methods', 'Humans', 'Leukemia/cerebrospinal fluid', 'Meningitis/cerebrospinal fluid', 'N-Acetylneuraminic Acid/*cerebrospinal fluid', 'Reproducibility of Results', 'Sensitivity and Specificity', 'Sialic Acid Storage Disease/cerebrospinal fluid', 'Tandem Mass Spectrometry/*methods']",,2010/04/07 06:00,2010/08/03 06:00,['2010/04/06 06:00'],"['2009/12/22 00:00 [received]', '2010/03/03 00:00 [revised]', '2010/03/11 00:00 [accepted]', '2010/04/06 06:00 [entrez]', '2010/04/07 06:00 [pubmed]', '2010/08/03 06:00 [medline]']","['S1570-0232(10)00160-1 [pii]', '10.1016/j.jchromb.2010.03.020 [doi]']",ppublish,J Chromatogr B Analyt Technol Biomed Life Sci. 2010 May 1;878(15-16):1098-102. doi: 10.1016/j.jchromb.2010.03.020. Epub 2010 Mar 18.,,,,20100318,,,,,,['2010 Elsevier B.V. All rights reserved.'],,,,,,,,,,,,,,,,,,,
20362335,NLM,MEDLINE,20100824,20100802,1873-5835 (Electronic) 0145-2126 (Linking),34,9,2010 Sep,Does monosomy 5 really exist in myelodysplastic syndromes and acute myeloid leukemia?,1242-5,10.1016/j.leukres.2010.03.022 [doi],"Abnormalities of chromosome 5 are common aberrations in myelodysplastic syndromes (MDS) and acute myeloid leukemia (AML), being del(5q) the most frequent. In contrast, monosomy 5 is not so frequent and, usually, is associated with complex karyotypes, conferring poor prognosis. The aim of this study was to analyze, by FISH for 5q31 (EGR1), a series of 28 MDS and AML cases with monosomy 5 detected by G-banding. FISH results revealed deletion of 5q31 in 24 of them (85.7%) and monosomy 5 just in three. FISH for 5q31 can complement conventional cytogenetics and improve the karyotype definition, leading to a better diagnostic and prognostic stratification.","['Galvan, Ana Belen', 'Mallo, Mar', 'Arenillas, Leonor', 'Salido, Marta', 'Espinet, Blanca', 'Pedro, Carmen', 'Florensa, Lourdes', 'Serrano, Sergi', 'Sole, Francesc']","['Galvan AB', 'Mallo M', 'Arenillas L', 'Salido M', 'Espinet B', 'Pedro C', 'Florensa L', 'Serrano S', 'Sole F']","['Laboratori de Citogenetica Molecular. Servei de Patologia, Parc Salut Mar. GRETNHE, IMIM-Hospital del Mar, Barcelona, Spain.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,,IM,"['*Chromosomes, Human, Pair 5', 'Humans', 'Karyotyping', 'Leukemia, Myeloid, Acute/*genetics', '*Monosomy', 'Myelodysplastic Syndromes/*genetics']",,2010/04/07 06:00,2010/08/25 06:00,['2010/04/06 06:00'],"['2010/01/20 00:00 [received]', '2010/02/26 00:00 [revised]', '2010/03/09 00:00 [accepted]', '2010/04/06 06:00 [entrez]', '2010/04/07 06:00 [pubmed]', '2010/08/25 06:00 [medline]']","['S0145-2126(10)00163-3 [pii]', '10.1016/j.leukres.2010.03.022 [doi]']",ppublish,Leuk Res. 2010 Sep;34(9):1242-5. doi: 10.1016/j.leukres.2010.03.022. Epub 2010 Apr 1.,,,,20100401,,,,,,['Copyright 2010 Elsevier Ltd. All rights reserved.'],,,,,,,,,,,,,,,,,,,
20362334,NLM,MEDLINE,20100824,20171116,1873-5835 (Electronic) 0145-2126 (Linking),34,9,2010 Sep,CD5+ B-cell lymphoproliferative disorders: Beyond chronic lymphocytic leukemia and mantle cell lymphoma.,1235-8,10.1016/j.leukres.2010.03.020 [doi],"CD5 positivity in B-cell lymphoproliferative disorders (LPD) is usually considered characteristic of either chronic lymphocytic leukemia (CLL) or mantle cell lymphoma (MCL). However, other neoplastic B-LPDs may express CD5, albeit infrequently. In this study we have reviewed the tissue pathology of CD5+ B-LPDs that do not fulfill diagnostic criteria for CLL or MCL on flow cytometric studies of peripheral blood or bone marrow. Our results indicate that although CD5 positivity is most commonly associated with CLL and MCL, a significant minority of cases do not fall into these two categories. Phenotypically unusual CLL, marginal zone lymphoma and lymphoplasmacytic lymphoma were the most common diagnoses in this group of patients. Applying strict flow cytometry criteria, using genetic studies, and deferring to a lymph node/tissue diagnosis in non-classical cases are critical for accurate diagnosis and classification of CD5+ B-cell LPD.","['Jevremovic, Dragan', 'Dronca, Roxana S', 'Morice, William G', 'McPhail, Ellen D', 'Kurtin, Paul J', 'Zent, Clive S', 'Hanson, Curtis A']","['Jevremovic D', 'Dronca RS', 'Morice WG', 'McPhail ED', 'Kurtin PJ', 'Zent CS', 'Hanson CA']","['Division of Hematopathology, Mayo Clinic, 200 1(st) Street SW, Hilton 8200, Rochester, MN 55905, USA. jevremovic.dragan@mayo.edu']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,['0 (CD5 Antigens)'],IM,"['B-Lymphocytes/*immunology', 'CD5 Antigens/*immunology', 'Humans', 'Lymphoma, Mantle-Cell/*immunology', 'Lymphoproliferative Disorders/*immunology']",,2010/04/07 06:00,2010/08/25 06:00,['2010/04/06 06:00'],"['2009/12/29 00:00 [received]', '2010/03/01 00:00 [revised]', '2010/03/09 00:00 [accepted]', '2010/04/06 06:00 [entrez]', '2010/04/07 06:00 [pubmed]', '2010/08/25 06:00 [medline]']","['S0145-2126(10)00161-X [pii]', '10.1016/j.leukres.2010.03.020 [doi]']",ppublish,Leuk Res. 2010 Sep;34(9):1235-8. doi: 10.1016/j.leukres.2010.03.020. Epub 2010 Apr 1.,,,,20100401,,,,,,['Copyright 2010 Elsevier Ltd. All rights reserved.'],,,,,,,,,,,,,,,,,,,
20362333,NLM,MEDLINE,20100930,20211020,1873-5835 (Electronic) 0145-2126 (Linking),34,10,2010 Oct,Circulating Ki-67 index in plasma as a biomarker and prognostic indicator in chronic lymphocytic leukemia.,1320-4,10.1016/j.leukres.2010.03.010 [doi],"Ki-67 is a nuclear antigen that is expressed in all stages of the cell cycle, except G(0), and is widely used as a marker of cellular proliferation in human tumors. We recently showed that elevated levels of Ki-67 circulating in plasma (cKi-67) are associated with shorter survival in patients with acute lymphoblastic leukemia. The current study included 194 patients with CLL and 96 healthy control subjects. cKi-67 levels in plasma were determined using an electrochemiluminescent immunoassay. We normalized the cKi-67 level to the absolute number of lymphocytes in the patient's peripheral blood to establish the plasma cKi-67 index. The cKi-67 index showed significant correlation with lymph node involvement and Rai stage (P=0.05). Higher cKi-67 index values were significantly associated with shorter survival. Multivariate Cox proportional hazards regression analysis demonstrated that the association of the cKi-67 index with shorter survival was independent of IgV(H) mutation status. In a multivariate model incorporating the cKi-67 index with B2M and IgV(H), only cKi-67 index and B2M levels remained as independent predictors of survival. The results of this study suggest that the plasma cKi-67 index, along with B2M level, is a strong predictor of clinical behavior in CLL.","['Bruey, Jean-Marie', 'Kantarjian, Hagop', 'Ma, Wanlong', 'Estrov, Zeev', 'Yeh, Chenhsiung', 'Donahue, Amber', 'Sanders, Heather', ""O'Brien, Susan"", 'Keating, Michael', 'Albitar, Maher']","['Bruey JM', 'Kantarjian H', 'Ma W', 'Estrov Z', 'Yeh C', 'Donahue A', 'Sanders H', ""O'Brien S"", 'Keating M', 'Albitar M']","['Department of Hematology and Oncology R&D, Quest Diagnostics Nichols Institute, 33608 Ortega Highway, San Juan Capistrano, CA 92690, USA.']",['eng'],['Journal Article'],England,Leuk Res,Leukemia research,7706787,"['0 (Biomarkers)', '0 (Ki-67 Antigen)', '0 (beta 2-Microglobulin)']",IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Biomarkers', 'Blotting, Western', 'Female', 'Humans', 'Immunohistochemistry', 'Jurkat Cells', 'Ki-67 Antigen/*blood', 'Leukemia, Lymphocytic, Chronic, B-Cell/blood/*mortality', 'Male', 'Middle Aged', 'Prognosis', 'Proportional Hazards Models', 'beta 2-Microglobulin/blood']",,2010/04/07 06:00,2010/10/01 06:00,['2010/04/06 06:00'],"['2009/11/17 00:00 [received]', '2010/01/19 00:00 [revised]', '2010/03/04 00:00 [accepted]', '2010/04/06 06:00 [entrez]', '2010/04/07 06:00 [pubmed]', '2010/10/01 06:00 [medline]']","['S0145-2126(10)00151-7 [pii]', '10.1016/j.leukres.2010.03.010 [doi]']",ppublish,Leuk Res. 2010 Oct;34(10):1320-4. doi: 10.1016/j.leukres.2010.03.010. Epub 2010 Apr 1.,,,"['P30 CA016672/CA/NCI NIH HHS/United States', 'P50 CA100632/CA/NCI NIH HHS/United States']",20100401,PMC4108997,['NIHMS593251'],,['Leuk Res. 2010 Dec;34(12):e326-8. PMID: 20723976'],,['Copyright (c) 2010 Elsevier Ltd. All rights reserved.'],,,,,,,,,,,,,,,,,,,
20362332,NLM,MEDLINE,20100614,20171116,1873-5835 (Electronic) 0145-2126 (Linking),34,7,2010 Jul,Guillain-Barre syndrome after use of alemtuzumab (Campath) in a patient with T-cell prolymphocytic leukemia: a case report and review of the literature.,e154-6,10.1016/j.leukres.2010.02.036 [doi],,"['Abbi, Kamal K S', 'Rizvi, Syed M', 'Sivik, Jeffrey', 'Thyagarajan, Subramanian', 'Loughran, Thomas', 'Drabick, Joseph J']","['Abbi KK', 'Rizvi SM', 'Sivik J', 'Thyagarajan S', 'Loughran T', 'Drabick JJ']",,['eng'],"['Case Reports', 'Letter']",England,Leuk Res,Leukemia research,7706787,"['0 (Antibodies, Monoclonal)', '0 (Antibodies, Monoclonal, Humanized)', '0 (Antibodies, Neoplasm)', '0 (Antigens, CD)', '0 (Antigens, Neoplasm)', '0 (CD52 Antigen)', '0 (CD52 protein, human)', '0 (Glycoproteins)', '0 (Immunoglobulins, Intravenous)', '3A189DH42V (Alemtuzumab)']",IM,"['Aged', 'Alemtuzumab', 'Antibodies, Monoclonal/*adverse effects/pharmacology/therapeutic use', 'Antibodies, Monoclonal, Humanized', 'Antibodies, Neoplasm/*adverse effects/pharmacology/therapeutic use', 'Antigens, CD/immunology', 'Antigens, Neoplasm/immunology', 'Autoimmunity/drug effects', 'CD52 Antigen', 'Combined Modality Therapy', 'Complement Pathway, Classical', 'Dendritic Cells/drug effects', 'Glycoproteins/antagonists & inhibitors/immunology', 'Guillain-Barre Syndrome/*chemically induced/therapy', 'Humans', 'Immunoglobulins, Intravenous/therapeutic use', 'Leukemia, Prolymphocytic, T-Cell/*drug therapy', 'Male', 'Plasmapheresis', 'Respiration, Artificial', 'T-Lymphocyte Subsets/drug effects']",,2010/04/07 06:00,2010/06/15 06:00,['2010/04/06 06:00'],"['2009/10/20 00:00 [received]', '2010/02/22 00:00 [revised]', '2010/02/27 00:00 [accepted]', '2010/04/06 06:00 [entrez]', '2010/04/07 06:00 [pubmed]', '2010/06/15 06:00 [medline]']","['S0145-2126(10)00119-0 [pii]', '10.1016/j.leukres.2010.02.036 [doi]']",ppublish,Leuk Res. 2010 Jul;34(7):e154-6. doi: 10.1016/j.leukres.2010.02.036. Epub 2010 Apr 2.,,,,20100402,,,,,,,,,,,,,,,,,,,,,,,,,
20362331,NLM,MEDLINE,20100824,20100802,1873-5835 (Electronic) 0145-2126 (Linking),34,9,2010 Sep,Expression of syncytin in leukemia and lymphoma cells.,1195-202,10.1016/j.leukres.2010.03.016 [doi],"Syncytin is a placenta-specific protein and generally believed to play a pivotal role in syncytiotrophoblast morphogenesis. In this study, transcripts of this gene were quantified by real-time RT-PCR and the translated products were measured by an indirect immunofluorescence assay. Results showed that syncytin was found to be expressed in all nine leukemia and lymphoma cell lines studied albeit at different levels and in 43 peripheral blood samples of 57 leukemia or lymphoma patients. Neither the transcripts nor the translated syncytin was detected in blood samples of normal individuals. In conclusion, peripheral blood syncytin may serve as a marker for leukemia and lymphoma.","['Sun, Yi', 'Ouyang, Dong-Yun', 'Pang, Wei', 'Tu, Yuan-Quan', 'Li, Yu-Ye', 'Shen, Xiao-Mei', 'Tam, Siu-Cheung', 'Yang, Hong-Ying', 'Zheng, Yong-Tang']","['Sun Y', 'Ouyang DY', 'Pang W', 'Tu YQ', 'Li YY', 'Shen XM', 'Tam SC', 'Yang HY', 'Zheng YT']","['Key Laboratory of Animal Models and Human Disease Mechanisms of Chinese Academy of Sciences and Yunnan Province, Kunming Institute of Zoology, Chinese Academy of Sciences, 32 Jiaochang Donglu, Kunming 650223, China.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,"['0 (Gene Products, env)', '0 (Pregnancy Proteins)', '0 (RNA, Messenger)', '0 (syncytin)']",IM,"['Blotting, Western', 'Electrophoresis, Polyacrylamide Gel', 'Female', 'Fluorescent Antibody Technique, Indirect', 'Gene Products, env/genetics/*metabolism', 'Humans', 'Leukemia/*metabolism/pathology', 'Lymphoma/*metabolism/pathology', 'Male', 'Pregnancy Proteins/genetics/*metabolism', 'RNA, Messenger/genetics', 'Reverse Transcriptase Polymerase Chain Reaction']",,2010/04/07 06:00,2010/08/25 06:00,['2010/04/06 06:00'],"['2009/07/21 00:00 [received]', '2010/03/07 00:00 [revised]', '2010/03/08 00:00 [accepted]', '2010/04/06 06:00 [entrez]', '2010/04/07 06:00 [pubmed]', '2010/08/25 06:00 [medline]']","['S0145-2126(10)00157-8 [pii]', '10.1016/j.leukres.2010.03.016 [doi]']",ppublish,Leuk Res. 2010 Sep;34(9):1195-202. doi: 10.1016/j.leukres.2010.03.016. Epub 2010 Apr 2.,,,,20100402,,,,,,['Copyright 2010 Elsevier Ltd. All rights reserved.'],,,,,,,,,,,,,,,,,,,
20362315,NLM,MEDLINE,20110105,20100824,1532-2661 (Electronic) 0034-5288 (Linking),89,2,2010 Oct,"Feline immunodeficiency virus, feline leukemia virus and Toxoplasma gondii in stray and household cats in Kerman-Iran: seroprevalence and correlation with clinical and laboratory findings.",306-10,10.1016/j.rvsc.2010.03.015 [doi],"This study was carried out to determine the seroprevalence of feline leukemia virus (FeLV), feline immunodeficiency virus (FIV) and Toxoplasma gondii (T. gondii) infection among stray and owned cats in southeastern Iran and to identify the influence of age, sex, lifestyle, health status, and laboratory findings on seropositivity. The overall infection rate for FIV, FeLV, and T. gondii was 19.2%, 14.2%, and 32.1% respectively. Results of the multivariate logistic regression analysis showed that old adults more likely to be seropositive than juveniles for FIV, FeLV, and T. gondii (adjusted odds ratios [ORs], 1.84, 1.56, and 2.57 respectively). Anemic and diseased cats ([ORs], 6.62 and 0.9) were at a greater risk of testing positive for FeLV. Male cats were 4.91 times as likely to have FIV as were female and hyperglobulinemia was significantly more prevalent in FIV-infected cats ([ORs], 3.4). In conclusion, FIV and FeLV seem to be endemic in Iran and retroviral-associated immunosuppression may be a risk factor for active toxoplasmosis in infected cats.","['Akhtardanesh, Baharak', 'Ziaali, Naser', 'Sharifi, Hamid', 'Rezaei, Shirin']","['Akhtardanesh B', 'Ziaali N', 'Sharifi H', 'Rezaei S']","['Department of Clinical Science, Faculty of Veterinary Medicine, Shahid Bahonar University, Kerman, P.O. Box 76169133, Iran. Akhtardanesh@mail.uk.ac.ir']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Res Vet Sci,Research in veterinary science,0401300,,IM,"['Animals', 'Cat Diseases/blood/*epidemiology/parasitology/virology', 'Cats', 'Female', 'Immunodeficiency Virus, Feline/*isolation & purification', 'Iran/epidemiology', 'Lentivirus Infections/blood/epidemiology/veterinary/virology', 'Leukemia Virus, Feline/*isolation & purification', 'Male', 'Retroviridae Infections/blood/epidemiology/veterinary/virology', 'Seroepidemiologic Studies', 'Sex Characteristics', 'Toxoplasma/*isolation & purification', 'Toxoplasmosis, Animal/epidemiology/parasitology', 'Tumor Virus Infections/blood/epidemiology/veterinary/virology']",,2010/04/07 06:00,2011/01/06 06:00,['2010/04/06 06:00'],"['2009/10/25 00:00 [received]', '2010/02/01 00:00 [revised]', '2010/03/09 00:00 [accepted]', '2010/04/06 06:00 [entrez]', '2010/04/07 06:00 [pubmed]', '2011/01/06 06:00 [medline]']","['S0034-5288(10)00089-5 [pii]', '10.1016/j.rvsc.2010.03.015 [doi]']",ppublish,Res Vet Sci. 2010 Oct;89(2):306-10. doi: 10.1016/j.rvsc.2010.03.015. Epub 2010 Apr 1.,,,,20100401,,,,,,['2010 Elsevier Ltd. All rights reserved.'],,,,,,,,,,,,,,,,,,,
