PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,RF,SI,CIN,EIN,CON,PMC,TT,OID,OTO,OT,GN,CRI,CN
8797504,NLM,MEDLINE,19961122,20190514,0028-3878 (Print) 0028-3878 (Linking),47,3,1996 Sep,CNS leukemia.,853,,"['Duffey, P', 'Burn, D J', 'Cartner, R', 'Morgan, S J']","['Duffey P', 'Burn DJ', 'Cartner R', 'Morgan SJ']",,['eng'],"['Case Reports', 'Comment', 'Letter']",United States,Neurology,Neurology,0401060,,IM,"['Central Nervous System Neoplasms/*physiopathology', 'Humans', 'Leukemia/*physiopathology', 'Male', 'Middle Aged']",1996/09/01 00:00,1996/09/01 00:01,['1996/09/01 00:00'],"['1996/09/01 00:00 [pubmed]', '1996/09/01 00:01 [medline]', '1996/09/01 00:00 [entrez]']",['10.1212/wnl.47.3.853 [doi]'],ppublish,Neurology. 1996 Sep;47(3):853. doi: 10.1212/wnl.47.3.853.,,,,,,['Neurology. 1996 Jan;46(1):19-25. PMID: 8559372'],,,,,,,,
8797343,NLM,MEDLINE,19961204,20110726,0048-0428 (Print) 0048-0428 (Linking),56,8,1996 Jul,[MR relaxation times in diffuse bone marrow disorders: evaluation of their clinical usefulness in differentiation between leukemia and anemia].,539-45,"T1 and T2 relaxation time measurements of the femoral marrow were performed in 20 patients with acute myeloid leukemia (AML) and 9 patients with iron deficiency or other severe anemia who had shown diffuse abnormal signals on MR imaging of the femoral marrow. The ability of T1 and T2 values to differentiate between leukemic infiltration and hyperplastic hematopoietic marrow was evaluated. T1 and T2 ratios (T1 abnormal marrow/T1 normal marrow and T2 abnormal/T2 normal) were calculated, and the ratios of T1 to T2 (T1/T2) and of the T1 ratio to the T2 ratio (T1 ratio/T2 ratio) were also analyzed. Diffuse infiltrative marrows revealed prolonged T1 relaxation times in all patients with AML and other severe anemia, and it was not possible to distinguish the two groups of diseases on the basis of T1 values. The T2 relaxation times varied widely in AML, but the mean T2 value of the AML group was not statistically significantly different from that of the anemia group. There were also no significant differences in the T1 ratio, T2 ratio, T1/T2, and the T1 ratio/T2 ratio between leukemic infiltration and hyperplastic hematopoietic marrow. We concluded that measurement of T1 and T2 relaxation times was of limited clinical importance for the histological characterization of diffuse bone marrow disorders.","['Tanaka, O', 'Ichikawa, T', 'Kobayashi, Y', 'Matsuura, K', 'Nagai, J', 'Takagi, S']","['Tanaka O', 'Ichikawa T', 'Kobayashi Y', 'Matsuura K', 'Nagai J', 'Takagi S']","['Department of Radiology, Jichi Medical School Omiya Medical Center.']",['jpn'],"['Clinical Trial', 'English Abstract', 'Journal Article']",Japan,Nihon Igaku Hoshasen Gakkai Zasshi,Nihon Igaku Hoshasen Gakkai zasshi. Nippon acta radiologica,0413544,,IM,"['Adult', 'Aged', 'Anemia/*diagnosis/etiology/pathology', 'Bone Marrow/*pathology', 'Bone Marrow Diseases/complications/*diagnosis/pathology', 'Diagnosis, Differential', 'Female', 'Humans', 'Hyperplasia', 'Leukemia, Myeloid, Acute/*diagnosis/etiology/pathology', '*Magnetic Resonance Imaging', 'Male', 'Middle Aged']",1996/07/01 00:00,1996/07/01 00:01,['1996/07/01 00:00'],"['1996/07/01 00:00 [pubmed]', '1996/07/01 00:01 [medline]', '1996/07/01 00:00 [entrez]']",,ppublish,Nihon Igaku Hoshasen Gakkai Zasshi. 1996 Jul;56(8):539-45.,,,,,,,,,,,,,,
8797278,NLM,MEDLINE,19970116,20190830,0165-2427 (Print) 0165-2427 (Linking),51,1-2,1996 May,gamma delta T-lymphocytes and anti-heat shock protein reactivity in bovine leukemia virus infected cattle.,79-87,"Bovine leukemia virus (BLV) induces a chronic infection in cattle that may result in persistent lymphocytosis (PL) and, sometimes, enzootic bovine leukosis. The cellular and humoral immune responses of the host following infection have been extensively investigated but little is known about the involvement of gamma delta T-cells in BLV pathogenesis. The affluence of these cells in cattle, and particularly in the peripheral blood of young ruminants, may suggest a particular role for them in defense mechanisms. In this study we have examined circulating gamma delta lymphocytes that express workshop clusters 1 (WC1) and 2 (WC2). In healthy cattle the WC1 cell count tends to decrease with age and adult cattle blood has statistically lower numbers (19.0 +/- 6.6%) than that of young animals (40.1 +/- 7.2%). However, in the blood of BLV-seropositive adult cattle and mainly in BLV+ PL+ animals the population of WC1 cells is elevated compared with uninfected animals (P < 0.007). Likewise, the WC2 cells count is increased (P < 0.01) in BLV+PL+. Furthermore, we have investigated whether BLV infection up-regulates the expression of heat shock proteins (HSP) which in turn could augment the humoral response. Anti-HSP70 activity was examined in the sera of 34 BLV-infected cattle and 40 healthy controls by ELISA. Significantly higher activities (P < 0.001) were observed in BLV-infected cattle.","['Ungar-Waron, H', 'Brenner, J', 'Paz, R', 'Moalem, U', 'Trainin, Z']","['Ungar-Waron H', 'Brenner J', 'Paz R', 'Moalem U', 'Trainin Z']","['Department of Immunology, Kimron Veterinary Institute, Beit Dagan, Israel.']",['eng'],['Journal Article'],Netherlands,Vet Immunol Immunopathol,Veterinary immunology and immunopathology,8002006,"['0 (Antibodies, Monoclonal)', '0 (HSP70 Heat-Shock Proteins)', '0 (Receptors, Antigen, T-Cell, gamma-delta)']",IM,"['Animals', 'Antibodies, Monoclonal', 'Cattle/*immunology', 'Enzootic Bovine Leukosis/*immunology', 'Enzyme-Linked Immunosorbent Assay', 'Flow Cytometry', 'HSP70 Heat-Shock Proteins/*immunology', 'Receptors, Antigen, T-Cell, gamma-delta/*immunology', 'T-Lymphocyte Subsets/*immunology']",1996/05/01 00:00,1996/05/01 00:01,['1996/05/01 00:00'],"['1996/05/01 00:00 [pubmed]', '1996/05/01 00:01 [medline]', '1996/05/01 00:00 [entrez]']","['0165-2427(95)05495-2 [pii]', '10.1016/0165-2427(95)05495-2 [doi]']",ppublish,Vet Immunol Immunopathol. 1996 May;51(1-2):79-87. doi: 10.1016/0165-2427(95)05495-2.,,,,,,,,,,,,,,
8797275,NLM,MEDLINE,19970116,20190830,0165-2427 (Print) 0165-2427 (Linking),51,1-2,1996 May,"Loss of MHC I transcription trans-activator in the bovine B-LCL, BL3.1.",39-54,"BL3.1, a variant derived from the BLV infected bovine B cell line, BL3, is distinguished by a loss of expression of MHC class I. All surface MHC I products were down-regulated in BL3.1 compared with BL3 correlating with a diminution in MHC I heavy chain transcription. Class I genes, including regulatory elements, showed no aberrations. The variant, BL3.1, did not differ from the parent cell line in expression of Bovine Leukemia Virus (BLV) or oncogene, c-myc. Transient transfection experiments determined the defect was trans rather than cis, and was due to loss of a trans-activator rather than gain of a trans-suppressor as evidenced by transient heterokaryon fusions. Southwestern blot analysis indicated that two DNA binding proteins associated with the MHC class I promoter were missing in BL3.1 cells. The specific response elements for these proteins in BL3 did not appear to be within the enhancerA region, the major enhancer region of the MHC I promoter.","['Harms, J S', 'Splitter, G A']","['Harms JS', 'Splitter GA']","['Department of Animal Health and Biomedical Sciences, University of Wisconsin-Madison 53706, USA.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",Netherlands,Vet Immunol Immunopathol,Veterinary immunology and immunopathology,8002006,"['0 (Antibodies, Monoclonal)', '0 (Trans-Activators)']",IM,"['Animals', 'Antibodies, Monoclonal', 'Cattle', 'Cell Line', 'Electrophoresis, Gel, Two-Dimensional', 'Electrophoresis, Polyacrylamide Gel', 'Gene Expression Regulation', 'Genes, MHC Class I/*genetics/immunology', 'Genes, myc/immunology', 'Genetic Complementation Test', 'Humans', 'Leukemia Virus, Bovine/genetics', 'Promoter Regions, Genetic/genetics', 'Temperature', 'Trans-Activators/*genetics', 'Transfection']",1996/05/01 00:00,1996/05/01 00:01,['1996/05/01 00:00'],"['1996/05/01 00:00 [pubmed]', '1996/05/01 00:01 [medline]', '1996/05/01 00:00 [entrez]']","['0165-2427(95)05503-7 [pii]', '10.1016/0165-2427(95)05503-7 [doi]']",ppublish,Vet Immunol Immunopathol. 1996 May;51(1-2):39-54. doi: 10.1016/0165-2427(95)05503-7.,,,,,,,,,,,,,,
8796169,NLM,MEDLINE,19961022,20131121,0950-222X (Print) 0950-222X (Linking),10 ( Pt 3),,1996,Cystoid macular oedema in chronic myeloid leukaemia: treatment with acetazolamide and response to bone marrow transplantation.,394-6,,"['Horgan, S E', 'Fraser, S G', 'Ferrante, P F', 'Spencer, A', 'Beaconsfield, M']","['Horgan SE', 'Fraser SG', 'Ferrante PF', 'Spencer A', 'Beaconsfield M']",,['eng'],"['Case Reports', 'Letter']",England,Eye (Lond),"Eye (London, England)",8703986,['O3FX965V0I (Acetazolamide)'],IM,"['Acetazolamide/*therapeutic use', '*Bone Marrow Transplantation', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/complications/*therapy', 'Macular Edema/*drug therapy/etiology', 'Male', 'Middle Aged']",1996/01/01 00:00,1996/01/01 00:01,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '1996/01/01 00:01 [medline]', '1996/01/01 00:00 [entrez]']",['10.1038/eye.1996.80 [doi]'],ppublish,Eye (Lond). 1996;10 ( Pt 3):394-6. doi: 10.1038/eye.1996.80.,,,,,,,,,,,,,,
8796144,NLM,MEDLINE,19961024,20061115,0300-0664 (Print) 0300-0664 (Linking),45,1,1996 Jul,Deletion analysis of the p16 tumour suppressor gene in phaeochromocytomas.,93-6,"BACKGROUND AND OBJECTIVES: The molecular pathogenesis of phaeochromocytoma has not yet been fully established. The p16 tumour suppressor gene is often inactivated in a wide variety of primary human malignancies, including tumours of ectodermal origin. We have therefore examined the status of the p16 gene in a series of phaeochromocytomas. DESIGN: We studied tumour and constitutive DNA from 26 phaeochromocytoma patients. Twenty-two cases were of sporadic tumours whereas four patients had a hereditary form of the disease. Four tumours were malignant. We performed a semiquantitative multiplex PCR in which the p16 gene was coamplified with an unrelated sequence as an internal control. Standards were constructed by mixing DNA from cell lines with a known p16 status to simulate various degrees of p16 loss. Deletion of the p16 gene was determined by densitometry, measuring the ratio of intensity of the two resulting bands as an indication of the relative abundance of the two templates in the sample. RESULTS: No homozygous deletion of the p16 tumour suppressor gene was found in any of the phaeochromocytoma samples. CONCLUSIONS: We have demonstrated that the p16 gene is not deleted in sporadic, hereditary, malignant or benign forms of phaeochromocytomas, and therefore probably does not play a role in the pathogenesis of this tumour. However, because of the small number of malignant cases analysed, we cannot exclude a low frequency of p16 deletions in this subset of tumours.","['Aguiar, R C', 'Dahia, P L', 'Sill, H', 'Toledo, S P', 'Goldman, J M', 'Cross, N C']","['Aguiar RC', 'Dahia PL', 'Sill H', 'Toledo SP', 'Goldman JM', 'Cross NC']","['LRF Centre for Adult Leukaemia, Department of Haematology, Royal Postgraduate Medical School, Hammersmith Hospital, London, UK.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Clin Endocrinol (Oxf),Clinical endocrinology,0346653,['0 (Neoplasm Proteins)'],IM,"['Adolescent', 'Adrenal Gland Neoplasms/*genetics', 'Adult', 'Child', 'Exons', '*Gene Deletion', 'Genes, Tumor Suppressor/*genetics', 'Humans', 'Middle Aged', 'Neoplasm Proteins/genetics', 'Pheochromocytoma/*genetics', 'Polymerase Chain Reaction']",1996/07/01 00:00,1996/07/01 00:01,['1996/07/01 00:00'],"['1996/07/01 00:00 [pubmed]', '1996/07/01 00:01 [medline]', '1996/07/01 00:00 [entrez]']",,ppublish,Clin Endocrinol (Oxf). 1996 Jul;45(1):93-6.,,,,,,,,,,,,,,
8796098,NLM,MEDLINE,19961023,20181130,0003-410X (Print) 0003-410X (Linking),147,3,1996,[Immunoblastic lymphoma following hairy cell leukemia treated with interferon alpha-2a].,221-2,,"['Granier, H', 'Carre, D', 'Morand, C', 'Richecoeur, M', 'Combes, P', 'Martin, J', 'Abgrall, J']","['Granier H', 'Carre D', 'Morand C', 'Richecoeur M', 'Combes P', 'Martin J', 'Abgrall J']",,['fre'],"['Case Reports', 'Letter']",France,Ann Med Interne (Paris),Annales de medecine interne,0171744,"['0 (Antineoplastic Agents)', '0 (Interferon alpha-2)', '0 (Interferon-alpha)', '0 (Recombinant Proteins)']",IM,"['Aged', 'Aged, 80 and over', 'Antineoplastic Agents/*adverse effects', 'Humans', 'Interferon alpha-2', 'Interferon-alpha/*adverse effects', 'Leukemia, Hairy Cell/*therapy', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*etiology', 'Recombinant Proteins']",1996/01/01 00:00,1996/01/01 00:01,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '1996/01/01 00:01 [medline]', '1996/01/01 00:00 [entrez]']",,ppublish,Ann Med Interne (Paris). 1996;147(3):221-2.,,,,,,,,Survenue d'un lymphome immunoblastique au decours d'une leucemie a tricholeucocytes traitee par interferon alpha 2a.,,,,,,
8796018,NLM,MEDLINE,19961023,20190830,0929-693X (Print) 0929-693X (Linking),3 Suppl 1,,1996,[Indications and results of bone marrow grafts in acute lymphoblastic leukemia in children].,206s-208s,,"['Plouvier, E', 'Laithier, V']","['Plouvier E', 'Laithier V']","[""Unite d'hematologie infantile, hopital Saint-Jacques, CHU, Besancon, France.""]",['fre'],['Journal Article'],France,Arch Pediatr,Archives de pediatrie : organe officiel de la Societe francaise de pediatrie,9421356,,IM,"['*Bone Marrow Transplantation', 'Child', 'Forecasting', 'Graft vs Host Reaction', 'Humans', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/metabolism/*therapy', 'Remission Induction']",1996/01/01 00:00,2000/05/05 09:00,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '2000/05/05 09:00 [medline]', '1996/01/01 00:00 [entrez]']","['0929-693X(96)86043-X [pii]', '10.1016/0929-693x(96)86043-x [doi]']",ppublish,Arch Pediatr. 1996;3 Suppl 1:206s-208s. doi: 10.1016/0929-693x(96)86043-x.,,,,,,,,Indications et resultats des greffes de moelle osseuse dans les leucemies aigues lymphoblastiques de l'enfant.,,,,,,
8796017,NLM,MEDLINE,19961023,20190830,0929-693X (Print) 0929-693X (Linking),3 Suppl 1,,1996,[Study of residual disease in acute lymphoblastic leukemia in children].,204s-205s,,"['Vilmer, E', 'Cave, H', 'Granchamp, B']","['Vilmer E', 'Cave H', 'Granchamp B']","[""Service d'hematologie, hopital Robert-Debre, Paris, France.""]",['fre'],"['Clinical Trial', 'Journal Article', 'Multicenter Study']",France,Arch Pediatr,Archives de pediatrie : organe officiel de la Societe francaise de pediatrie,9421356,,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Humans', 'Neoplasm, Residual', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy/*metabolism', 'Prospective Studies']",1996/01/01 00:00,2000/05/05 09:00,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '2000/05/05 09:00 [medline]', '1996/01/01 00:00 [entrez]']","['0929-693X(96)86042-8 [pii]', '10.1016/0929-693x(96)86042-8 [doi]']",ppublish,Arch Pediatr. 1996;3 Suppl 1:204s-205s. doi: 10.1016/0929-693x(96)86042-8.,,,,,,,,Etude de la maladie residuelle dans les leucemies aigues lymphoblastiques de l'enfant.,,,,,,
8796016,NLM,MEDLINE,19961023,20190830,0929-693X (Print) 0929-693X (Linking),3 Suppl 1,,1996,[Results of treatment protocols apropos of thr Boston program].,201s-203s,,"['Leclerc, J M', 'Sallan, S']","['Leclerc JM', 'Sallan S']","['Hopital Sainte-Justine de Montreal, departement de pediatrie, Universite de Montreal, Canada.']",['fre'],"['Clinical Trial', 'Journal Article']",France,Arch Pediatr,Archives de pediatrie : organe officiel de la Societe francaise de pediatrie,9421356,,IM,"['Antineoplastic Combined Chemotherapy Protocols/adverse effects/*therapeutic use', 'Canada', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy', 'Recurrence']",1996/01/01 00:00,2000/05/05 09:00,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '2000/05/05 09:00 [medline]', '1996/01/01 00:00 [entrez]']","['0929-693X(96)86041-6 [pii]', '10.1016/0929-693x(96)86041-6 [doi]']",ppublish,Arch Pediatr. 1996;3 Suppl 1:201s-203s. doi: 10.1016/0929-693x(96)86041-6.,,,,,,,,Resultats des protocoles de traitement a propos du programme de Boston.,,,,,,
8796015,NLM,MEDLINE,19961023,20190830,0929-693X (Print) 0929-693X (Linking),3 Suppl 1,,1996,[Results of treatment protocols for leukemia in children: apropos of studies of the EORTC-CLCG group].,197s-200s,,"['Suciu, S', 'Otten, J', 'Philippe, N']","['Suciu S', 'Otten J', 'Philippe N']","['EORTC Data Center, Bruxelles, Belgique.']",['fre'],"['Clinical Trial', 'Journal Article', 'Meta-Analysis']",France,Arch Pediatr,Archives de pediatrie : organe officiel de la Societe francaise de pediatrie,9421356,,IM,"['Acute Disease', 'Antineoplastic Combined Chemotherapy Protocols/*administration & dosage', 'Belgium', 'Child', 'Clinical Protocols', 'Humans', 'Leukemia, Myeloid/*drug therapy', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy', 'Prognosis', 'Treatment Outcome']",1996/01/01 00:00,2000/05/05 09:00,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '2000/05/05 09:00 [medline]', '1996/01/01 00:00 [entrez]']","['0929-693X(96)86040-4 [pii]', '10.1016/0929-693x(96)86040-4 [doi]']",ppublish,Arch Pediatr. 1996;3 Suppl 1:197s-200s. doi: 10.1016/0929-693x(96)86040-4.,,,,,,,,Resultats de protocoles de traitement des leucemies de l'enfant: a propos des etudes du groupe EORTC-CLCG.,,,,,,
8796000,NLM,MEDLINE,19961023,20190830,0929-693X (Print) 0929-693X (Linking),3 Suppl 1,,1996,[Complications of treatment with growth hormone].,156s-157s,,"['Czernichow, P']",['Czernichow P'],"[""Service d'endocrinologie et diabetologie pediatriques, hopital Robert-Debre, Paris, France.""]",['fre'],['Journal Article'],France,Arch Pediatr,Archives de pediatrie : organe officiel de la Societe francaise de pediatrie,9421356,"['9002-72-6 (Growth Hormone)', '9034-39-3 (Growth Hormone-Releasing Hormone)']",IM,"['Brain Neoplasms/chemically induced', 'Child', 'Growth Hormone/*adverse effects/therapeutic use', 'Growth Hormone-Releasing Hormone/therapeutic use', 'Humans', 'Leukemia/chemically induced', 'Neoplasm Recurrence, Local/chemically induced', 'Risk Factors']",1996/01/01 00:00,2000/05/05 09:00,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '2000/05/05 09:00 [medline]', '1996/01/01 00:00 [entrez]']","['0929-693X(96)86025-8 [pii]', '10.1016/0929-693x(96)86025-8 [doi]']",ppublish,Arch Pediatr. 1996;3 Suppl 1:156s-157s. doi: 10.1016/0929-693x(96)86025-8.,,,,,,,,Complications du traitement par l'hormone de croissance.,,,,,,
8795897,NLM,MEDLINE,19961023,20041117,1078-6791 (Print) 1078-6791 (Linking),2,3,1996 May,Setting the record straight on power-line study results.,18-9,,"['Brodeur, P']",['Brodeur P'],,['eng'],"['Comment', 'Letter']",United States,Altern Ther Health Med,Alternative therapies in health and medicine,9502013,,IM,"['Brain Neoplasms/etiology', '*Electromagnetic Fields', 'Humans', 'Leukemia, Myeloid/etiology', 'Risk Factors']",1996/05/01 00:00,1996/05/01 00:01,['1996/05/01 00:00'],"['1996/05/01 00:00 [pubmed]', '1996/05/01 00:01 [medline]', '1996/05/01 00:00 [entrez]']",,ppublish,Altern Ther Health Med. 1996 May;2(3):18-9.,,,,,,['Altern Ther Health Med. 1996 Mar;2(2):46-51. PMID: 8795888'],,,,,,,,
8795887,NLM,MEDLINE,19961023,20041117,1078-6791 (Print) 1078-6791 (Linking),2,2,1996 Mar,Power-line magnetic fields are likely related to leukemia in children (despite the opinion of the American Physical Society).,46-50,,"['Liboff, A R']",['Liboff AR'],"['Oakland University, Rochester, Mich, USA.']",['eng'],['Journal Article'],United States,Altern Ther Health Med,Alternative therapies in health and medicine,9502013,,IM,"['Child', 'Child Welfare', 'Child, Preschool', '*Electromagnetic Fields', 'Humans', 'Leukemia/*etiology', 'Power Plants']",1996/03/01 00:00,1996/03/01 00:01,['1996/03/01 00:00'],"['1996/03/01 00:00 [pubmed]', '1996/03/01 00:01 [medline]', '1996/03/01 00:00 [entrez]']",,ppublish,Altern Ther Health Med. 1996 Mar;2(2):46-50.,,,,,,,,,,,,,,
8795721,NLM,MEDLINE,19961022,20191210,0300-9475 (Print) 0300-9475 (Linking),44,3,1996 Sep,The fibroblast mitogenic activity released from human basophilic cell line KU812 is separate from tryptase and PDGF expression.,267-72,"The human leukaemia cell line KU812 has previously been used to study basophil differentiation. In this study the authors analysed the capacity of KU812 to produce the mast cell proteinase tryptase and to synthesize factor(s) mitogenic for fibroblasts. KU812 cells were treated with tetradecanoyl-phorbol-13-acetate (TPA), conditioned medium from the human T-cell line Mo (Mo-CM), or cultured under serum free conditions. After 4 days the cells were analysed for cell growth, differentiation, content of tryptase, and secretion of fibroblast mitogenic activity. Mo-CM and serum starvation increased the expression while TPA treatment down-regulated the expression of Fc epsilon RI-alpha chain. An increase in tryptase content in cell extracts was detected after 4 days of culture in serum-free medium or in the presence of Mo-CM. KU812 conditioned media was found to have a baseline expression of mitogenic activity on normal human foreskin fibroblasts that was increased after serum starvation or after treatment with TPA. Mast cell-derived tryptase has previously been reported to be mitogenic for fibroblasts, but in this study the expression of tryptase did not correlate with the expression of fibroblast mitogenic activity in KU812 cells. Furthermore, affinity-purified lung tryptase did not show any mitogenic activity. Platelet-derived growth factor was also excluded. Although the factor(s) from KU812 cells stimulating fibroblast proliferation have not been identified, our results indicate that basophils may be potential producers of growth factors inducing fibroblast proliferation.","['Forsberg-Nilsson, K', 'Dunder, U', 'Nilsson, K', 'Schwartz, L B', 'Nilsson, G']","['Forsberg-Nilsson K', 'Dunder U', 'Nilsson K', 'Schwartz LB', 'Nilsson G']","['Department of Pathology, University of Uppsala, Sweden.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Scand J Immunol,Scandinavian journal of immunology,0323767,"['0 (Culture Media, Conditioned)', '0 (Mitogens)', '0 (Platelet-Derived Growth Factor)', '0 (Tpsb2 protein, mouse)', 'EC 3.4.21.- (Serine Endopeptidases)', 'EC 3.4.21.- (chymase 2)', 'EC 3.4.21.39 (Chymases)', 'EC 3.4.21.59 (Tpsab1 protein, mouse)', 'EC 3.4.21.59 (Tryptases)']",IM,"['3T3 Cells', 'Animals', 'Basophils/cytology/*metabolism', 'Cell Differentiation', 'Cell Division', 'Chymases', 'Culture Media, Conditioned', 'Fibroblasts/*cytology', 'Humans', 'Mice', 'Mitogens/*metabolism', 'Platelet-Derived Growth Factor/*metabolism', 'Serine Endopeptidases/*metabolism', 'Tryptases', 'Tumor Cells, Cultured']",1996/09/01 00:00,1996/09/01 00:01,['1996/09/01 00:00'],"['1996/09/01 00:00 [pubmed]', '1996/09/01 00:01 [medline]', '1996/09/01 00:00 [entrez]']",['10.1046/j.1365-3083.1996.d01-311.x [doi]'],ppublish,Scand J Immunol. 1996 Sep;44(3):267-72. doi: 10.1046/j.1365-3083.1996.d01-311.x.,,,,,,,,,,,,,,
8795698,NLM,MEDLINE,19961018,20190826,0145-2126 (Print) 0145-2126 (Linking),20,7,1996 Jul,Alpha-2a-interferon administration and Fc gamma RIII expression on neutrophils from chronic myeloid leukemia.,627-8,,"['Carulli, G', 'Papineschi, F', 'Azzara, A', 'Ambrogi, F']","['Carulli G', 'Papineschi F', 'Azzara A', 'Ambrogi F']",,['eng'],"['Comparative Study', 'Letter']",England,Leuk Res,Leukemia research,7706787,"['0 (Interferon alpha-2)', '0 (Interferon-alpha)', '0 (Receptors, IgG)', '0 (Recombinant Proteins)', 'X6Q56QN5QC (Hydroxyurea)']",IM,"['Blast Crisis', 'Humans', 'Hydroxyurea/therapeutic use', 'Interferon alpha-2', 'Interferon-alpha/*therapeutic use', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/blood/*immunology/pathology/*therapy', 'Neutrophils/*immunology', 'Receptors, IgG/analysis/*biosynthesis', 'Recombinant Proteins']",1996/07/01 00:00,1996/07/01 00:01,['1996/07/01 00:00'],"['1996/07/01 00:00 [pubmed]', '1996/07/01 00:01 [medline]', '1996/07/01 00:00 [entrez]']","['0145-2126(95)00174-3 [pii]', '10.1016/0145-2126(95)00174-3 [doi]']",ppublish,Leuk Res. 1996 Jul;20(7):627-8. doi: 10.1016/0145-2126(95)00174-3.,,,,,,,,,,,,,,
8795697,NLM,MEDLINE,19961018,20190826,0145-2126 (Print) 0145-2126 (Linking),20,7,1996 Jul,Cell size heterogeneity in AML--DNA ploidy as another possible association.,625,,"['Kwong, Y L']",['Kwong YL'],,['eng'],['Letter'],England,Leuk Res,Leukemia research,7706787,"['0 (DNA, Neoplasm)']",IM,"['Acute Disease', 'Adult', '*Blast Crisis', 'DNA, Neoplasm/*analysis', 'Humans', 'Leukemia, Myeloid/*genetics/*pathology', '*Ploidies']",1996/07/01 00:00,1996/07/01 00:01,['1996/07/01 00:00'],"['1996/07/01 00:00 [pubmed]', '1996/07/01 00:01 [medline]', '1996/07/01 00:00 [entrez]']","['0145-2126(95)00168-9 [pii]', '10.1016/0145-2126(95)00168-9 [doi]']",ppublish,Leuk Res. 1996 Jul;20(7):625. doi: 10.1016/0145-2126(95)00168-9.,,,,,,,,,,,,,,
