PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,RN,RF,DEP,CI,CIN,GR,PMC,EIN,TT,MID,CON,OID,OTO,OT,GN,CN,SI,CRF,RIN,PS,FPS
15998834,NLM,MEDLINE,20051107,20210206,0006-4971 (Print) 0006-4971 (Linking),106,8,2005 Oct 15,An alternative exon 1 of the CD5 gene regulates CD5 expression in human B lymphocytes.,2781-9,"['Renaudineau, Yves', 'Hillion, Sophie', 'Saraux, Alain', 'Mageed, Rizgar A', 'Youinou, Pierre']","['Renaudineau Y', 'Hillion S', 'Saraux A', 'Mageed RA', 'Youinou P']","['Laboratory of Immunology, Brest University Medical School, BP824, F29609 Brest Cedex, France.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,IM,"['Alternative Splicing/*genetics', 'B-Lymphocytes/*metabolism', 'Base Sequence', 'CD5 Antigens/*genetics/*metabolism', 'Cell Membrane/metabolism', 'Cells, Cultured', 'Databases, Genetic', 'Exons/*genetics', 'Humans', 'Intracellular Space/metabolism', 'Molecular Sequence Data', 'Protein Isoforms/genetics/metabolism', 'RNA, Messenger/genetics/metabolism', 'T-Lymphocytes/metabolism', 'Transcription Initiation Site', 'Transcription, Genetic/genetics']",2005/07/07 09:00,2005/11/08 09:00,['2005/07/07 09:00'],"['2005/07/07 09:00 [pubmed]', '2005/11/08 09:00 [medline]', '2005/07/07 09:00 [entrez]']","['S0006-4971(20)69120-0 [pii]', '10.1182/blood-2005-02-0597 [doi]']",ppublish,Blood. 2005 Oct 15;106(8):2781-9. doi: 10.1182/blood-2005-02-0597. Epub 2005 Jul 5.,"T lymphocytes and a subpopulation of B lymphocytes express the CD5 coreceptor. Its functional importance is evident from the multiple levels and developmental stages of the regulation of its expression. We here report the discovery of a novel regulatory exon upstream of the noncoding region of the CD5 gene in humans. This alternate exon 1 is designated E1B (with the conventional exon 1 renamed E1A) and was shown to regulate the expression of CD5. E1B-containing transcripts existed exclusively in B lymphocytes and encoded a protein that was truncated and retained intracellularly. As a consequence, the amount of E1A-containing transcripts was down-regulated and the membrane CD5 expression was diminished in the presence of E1B-containing transcripts. High levels of E1A transcripts were found in chronic lymphocytic leukemia, and there were no E1A transcripts in 697 pre-B cells, which have no membrane CD5. Introduction of E1B into Jurkat cells reduced their membrane expression of CD5, and sequence analysis revealed that the E1B motif is a defective human endogenous retrovirus. A balance between the 2 alternative exons 1 might be central to the regulation of membrane CD5 in human B cells, and, through CD5-associated SH2-containing phosphatase 1, to the modulation of B-cell antigen receptor-transduced signals.","['0 (CD5 Antigens)', '0 (Protein Isoforms)', '0 (RNA, Messenger)']",,20050705,,,,,,,,,,,,,,,,,,
15998795,NLM,MEDLINE,20050913,20181113,0022-1007 (Print) 0022-1007 (Linking),202,1,2005 Jul 4,Selective activation of STAT5 unveils its role in stem cell self-renewal in normal and leukemic hematopoiesis.,169-79,"['Kato, Yuko', 'Iwama, Atsushi', 'Tadokoro, Yuko', 'Shimoda, Kazuya', 'Minoguchi, Mayu', 'Akira, Shizuo', 'Tanaka, Minoru', 'Miyajima, Atsushi', 'Kitamura, Toshio', 'Nakauchi, Hiromitsu']","['Kato Y', 'Iwama A', 'Tadokoro Y', 'Shimoda K', 'Minoguchi M', 'Akira S', 'Tanaka M', 'Miyajima A', 'Kitamura T', 'Nakauchi H']","['Laboratory of Stem Cell Therapy, Center for Experimental Medicine, Tokyo, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Exp Med,The Journal of experimental medicine,2985109R,IM,"['Animals', 'Base Sequence', 'DNA, Complementary/genetics', 'DNA-Binding Proteins/genetics/*metabolism', 'Hematopoiesis', 'Hematopoietic Stem Cells/cytology/*metabolism', 'In Vitro Techniques', 'Leukemia, Experimental/*metabolism/pathology', 'Mice', 'Mice, Inbred C57BL', 'Mice, Knockout', 'Milk Proteins/genetics/*metabolism', 'Mutation', 'Myeloproliferative Disorders/etiology/metabolism/pathology', 'Neoplastic Stem Cells/*metabolism/pathology', 'STAT3 Transcription Factor', 'STAT5 Transcription Factor', 'Trans-Activators/genetics/*metabolism']",2005/07/07 09:00,2005/09/15 09:00,['2005/07/07 09:00'],"['2005/07/07 09:00 [pubmed]', '2005/09/15 09:00 [medline]', '2005/07/07 09:00 [entrez]']","['jem.20042541 [pii]', '10.1084/jem.20042541 [doi]']",ppublish,J Exp Med. 2005 Jul 4;202(1):169-79. doi: 10.1084/jem.20042541.,"Although the concept of a leukemic stem cell system has recently been well accepted, its nature and the underlying molecular mechanisms remain obscure. Constitutive activation of signal transducers and activators of transcription 3 (STAT3) and STAT5 is frequently detected in various hematopoietic tumors. To evaluate their role in normal and leukemic stem cells, we took advantage of constitutively active STAT mutants to activate STAT signaling selectively in hematopoietic stem cells (HSCs). Activation of STAT5 in CD34- c-Kit+ Sca-1+ lineage marker- (CD34- KSL) HSCs led to a drastic expansion of multipotential progenitors and promoted HSC self-renewal ex vivo. In sharp contrast, STAT3 was demonstrated to be dispensable for the HSC maintenance in vivo, and its activation facilitated lineage commitment of HSCs in vitro. In a mouse model of myeloproliferative disease (MPD), sustained STAT5 activation in CD34- KSL HSCs but not in CD34+ KSL multipotential progenitors induced fatal MPD, indicating that the capacity of STAT5 to promote self-renewal of hematopoietic stem cells is crucial to MPD development. Our findings collectively establish a specific role for STAT5 in self-renewal of normal as well as leukemic stem cells.","['0 (DNA, Complementary)', '0 (DNA-Binding Proteins)', '0 (Milk Proteins)', '0 (STAT3 Transcription Factor)', '0 (STAT5 Transcription Factor)', '0 (Stat3 protein, mouse)', '0 (Trans-Activators)']",,,,,,PMC2212906,,,,,,,,,,,,,,
15998540,NLM,MEDLINE,20060302,20171116,0145-2126 (Print) 0145-2126 (Linking),30,1,2006 Jan,Dimethyl sulfoxide potentiates death receptor-mediated apoptosis in the human myeloid leukemia U937 cell line through enhancement of mitochondrial membrane depolarization.,81-9,"['Vondracek, Jan', 'Soucek, Karel', 'Sheard, Michael A', 'Chramostova, Katerina', 'Andrysik, Zdenek', 'Hofmanova, Jirina', 'Kozubik, Alois']","['Vondracek J', 'Soucek K', 'Sheard MA', 'Chramostova K', 'Andrysik Z', 'Hofmanova J', 'Kozubik A']","['Laboratory of Cytokinetics, Institute of Biophysics, Academy of Sciences of the Czech Republic, Kralovopolska 135, 612 65 Brno, Czech Republic.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,IM,"['Adaptor Proteins, Signal Transducing/metabolism', 'Apoptosis/*drug effects', 'Apoptosis Regulatory Proteins/*metabolism', 'CASP8 and FADD-Like Apoptosis Regulating Protein', 'Caspase 3', 'Caspase 8', 'Caspases/metabolism', 'Cryoprotective Agents/*pharmacology', 'Dimethyl Sulfoxide/*pharmacology', 'Fas-Associated Death Domain Protein', 'Humans', 'Intracellular Signaling Peptides and Proteins', 'Leukemia, Myeloid/*metabolism/pathology', 'Membrane Glycoproteins/*metabolism', 'Mitochondria/metabolism/pathology', 'Mitochondrial Membranes/*metabolism/pathology', 'Proto-Oncogene Proteins c-bcl-2/metabolism', 'TNF-Related Apoptosis-Inducing Ligand', 'Tumor Necrosis Factor-alpha/*metabolism', 'U937 Cells', 'fas Receptor/*metabolism']",2005/07/07 09:00,2006/03/03 09:00,['2005/07/07 09:00'],"['2005/02/07 00:00 [received]', '2005/05/24 00:00 [revised]', '2005/05/24 00:00 [accepted]', '2005/07/07 09:00 [pubmed]', '2006/03/03 09:00 [medline]', '2005/07/07 09:00 [entrez]']","['S0145-2126(05)00208-0 [pii]', '10.1016/j.leukres.2005.05.016 [doi]']",ppublish,Leuk Res. 2006 Jan;30(1):81-9. doi: 10.1016/j.leukres.2005.05.016. Epub 2005 Jul 5.,"Dimethyl sulfoxide (DMSO) is a widely used prototypical chemical inducer of cell differentiation. In the present study, the effects of DMSO on susceptibility of human myeloid leukemia U937 cells towards ligation of distinct death receptors (DRs) were investigated. DMSO sensitized cells towards induction of apoptosis by anti-Fas antibody, tumour necrosis factor-alpha or Apo2 ligand/TNF-related apoptosis-inducing ligand (TRAIL). Apart from increasing Fas levels, DMSO did not affect expression of proteins in death signal transduction, such as Bcl-2 family proteins, FADD, caspase-3 and -8, the inhibitor of apoptosis proteins (IAPs) or cFLIP(L). However, DMSO significantly potentiated mitochondrial membrane depolarization, suggesting that this mechanism might be involved in sensitisation of myeloid cells to DR-mediated apoptosis.","['0 (Adaptor Proteins, Signal Transducing)', '0 (Apoptosis Regulatory Proteins)', '0 (CASP8 and FADD-Like Apoptosis Regulating Protein)', '0 (CFLAR protein, human)', '0 (Cryoprotective Agents)', '0 (FADD protein, human)', '0 (Fas-Associated Death Domain Protein)', '0 (Intracellular Signaling Peptides and Proteins)', '0 (Membrane Glycoproteins)', '0 (Proto-Oncogene Proteins c-bcl-2)', '0 (TNF-Related Apoptosis-Inducing Ligand)', '0 (TNFSF10 protein, human)', '0 (Tumor Necrosis Factor-alpha)', '0 (fas Receptor)', 'EC 3.4.22.- (CASP3 protein, human)', 'EC 3.4.22.- (CASP8 protein, human)', 'EC 3.4.22.- (Caspase 3)', 'EC 3.4.22.- (Caspase 8)', 'EC 3.4.22.- (Caspases)', 'YOW8V9698H (Dimethyl Sulfoxide)']",,20050705,,,,,,,,,,,,,,,,,,
15998478,NLM,MEDLINE,20050923,20150826,0443-5117 (Print) 0443-5117 (Linking),43,1,2005 Jan-Feb,[Age of onset of different malignant tumors in childhood].,25-37,"['Mejia Arangure, Juan Manuel', 'Flores Aguilar, Hilario', 'Juarez Munoz, Irina', 'Vazquez Langle, Jose', 'Games Eternod, Juan', 'Perez Saldivar, Maria Luisa', 'Ortega Alvarez, Manuel Carlos', 'Rendon Macias, Mario Enrique', 'Gutierrez, Arturo Fajardo']","['Mejia Arangure JM', 'Flores Aguilar H', 'Juarez Munoz I', 'Vazquez Langle J', 'Games Eternod J', 'Perez Saldivar ML', 'Ortega Alvarez MC', 'Rendon Macias ME', 'Gutierrez AF']","['Unidad de Investigacion Medica en Epidemiologia Clinica, Hospital de Pediatria, Centro Medico Nacional Siglo XXI, Insituto Mexicano del Seguro Social. jmejiaa@cis.gob.mx']",['spa'],"['English Abstract', 'Journal Article']",Mexico,Rev Med Inst Mex Seguro Soc,Revista medica del Instituto Mexicano del Seguro Social,101243727,IM,"['Adolescent', 'Age of Onset', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Male', 'Mexico', 'Neoplasms/classification/*epidemiology', 'Registries', 'Retrospective Studies']",2005/07/07 09:00,2005/09/24 09:00,['2005/07/07 09:00'],"['2005/07/07 09:00 [pubmed]', '2005/09/24 09:00 [medline]', '2005/07/07 09:00 [entrez]']",,ppublish,Rev Med Inst Mex Seguro Soc. 2005 Jan-Feb;43(1):25-37.,"OBJECTIVE: To identify the main age of onset of different malignant tumors in childhood and to describe the distribution of the different tumors in each pediatric age group. MATERIAL AND METHODS: Descriptive survey was used. We reviewed the files of six Mexico City hospitals from 1980 to 1992. We included 4595 cases divided into 13 types of cancer. Peak age was defined when in that year we encountered a frequency equal to or below 10 % of the cases. RESULTS: Peak ages for hepatic, sympathetic nervous system, germ cell tumors, retinoblastoma and rhabdomyosarcoma were between 2 and 3 years of age. Wilms' tumor appeared between the first and fourth years; central nervous system tumors between 4 and 5 years; acute lymphoblastic leukemia between 2 and 4 years; non-Hodgkin's lymphomas between 3 and 6 years; Hodgkin's disease between 4 and 8 years; bone tumors between 10 and 14 years. In acute myeloid leukemia and carcinomas no age peak was found. CONCLUSIONS: Lymphomas present an age peak different from that reported in developed countries. In neonates and infants, the most frequent tumor was retinoblastoma.",,,,,,,,,Edad de aparicion de los diferentes tumores malignos en la infancia.,,,,,,,,,,,,
15998012,NLM,MEDLINE,20050914,20131121,0020-1669 (Print) 0020-1669 (Linking),44,14,2005 Jul 11,Structure-function relationships within Keppler-type antitumor ruthenium(III) complexes: the case of 2-aminothiazolium[trans-tetrachlorobis(2-aminothiazole)ruthenate(III)].,4897-9,"['Mura, Pasquale', 'Piccioli, Francesca', 'Gabbiani, Chiara', 'Camalli, Mercedes', 'Messori, Luigi']","['Mura P', 'Piccioli F', 'Gabbiani C', 'Camalli M', 'Messori L']","['Institute of Crystallography sezione di Monterotondo, Area della Ricerca di Roma, CNR, CP10, I-00016 Monterotondo Stazione, Rome, Italy. Pasquale.Mura@ic.cnr.it']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Inorg Chem,Inorganic chemistry,0366543,IM,"['Animals', 'Antineoplastic Agents/chemistry/*pharmacology', 'Crystallography, X-Ray', 'Leukemia P388', 'Molecular Conformation', 'Organometallic Compounds/chemistry/*pharmacology', 'Ruthenium/*chemistry', 'Stereoisomerism', 'Structure-Activity Relationship', 'Thiazoles/chemistry/*pharmacology', 'Tumor Cells, Cultured']",2005/07/07 09:00,2005/09/15 09:00,['2005/07/07 09:00'],"['2005/07/07 09:00 [pubmed]', '2005/09/15 09:00 [medline]', '2005/07/07 09:00 [entrez]']",['10.1021/ic050194p [doi]'],ppublish,Inorg Chem. 2005 Jul 11;44(14):4897-9. doi: 10.1021/ic050194p.,"Keppler-type ruthenium(III) complexes exhibit promising antitumor properties. We report here a study of 2-aminothiazolium[trans-tetrachlorobis(2-aminothiazole)ruthenate(III)], both in the solid state and in solution. The crystal structure has been solved and found to exhibit classical features. Important solvatochromic effects were revealed. Notably, we observed that introduction of an amino group in position 2 greatly accelerates chloride hydrolysis compared to the thiazole analogue; this latter finding may be of interest for a fine-tuning of the reactivity of these novel metallodrugs.","['0 (2-aminothiazolium(trans-tetrachlorobis(2-aminothiazole)ruthenate(III)))', '0 (Antineoplastic Agents)', '0 (Organometallic Compounds)', '0 (Thiazoles)', '7UI0TKC3U5 (Ruthenium)']",,,,,,,,,,,,,,,,,,,,
15997887,NLM,MEDLINE,20050930,20071115,0967-4845 (Print) 0967-4845 (Linking),62,2,2005,Serial lipoprotein electrophoresis reveals the lipid changes in L-asparaginase-induced chylomicronaemia syndrome.,95-7,"['Mak, C M', 'Pang, R W C', 'Chan, G C F', 'Wong, W K', 'Tam, S']","['Mak CM', 'Pang RW', 'Chan GC', 'Wong WK', 'Tam S']","['Division of Clinical Biochemistry, Queen Mary Hospital, Hong Kong SAR, China. makm@ha.org.hk']",['eng'],"['Case Reports', 'Journal Article']",England,Br J Biomed Sci,British journal of biomedical science,9309208,IM,"['Antineoplastic Agents/*adverse effects', 'Asparaginase/*adverse effects', 'Child', '*Chylomicrons', 'Electrophoresis/methods', 'Humans', 'Hyperlipoproteinemia Type I/*blood/chemically induced', 'Leukemia-Lymphoma, Adult T-Cell/drug therapy', 'Lipids/*blood', 'Lipoproteins/blood', 'Male']",2005/07/07 09:00,2005/10/01 09:00,['2005/07/07 09:00'],"['2005/07/07 09:00 [pubmed]', '2005/10/01 09:00 [medline]', '2005/07/07 09:00 [entrez]']",,ppublish,Br J Biomed Sci. 2005;62(2):95-7.,,"['0 (Antineoplastic Agents)', '0 (Chylomicrons)', '0 (Lipids)', '0 (Lipoproteins)', 'EC 3.5.1.1 (Asparaginase)']",,,,,,,,,,,,,,,,,,,,
15997743,NLM,MEDLINE,20050819,20190723,0021-5384 (Print) 0021-5384 (Linking),94,6,2005 Jun 10,[Extramedullary relapse with spinal ataxia in a patient with acute promyelocytic leukemia after allogeneic peripheral blood stem cell transplantation].,1152-4,"['Yamauchi, Mina', 'Nawa, Yuichiro', 'Tanimoto, Kazushi', 'Nakase, Koichi', 'Kozuka, Teruhiko', 'Hara, Masamichi', 'Okamoto, Kensho']","['Yamauchi M', 'Nawa Y', 'Tanimoto K', 'Nakase K', 'Kozuka T', 'Hara M', 'Okamoto K']","['Divisions of Hematology, Ehime Prefectural Central Hospital, Matsuyama.']",['jpn'],"['Case Reports', 'Journal Article']",Japan,Nihon Naika Gakkai Zasshi,Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine,19130210R,IM,"['Adult', 'Ataxia/*etiology', 'Humans', 'Leukemia, Promyelocytic, Acute/*pathology', 'Male', '*Peripheral Blood Stem Cell Transplantation', 'Recurrence']",2005/07/07 09:00,2005/08/20 09:00,['2005/07/07 09:00'],"['2005/07/07 09:00 [pubmed]', '2005/08/20 09:00 [medline]', '2005/07/07 09:00 [entrez]']",['10.2169/naika.94.1152 [doi]'],ppublish,Nihon Naika Gakkai Zasshi. 2005 Jun 10;94(6):1152-4. doi: 10.2169/naika.94.1152.,,,,,,,,,,,,,,,,,,,,,,
15996949,NLM,MEDLINE,20060818,20131121,1592-8721 (Electronic) 0390-6078 (Linking),90,7,2005 Jul,Feasibility of early tapering of cyclosporine following reduced-intensity stem cell transplantation for advanced hematologic or solid malignancies.,1001-3,"['Hori, Akiko', 'Kami, Masahiro', 'Ohnishi, Mutsuko', 'Murashige, Naoko', 'Kojima, Rie', 'Takaue, Yoichi']","['Hori A', 'Kami M', 'Ohnishi M', 'Murashige N', 'Kojima R', 'Takaue Y']",,['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",Italy,Haematologica,Haematologica,0417435,IM,"['Adult', 'Cyclosporine/*administration & dosage', 'Graft vs Host Disease', 'Humans', 'Immunosuppressive Agents/therapeutic use', 'Middle Aged', 'Neoplasms/*therapy', 'Retrospective Studies', 'Stem Cell Transplantation/*methods', 'Time Factors', 'Transplantation Conditioning', 'Transplantation, Homologous', 'Treatment Outcome']",2005/07/06 09:00,2006/08/19 09:00,['2005/07/06 09:00'],"['2005/07/06 09:00 [pubmed]', '2006/08/19 09:00 [medline]', '2005/07/06 09:00 [entrez]']",,ppublish,Haematologica. 2005 Jul;90(7):1001-3.,"Although some researchers have reported that early tapering of cyclosporine is feasible and beneficial to augment graft-versus-leukemia effects after conventional stem-cell transplantation, there is little information on the feasibility of this strategy following reduced-intensity stem cell transplantation (RIST). We summarized outcomes of 17 patients who underwent early tapering of cyclosporine following RIST from HLA-identical siblings.","['0 (Immunosuppressive Agents)', '83HN0GTJ6D (Cyclosporine)']",,,,,,,,,,,,,,,,,,,,
15996945,NLM,MEDLINE,20060818,20151119,1592-8721 (Electronic) 0390-6078 (Linking),90,7,2005 Jul,The effect of subsequent therapies in patients with chronic lymphocytic leukemia previously treated with prednisone and either cladribine or chlorambucil.,994-6,"['Robak, Tadeusz', 'Blonski, Jerzy Z', 'Kasznicki, Marek', 'Gora-Tybor, Joanna', 'Dmoszynska, Anna', 'Skotnicki, Aleksander']","['Robak T', 'Blonski JZ', 'Kasznicki M', 'Gora-Tybor J', 'Dmoszynska A', 'Skotnicki A']",,['eng'],"['Letter', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",Italy,Haematologica,Haematologica,0417435,IM,"['Aged', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Chlorambucil/*administration & dosage', 'Cladribine/*administration & dosage', 'Cross-Over Studies', 'Cyclophosphamide/therapeutic use', 'Doxorubicin/therapeutic use', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*drug therapy/mortality', 'Middle Aged', 'Prednisone/*therapeutic use', 'Treatment Outcome', 'Vincristine/therapeutic use']",2005/07/06 09:00,2006/08/19 09:00,['2005/07/06 09:00'],"['2005/07/06 09:00 [pubmed]', '2006/08/19 09:00 [medline]', '2005/07/06 09:00 [entrez]']",,ppublish,Haematologica. 2005 Jul;90(7):994-6.,"We present the long-term follow-up and results of subsequent treatments in patients with chronic lymphocytic leukemia treated initially with cladribine + prednisone or chlorambucil + prednisone in a randomized, cross-over study. We found higher complete and overall responses rates in patients who received cladribine + prednisone as first and second-line treatment but no significant differences in survival.","['18D0SL7309 (Chlorambucil)', '47M74X9YT5 (Cladribine)', '5J49Q6B70F (Vincristine)', '80168379AG (Doxorubicin)', '8N3DW7272P (Cyclophosphamide)', 'VB0R961HZT (Prednisone)', 'CHOP protocol']",,,,,,,,,,,,,,,,,,,,
15996944,NLM,MEDLINE,20060818,20071115,1592-8721 (Electronic) 0390-6078 (Linking),90,7,2005 Jul,Detection of tumor-derived antigen receptor DNA by polymerase chain reaction in the serum of patients with B-cell chronic lymphocytic leukemia.,992-4,"['Catherwood, Mark A', 'Wall, J Paul', 'Morris, T C M Curly', 'Alexander, H Denis']","['Catherwood MA', 'Wall JP', 'Morris TC', 'Alexander HD']",,['eng'],['Letter'],Italy,Haematologica,Haematologica,0417435,IM,"['Antigens, Neoplasm/genetics', 'Cell Separation', 'DNA, Neoplasm/*analysis', 'Flow Cytometry', 'Gene Rearrangement', 'Humans', 'Immunoglobulin Heavy Chains/genetics', 'Leukemia, Lymphocytic, Chronic, B-Cell/*blood/genetics', 'Leukocytes, Mononuclear/metabolism', 'Polymerase Chain Reaction/*methods', 'Sensitivity and Specificity']",2005/07/06 09:00,2006/08/19 09:00,['2005/07/06 09:00'],"['2005/07/06 09:00 [pubmed]', '2006/08/19 09:00 [medline]', '2005/07/06 09:00 [entrez]']",,ppublish,Haematologica. 2005 Jul;90(7):992-4.,"Tumor-derived DNA is detectable in the serum of patients. In this study, tumor derived and mononuculear cell DNA from 50 patients with B-cell chronic lymphocytic leukemia (B-CLL) was amplified by polymerase chain reaction (PCR) and analyzed using polyacrylamide electrophoressis and Genescan analysis. DNA was demonstrated in 86% of serum samples. Genescan analysis has significantly enhanced the sensitivity and specificity of detection of tumor-derived DNA.","['0 (Antigens, Neoplasm)', '0 (DNA, Neoplasm)', '0 (Immunoglobulin Heavy Chains)']",,,,,,,,,,,,,,,,,,,,
15996943,NLM,MEDLINE,20060818,20151119,1592-8721 (Electronic) 0390-6078 (Linking),90,7,2005 Jul,Highly active antiretroviral therapy and outcome of AIDS-related Burkitt's lymphoma or leukemia. Results of the PETHEMA-LAL3/97 study.,990-2,"['Oriol, Albert', 'Ribera, Josep-Maria', 'Brunet, Salut', 'del Potro, Eloy', 'Abella, Eugenia', 'Esteve, Jordi']","['Oriol A', 'Ribera JM', 'Brunet S', 'del Potro E', 'Abella E', 'Esteve J']",,['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",Italy,Haematologica,Haematologica,0417435,IM,"['Acquired Immunodeficiency Syndrome/complications', 'Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', '*Antiretroviral Therapy, Highly Active', 'Cyclophosphamide/therapeutic use', 'Cytarabine/therapeutic use', 'Dexamethasone/therapeutic use', 'Disease-Free Survival', 'Etoposide/therapeutic use', 'Female', 'Follow-Up Studies', 'Humans', 'Ifosfamide/therapeutic use', 'Leucovorin/therapeutic use', 'Leukemia/*drug therapy/etiology', 'Lymphoma, AIDS-Related/*drug therapy', 'Male', 'Methotrexate/therapeutic use', 'Middle Aged', 'Prednisone/therapeutic use', 'Treatment Outcome', 'Vincristine/therapeutic use']",2005/07/06 09:00,2006/08/19 09:00,['2005/07/06 09:00'],"['2005/07/06 09:00 [pubmed]', '2006/08/19 09:00 [medline]', '2005/07/06 09:00 [entrez]']",,ppublish,Haematologica. 2005 Jul;90(7):990-2.,"Short, intensive cycles of chemotherapy have resulted in improved survival in BurkittOs lymphoma/leukemia (BL) in adults. The prognosis of patients with immunodeficiency virus (HIV)-associated BL is considered to be poor, but these patients have seldom been treated with BL-specific protocols. However, a study (PETHEMA-LAL3/97) in which patients with BL were treated regardless of their HIV status failed to find differences between HIV-infected and immunocompetent individuals. Furthermore, patients who received highly active antiretroviral therapy (HAART) seemed to have a slightly better disease-free survival than those who did not (p=0.051). We extended the follow-up analysis to elucidate the role of HAART in the survival of HIV-infected patients included in the PETHEMA-LAL3/97 protocol.","['04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '6PLQ3CP4P3 (Etoposide)', '7S5I7G3JQL (Dexamethasone)', '8N3DW7272P (Cyclophosphamide)', 'Q573I9DVLP (Leucovorin)', 'UM20QQM95Y (Ifosfamide)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)', 'PETHEMA ALL-3-97 protocol']",,,,,,,,,,,,,,,,,,,,
15996941,NLM,MEDLINE,20060818,20131121,1592-8721 (Electronic) 0390-6078 (Linking),90,7,2005 Jul,Valproic acid and all-trans retinoic acid for the treatment of elderly patients with acute myeloid leukemia.,986-8,"['Raffoux, Emmanuel', 'Chaibi, Pascal', 'Dombret, Herve', 'Degos, Laurent']","['Raffoux E', 'Chaibi P', 'Dombret H', 'Degos L']",,['eng'],['Letter'],Italy,Haematologica,Haematologica,0417435,IM,"['Aged', 'Aged, 80 and over', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Bone Marrow', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Pilot Projects', 'Time Factors', 'Treatment Outcome', 'Tretinoin/*administration & dosage', 'Valproic Acid/*administration & dosage']",2005/07/06 09:00,2006/08/19 09:00,['2005/07/06 09:00'],"['2005/07/06 09:00 [pubmed]', '2006/08/19 09:00 [medline]', '2005/07/06 09:00 [entrez]']",,ppublish,Haematologica. 2005 Jul;90(7):986-8.,"Valproic acid (VPA) has been demonstrated to be able to inhibit histone deacetylase activity and to synergize with all-trans retinoic acid (ATRA) in inducing the differentiation of acute myeloid leukemia (AML) cells. A pilot study of the VPA/ATRA combination was performed in 11 elderly patients with de novo AML (median age, 82 years). Complete marrow response was observed in 3 patients, including 1 complete remission. Two additional patients had hematologic improvement.","['5688UTC01R (Tretinoin)', '614OI1Z5WI (Valproic Acid)']",,,,,,,,,,,,,,,,,,,,
15996940,NLM,MEDLINE,20060818,20071115,1592-8721 (Electronic) 0390-6078 (Linking),90,7,2005 Jul,Multiplex reverse transcription polymerase chain reaction screening in acute myeloid leukemia detects cytogenetically unrevealed abnormalities of prognostic significance.,984-6,"['Hutchings Hoffmann, Marianne', 'Wirenfeldt Klausen, Tobias', 'Hasle, Henrik', 'Schmiegelow, Kjeld', 'Brondum-Nielsen, Karen', 'Johnsen, Hans Erik']","['Hutchings Hoffmann M', 'Wirenfeldt Klausen T', 'Hasle H', 'Schmiegelow K', 'Brondum-Nielsen K', 'Johnsen HE']",,['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",Italy,Haematologica,Haematologica,0417435,IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Alternative Splicing', 'Child', 'Child, Preschool', 'Chromosome Aberrations', 'Cytogenetics/*methods', 'Female', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia, Myeloid, Acute/*diagnosis/*genetics', 'Male', 'Middle Aged', 'Oncogene Proteins, Fusion/genetics', 'Prognosis', 'Reverse Transcriptase Polymerase Chain Reaction/*methods', '*Translocation, Genetic']",2005/07/06 09:00,2006/08/19 09:00,['2005/07/06 09:00'],"['2005/07/06 09:00 [pubmed]', '2006/08/19 09:00 [medline]', '2005/07/06 09:00 [entrez]']",,ppublish,Haematologica. 2005 Jul;90(7):984-6.,"A commercial multiplex reverse transcription polymerase chain reaction screening assay, covering 28 leukemic fusion transcripts, was applied in 143 samples obtained from patients with acute myeloid leukemia at primary diagnosis. In five patients, a cytogenetically unrevealed fusion gene of prognostic importance was detected, while the assay failed to detect one case of t(15;17).","['0 (Oncogene Proteins, Fusion)']",,,,,,,,,,,,,,,,,,,,
