PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,CON,AB,AD,GR,CIN,EIN,CN,RF,CI,PMC,DEP,TT,MID,SI,LID,PS,FPS,OID,OTO,OT,GN
11904461,NLM,MEDLINE,20020514,20191105,0921-8912 (Print) 0921-8912 (Linking),23,2,2001,High resolution comparative genomic hybridization detects 7-8 megabasepair deletion in PCR amplified DNA.,61-4,"['Larsen, J', 'Ottesen, A M', 'Kirchhoff, M', 'Lundsteen, C', 'Larsen, J K']","['Larsen J', 'Ottesen AM', 'Kirchhoff M', 'Lundsteen C', 'Larsen JK']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Anal Cell Pathol,Analytical cellular pathology : the journal of the European Society for Analytical Cellular Pathology,8911016,"['0 (DNA, Neoplasm)']",IM,"['*Chromosomes, Human, Pair 11', 'DNA, Neoplasm/analysis', '*Gene Deletion', 'Humans', 'Leukemia, B-Cell/diagnosis/*genetics', 'Nucleic Acid Hybridization/*methods', 'Polymerase Chain Reaction', 'Sensitivity and Specificity']",2002/03/21 10:00,2002/05/15 10:01,['2002/03/21 10:00'],"['2002/03/21 10:00 [pubmed]', '2002/05/15 10:01 [medline]', '2002/03/21 10:00 [entrez]']",['10.1155/2001/301570 [doi]'],ppublish,Anal Cell Pathol. 2001;23(2):61-4. doi: 10.1155/2001/301570.,,"We investigated if any change in spatial resolution of comparative genomic hybridization analysis could be detected when using DNA amplified by degenerate oligonucleotide primed PCR (DOP-PCR) as opposed to the use of unamplified DNA. Five DNA samples from B-cell leukemias with small 11q deletions were amplified by DOP-PCR and analysed by means of high resolution comparative genomic hybridization (HR-CGH) for the evaluation of aberration size detection limit. By means of HR-CGH, we found the detection limit of DOP-PCR CGH for deletions to be between 3 Mbp and 7-8 Mbp.","['Finsen Laboratory, Finsen Center, Rigshospitalet, Strandboulevarden 49, DK-2100, Copenhagen, Denmark. jacob.larsen@finsenlab.dk']",,,,,,,PMC4618809,,,,,,,,,,,
11904294,NLM,MEDLINE,20020624,20210206,0021-9258 (Print) 0021-9258 (Linking),277,21,2002 May 24,Phosphorylation by mitogen-activated protein kinase mediates the hypoxia-induced turnover of the TAL1/SCL transcription factor in endothelial cells.,18365-72,"['Tang, Tong', 'Arbiser, Jack L', 'Brandt, Stephen J']","['Tang T', 'Arbiser JL', 'Brandt SJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Biol Chem,The Journal of biological chemistry,2985121R,"['0 (Basic Helix-Loop-Helix Transcription Factors)', '0 (DNA-Binding Proteins)', '0 (Multienzyme Complexes)', '0 (Proto-Oncogene Proteins)', '0 (T-Cell Acute Lymphocytic Leukemia Protein 1)', '0 (Tal1 protein, mouse)', '0 (Transcription Factors)', '135471-20-4 (TAL1 protein, human)', '452VLY9402 (Serine)', 'EC 2.7.11.24 (Mitogen-Activated Protein Kinases)', 'EC 3.4.22.- (Cysteine Endopeptidases)', 'EC 3.4.25.1 (Proteasome Endopeptidase Complex)']",IM,"['Animals', 'Basic Helix-Loop-Helix Transcription Factors', 'Catalysis', '*Cell Hypoxia', 'Cell Line', 'Cell Line, Transformed', 'Cysteine Endopeptidases/metabolism', 'DNA-Binding Proteins/chemistry/*metabolism', 'Endothelium, Vascular/cytology/enzymology/*metabolism', 'Humans', 'Hydrolysis', 'Mice', 'Mitogen-Activated Protein Kinases/*metabolism', 'Multienzyme Complexes/metabolism', 'Phosphorylation', 'Proteasome Endopeptidase Complex', '*Proto-Oncogene Proteins', 'Serine/metabolism', 'T-Cell Acute Lymphocytic Leukemia Protein 1', 'Transcription Factors/*metabolism']",2002/03/21 10:00,2002/06/25 10:01,['2002/03/21 10:00'],"['2002/03/21 10:00 [pubmed]', '2002/06/25 10:01 [medline]', '2002/03/21 10:00 [entrez]']","['10.1074/jbc.M109812200 [doi]', 'S0021-9258(20)85104-7 [pii]']",ppublish,J Biol Chem. 2002 May 24;277(21):18365-72. doi: 10.1074/jbc.M109812200. Epub 2002 Mar 19.,,"The basic helix-loop-helix transcription factor TAL1 (or SCL), originally identified from its involvement by a chromosomal rearrangement in T-cell acute lymphoblastic leukemia, is required for hematopoietic development. TAL1 also has a critical role in embryonic vascular remodeling and is expressed in endothelial cells postnatally, although little is known about its function or regulation in this cell type. We report here that the important proangiogenic stimulus hypoxia stimulates phosphorylation, ubiquitination, and proteasomal breakdown of TAL1 in endothelial cells. Tryptic phosphopeptide mapping and chemical inhibitor studies showed that hypoxia induced the mitogen-activated protein kinase-mediated phosphorylation of a single serine residue, Ser(122), in the protein, and site-directed mutagenesis demonstrated that Ser(122) phosphorylation was necessary for hypoxic acceleration of TAL1 turnover in an immortalized murine endothelial cell line. Finally, whereas TAL1 expression was detected in endothelial cells from both large and small vessels, hypoxia-induced TAL1 turnover was observed only in microvascular endothelial cells. Besides their implications for TAL1 function in angiogenic processes, these results demonstrate that a protein kinase(s) important for mitogenic signaling is also utilized in hypoxic endothelial cells to target a transcription factor for destruction.","['Department of Medicine, Vanderbilt University Medical Center, Nashville, Tennessee 37232, USA.']",['R01 HL49118/HL/NHLBI NIH HHS/United States'],,,,,,,20020319,,,,,,,,,,
11903822,NLM,MEDLINE,20020805,20190916,0904-2512 (Print) 0904-2512 (Linking),31,3,2002 Mar,Expression of RANTES and CCR1 in oral lichen planus and association with mast cell migration.,158-62,"['Zhao, Z Z', 'Sugerman, P B', 'Walsh, L J', 'Savage, N W']","['Zhao ZZ', 'Sugerman PB', 'Walsh LJ', 'Savage NW']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Denmark,J Oral Pathol Med,Journal of oral pathology & medicine : official publication of the International Association of Oral Pathologists and the American Academy of Oral Pathology,8911934,"['0 (CCR1 protein, human)', '0 (Chemokine CCL5)', '0 (Culture Media, Conditioned)', '0 (RNA, Messenger)', '0 (Receptors, CCR1)', '0 (Receptors, Chemokine)']",IM,"['Cell Line', 'Chemokine CCL5/*biosynthesis', 'Chemotaxis/*drug effects', 'Culture Media, Conditioned/pharmacology', 'Humans', 'Lichen Planus/immunology/*metabolism/pathology', 'Mast Cells/drug effects/metabolism', 'RNA, Messenger/analysis', 'Receptors, CCR1', 'Receptors, Chemokine/*biosynthesis', 'Reverse Transcriptase Polymerase Chain Reaction', 'Statistics, Nonparametric', 'T-Lymphocytes/metabolism', 'Up-Regulation']",2002/03/21 10:00,2002/08/06 10:01,['2002/03/21 10:00'],"['2002/03/21 10:00 [pubmed]', '2002/08/06 10:01 [medline]', '2002/03/21 10:00 [entrez]']","['jop310306 [pii]', '10.1034/j.1600-0714.2002.310306.x [doi]']",ppublish,J Oral Pathol Med. 2002 Mar;31(3):158-62. doi: 10.1034/j.1600-0714.2002.310306.x.,,"BACKGROUND: T lymphocytes and mast cells infiltrate the lamina propria in oral lichen planus (OLP). Chemokines and their receptors are involved in T cell and mast cell migration and accumulation during the inflammatory process. METHODS: In the present study, we investigated the role of RANTES and its receptors in OLP using immunohistochemistry, RT-PCR and an in vitro chemotaxis assay. RESULTS: RANTES and CCR1 were expressed on T cells and mast cells in OLP, while OLP lesional T cell supernatants stimulated CCR1 mRNA expression in a human leukemia mast cell line (HMC-1). TNF-alpha stimulated CCR1, CCR4 and CCR5 mRNA expression in the same cell line. OLP lesional T cell supernatants stimulated HMC-1 migration, which was partly inhibited by anti-RANTES antibody. CONCLUSIONS: The present study shows, for the first time, the distribution of RANTES and CCR1 in OLP. It is hypothesized that RANTES and CCR1 may play important roles in mast cell trafficking and related events in OLP.","['School of Dentistry, The University of Queensland, Brisbane, Australia.']",,,,,,,,,,,,,,,,,,
11903623,NLM,MEDLINE,20020430,20191105,0962-1075 (Print) 0962-1075 (Linking),10,6,2001 Dec,Functional expression of a locust tyramine receptor in murine erythroleukaemia cells.,541-8,"['Poels, J', 'Suner, M M', 'Needham, M', 'Torfs, H', 'De Rijck, J', 'De Loof, A', 'Dunbar, S J', 'Vanden Broeck, J']","['Poels J', 'Suner MM', 'Needham M', 'Torfs H', 'De Rijck J', 'De Loof A', 'Dunbar SJ', 'Vanden Broeck J']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Insect Mol Biol,Insect molecular biology,9303579,"['0 (DNA, Complementary)', '0 (Receptors, Biogenic Amine)', '0 (tyramine receptor)', 'E0399OZS9N (Cyclic AMP)', 'SY7Q814VUP (Calcium)']",IM,"['Animals', 'Base Sequence', 'Calcium', 'Cyclic AMP', 'DNA, Complementary', '*Gene Expression', 'Grasshoppers/*genetics', 'Leukemia, Erythroblastic, Acute', 'Mice', 'Molecular Sequence Data', 'Receptors, Biogenic Amine/*genetics', 'Tumor Cells, Cultured']",2002/03/21 10:00,2002/05/01 10:01,['2002/03/21 10:00'],"['2002/03/21 10:00 [pubmed]', '2002/05/01 10:01 [medline]', '2002/03/21 10:00 [entrez]']","['292 [pii]', '10.1046/j.0962-1075.2001.00292.x [doi]']",ppublish,Insect Mol Biol. 2001 Dec;10(6):541-8. doi: 10.1046/j.0962-1075.2001.00292.x.,,"The LCR/MEL system (Locus Control Region/Murine Erythroleukaemia cells) was employed to express and characterize the Locusta migratoria tyramine receptor (TyrLoc), an insect G protein-coupled receptor. Functional agonist-dependent responses were recorded in stable, tyramine receptor expressing cell clones (MEL-TyrLoc). Tyramine elicited a dose-dependent increase of cytosolic Ca2+-ions and an attenuation of forskolin-induced cyclic adenosine monophosphate (AMP) production. Octopamine was shown to be a weak agonist for both responses. In addition, yohimbine proved to be a potent tyramine receptor antagonist. This study reports the first application of the LCR/MEL expression system in functional assays for G protein-coupled receptors and therefore expands the capabilities of this system by exploiting the functionality of the signal transduction pathways.","['Laboratory for Developmental Physiology and Molecular Biology, Zoological Institute, KULeuven, Naamsestraat 59, B-3000 Leuven, Belgium.']",,,,,,,,,,,['GENBANK/X69520'],,,,,,,
11903595,NLM,MEDLINE,20020515,20190822,0309-0167 (Print) 0309-0167 (Linking),40,1,2002 Jan,Splenic small B-cell lymphoma with predominant red pulp involvement: a diffuse variant of splenic marginal zone lymphoma?,22-30,"['Mollejo, M', 'Algara, P', 'Mateo, M S', 'Sanchez-Beato, M', 'Lloret, E', 'Medina, M T', 'Piris, M A']","['Mollejo M', 'Algara P', 'Mateo MS', 'Sanchez-Beato M', 'Lloret E', 'Medina MT', 'Piris MA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Histopathology,Histopathology,7704136,"['0 (DNA, Neoplasm)', '0 (Tumor Suppressor Protein p53)']",IM,"['Aged', 'DNA Mutational Analysis', 'DNA, Neoplasm/analysis', 'Female', 'Genes, p53/genetics', 'Humans', 'Immunoenzyme Techniques', 'Leukemia, Lymphocytic, Chronic, B-Cell/chemistry/genetics/*pathology', 'Male', 'Mutation', 'Splenic Neoplasms/chemistry/genetics/*pathology', 'Tumor Suppressor Protein p53/analysis/genetics']",2002/03/21 10:00,2002/05/16 10:01,['2002/03/21 10:00'],"['2002/03/21 10:00 [pubmed]', '2002/05/16 10:01 [medline]', '2002/03/21 10:00 [entrez]']","['1314 [pii]', '10.1046/j.1365-2559.2002.01314.x [doi]']",ppublish,Histopathology. 2002 Jan;40(1):22-30. doi: 10.1046/j.1365-2559.2002.01314.x.,,"AIMS: Splenic marginal zone lymphoma (SMZL) has been characterized by a micronodular pattern of infiltration, biphasic cytology, follicular replacement and the presence of marginal zone differentiation. Here we describe four cases with some distinctive features, such as diffuse splenic infiltration, lack of micronodules, marginal zone cytology, p53 inactivation and cutaneous involvement. METHODS AND RESULTS: In the course of a review of cases of SMZL, we recognized the existence of a subset of four cases of splenic B-cell lymphoma, with predominantly red pulp involvement, absence of follicular replacement, and a monomorphous population of tumoral cells resembling marginal zone B-cells, with scattered nucleolated blast cells. The immunophenotype (bcl2+, CD5-, CD10-, CD43-, CD23-, cyclin D1-, IgD- (3/4)) was consistent with SMZL. Bone marrow infiltration (4/4) and peripheral blood involvement (2/4) showed similar findings to those described for SMZL in these locations. However, unlike classical SMZL, 2/4 had cutaneous involvement, and 4/4 cases showed either p53 mutation or anomalous p53 staining (p53+, p21-). CONCLUSIONS; In spite of a diffuse pattern of splenic infiltration, cutaneous involvement and p53 alterations, these cases have findings that overlap with those corresponding to classic SMZL (symptomatology, morphology of bone marrow, lymph nodes, peripheral blood involvement, and immunophenotype). We suggest that these cases be considered a putative variant of SMZL.","['Department of Pathology and Genetics, Hospital Virgen de la Salud, Toledo, Spain.']",,,,,,,,,,,,,,,,,,
11903433,NLM,MEDLINE,20020423,20191105,1035-6851 (Print) 1035-6851 (Linking),13,4,2001 Dec,Angioedema in the emergency department: a presentation of lymphoma.,465-8,"['Wellwood, J', 'Taylor, K', 'Wright, S', 'Bentley, M', 'Eliadis, P']","['Wellwood J', 'Taylor K', 'Wright S', 'Bentley M', 'Eliadis P']",['eng'],"['Case Reports', 'Journal Article']",Australia,Emerg Med (Fremantle),"Emergency medicine (Fremantle, W.A.)",9421464,"['EC 3.4.21.42 (Complement C1s)', 'N29QWW3BUO (Danazol)']",IM,"['Angioedema/complications/*diagnosis/therapy', 'Complement C1s/deficiency', 'Danazol/therapeutic use', 'Diagnosis, Differential', 'Emergency Service, Hospital', 'Face', 'Female', 'Humans', 'Hypersensitivity/diagnosis', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/complications/*diagnosis/therapy', 'Waldenstrom Macroglobulinemia/complications/diagnosis/therapy']",2002/03/21 10:00,2002/04/24 10:01,['2002/03/21 10:00'],"['2002/03/21 10:00 [pubmed]', '2002/04/24 10:01 [medline]', '2002/03/21 10:00 [entrez]']","['263 [pii]', '10.1046/j.1035-6851.2001.00263.x [doi]']",ppublish,Emerg Med (Fremantle). 2001 Dec;13(4):465-8. doi: 10.1046/j.1035-6851.2001.00263.x.,,A 58-year-old woman presented to emergency departments on several occasions with episodic angioedema. Lymphoplasmacytic lymphoma with an IgM paraprotein (Waldenstrom's macroglobulinemia) was eventually diagnosed 14 months later in association with acquired C1 esterase inhibitor deficiency. Resolution of the angioedema and C1 esterase inhibitor deficiency was achieved with danazol and treatment of the underlying lymphoma.,"['Department of Haematology, Mater Hospital and Wesley Medical Centre, Brisbane, Queensland, Australia. wellwood@tpg.com.au']",,,,,,,,,,,,,,,,,,
11903277,NLM,MEDLINE,20020710,20191105,1065-4704 (Print) 1065-4704 (Linking),10,2,2002 Mar-Apr,Tretinoin for the treatment of acute promyelocytic leukemia.,109-11,"['Wu, Helen']",['Wu H'],['eng'],['Journal Article'],United States,Cancer Pract,Cancer practice,9312355,"['0 (Antineoplastic Agents)', '5688UTC01R (Tretinoin)']",,"['Antineoplastic Agents/administration & dosage/adverse effects/pharmacokinetics/*therapeutic use', 'Drug Costs', 'Humans', 'Leukemia, Promyelocytic, Acute/*drug therapy', 'Tretinoin/administration & dosage/adverse effects/pharmacokinetics/*therapeutic use']",2002/03/21 10:00,2002/07/12 10:01,['2002/03/21 10:00'],"['2002/03/21 10:00 [pubmed]', '2002/07/12 10:01 [medline]', '2002/03/21 10:00 [entrez]']",['10.1046/j.1523-5394.2002.102010.x [doi]'],ppublish,Cancer Pract. 2002 Mar-Apr;10(2):109-11. doi: 10.1046/j.1523-5394.2002.102010.x.,,,"['University of California Medical Center, Department of Clinical Pharmacy, San Francisco, California, USA.']",,,,,,,,,,,,,,,,,,
11903274,NLM,MEDLINE,20020710,20191105,1065-4704 (Print) 1065-4704 (Linking),10,2,2002 Mar-Apr,Reflections on nutritional issues associated with cancer therapy.,94-101,"['McGrath, Pam']",['McGrath P'],['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Pract,Cancer practice,9312355,,,"['Adaptation, Psychological', 'Adult', 'Aged', 'Caregivers', '*Dietetics', 'Female', 'Hematologic Neoplasms/*diet therapy/drug therapy/psychology', 'Humans', 'Male', 'Middle Aged', '*Nutritional Physiological Phenomena']",2002/03/21 10:00,2002/07/12 10:01,['2002/03/21 10:00'],"['2002/03/21 10:00 [pubmed]', '2002/07/12 10:01 [medline]', '2002/03/21 10:00 [entrez]']",['10.1046/j.1523-5394.2002.102007.x [doi]'],ppublish,Cancer Pract. 2002 Mar-Apr;10(2):94-101. doi: 10.1046/j.1523-5394.2002.102007.x.,,"PURPOSE: It is now recognized that dietitians have a significant role to play in the care of oncology patients, many of whom have problems with nutrition. However, it is increasingly understood that there are important obstacles to assisting patients with nutritional problems in the oncology setting. The purpose of this article is to discuss the incidental findings of two recent studies, highlighting the importance of and problems associated with nutritional issues in patients with a hematologic malignancy. OVERVIEW: This article presents findings from two recent studies with a subset of patients who have hematologic malignancies. This diagnostic subgroup has specific challenges associated with nutrition and eating because of the intensive and aggressive treatments that patients endure. An explorative, descriptive, iterative, qualitative methodology was used for both studies. The focus was on exploring the lived experience of treatment in oncology/hematology for patients (prospective) and caregivers (retrospective). CLINICAL IMPLICATIONS: The findings indicate that the issues surrounding food and eating are considered to be of great significance both to patients who are undergoing intensive treatment for a hematologic malignancy and to their caregivers. The significance of food is not seen purely in relation to its nutritional value, but as an important quality-of-life issue. Eating problems during intensive chemotherapy are perceived as highly stressful and can be, in the case of treatment-related anorexia, life threatening. Recommendations are made for interventions that could reduce the stress and nutritional difficulties for both patients and caregivers.","[""Leukaemia Foundation's Psycho-Social Research Program, University of Queensland, St. Lucia, Queensland 4072, Australia.""]",,,,,,,,,,,,,,,,,,
11903096,NLM,MEDLINE,20020605,20190814,0001-6314 (Print) 0001-6314 (Linking),104,6,2001 Dec,Tuberculous meningoencephalitis in HIV-seronegative patients: variety of clinical presentation and impact on diagnostics and treatment.,389-96,"['Kassubek, J', 'Zucker, B', 'Oehm, E', 'Serr, A', 'Arnold, S M', 'Lucking, C H', 'Els, T']","['Kassubek J', 'Zucker B', 'Oehm E', 'Serr A', 'Arnold SM', 'Lucking CH', 'Els T']",['eng'],"['Case Reports', 'Journal Article']",Denmark,Acta Neurol Scand,Acta neurologica Scandinavica,0370336,"['0 (Antitubercular Agents)', '2KNI5N06TI (Pyrazinamide)', '8G167061QZ (Ethambutol)', 'V83O1VOZ8L (Isoniazid)', 'VJT6J7R4TR (Rifampin)']",IM,"['Adult', 'Aged', 'Antitubercular Agents/administration & dosage/*therapeutic use', 'Brain/*pathology', 'Drug Therapy, Combination', 'Ethambutol/administration & dosage/*therapeutic use', 'Female', '*HIV Seronegativity', 'Humans', 'Isoniazid/administration & dosage/*therapeutic use', 'Lumbar Vertebrae/pathology', 'Magnetic Resonance Imaging', 'Male', 'Middle Aged', 'Pyrazinamide/administration & dosage/*therapeutic use', 'Rifampin/administration & dosage/*therapeutic use', 'Tuberculosis, Meningeal/*diagnosis/*drug therapy/microbiology']",2002/03/21 10:00,2002/06/06 10:01,['2002/03/21 10:00'],"['2002/03/21 10:00 [pubmed]', '2002/06/06 10:01 [medline]', '2002/03/21 10:00 [entrez]']","['115 [pii]', '10.1034/j.1600-0404.2001.00115.x [doi]']",ppublish,Acta Neurol Scand. 2001 Dec;104(6):389-96. doi: 10.1034/j.1600-0404.2001.00115.x.,,"UNLABELLED: Tuberculous meningoencephalitis (TBM), an infrequent disease in Western European countries, shows a wide heterogeneity of clinical symptoms. MATERIAL AND METHODS: We present 4 patients (age range 42-72 years) with the definite diagnosis of isolated TBM. All patients were HIV-seronegative, only 1 patient was known to be immunoincompetent on admission due to acute myelocytic leukemia; other reasons for immune suppression were detected in 2 other patients (leukemia and idiopathic CD4+ T-lymphocytopenia, respectively). RESULTS: The diagnosis of TBM was confirmed in 3 cases by culture from CSF, in 1 case Mycobacterium tuberculosis was proven only in tracheal aspirate. In 1 patient M. bovis was found, which is an extremely rare cause of TBM in Germany. We report the contributions of different diagnostic tools (CSF analysis, neuroimaging) in reaching the presumptive diagnosis and in monitoring the further course. All patients developed neurological complications despite prompt tuberculostatic treatment. Three of the patients presented a chronic severe loss of consciousness of unclear origin. CONCLUSION: The possible causative relationships of these complications and their impact on the prognosis are discussed.","['Department of Neurology and Neurophysiology, University of Freiburg, Germany.']",,,,,,,,,,,,,,,,,,
11902816,NLM,MEDLINE,20020416,20190906,0954-6820 (Print) 0954-6820 (Linking),250,6,2001 Dec,Acute and chronic neutropenias. What is new?,476-91,"['Palmblad, J', 'Papadaki, H A', 'Eliopoulos, G']","['Palmblad J', 'Papadaki HA', 'Eliopoulos G']",['eng'],"['Journal Article', 'Review']",England,J Intern Med,Journal of internal medicine,8904841,,IM,"['Acute Disease', 'Chronic Disease', 'Humans', '*Neutropenia/complications/etiology/immunology/therapy']",2002/03/21 10:00,2002/04/17 10:01,['2002/03/21 10:00'],"['2002/03/21 10:00 [pubmed]', '2002/04/17 10:01 [medline]', '2002/03/21 10:00 [entrez]']",['10.1046/j.1365-2796.2001.00915.x [doi]'],ppublish,J Intern Med. 2001 Dec;250(6):476-91. doi: 10.1046/j.1365-2796.2001.00915.x.,,"Recently, some of the mechanisms and consequences in the severe chronic neutropenias (e.g. the neutrophil elastase gene mutations and the risk to progress to myelodysplasia and acute leukaemia) and in drug-induced agranulocytosis (e.g. the apoptosis-inducing ability of metabolites of clozapine) have been elucidated, and new aspects of autoimmune and the large granular lymphocyte syndrome were described (e.g. aberrant elaboration of Fas-ligand causing neutrophil apoptosis). Investigations of the mild to moderate chronic neutropenias have shown the significance of interactions between the myeloid development and the immune network (e.g. relations to immunoglobulin aberrations). Granulocyte-colony stimulation factor (G-CSF) is widely used in patients with severe chronic neutropenia, however, its use in other conditions is mostly based on anecdotal evidence. In addition, immune modulating regimens, such as metothrexate, ciclosporine and monoclonal antibodies, are increasingly employed for the autoimmune neutropenias.","['Department of Medicine and Hematology, The Karolinska Institute at Huddinge University Hospital, Stockholm, Sweden. jan.palmblad@medhs.ki.se']",,,,,70,,,,,,,,,,,,,
11902751,NLM,MEDLINE,20020502,20190916,1077-4114 (Print) 1077-4114 (Linking),24,1,2002 Jan,Incidence and treatment of potentially lethal diseases in transient leukemia of Down syndrome: Pediatric Oncology Group Study.,9-13,"['Al-Kasim, Fawaz', 'Doyle, John J', 'Massey, Gita V', 'Weinstein, Howard J', 'Zipursky, Alvin']","['Al-Kasim F', 'Doyle JJ', 'Massey GV', 'Weinstein HJ', 'Zipursky A']",['eng'],"['Case Reports', 'Journal Article']",United States,J Pediatr Hematol Oncol,Journal of pediatric hematology/oncology,9505928,,IM,"['Child', 'Disease Progression', 'Erythrocyte Count', 'Fatal Outcome', 'Female', 'Heart Diseases/blood/*complications/physiopathology', 'Humans', 'Incidence', 'Infant, Newborn', 'Leukemia/*epidemiology/mortality/therapy', 'Leukocyte Count', 'Lung Diseases/blood/*complications/physiopathology', 'Male', 'Megakaryocytes', 'Neutrophils', 'Pericardial Effusion/blood/complications/*physiopathology']",2002/03/21 10:00,2002/05/03 10:01,['2002/03/21 10:00'],"['2002/03/21 10:00 [pubmed]', '2002/05/03 10:01 [medline]', '2002/03/21 10:00 [entrez]']",['10.1097/00043426-200201000-00004 [doi]'],ppublish,J Pediatr Hematol Oncol. 2002 Jan;24(1):9-13. doi: 10.1097/00043426-200201000-00004.,,"Transient leukemia (TL or transient myeloproliferative disorder) occurs in approximately 10% of newborn infants with Down syndrome. The disorder is characterized by the presence of megakaryoblasts in the peripheral blood; most cases resolve spontaneously within the first 3 months of life, and the child is well thereafter. However, there are cases in which a severe, potentially lethal form of disease develops, manifesting as hepatic fibrosis or cardiopulmonary failure. Hitherto, the incidence of these severe forms of the disease has not been reported. A prospective study of TL was conducted by the Pediatric Oncology Group (POG Study 9481) in which 48 children with TL were identified. Life-threatening disease occurred in nine patients (19%); seven had hepatic fibrosis and two had cardiopulmonary failure. Five children died of the disease within the first 3 months of life, none of whom received antileukemic therapy. One patient died on day 31 after receiving minimal therapy within 1 day of death. Three children received low-dose cytosine arabinoside (Ara-C) (0.4-1.5 mg/kg every 12 hours for 5 or 7 days). In all these patients, the disease resolved. It is concluded that potentially lethal disease is relatively common in TL, and the available evidence suggests that these diseases are responsive to low-dose Ara-C therapy.","['Division of Hematology/Oncology, The Hospital for Sick Children, Toronto, Ontario, Canada.']",,['J Pediatr Hematol Oncol. 2002 Jan;24(1):2-5. PMID: 11902733'],,['Pediatric Oncology Group'],,,,,,,,,,,,,,
11902742,NLM,MEDLINE,20020502,20211203,1077-4114 (Print) 1077-4114 (Linking),24,1,2002 Jan,Presentation of M4 acute myeloid leukemia in anuric renal failure with hyperuricemia and enlarged kidneys.,55-8,"['Duda, Jennifer', 'Zoger, Seymour']","['Duda J', 'Zoger S']",['eng'],"['Case Reports', 'Journal Article']",United States,J Pediatr Hematol Oncol,Journal of pediatric hematology/oncology,9505928,,IM,"['Acute Kidney Injury/*etiology', 'Antineoplastic Combined Chemotherapy Protocols', 'Anuria/*etiology', 'Blacks', 'Bone Marrow Transplantation', 'California', 'Child', 'Combined Modality Therapy', 'Humans', 'Kidney/*pathology', 'Leukemia, Myelomonocytic, Acute/complications/*diagnosis/therapy', 'Male', 'Treatment Outcome']",2002/03/21 10:00,2002/05/03 10:01,['2002/03/21 10:00'],"['2002/03/21 10:00 [pubmed]', '2002/05/03 10:01 [medline]', '2002/03/21 10:00 [entrez]']",['10.1097/00043426-200201000-00015 [doi]'],ppublish,J Pediatr Hematol Oncol. 2002 Jan;24(1):55-8. doi: 10.1097/00043426-200201000-00015.,,"Extramedullary acute myeloid leukemia (AML) is not uncommon. It has been shown to involve the kidneys in most postmortem cases but is most often clinically insignificant. By contrast, acute tumor lysis syndrome is rare in AML, especially at initial diagnosis. The authors report the management of a patient with AML who had acute tumor lysis syndrome that was probably potentiated by renal leukemia and resulted in renal failure. This patient achieved remission with dose-modified induction chemotherapy administered while he was dialysis-dependent.","['Division of Pediatric Hematology/Oncology, University of California-San Francisco School of Medicine, USA. jduda@itsa.ucsf.edu']",,,,,,,,,,,,,,,,,,
