PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,SI,RF,PMC,CIN,TT,CON,OID,OTO,OT,GN,GS,EIN,CN,PS,FPS,OAB,OABL
8491887,NLM,MEDLINE,19930615,20190709,0190-9622 (Print) 0190-9622 (Linking),28,5 Pt 2,1993 May,Acute monoblastic leukemia with skin nodules in an adult.,884-8,"An 18-year-old man had a 3-week history of malaise, a 1-week history of a papular eruption, and increasingly severe multisystem neurologic symptoms. A diagnosis of acute monoblastic leukemia was made. Immunophenotypic characterization of peripheral blood, bone marrow, and cutaneous infiltrates revealed a predominant myelomonocytic phenotype with the coexpression of intercellular adhesion molecule type 1, IgE receptor, terminal deoxynucleotidyl transferase, and some T-cell markers. These findings may have important clinical and pathogenetic implications regarding the biologic and pathologic behavior of the myelomonocytic leukemic cells. They also explain in part the impressive presentation of the disease in the skin.","['Schadendorf, D', 'Algermissen, B', 'Hamann, K', 'Riewald, M', 'Nurnberger, F', 'Czarnetzki, B M']","['Schadendorf D', 'Algermissen B', 'Hamann K', 'Riewald M', 'Nurnberger F', 'Czarnetzki BM']","['Department of Dermatology, Clinical Immunology, and Asthma, Free University Berlin, Germany.']",['eng'],,"['Case Reports', 'Journal Article']",United States,J Am Acad Dermatol,Journal of the American Academy of Dermatology,7907132,['9007-34-5 (Collagen)'],IM,"['Adolescent', 'Cell Nucleus/ultrastructure', 'Collagen', 'Cytoplasm/ultrastructure', 'Epidermis/pathology', 'Humans', 'Immunophenotyping', 'Leukemia, Monocytic, Acute/*pathology', 'Leukemic Infiltration', 'Male', 'Polyneuropathies/pathology', 'Skin/pathology', 'Skin Neoplasms/*pathology']",1993/05/01 00:00,1993/05/01 00:01,['1993/05/01 00:00'],"['1993/05/01 00:00 [pubmed]', '1993/05/01 00:01 [medline]', '1993/05/01 00:00 [entrez]']","['0190-9622(93)70125-D [pii]', '10.1016/0190-9622(93)70125-d [doi]']",ppublish,J Am Acad Dermatol. 1993 May;28(5 Pt 2):884-8. doi: 10.1016/0190-9622(93)70125-d.,,,,,,,,,,,,,,,,,
8491799,NLM,MEDLINE,19930614,20071115,8750-2836 (Print) 8750-2836 (Linking),28,5,1993 May 15,Chronic myelocytic leukemia.,21,,"['Malmquist, C P']",['Malmquist CP'],,['eng'],,"['Comment', 'Letter']",United States,Hosp Pract (Off Ed),Hospital practice (Office ed.),8404149,,IM,"['Humans', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive/genetics']",1993/05/15 00:00,1993/05/15 00:01,['1993/05/15 00:00'],"['1993/05/15 00:00 [pubmed]', '1993/05/15 00:01 [medline]', '1993/05/15 00:00 [entrez]']",,ppublish,Hosp Pract (Off Ed). 1993 May 15;28(5):21.,,,,,,"['Hosp Pract (Off Ed). 1993 Mar 15;28(3):109-13, 116, 122-6. PMID: 7680350']",,,,,,,,,,,
8491628,NLM,MEDLINE,19930617,20041117,0017-9078 (Print) 0017-9078 (Linking),64,6,1993 Jun,Leukemia risk from diagnostic X-ray examinations--a clinical perspective.,682,,"['Gray, J E']",['Gray JE'],,['eng'],,"['Comment', 'Letter']",United States,Health Phys,Health physics,2985093R,,IM,"['Humans', 'Leukemia, Radiation-Induced/*etiology', 'Radiography/*adverse effects', 'Risk']",1993/06/01 00:00,1993/06/01 00:01,['1993/06/01 00:00'],"['1993/06/01 00:00 [pubmed]', '1993/06/01 00:01 [medline]', '1993/06/01 00:00 [entrez]']",,ppublish,Health Phys. 1993 Jun;64(6):682.,,,,,,['Health Phys. 1992 Nov;63(5):576-8. PMID: 1399645'],,,,,,,,,,,
8491612,NLM,MEDLINE,19930617,20190722,0017-9078 (Print) 0017-9078 (Linking),64,6,1993 Jun,Mortality of workers at the Hanford site: 1945-1986.,577-90,"Updated analyses of mortality of workers at the Hanford site provide little evidence of a positive correlation of cumulative occupational radiation dose and mortality from leukemia and from all cancer except leukemia. Estimates of the excess relative risk per 10 mSv were negative for both disease categories, but these estimates are consistent both with no risk and with estimates obtained through extrapolation from high-dose data. For all cancer except leukemia, the upper limit for a two-sided 90% confidence interval was about 1.5 times the prediction of the BEIR V model, but several times the estimate recommended by the ICRP 60 committee. For leukemia, the comparable upper limit was very close to that predicted by either BEIR V or ICRP 60. The all-cancer risk estimate, from a recent report on updated analyses of data for Oak Ridge National Laboratory workers, was strongly rejected based on the Hanford data. Of 24 specific cancer categories evaluated, only cancer of the pancreas and Hodgkin's disease showed positive correlations with radiation dose that approached statistical significance with one-tailed p values of 0.07 and 0.04, respectively; these correlations are interpreted as probably spurious. For multiple myeloma, for which a correlation was reported previously, the p value was 0.10. However, a significant correlation (p < .05) was obtained when analyses were expanded to include deaths with multiple myeloma listed on the death certificate but not considered to be the underlying cause, when analyses were expanded to include deaths occurring in Washington State during the time period 1987-1989, or when a 2-y latency period (instead of 10-y) was assumed.","['Gilbert, E S', 'Omohundro, E', 'Buchanan, J A', 'Holter, N A']","['Gilbert ES', 'Omohundro E', 'Buchanan JA', 'Holter NA']","['Pacific Northwest Laboratory, Richland, WA 99352.']",['eng'],,"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",United States,Health Phys,Health physics,2985093R,['0 (Radioactive Pollutants)'],IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Female', '*Government Agencies', 'Humans', 'Male', 'Middle Aged', '*Mortality', 'Neoplasms/*epidemiology/mortality', '*Nuclear Energy', '*Occupational Exposure', '*Radioactive Pollutants', 'Washington/epidemiology']",1993/06/01 00:00,1993/06/01 00:01,['1993/06/01 00:00'],"['1993/06/01 00:00 [pubmed]', '1993/06/01 00:01 [medline]', '1993/06/01 00:00 [entrez]']",['10.1097/00004032-199306000-00001 [doi]'],ppublish,Health Phys. 1993 Jun;64(6):577-90. doi: 10.1097/00004032-199306000-00001.,,,,,,,,,,,,,,,,,
8491595,NLM,MEDLINE,19930611,20190722,0017-9078 (Print) 0017-9078 (Linking),64,5,1993 May,Determining person-years of life lost using the BEIR V method.,461-6,"A method is given that permits the calculation of the estimated person-years of life lost when groups of males or females are exposed to low linear energy transfer (LET) ionizing radiation. It is felt that this determination is informative in rating risks to populations from radiation exposures. For example, when 1,000,000 females have received an acute 10 mSv, the total number of radiation-induced fatal cancers is 835. The total number of person-years of life lost is 1.4 x 10(4) or an average of about 5 d. However, the 22 who die of leukemia suffer an average of about 34 y. Those who die of other forms of cancer lose an average of 16 y. Some examples have been reported by the U.S. National Academy of Sciences (1990) report. In those cases where the Committee presented results, the method given here is in good agreement.","['Maillie, H D', 'Simon, W', 'Watts, R J', 'Quinn, B R']","['Maillie HD', 'Simon W', 'Watts RJ', 'Quinn BR']","['University of Rochester, Department of Biophysics, NY 14642.']",['eng'],,['Journal Article'],United States,Health Phys,Health physics,2985093R,,IM,"['Age Factors', 'Energy Transfer', '*Environmental Exposure', 'Female', 'Humans', '*Life Expectancy', 'Male', 'Neoplasms, Radiation-Induced/*mortality', '*Radiation, Ionizing', 'Sex Factors']",1993/05/01 00:00,1993/05/01 00:01,['1993/05/01 00:00'],"['1993/05/01 00:00 [pubmed]', '1993/05/01 00:01 [medline]', '1993/05/01 00:00 [entrez]']",['10.1097/00004032-199305000-00001 [doi]'],ppublish,Health Phys. 1993 May;64(5):461-6. doi: 10.1097/00004032-199305000-00001.,,,,,,,,,,,,,,,,,
8491494,NLM,MEDLINE,19930615,20190722,0046-8177 (Print) 0046-8177 (Linking),24,5,1993 May,Monocytoid B-cell lymphoma with a distinctive clinical presentation.,558-61,"Monocytoid B-cell lymphoma (MBCL) is a recently described non-Hodgkin's lymphoma. Patients with MBCL usually present with localized or generalized lymphadenopathy; peripheral blood and bone marrow involvement is rare. Patients with leukemic manifestations typically have advanced disease with extensive lymph node and bone marrow involvement. We report a distinctively unusual case of MBCL with peripheral blood and splenic involvement at presentation and with no evidence of peripheral lymph node disease. This case emphasizes the fact that malignancies of monocytoid B cells should be viewed as a spectrum of disease that ranges from leukemia to lymphoma. This feature is similar to other low-grade B-cell neoplasms, such as chronic lymphocytic leukemia/small cell lymphoma, lymphocytic type.","['Vasef, M', 'Katzin, W E']","['Vasef M', 'Katzin WE']","['Department of Pathology, Mt Sinai Medical Center, Cleveland, OH 44106.']",['eng'],,"['Case Reports', 'Journal Article']",United States,Hum Pathol,Human pathology,9421547,,IM,"['Aged', 'Aged, 80 and over', 'Blood Cells/pathology', 'Flow Cytometry', 'Humans', 'Immunologic Techniques', 'Lymph Nodes/pathology', 'Lymphocytosis/*etiology', 'Lymphoma, B-Cell/*complications/immunology/*pathology', 'Male', 'Phenotype', 'Spleen/pathology', 'Splenomegaly/*etiology']",1993/05/01 00:00,1993/05/01 00:01,['1993/05/01 00:00'],"['1993/05/01 00:00 [pubmed]', '1993/05/01 00:01 [medline]', '1993/05/01 00:00 [entrez]']","['0046-8177(93)90170-L [pii]', '10.1016/0046-8177(93)90170-l [doi]']",ppublish,Hum Pathol. 1993 May;24(5):558-61. doi: 10.1016/0046-8177(93)90170-l.,,,,,,,,,,,,,,,,,
8491421,NLM,MEDLINE,19930617,20151119,0390-6078 (Print) 0390-6078 (Linking),78,1,1993 Jan-Feb,Granulocytic sarcoma of the ovary in a nonleukemic patient.,53-5,"We report a case of granulocytic sarcoma of the ovary preceding acute myeloid leukemia by twelve months, with no evidence of any hematological involvement at the time of first diagnosis. The patient was initially treated with surgery and chemotherapy for undifferentiated lymphoma and, although this aggressive protocol resulted in a complete response, granulocytic sarcoma recurred as extramedullary disease, followed by the appearance of acute myeloid leukemia. We discuss the clinical, histopathological and immunohistochemical features of the disease, the differential diagnosis and, in particular, the role of early aggressive treatment on the outcome of the patient.","['Aguiar, R C', 'Pozzi, D H', 'Chamone, D A']","['Aguiar RC', 'Pozzi DH', 'Chamone DA']","['Department of Internal Medicine, Hospital das Clinicas, University of Sao Paulo, Brazil.']",['eng'],,"['Case Reports', 'Journal Article']",Italy,Haematologica,Haematologica,0417435,"['0 (Biomarkers, Tumor)', '04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '80168379AG (Doxorubicin)', '8N3DW7272P (Cyclophosphamide)', 'Q573I9DVLP (Leucovorin)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)', 'MTX-CHOP protocol']",IM,"['Adult', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Biomarkers, Tumor/analysis', 'Cyclophosphamide/administration & dosage', 'Cytarabine/administration & dosage', 'Diagnosis, Differential', 'Diagnostic Errors', 'Doxorubicin/administration & dosage', 'Female', 'Humans', 'Leucovorin/administration & dosage', '*Leukemia, Myeloid, Acute', 'Lymphoma/diagnosis', 'Methotrexate/administration & dosage', '*Ovarian Neoplasms/chemistry/diagnosis/drug therapy', 'Prednisone/administration & dosage', 'Prognosis', 'Vincristine/administration & dosage']",1993/01/01 00:00,1993/01/01 00:01,['1993/01/01 00:00'],"['1993/01/01 00:00 [pubmed]', '1993/01/01 00:01 [medline]', '1993/01/01 00:00 [entrez]']",,ppublish,Haematologica. 1993 Jan-Feb;78(1):53-5.,,,,,,,,,,,,,,,,,
8491418,NLM,MEDLINE,19930617,20100324,0390-6078 (Print) 0390-6078 (Linking),78,1,1993 Jan-Feb,Immunophenotypic and genotypic characterization of B-cell chronic lymphocytic leukemia patients from northern Italy.,18-24,"BACKGROUND AND METHODS: Immunoglobulin (Ig) gene expression and rearrangements provide information about cell lineage, clonality and differentiation of neoplastic lymphoid cells. We performed flow cytometry and Southern blot analysis in 25 patients with chronic lymphocytic leukemia (CLL) from the Po River delta region (Northern Italy), in order to correlate surface immunological phenotype and heavy and light chain gene rearrangements with clinical stages. RESULTS: In these 25 CLL cases, as in the larger group of 165, k-positive (k+) patients were more frequent than lambda-positive (lambda +) ones by a ratio of 59:41, with a predominance of lambda + in stage II (46:54) and of K+ in stage IV (77:23). However, the survival behavior of lambda + and k+ patients was not statistically different. Ig gene rearrangements were found in all patients in accordance with the immunophenotype. When Ig gene analysis was performed on two different occasions in 7 of the 8 who received chemotherapy, there was an increase in the percentage of the germline band. This variation was inversely related to changes in WBC count. In the treated subject who showed a reduction of both WBC count and the germline, there was rapid disease progression and short survival. CONCLUSIONS: Analysis of Ig gene rearrangements in our CLL patients demonstrated: i) the monoclonality of neoplastic cells; ii) no correlation between rearrangements and clinical stages, and iii) that this analysis may be a useful tool in evaluating biological behavior in selected CLL cases showing a discrepancy between hematological data and clinical response to therapy.","['Gandini, D', 'Lanza, F', 'Latorraca, A', 'Levato, F', 'Del Senno, L', 'Castoldi, G']","['Gandini D', 'Lanza F', 'Latorraca A', 'Levato F', 'Del Senno L', 'Castoldi G']","['Istituto di Chimica Biologica, Universita di Ferrara, Italy.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Italy,Haematologica,Haematologica,0417435,"['0 (DNA, Neoplasm)', '0 (Immunoglobulin kappa-Chains)', '0 (Immunoglobulin lambda-Chains)', '0 (Neoplasm Proteins)', '0 (Receptors, Antigen, B-Cell)']",IM,"['Clone Cells', 'DNA, Neoplasm/*analysis', 'Female', 'Gene Expression Regulation, Neoplastic', '*Gene Rearrangement, B-Lymphocyte', '*Genes, Immunoglobulin', 'Genotype', 'Humans', 'Immunoglobulin kappa-Chains/biosynthesis/genetics', 'Immunoglobulin lambda-Chains/biosynthesis/genetics', 'Immunophenotyping', 'Italy', 'Leukemia, Lymphocytic, Chronic, B-Cell/genetics/*pathology', 'Male', 'Neoplasm Proteins/biosynthesis/genetics', 'Neoplastic Stem Cells/*chemistry/immunology', 'Receptors, Antigen, B-Cell/*analysis']",1993/01/01 00:00,1993/01/01 00:01,['1993/01/01 00:00'],"['1993/01/01 00:00 [pubmed]', '1993/01/01 00:01 [medline]', '1993/01/01 00:00 [entrez]']",,ppublish,Haematologica. 1993 Jan-Feb;78(1):18-24.,,,,,,,,,,,,,,,,,
8491376,NLM,MEDLINE,19930611,20190516,0890-9369 (Print) 0890-9369 (Linking),7,5,1993 May,"LYAR, a novel nucleolar protein with zinc finger DNA-binding motifs, is involved in cell growth regulation.",735-48,"A cDNA encoding a novel zinc finger protein has been isolated from a mouse T-cell leukemia line on the basis of its expression of a Ly-1 epitope in a lambda gt11 library. The putative gene was mapped on mouse chromosome 1, closely linked to Idh-1, but not linked to the Ly-1 (CD5) gene. The cDNA is therefore named Ly-1 antibody reactive clone (LYAR). The putative polypeptide encoded by the cDNA consists of 388 amino acids with a zinc finger motif and three copies of nuclear localization signals. Antibodies raised against a LYAR fusion protein reacted with a protein of 45 kD on Western blots and by immunoprecipitation. Immunolocalization indicated that LYAR was present predominantly in the nucleoli. The LYAR mRNA was not detected in brain, thymus, bone marrow, liver, heart, and muscle. Low levels of LYAR mRNA were detected in kidney and spleen. However, the LYAR gene was expressed at very high levels in immature spermatocytes in testis. The LYAR mRNA is present at high levels in early embryos and preferentially in fetal liver and fetal thymus. A number of B- and T-cell leukemic lines expressed LYAR at high levels, although it was not detectable in bone marrow and thymus. During radiation-induced T-cell leukemogenesis, high levels of LYAR were expressed in preleukemic thymocytes and in acute T leukemia cells. Fibroblast cells overexpressing the LYAR cDNA from a retrovirus vector, though not phenotypically transformed in vitro, had increased ability to form tumors in nu/nu mice. Therefore, LYAR may function as a novel nucleolar oncoprotein to regulate cell growth.","['Su, L', 'Hershberger, R J', 'Weissman, I L']","['Su L', 'Hershberger RJ', 'Weissman IL']","['Department of Developmental Biology, Stanford University, California 94305.']",['eng'],['CA42551/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Genes Dev,Genes & development,8711660,"['0 (DNA-Binding Proteins)', '0 (Lyar protein, mouse)', '0 (Nuclear Proteins)']",IM,"['Amino Acid Sequence', 'Animals', 'Base Sequence', 'Cell Division/genetics/*physiology', 'Cell Line', 'DNA-Binding Proteins/chemistry/genetics/*physiology', '*Gene Expression Regulation, Leukemic', 'Humans', 'Leukemia, B-Cell/metabolism', 'Leukemia, T-Cell/metabolism', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Mice, Nude', 'Molecular Sequence Data', 'Neoplasms, Radiation-Induced/metabolism', 'Nuclear Proteins/chemistry/genetics/*physiology', 'Sequence Homology, Amino Acid', 'Testis/embryology/metabolism', 'Thymus Gland/embryology/metabolism', 'Tumor Cells, Cultured', 'Zinc Fingers/genetics/*physiology']",1993/05/01 00:00,1993/05/01 00:01,['1993/05/01 00:00'],"['1993/05/01 00:00 [pubmed]', '1993/05/01 00:01 [medline]', '1993/05/01 00:00 [entrez]']",['10.1101/gad.7.5.735 [doi]'],ppublish,Genes Dev. 1993 May;7(5):735-48. doi: 10.1101/gad.7.5.735.,"['GENBANK/L11593', 'GENBANK/L11594', 'GENBANK/L24529', 'GENBANK/S53920', 'GENBANK/S53921', 'GENBANK/S53922', 'GENBANK/S56763', 'GENBANK/S60885', 'GENBANK/Z15047', 'GENBANK/Z15048']",,,,,,,,,,"['Idh-1', 'ly-1']",,,,,,
8491213,NLM,MEDLINE,19930616,20191210,0893-6692 (Print) 0893-6692 (Linking),21,4,1993,"Benzene metabolite, 1,2,4-benzenetriol, induces micronuclei and oxidative DNA damage in human lymphocytes and HL60 cells.",339-48,"The triphenolic metabolite of benzene, 1,2,4-benzenetriol (BT), is readily oxidized to its corresponding quinone via a semiquinone radical. During this process, active oxygen species are formed that may damage DNA and other cellular macromolecules. The ability of BT to induce micronuclei (MN) and oxidative DNA damage has been investigated in both human lymphocytes and HL60 cells. An antikinetochore antibody based micronucleus assay was used to distinguish MN containing kinetochores and potentially entire chromosomes (kinetochore-positive, K+) from those containing acentric chromosome fragments (kinetochore-negative, K-). BT increased the frequency of MN formation twofold in lymphocytes and eightfold in HL60 cells with the MN being 62% and 82% K+, respectively. A linear dose-related increase in total MN, mainly in K(+)-MN, was observed in both HL60 cells and lymphocytes. Addition of copper ions (Cu2+) potentiated the effect of BT on MN induction threefold in HL60 cells and altered the pattern of MN formation from predominantly K+ to K-. BT also increased the level of 8-hydroxy-2'-deoxyguanosine (8-OH-dG), a marker of active oxygen-induced DNA damage. Cu2+ again enhanced this effect. Thus, BT has the potential to cause both numerical and structural chromosomal changes in human cells. Further, it may cause point mutations indirectly by generating oxygen radicals. BT may therefore play an important role in benzene-induced leukemia.","['Zhang, L', 'Robertson, M L', 'Kolachana, P', 'Davison, A J', 'Smith, M T']","['Zhang L', 'Robertson ML', 'Kolachana P', 'Davison AJ', 'Smith MT']","['Department of Biomedical and Environmental Health Sciences, School of Public Health, University of California, Berkeley 94720.']",['eng'],"['P42 ES004705/ES/NIEHS NIH HHS/United States', 'P30-ES01896/ES/NIEHS NIH HHS/United States', 'P42-ES04705/ES/NIEHS NIH HHS/United States']","['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Environ Mol Mutagen,Environmental and molecular mutagenesis,8800109,"['0 (DNA, Neoplasm)', '0 (Free Radicals)', '0 (Hydroquinones)', '0 (Mutagens)', '0 (Reactive Oxygen Species)', '173O8B04RD (hydroxyhydroquinone)', '789U1901C5 (Copper)', ""88847-89-6 (8-Hydroxy-2'-Deoxyguanosine)"", 'G9481N71RO (Deoxyguanosine)']",IM,"[""8-Hydroxy-2'-Deoxyguanosine"", 'Adult', 'Analysis of Variance', 'Aneuploidy', 'Cell Transformation, Neoplastic', 'Centromere/drug effects', 'Copper/toxicity', '*DNA Damage', 'DNA, Neoplasm/analysis/drug effects', 'Deoxyguanosine/analogs & derivatives/biosynthesis', 'Drug Synergism', 'Female', 'Free Radicals', 'Humans', 'Hydroquinones/*toxicity', 'Leukemia, Myeloid', 'Lymphocytes/drug effects', 'Micronucleus Tests/methods', 'Mutagens/*toxicity', 'Reactive Oxygen Species/metabolism/*toxicity', 'Regression Analysis', 'Tumor Cells, Cultured']",1993/01/01 00:00,1993/01/01 00:01,['1993/01/01 00:00'],"['1993/01/01 00:00 [pubmed]', '1993/01/01 00:01 [medline]', '1993/01/01 00:00 [entrez]']",['10.1002/em.2850210405 [doi]'],ppublish,Environ Mol Mutagen. 1993;21(4):339-48. doi: 10.1002/em.2850210405.,,,,,,,,,,,,,,,,,
8491198,NLM,MEDLINE,19930611,20181113,0261-4189 (Print) 0261-4189 (Linking),12,5,1993 May,Integration of murine leukemia virus DNA depends on mitosis.,2099-108,"In synchronized rat or mouse cells infected with Moloney murine leukemia virus (MLV), integration of viral DNA and production of viral proteins occur only after the cells traverse mitosis. Integration is blocked when cells are prevented from progressing through mitosis. Viral nucleoprotein complexes isolated from arrested cells contain full-length viral DNA and can integrate this viral DNA in vitro, showing that the block to integration in arrested cells is not due to a lack of mature integration machinery. When infected cells traverse mitosis, there is a sharp increase in nuclear accumulation of viral DNA. The dependence of integration on mitosis may therefore be due to a requirement for mitosis and nuclear envelope breakdown for entry of the viral integration complex into the nucleus.","['Roe, T', 'Reynolds, T C', 'Yu, G', 'Brown, P O']","['Roe T', 'Reynolds TC', 'Yu G', 'Brown PO']","['Department of Biochemistry, Stanford University, CA 94305.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",England,EMBO J,The EMBO journal,8208664,"['0 (DNA, Viral)', '0 (Nucleoproteins)', '0 (Viral Proteins)']",IM,"['Animals', 'Cell Nucleus/metabolism', 'Cells, Cultured', 'DNA, Viral/*metabolism', 'G2 Phase', 'Genome, Viral', 'Metaphase', 'Mice', '*Mitosis', 'Moloney murine leukemia virus/genetics/*physiology', 'Nucleoproteins/metabolism', 'Rats', 'Viral Proteins/biosynthesis', '*Virus Integration']",1993/05/01 00:00,1993/05/01 00:01,['1993/05/01 00:00'],"['1993/05/01 00:00 [pubmed]', '1993/05/01 00:01 [medline]', '1993/05/01 00:00 [entrez]']",,ppublish,EMBO J. 1993 May;12(5):2099-108.,,,PMC413431,,,,,,,,,,,,,,
8491109,NLM,MEDLINE,19930616,20051116,0733-8627 (Print) 0733-8627 (Linking),11,2,1993 May,Visual diagnosis of hematologic and oncologic diseases.,273-335,"Cancer-related problems are seen frequently by the emergency physician. More difficult presentations are seen with premonitory symptoms, paraneoplastic syndromes, and nonspecific lesions. Dermatologic paraneoplastic syndromes are numerous, nonspecific, and consist of hamartomatous growths, texture changes, new hair growth, or changes in skin color. Alteration of skin color may be of practically any color, localized or diffuse, and of sudden or indolent onset. Hormone production by tumors may lead to acne, hirsutism, gynecomastia, or a cushingoid appearance. Pruritus may herald the onset of leukemia or lymphoma and be intolerable, as with erythroderma. All suspicious presentations require thorough investigation for underlying disease. Metastasis to skin is not common and implies a poor prognosis if seen. Most metastases are seen on the head and neck, anterior chest wall, and abdomen. Basal cell and squamous cell carcinomas commonly occur in sun-exposed areas. Basal cell is locally destructive, whereas squamous cell occasionally metastasizes to local lymph nodes. Malignant melanoma is the leading fatal illness originating in skin, with a dramatic rise in incidence. It is classically described as asymmetric with irregular borders, is elevated, and shows color variegation; however, melanoma may present atypically, particularly in non-whites. Kaposi's sarcoma lesions are well-demarcated, symmetric, smooth nodules that appear purplish-brown, particularly if below the knee (owing to venous stasis). The closely interrelated structures of the eye and orbit are easily disturbed, leading to the presenting symptoms of visual disturbances, exophthalmos, pain, and ocular motility disorders. Primary tumors are not unusual and may include retinoblastoma, rhabdomyosarcoma, and melanoma. Equally common are metastatic lesions, most commonly lung and breast carcinoma. An estimation of the malignancy of bony lesions can be made by assessing the zone of transition, periosteal reaction, and bone destruction. A malignant lesion will more likely have a broad zone of transition, irregular periosteal reaction, and moth-eaten or permeative destruction of trabeculae. Metastatic bone lesions primarily occur in sites of persistent red marrow: skull, ribs, vertebrae, pelvis, and proximal humerus and femur. Bony lesions can be blastic or lytic in nature. Solitary pulmonary nodules that have not grown for 2 years can be assumed to be benign. Calcification seen on plain films are a strong (but not absolute) indication of benignancy. Lesions that are greater than 3 to 4 cm in diameter, have irregular contours, are cavitated with thick walls, have multiple peripheral nodules, and have lack of calcification are more likely malignant.","['Blackburn, P']",['Blackburn P'],"['Department of Emergency Medicine, Maricopa Medical Center, Phoenix, Arizona.']",['eng'],,"['Journal Article', 'Review']",United States,Emerg Med Clin North Am,Emergency medicine clinics of North America,8219565,,IM,"['Emergencies', 'Hematologic Diseases/complications/*diagnosis/pathology', 'Humans', 'Neoplasms/complications/*diagnosis/pathology']",1993/05/01 00:00,1993/05/01 00:01,['1993/05/01 00:00'],"['1993/05/01 00:00 [pubmed]', '1993/05/01 00:01 [medline]', '1993/05/01 00:00 [entrez]']",,ppublish,Emerg Med Clin North Am. 1993 May;11(2):273-335.,,91,,,,,,,,,,,,,,,
8491056,NLM,MEDLINE,19930616,20181113,0312-5963 (Print) 0312-5963 (Linking),24,4,1993 Apr,Clinical pharmacokinetics of idarubicin.,275-88,"Idarubicin (4-demethoxy-daunorubicin) is a new commercially available anthracycline antibiotic which is more active than daunorubicin, the accepted reference drug, in the treatment of acute myelogenous leukaemia, which generally involves the combination of an anthracycline and cytarabine [corrected]. It is characterised by metabolic transformation into a 13-dihydro derivative, idarubicinol, which is as active as the parent drug in in vitro models. The pharmacokinetics of idarubicin follow a 2- or 3-compartment plasma disappearance with half-life (t1/2) values of 13 min, 2.4h and 16h, clearance approximately 60 L/h/m2 and volume of distribution at steady-state of 1,500 L/m2. Idarubicinol is characterised by a very long elimination t1/2 of 55h. The ratio of metabolite: parent drug area under the plasma concentration-time curve is often > 2 and is even higher after 2 or 3 daily injections of the drug, the normal drug protocol used in induction or consolidation treatments of acute leukaemias. Idarubicin can also be administered orally and the pharmacokinetics are similar to those after intravenous administration, except that the idarubicinol: idarubicin ratio is increased, probably due to a liver first-pass effect. The bioavailability of idarubicin is 20 to 25%, but if the activity of idarubicinol is taken into account, it is effectively about 40%. After idarubicin administration by either route, there is a progressive accumulation of idarubicinol after multiple once-daily but not after once-weekly doses. About 10% of the injected dose is recovered in urine as idarubicin and idarubicinol, and only slightly higher proportions are recovered in bile. This suggests that other unidentified metabolites must be excreted by either or by both pathways.","['Robert, J']",['Robert J'],"['Fondation Bergonie, Bordeaux, France.']",['eng'],,"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",Switzerland,Clin Pharmacokinet,Clinical pharmacokinetics,7606849,['ZRP63D75JW (Idarubicin)'],IM,"['Animals', 'Humans', 'Idarubicin/*pharmacokinetics']",1993/04/01 00:00,1993/04/01 00:01,['1993/04/01 00:00'],"['1993/04/01 00:00 [pubmed]', '1993/04/01 00:01 [medline]', '1993/04/01 00:00 [entrez]']",['10.2165/00003088-199324040-00002 [doi]'],ppublish,Clin Pharmacokinet. 1993 Apr;24(4):275-88. doi: 10.2165/00003088-199324040-00002.,,60,,,,,,,,,,['Clin Pharmacokinet 1993 Oct;25(4):350'],,,,,
