PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,EIN,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,TT,RF,GR,CI,PMC,CIN,OID,OTO,OT,GN,SI,CON,OAB,OABL
9613789,NLM,MEDLINE,19980803,20071115,0268-3369 (Print) 0268-3369 (Linking),21,9,1998 May,Prolonged remission and autologous recovery in two patients with chronic myelogenous leukemia after graft failure of allogeneic bone marrow transplantation.,943-6,"Two patients with Philadelphia-positive chronic myelogenous leukemia underwent allogeneic bone marrow transplantation from a related HLA mismatched donor (patient 1) or from an unrelated HLA-identical donor (patient 2). Following bone marrow transplantation partial engraftment (patient 1) or graft failure (patient 2) occurred followed by autologous Philadelphia negative hematopoietic recovery either spontaneously (patient 1) or after infusion of autologous bone marrow rescue (patient 2). Neither Philadelphia chromosome, nor bcr-abl rearrangement was detectable by PCR analysis up to 7 years (patient 1) and 9 years (patient 2) post-transplantation. These two observations indicate that sustained engraftment of allogeneic bone marrow stem cells following a myeloablative regimen is not necessary to cure chronic myelogenous leukemia. It is hypothesized that the proliferative advantage of Philadelphia-negative progenitors and the anti-leukemic effect of lymphocytes in the graft have resulted in prolonged remission of the patients.","['Fouillard, L', 'Deconinck, E', 'Tiberghien, P', 'Deschaseaux, M L', 'Solary, E', 'Mugneret, F', 'Brion, A', 'Herve, P', 'Cahn, J Y']","['Fouillard L', 'Deconinck E', 'Tiberghien P', 'Deschaseaux ML', 'Solary E', 'Mugneret F', 'Brion A', 'Herve P', 'Cahn JY']","['Department of Hematology, Hopital St Antoine, Paris, France.']",['eng'],"['Case Reports', 'Journal Article']",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,,"['Adult', 'Apolipoproteins B/genetics', 'Base Sequence', '*Bone Marrow Transplantation', 'DNA Primers/genetics', 'Graft vs Host Reaction', 'Hematopoiesis', 'Hematopoietic Stem Cells/pathology', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/genetics/immunology/*therapy', 'Lymphocytes/immunology', 'Male', 'Polymerase Chain Reaction', 'Time Factors', 'Transplantation, Autologous', 'Transplantation, Homologous']",1998/06/05 00:00,1998/06/05 00:01,['1998/06/05 00:00'],"['1998/06/05 00:00 [pubmed]', '1998/06/05 00:01 [medline]', '1998/06/05 00:00 [entrez]']",['10.1038/sj.bmt.1701213 [doi]'],ppublish,Bone Marrow Transplant. 1998 May;21(9):943-6. doi: 10.1038/sj.bmt.1701213.,"['0 (Apolipoproteins B)', '0 (DNA Primers)']",,,,,,,,,,,,,,
9613788,NLM,MEDLINE,19980803,20071115,0268-3369 (Print) 0268-3369 (Linking),21,9,1998 May,Fatal obstructive lung disease after haploidentical sibling cord blood transplantation.,939-41,"We report the case of a patient with fatal obstructive lung disease after an HLA-haploidentical sibling cord blood transplant (CBT), with severe acute GVHD. A 2-year-old girl developed expiratory air trapping gradually with acute and chronic GVHD after CBT for the treatment of ALL. Anti-CMV and immunosuppressive therapy were ineffective, and the patient died of progressive respiratory acidosis. Necropsy of the lung revealed severe bronchiolitis obliterans with cytomegalic inclusion cells in the granulation tissues of the bronchiolitis. Thus, immunologic and GVHD problems can occur even in CBT.","['Ohnuma, K', 'Toyoda, Y', 'Ishida, Y', 'Honda, K', 'Nagao, T', 'Ijiri, R', 'Tanaka, Y', 'Goto, K', 'Hiroki, K', 'Kigasawa, H', 'Nishihira, H']","['Ohnuma K', 'Toyoda Y', 'Ishida Y', 'Honda K', 'Nagao T', 'Ijiri R', 'Tanaka Y', 'Goto K', 'Hiroki K', 'Kigasawa H', 'Nishihira H']","[""Department of Oncology, Kanagawa Children's Medical Center, Yokohama, Japan.""]",['eng'],"['Case Reports', 'Journal Article']",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,,"['Bronchiolitis Obliterans/etiology/pathology', 'Child, Preschool', 'Cytomegalovirus Infections/etiology/pathology', 'Fatal Outcome', 'Female', '*Fetal Blood', 'Graft vs Host Disease/etiology', 'HLA Antigens', 'Haplotypes', 'Hematopoietic Stem Cell Transplantation/*adverse effects', 'Humans', 'Lung Diseases, Obstructive/*etiology/pathology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/therapy']",1998/06/05 00:00,1998/06/05 00:01,['1998/06/05 00:00'],"['1998/06/05 00:00 [pubmed]', '1998/06/05 00:01 [medline]', '1998/06/05 00:00 [entrez]']",['10.1038/sj.bmt.1701214 [doi]'],ppublish,Bone Marrow Transplant. 1998 May;21(9):939-41. doi: 10.1038/sj.bmt.1701214.,['0 (HLA Antigens)'],,,,,,,,,,,,,,
9613779,NLM,MEDLINE,19980803,20181201,0268-3369 (Print) 0268-3369 (Linking),21,9,1998 May,"Toxicity, pharmacology and feasibility of administration of PEG-L-asparaginase as consolidation therapy in patients undergoing bone marrow transplantation for acute lymphoblastic leukemia.",879-85,"We attempted to administer PEG-L-asparaginase (PEG-L-A) following hematologic recovery to 38 patients undergoing autologous or allogeneic marrow transplantation for acute lymphoblastic leukemia (ALL). Twenty-four patients (12 of 22 receiving allogeneic and 12 of 16 receiving autologous transplants) received between one and 12 doses of PEG-L-A, including nine who completed the planned 12 doses of therapy. The toxicities encountered were similar to those observed in non-transplanted patients undergoing therapy with PEG-L-A and included allergic reactions, pancreatitis, weight loss, hypoalbuminemia, and low levels of anti-thrombin III. Of the 24 who received the drug, eight remain in remission. Of 12 patients in second remission at the time of transplantation who received PEG-L-A, five of seven who received allogeneic and two of five who received autologous transplants remain in remission, 16+ to 46+ months from transplant. While PEG-L-A could be administered to most of the patients undergoing marrow transplantation for ALL, most patients either relapsed while receiving the drug or developed toxicities which resulted in abbreviated courses. At this time, we cannot recommend PEG-L-A as single agent, post-BMT chemotherapy.","['Graham, M L', 'Asselin, B L', 'Herndon, J E 2nd', 'Casey, J R', 'Chaffee, S', 'Ciocci, G H', 'Daeschner, C W', 'Davis, A R', 'Gold, S', 'Halperin, E C', 'Laughlin, M J', 'Martin, P L', 'Olson, J F', 'Kurtzberg, J']","['Graham ML', 'Asselin BL', 'Herndon JE 2nd', 'Casey JR', 'Chaffee S', 'Ciocci GH', 'Daeschner CW', 'Davis AR', 'Gold S', 'Halperin EC', 'Laughlin MJ', 'Martin PL', 'Olson JF', 'Kurtzberg J']","['Department of Pediatrics, Duke University Medical Center, Durham, NC, USA.']",['eng'],"['Clinical Trial', 'Journal Article']",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,,"['Adolescent', 'Antineoplastic Agents/administration & dosage/*adverse effects/*pharmacokinetics', 'Asparaginase/administration & dosage/*adverse effects/*pharmacokinetics', '*Bone Marrow Transplantation', 'Burkitt Lymphoma/*drug therapy/metabolism/*therapy', 'Child', 'Child, Preschool', 'Combined Modality Therapy', 'Female', 'Humans', 'Male', 'Polyethylene Glycols/administration & dosage/*adverse effects/*pharmacokinetics', 'Transplantation Conditioning', 'Transplantation, Autologous', 'Transplantation, Homologous']",1998/06/05 02:05,2001/03/28 10:01,['1998/06/05 02:05'],"['1998/06/05 02:05 [pubmed]', '2001/03/28 10:01 [medline]', '1998/06/05 02:05 [entrez]']",['10.1038/sj.bmt.1701223 [doi]'],ppublish,Bone Marrow Transplant. 1998 May;21(9):879-85. doi: 10.1038/sj.bmt.1701223.,"['0 (Antineoplastic Agents)', '3WJQ0SDW1A (Polyethylene Glycols)', '7D96IR0PPM (pegaspargase)', 'EC 3.5.1.1 (Asparaginase)']",,,,,,,,,,,,,,
9613709,NLM,MEDLINE,19980803,20131121,0004-069X (Print) 0004-069X (Linking),46,2,1998,"Interactions of 2',2'-diflurodeoxycytidine (gemcitabine) with tumor necrosis factor alpha or its mutein VI in murine leukemias L1210 and P388.",113-9,"The interactions of 2',2'-difluorodeoxycytidine (gemcitabine) with tumor necrosis factor alpha (TNF-alpha) or its mutein VI on the survival time of mice bearing L1210 and P388 leukemia was investigated. Four hundred eighty male CD2F1 mice were used in the experiments. They were given gemcitabine (20 mg/kg) on days 1, 4, 7 and 10 after i.p. inoculation with leukemic cells (day 0). Cytokines were administered i.p. at a dose of 250 microg/kg as daily injections for 8 days or at a dose of 400 microg/kg given 2, 4, 6 and 8 days after day 0. Drugs were administered alone and in combination. Our study indicates that TNF-alpha and its mutein VI decrease the antileukemic effect of gemcitabine on murine leukemias L1210 and P388.","['Maranda, E', 'Robak, T']","['Maranda E', 'Robak T']","['Department of Hematology, University Medical School, Lodz, Poland.']",['eng'],['Journal Article'],Switzerland,Arch Immunol Ther Exp (Warsz),Archivum immunologiae et therapiae experimentalis,0114365,IM,,"['Animals', 'Antimetabolites, Antineoplastic/*administration & dosage/toxicity', 'Deoxycytidine/administration & dosage/*analogs & derivatives/toxicity', 'Drug Interactions', 'Leukemia L1210/drug therapy/*therapy', 'Leukemia P388/drug therapy/*therapy', 'Male', 'Mice', 'Tumor Necrosis Factor-alpha/*administration & dosage/toxicity']",1998/06/05 00:00,1998/06/05 00:01,['1998/06/05 00:00'],"['1998/06/05 00:00 [pubmed]', '1998/06/05 00:01 [medline]', '1998/06/05 00:00 [entrez]']",,ppublish,Arch Immunol Ther Exp (Warsz). 1998;46(2):113-9.,"['0 (Antimetabolites, Antineoplastic)', '0 (Tumor Necrosis Factor-alpha)', '0 (mutein 6)', '0W860991D6 (Deoxycytidine)', 'B76N6SBZ8R (gemcitabine)']",,,,,,,,,,,,,,
9613675,NLM,MEDLINE,19980723,20201226,1148-5493 (Print) 1148-5493 (Linking),9,1,1998 Mar,Correlation of serum levels of interleukin-1 family members with disease activity and response to treatment in hairy cell leukemia.,33-9,"Hairy cell leukemia (HCL) is a well-recognized chronic lymphoproliferative disorder of B cell lineage, which may be regulated by growth factors including cytokines and cytokine antagonists. Previous studies have shown a good correlation between circulating soluble interleukin-2 receptor (sIL-2R) levels and disease activity and response to therapy was always associated with a decrease in sIL-2R levels. The interleukin-1 (IL-1) family of agonists and antagonists may also be involved in the regulation of hematopoietic malignancies. In the present study, we evaluated members of the IL-1 family (IL-1beta, IL-1 receptor antagonist (IL-1Ra) and IL-1 soluble receptors Type I and Type II (IL-1sRI and IL-1sRII) in 23 patients with HCL. Patients were classified according to the clinical state of their disease. Most were treated with 2-chloro-2'-deoxyadercosine (2-CDA) and treatment was associated with a significant decrease in the serum levels of sIL-2R, IL-1beta and IL-1sRII in patients achieving a complete or partial response. In contrast to the above, levels of IL-1Ra increased during response to treatment and clinical response to 2-CDA was associated with an increase of 122% in IL-1Ra levels, in parallel with a decrease of 63% in IL-1beta and 47% in IL-1sRII levels. These results suggest that the balance between IL-1beta, IL-2 and their soluble receptors or antagonists may be involved in the pathogenesis and immunoregulation of HCL. Serum levels of these cytokines may therefore be used to monitor therapeutic efficacy of therapy in HCL and to detect any residual disease.","['Barak, V', 'Nisman, B', 'Polliack, A', 'Vannier, E', 'Dinarello, C A']","['Barak V', 'Nisman B', 'Polliack A', 'Vannier E', 'Dinarello CA']","['Department of Oncology, Hadassah University Hospital, Jerusalem, Israel.']",['eng'],"['Comparative Study', 'Journal Article']",France,Eur Cytokine Netw,European cytokine network,9100879,IM,,"['2-Chloroadenosine/analogs & derivatives/therapeutic use', 'Antimetabolites, Antineoplastic/therapeutic use', 'Deoxyadenosines/therapeutic use', 'Humans', 'Interleukin 1 Receptor Antagonist Protein', 'Interleukin-1/*blood', 'Leukemia, Hairy Cell/*blood/drug therapy', 'Receptors, Interleukin-1/blood/drug effects', 'Receptors, Interleukin-1 Type II', 'Severity of Illness Index', 'Sialoglycoproteins/blood/drug effects']",1998/06/05 00:00,1998/06/05 00:01,['1998/06/05 00:00'],"['1998/06/05 00:00 [pubmed]', '1998/06/05 00:01 [medline]', '1998/06/05 00:00 [entrez]']",,ppublish,Eur Cytokine Netw. 1998 Mar;9(1):33-9.,"['0 (Antimetabolites, Antineoplastic)', '0 (Deoxyadenosines)', '0 (IL1RN protein, human)', '0 (Interleukin 1 Receptor Antagonist Protein)', '0 (Interleukin-1)', '0 (Receptors, Interleukin-1)', '0 (Receptors, Interleukin-1 Type II)', '0 (Sialoglycoproteins)', '146-77-0 (2-Chloroadenosine)', ""JYW18Y92UP (2-chloro-3'-deoxyadenosine)""]",,,,,,,,,,,,,,
9613201,NLM,MEDLINE,19980701,20190914,0168-9525 (Print) 0168-9525 (Linking),14,5,1998 May,Conjunction dysfunction: CBP/p300 in human disease.,178-83,"CBP and its homolog p300 are large nuclear molecules that coordinate a variety of transcriptional pathways with chromatin remodeling. They interact with transcriptional activators as well as repressors, direct chromatin-mediated transcription, function in TP53-mediated apoptosis, and participate in terminal differentiation of certain tissue types. Recent evidence suggests that the demand for CBP/p300 is greater than the supply, and that competition for CBP/p300 might play an important role in cell growth regulation. Alterations of the human CBP gene have been implicated in hematological malignancies as well as in congenital malformation and mental retardation. Likewise, the p300 gene has been recently implicated in leukemia and mutations in both alleles have been observed in gastric and colorectal carcinomas. The role of these proteins in human disease coupled with biochemical evidence suggests that CBP and p300 are tumor suppressor proteins essential in cell-cycle control, cellular differentiation and human development.","['Giles, R H', 'Peters, D J', 'Breuning, M H']","['Giles RH', 'Peters DJ', 'Breuning MH']","['Department of Human Genetics, Leiden University Medical Center, The Netherlands.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",England,Trends Genet,Trends in genetics : TIG,8507085,IM,,"['Animals', 'CREB-Binding Protein', 'Cell Division', 'Humans', 'Neoplasms/metabolism', 'Nuclear Proteins/*physiology', '*Trans-Activators', 'Transcription Factors/*physiology', 'Transcription, Genetic']",1998/06/05 00:00,1998/06/05 00:01,['1998/06/05 00:00'],"['1998/06/05 00:00 [pubmed]', '1998/06/05 00:01 [medline]', '1998/06/05 00:00 [entrez]']","['S0168-9525(98)01438-3 [pii]', '10.1016/s0168-9525(98)01438-3 [doi]']",ppublish,Trends Genet. 1998 May;14(5):178-83. doi: 10.1016/s0168-9525(98)01438-3.,"['0 (Nuclear Proteins)', '0 (Trans-Activators)', '0 (Transcription Factors)', 'EC 2.3.1.48 (CREB-Binding Protein)', 'EC 2.3.1.48 (CREBBP protein, human)']",,60,,,,,,,,,,,,
9613145,NLM,MEDLINE,19980811,20110727,0047-1852 (Print) 0047-1852 (Linking),56,5,1998 May,[Telomere and telomerase in the differentiation of leukemic cell lines].,1322-7,"By using three hematopoietic cell lineages including myelomonocytic, erythroblastic and megakaryocytic differentiation, downregulation of telomerase activity was found to be a general response to the induction of differentiation. The decrease in telomerase activity occurred as early as 24h when HL-60 and K562 cells were cultured in the presence of VD3, ATRA and hemin and completely disappeared after 3 days. On the other hand MEG-01 cells showed dramatic inhibition of telomerase activity after 6 days of culture with TPA. Analysis of telomeric DNA in HL-60 cells and K562 cells demonstrated no remarkable loss of telomeric DNA with cellular differentiation while loosing telomerase activity. The repression of telomerase is one of many molecular events during the complex process of cellular differentiation, and testing of additional cell lines that are capable of differentiation will be helpful for understanding the mechanisms of telomerase control.","['Yamada, O', 'Mizoguchi, H']","['Yamada O', 'Mizoguchi H']","[""Department of Hematology, Tokyo Women's Medical College.""]",['jpn'],"['English Abstract', 'Journal Article']",Japan,Nihon Rinsho,Nihon rinsho. Japanese journal of clinical medicine,0420546,IM,,"['HL-60 Cells', 'Humans', 'Leukemia/enzymology/*genetics', 'Telomerase/*analysis', 'Telomere/*genetics', 'Tumor Cells, Cultured']",1998/06/05 00:00,1998/06/05 00:01,['1998/06/05 00:00'],"['1998/06/05 00:00 [pubmed]', '1998/06/05 00:01 [medline]', '1998/06/05 00:00 [entrez]']",,ppublish,Nihon Rinsho. 1998 May;56(5):1322-7.,['EC 2.7.7.49 (Telomerase)'],,,,,,,,,,,,,,
9613144,NLM,MEDLINE,19980811,20110727,0047-1852 (Print) 0047-1852 (Linking),56,5,1998 May,[Analysis for telomerase activity in various hematologic disorders].,1316-21,"The telomerase activity of various hematologic disorders, including malignant and non-malignant ones is discussed in this paper. In total of 137 cases, each positivity of telomerase activity was MDS = 17/51, overt leukemia from MDS = 6/15, AML = 17/21, ALL = 4/6, CML-CP (chronic phase) = 0/10, CML-BC (blastic crisis) = 4/4, MPD (myeloproliferative disease)-BC = 3/3, CLL = 1/10, MM (multiple myeloma) = 0/6, aplastic anemia = 3/5, essential thrombocytosis = 0/3, and polycythemia vera = 1/3. The MPD-BC showed very high level of telomerase activity as well as CML-BC cases. From the analysis for 18 cases of AML and/or malignant lymphoma patients, significant results showed that the expression of cyclin D/E was not related to telomerase activity in these hematologic disease, as was not the case with breast cancer which was reported formerly.","['Kosugi, H', 'Saito, H']","['Kosugi H', 'Saito H']","['First Department of Internal Medicine, Nagoya University School of Medicine.']",['jpn'],"['English Abstract', 'Journal Article', 'Review']",Japan,Nihon Rinsho,Nihon rinsho. Japanese journal of clinical medicine,0420546,IM,,"['Animals', 'Hematologic Diseases/*enzymology', 'Humans', 'Leukemia/enzymology', 'Lymphoma/enzymology', 'Telomerase/*analysis']",1998/06/05 00:00,1998/06/05 00:01,['1998/06/05 00:00'],"['1998/06/05 00:00 [pubmed]', '1998/06/05 00:01 [medline]', '1998/06/05 00:00 [entrez]']",,ppublish,Nihon Rinsho. 1998 May;56(5):1316-21.,['EC 2.7.7.49 (Telomerase)'],,37,,,,,,,,,,,,
9613107,NLM,MEDLINE,19980811,20110727,0047-1852 (Print) 0047-1852 (Linking),56,5,1998 May,[Telomerase downregulation during differentiation of leukemia cells].,1121-5,"Telomerase activity is often repressed during terminal differentiation of immortal cells. We found that activation of mitogen-activated protein kinase (MAPK) itself was not sufficient for telomerase downregulation during phorbol ester-induced differentiation of leukemia U937 cells whereas a MEK1 inhibitor PD98059 inhibited both the differentiation and telomerase downregulation. These data indicate that telomerase downregulation is a downstream event of MAPK signaling and associated with cell cycle quiescence. Furthermore, drug-induced accumulation of the cells at the G0/G1 phase was accompanied by telomerase downregulation even without differentiation, whereas that at the S phase by enhanced telomerase activity. These data indicate that cancer cells in the midst of solid tumor mass might modulate their telomerase activity and exhibit altered sensitivity to telomerase inhibitory agents.","['Seimiya, H', 'Tsuruo, T']","['Seimiya H', 'Tsuruo T']","['Cancer Chemotherapy Center, Japanese Foundation for Cancer Research.']",['jpn'],"['English Abstract', 'Journal Article', 'Review']",Japan,Nihon Rinsho,Nihon rinsho. Japanese journal of clinical medicine,0420546,IM,,"['Cell Cycle', 'Cell Differentiation', '*Down-Regulation', 'Humans', 'Leukemia/*pathology', 'Telomerase/*metabolism', 'Tumor Cells, Cultured']",1998/06/05 00:00,1998/06/05 00:01,['1998/06/05 00:00'],"['1998/06/05 00:00 [pubmed]', '1998/06/05 00:01 [medline]', '1998/06/05 00:00 [entrez]']",,ppublish,Nihon Rinsho. 1998 May;56(5):1121-5.,['EC 2.7.7.49 (Telomerase)'],,20,,,,,,,,,,,,
9612917,NLM,MEDLINE,19980729,20190702,0042-4900 (Print) 0042-4900 (Linking),142,18,1998 May 2,Comparison of a rapid immunomigration test and ELISA for FIV antibody and FeLV antigen testing in cats.,491-2,,"['Robinson, A', 'DeCann, K', 'Aitken, E', 'Gruffydd-Jones, T J', 'Sparkes, A H', 'Werret, G', 'Harbour, D A']","['Robinson A', 'DeCann K', 'Aitken E', 'Gruffydd-Jones TJ', 'Sparkes AH', 'Werret G', 'Harbour DA']","['Feline Centre, Department of Clinical Veterinary Science, Langford, Bristol.']",['eng'],"['Comparative Study', 'Journal Article']",England,Vet Rec,The Veterinary record,0031164,IM,,"['Animals', 'Antibodies, Viral/*analysis', 'Cat Diseases/diagnosis/*virology', 'Cats', 'Cattle', 'Enzyme-Linked Immunosorbent Assay/veterinary', '*Immunodeficiency Virus, Feline', 'Lentivirus Infections/diagnosis/veterinary', '*Leukemia Virus, Feline', 'Leukemia, Feline/diagnosis', 'Reproducibility of Results']",1998/06/05 00:00,1998/06/05 00:01,['1998/06/05 00:00'],"['1998/06/05 00:00 [pubmed]', '1998/06/05 00:01 [medline]', '1998/06/05 00:00 [entrez]']",['10.1136/vr.142.18.491 [doi]'],ppublish,Vet Rec. 1998 May 2;142(18):491-2. doi: 10.1136/vr.142.18.491.,"['0 (Antibodies, Viral)']",,,,,,,,,,,,,,
9612906,NLM,MEDLINE,19980701,20071115,0040-3660 (Print) 0040-3660 (Linking),70,4,1998,[Difficulties of tuberculosis diagnosis in patients with systemic blood diseases].,60-2,,"['Rekhtina, I G', 'Shchekockikhin, S M']","['Rekhtina IG', 'Shchekockikhin SM']",,['rus'],"['Case Reports', 'Journal Article']",Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,IM,,"['Aged', 'Diagnosis, Differential', 'Fatal Outcome', 'Female', 'Follow-Up Studies', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/complications/*diagnosis', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/complications/*diagnosis', 'Middle Aged', 'Tuberculosis, Pulmonary/complications/*diagnosis']",1998/06/05 00:00,1998/06/05 00:01,['1998/06/05 00:00'],"['1998/06/05 00:00 [pubmed]', '1998/06/05 00:01 [medline]', '1998/06/05 00:00 [entrez]']",,ppublish,Ter Arkh. 1998;70(4):60-2.,,O trudnostiakh diagnostiki tuberkuleza u bol'nykh s sistemnymi zabolevaniiami krovi.,,,,,,,,,,,,,
9612887,NLM,MEDLINE,19980813,20190831,0277-6715 (Print) 0277-6715 (Linking),17,9,1998 May 15,Parametric likelihoods for multiple non-fatal competing risks and death.,999-1015,"Clinical trials of fatal diseases often focus on one or more non-fatal events, in addition to survival, both to characterize morbidity and to improve survival estimates. Three statistical complications are that the time to each non-fatal event and subsequent residual survival may be either positively or negatively associated, the times to death with or without an antecedent event often have very different distributions, and death may censor some of the non-fatal event times. Consequently, the overall survival time distribution is a mixture of the distributions corresponding to the possible antecedent non-fatal events. These conditions violate the usual assumptions underlying many statistical methods for analysing multivariate time-to-event data. In this paper, we consider a general parametric model for multiple non-fatal competing risks and death. The model accounts for positive or negative association between the time of each non-fatal event and subsequent survival while accommodating covariates and the usual administrative censoring. Each event time distribution is specified marginally by a three-parameter generalized odds rate model, and the time of each non-fatal event and subsequent residual survival are combined under a bivariate generalized von Morgenstern distribution. The approach is illustrated by application to two data sets from clinical trials in colon cancer and acute leukaemia.","['Shen, Y', 'Thall, P F']","['Shen Y', 'Thall PF']","['Department of Biomathematics, UT M.D. Anderson Cancer Center, Houston, Texas 77030, USA.']",['eng'],['Journal Article'],England,Stat Med,Statistics in medicine,8215016,IM,,"['Carcinoma/drug therapy/epidemiology', 'Clinical Trials as Topic/statistics & numerical data', 'Colorectal Neoplasms/drug therapy/epidemiology', 'Humans', 'Leukemia, Myeloid, Acute/drug therapy/epidemiology', 'Likelihood Functions', '*Models, Statistical', '*Multivariate Analysis', 'Myelodysplastic Syndromes/drug therapy/epidemiology', '*Survival Analysis']",1998/06/05 02:04,2000/06/20 09:00,['1998/06/05 02:04'],"['1998/06/05 02:04 [pubmed]', '2000/06/20 09:00 [medline]', '1998/06/05 02:04 [entrez]']","['10.1002/(SICI)1097-0258(19980515)17:9<999::AID-SIM785>3.0.CO;2-3 [pii]', '10.1002/(sici)1097-0258(19980515)17:9<999::aid-sim785>3.0.co;2-3 [doi]']",ppublish,Stat Med. 1998 May 15;17(9):999-1015. doi: 10.1002/(sici)1097-0258(19980515)17:9<999::aid-sim785>3.0.co;2-3.,,,,,,,,,,,,,,,
9612527,NLM,MEDLINE,19980811,20190826,0004-8291 (Print) 0004-8291 (Linking),28,2,1998 Apr,Progress in management of acute myeloid leukaemia (AML) in Australia since 1980: a single institution retrospective study.,190-6,"BACKGROUND: Much research has been conducted into the pathobiology, diagnosis, and management of acute myeloid leukaemia (AML) since 1980, with major contributions from Australian studies in this period. AIMS: To determine whether advances in basic and clinical research into AML have translated into improved survival for patients in the community. METHODS: A retrospective survey of records of all patients with AML presenting to the Royal Melbourne Hospital (RMH) over a 16 year period, analysed according to induction therapy and established prognostic factors. Between 1980 and December 1996 223 (98%) of 227 patients were evaluable. RESULTS: The probability of survival at five years for patients treated since 1990 has improved significantly compared to the cohort treated between 1980-89 (34 +/- 5% vs 4 +/- 2%; mean +/- standard error). This benefit is most evident in patients less than 60 years of age (50 +/- 7% vs 11 +/- 4%). Successive induction protocols in the context of clinical trials conducted since 1985 contributed to improved outcomes. The selective application of bone marrow transplantation, and use of retinoic acid as induction therapy for acute promyelocytic leukaemia has also improved survival. Despite increases in dose-intensity, early death rates for patients undergoing induction therapy fell during the study period. CONCLUSIONS: Participation in clinical and basic research with the development of more intense and specific treatments for patients with AML has contributed to better outcomes, underpinned by improvements in supportive care.","['Thomas, D M', 'Seymour, J F', 'Szer, J', 'Grigg, A P', 'Basser, R L', 'Green, M D', 'Fox, R M']","['Thomas DM', 'Seymour JF', 'Szer J', 'Grigg AP', 'Basser RL', 'Green MD', 'Fox RM']","['Royal Melbourne Hospital, Department of Haematology and Medical Oncology, Parkville, Vic.']",['eng'],['Journal Article'],Australia,Aust N Z J Med,Australian and New Zealand journal of medicine,1264322,IM,,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Australia/epidemiology', 'Bone Marrow Transplantation', 'Female', 'Humans', 'Leukemia, Myeloid/*mortality/therapy', 'Male', 'Middle Aged', 'Prognosis', 'Remission Induction', 'Retrospective Studies', 'Survival Analysis']",1998/06/05 00:00,1998/06/05 00:01,['1998/06/05 00:00'],"['1998/06/05 00:00 [pubmed]', '1998/06/05 00:01 [medline]', '1998/06/05 00:00 [entrez]']",['10.1111/j.1445-5994.1998.tb02968.x [doi]'],ppublish,Aust N Z J Med. 1998 Apr;28(2):190-6. doi: 10.1111/j.1445-5994.1998.tb02968.x.,,,,,,,,,,,,,,,
