PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,CI,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,PMC,MID,SI,CIN,CON,EIN,RF,OTO,OT,TT,CN,IR,FIR,OID,UOF,RPI
20425803,NLM,MEDLINE,20100524,20151119,1096-8652 (Electronic) 0361-8609 (Linking),85,5,2010 May,Persistent splenomegaly during imatinib therapy and the definition of complete hematological response in chronic myelogenous leukemia.,386-9,10.1002/ajh.21689 [doi],,,"['Racil, Zdenek', 'Klamova, Hana', 'Voglova, Jaroslava', 'Faber, Edgar', 'Razga, Filip', 'Zackova, Daniela', 'Buresova, Lucie', 'Cetkovsky, Petr', 'Mayer, Jiri']","['Racil Z', 'Klamova H', 'Voglova J', 'Faber E', 'Razga F', 'Zackova D', 'Buresova L', 'Cetkovsky P', 'Mayer J']",,['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",,United States,Am J Hematol,American journal of hematology,7610369,"['0 (Benzamides)', '0 (Piperazines)', '0 (Protein Kinase Inhibitors)', '0 (Pyrimidines)', '8A1O1M485B (Imatinib Mesylate)']",IM,"['Adult', 'Benzamides', 'Female', 'Humans', 'Imatinib Mesylate', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*complications/*drug therapy', 'Male', 'Middle Aged', 'Piperazines/*therapeutic use', 'Practice Guidelines as Topic', 'Prospective Studies', 'Protein Kinase Inhibitors/*therapeutic use', 'Pyrimidines/*therapeutic use', 'Remission Induction', 'Splenomegaly/*complications', 'Treatment Failure']",2010/04/29 06:00,2010/05/25 06:00,['2010/04/29 06:00'],"['2010/04/29 06:00 [entrez]', '2010/04/29 06:00 [pubmed]', '2010/05/25 06:00 [medline]']",['10.1002/ajh.21689 [doi]'],ppublish,Am J Hematol. 2010 May;85(5):386-9. doi: 10.1002/ajh.21689.,,,,,,,,,,,,,,,,,
20425802,NLM,MEDLINE,20100524,20121115,1096-8652 (Electronic) 0361-8609 (Linking),85,5,2010 May,JAK2V617F mutation persists in blasts and mature cells of transformed JAK2V617F-positive-myeloproliferative neoplasia: a European Leukemia Net (ENL) study.,383-6,10.1002/ajh.21687 [doi],,,"['Rinaldi, Ciro R', 'Rinaldi, Paola', 'Gemei, Marica', 'Grimaldi, Francesco', 'Battipaglia, Giorgia', 'Del Vecchio, Luigi', 'Martino, Bruno', 'Specchia, Giorgina', 'Candoni, Anna', 'Gugliotta, Luigi', 'Vannucchi, Alessandro M', 'Barbui, Tiziano', 'Pane, Fabrizio']","['Rinaldi CR', 'Rinaldi P', 'Gemei M', 'Grimaldi F', 'Battipaglia G', 'Del Vecchio L', 'Martino B', 'Specchia G', 'Candoni A', 'Gugliotta L', 'Vannucchi AM', 'Barbui T', 'Pane F']",,['eng'],['Letter'],,United States,Am J Hematol,American journal of hematology,7610369,['EC 2.7.10.2 (Janus Kinase 2)'],IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Bone Marrow Cells/pathology', 'Cell Transformation, Neoplastic/*genetics', 'Cohort Studies', 'Europe', 'Female', 'Flow Cytometry', 'Granulocyte Precursor Cells/pathology', 'Humans', 'Janus Kinase 2/*genetics', 'Leukemia, Myeloid, Acute/*genetics', 'Male', 'Middle Aged', '*Mutation', 'Myeloproliferative Disorders/*genetics']",2010/04/29 06:00,2010/05/25 06:00,['2010/04/29 06:00'],"['2010/04/29 06:00 [entrez]', '2010/04/29 06:00 [pubmed]', '2010/05/25 06:00 [medline]']",['10.1002/ajh.21687 [doi]'],ppublish,Am J Hematol. 2010 May;85(5):383-6. doi: 10.1002/ajh.21687.,,,,,,,,,,,,,,,,,
20425800,NLM,MEDLINE,20100524,20161125,1096-8652 (Electronic) 0361-8609 (Linking),85,5,2010 May,Acute leukemia association with psoriasis: a report on 100 patients from a single center in China.,378-9,10.1002/ajh.21683 [doi],,,"['Wang, Ying', 'Mi, Yingchang', 'Li, Dapeng', 'Xue, Yanping', 'Bian, Shougeng', 'Wang, Jianxiang']","['Wang Y', 'Mi Y', 'Li D', 'Xue Y', 'Bian S', 'Wang J']",,['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",,United States,Am J Hematol,American journal of hematology,7610369,"['0 (Nuclear Proteins)', '0 (Promyelocytic Leukemia Protein)', '0 (RARA protein, human)', '0 (Radiation-Sensitizing Agents)', '0 (Receptors, Retinoic Acid)', '0 (Retinoic Acid Receptor alpha)', '0 (Transcription Factors)', '0 (Tumor Suppressor Proteins)', '143220-95-5 (PML protein, human)', '25O7OKR315 (bimolane)', '5AR83PR647 (Razoxane)']",IM,"['Adult', 'Aged', 'China', 'Cohort Studies', 'Disease-Free Survival', 'Female', 'Humans', 'Leukemia, Promyelocytic, Acute/*complications/genetics', 'Male', 'Middle Aged', 'Nuclear Proteins/genetics', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/complications', 'Promyelocytic Leukemia Protein', 'Psoriasis/*complications/*drug therapy/genetics', 'Radiation-Sensitizing Agents/*therapeutic use', 'Razoxane/*analogs & derivatives/therapeutic use', 'Receptors, Retinoic Acid/genetics', 'Retinoic Acid Receptor alpha', 'Transcription Factors/genetics', 'Tumor Suppressor Proteins/genetics', 'Young Adult']",2010/04/29 06:00,2010/05/25 06:00,['2010/04/29 06:00'],"['2010/04/29 06:00 [entrez]', '2010/04/29 06:00 [pubmed]', '2010/05/25 06:00 [medline]']",['10.1002/ajh.21683 [doi]'],ppublish,Am J Hematol. 2010 May;85(5):378-9. doi: 10.1002/ajh.21683.,,,,,,,,,,,,,,,,,
20425796,NLM,MEDLINE,20100524,20211020,1096-8652 (Electronic) 0361-8609 (Linking),85,5,2010 May,Expanding spectrum of the association between Type 1 Gaucher disease and cancers: a series of patients with up to 3 sequential cancers of multiple types--correlation with genotype and phenotype.,340-5,10.1002/ajh.21684 [doi],"In Gaucher disease (GD), inherited deficiency of lysosomal glucocerebrosidase due to mutations in GBA1 gene results in accumulation of glucosylceramide in tissue macrophages, systemic macrophage activation, and a complex multisystemic phenotype. We and others have reported an increased risk of multiple myeloma and other malignancies in non-neuronopathic Type 1 GD (GD1). Here, we describe a subset of GD1 patients with multiple malignancies. In our cohort of 403 patients with GD1, nine patients (2.2%) developed two or three different types of cancers either consecutively or simultaneously. Patients were characterized by age at diagnosis of GD1, GBA1 genotype, disease severity, age at cancer diagnosis, enzyme replacement therapy (ERT) status, and splenectomy status. Of the nine patients, six developed two types of malignancies and three had three cancers each. Overall, the hematologic malignancies comprised lymphoma/leukemia (4) and multiple myeloma (4). Nonhematologic malignancies included colon (2), lung (2), thyroid (2), and prostate cancer (1). Of the seven patients who received ERT, the first cancer was diagnosed before initiation of ERT in all but one. Asplenic patients were more likely to have single or multiple cancers compared with patients with intact spleens (P < 0.0072 and P < 0.0203, respectively). Our data strengthen the association of GD1 and cancer and suggest that patients may be at risk of developing multiple malignancies. We found an association between splenectomy and multiple cancers in GD1. It will be of interest to determine whether timely ERT and declining rates of splenectomy will translate into declining rates of multiple and single cancers.","['(c) 2010 Wiley-Liss, Inc.']","['Lo, Sarah M', 'Stein, Philip', 'Mullaly, Sean', 'Bar, Michael', 'Jain, Dhanpat', 'Pastores, Gregory M', 'Mistry, Pramod K']","['Lo SM', 'Stein P', 'Mullaly S', 'Bar M', 'Jain D', 'Pastores GM', 'Mistry PK']","['Department of Pediatrics, Yale School of Medicine, New Haven, Connecticut 06520-8064, USA.']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",,United States,Am J Hematol,American journal of hematology,7610369,['EC 3.2.1.21 (beta-Glucosidase)'],IM,"['Adult', 'Aged', 'Enzyme Replacement Therapy', 'Female', 'Gaucher Disease/*complications/*genetics/therapy', 'Genotype', 'Humans', 'Longitudinal Studies', 'Male', 'Middle Aged', 'Neoplasms, Multiple Primary/*genetics', 'Neoplasms, Second Primary/*genetics', 'Phenotype', 'Polymorphism, Single Nucleotide', 'Splenectomy/*adverse effects', 'beta-Glucosidase/*genetics']",2010/04/29 06:00,2010/05/25 06:00,['2010/04/29 06:00'],"['2010/04/29 06:00 [entrez]', '2010/04/29 06:00 [pubmed]', '2010/05/25 06:00 [medline]']",['10.1002/ajh.21684 [doi]'],ppublish,Am J Hematol. 2010 May;85(5):340-5. doi: 10.1002/ajh.21684.,"['K24 DK066306/DK/NIDDK NIH HHS/United States', 'K24 DK066306-01A2/DK/NIDDK NIH HHS/United States', 'P30 DK034989/DK/NIDDK NIH HHS/United States', 'K24DK066306/DK/NIDDK NIH HHS/United States']",PMC2875938,['NIHMS189140'],,,,,,,,,,,,,,
20425795,NLM,MEDLINE,20100524,20211203,1096-8652 (Electronic) 0361-8609 (Linking),85,5,2010 May,Differential expression of specific microRNA and their targets in acute myeloid leukemia.,331-9,10.1002/ajh.21667 [doi],"Acute myeloid leukemia (AML) the most common acute leukemia in adults is characterized by various cytogenetic and molecular abnormalities. However, the genetic etiology of the disease is not yet fully understood. MicroRNAs (miRNA) are small noncoding RNAs which regulate the expression of target mRNAs both at transcriptional and translational level. In recent years, miRNAs have been identified as a novel mechanism in gene regulation, which show variable expression during myeloid differentiation. We studied miRNA expression of leukemic blasts of 29 cases of newly diagnosed and genetically defined AML using quantitative reverse transcription polymerase chain reaction (RT-PCR) for 365 human miRNA. We showed that miRNA expression profiling reveals distinctive miRNA signatures that correlate with cytogenetic and molecular subtypes of AML. Specific miRNAs with consolidated role on cell proliferation and differentiation such as miR-155, miR-221, let-7, miR-126 and miR-196b appear to be associated with particular subtypes. We observed a significant differentially expressed miRNA profile that characterizes two subgroups of AML with different mechanism of leukemogenesis: core binding factor (CBF) and cytogenetically normal AML with mutations in the genes of NPM1 and FLT3-ITD. We demonstrated, for the first time, the inverse correlation of expression levels between miRNA and their targets in specific AML genetic groups. We suggest that miRNA deregulation may act as complementary hit in the multisteps mechanism of leukemogenesis offering new therapeutic strategies.","['(c) 2010 Wiley-Liss, Inc.']","['Cammarata, Giuseppe', 'Augugliaro, Luigi', 'Salemi, Domenico', 'Agueli, Cecilia', 'La Rosa, Maria', 'Dagnino, Lea', 'Civiletto, Gabriele', 'Messana, Francesca', 'Marfia, Anna', 'Bica, Maria Grazia', 'Cascio, Lucia', 'Floridia, Pietro Michele', 'Mineo, Angelo M', 'Russo, Mario', 'Fabbiano, Francesco', 'Santoro, Alessandra']","['Cammarata G', 'Augugliaro L', 'Salemi D', 'Agueli C', 'La Rosa M', 'Dagnino L', 'Civiletto G', 'Messana F', 'Marfia A', 'Bica MG', 'Cascio L', 'Floridia PM', 'Mineo AM', 'Russo M', 'Fabbiano F', 'Santoro A']","['Divisione di Ematologia con UTMO, A.O. Ospedali Riuniti Villa Sofia-Cervello, Palermo, Italy.']",['eng'],['Journal Article'],,United States,Am J Hematol,American journal of hematology,7610369,"['0 (Core Binding Factors)', '0 (MicroRNAs)', '0 (NPM1 protein, human)', '0 (Nuclear Proteins)', '117896-08-9 (Nucleophosmin)', 'EC 2.7.10.1 (FLT3 protein, human)', 'EC 2.7.10.1 (fms-Like Tyrosine Kinase 3)']",IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Case-Control Studies', 'Cell Differentiation/*genetics', '*Cell Proliferation', 'Core Binding Factors/physiology', 'Down-Regulation', 'Female', 'Gene Expression Profiling', '*Gene Expression Regulation, Neoplastic', 'Granulocyte Precursor Cells/*metabolism', 'Humans', 'Leukemia, Myeloid, Acute/classification/*genetics/*physiopathology', 'Male', 'MicroRNAs/genetics/*metabolism', 'Middle Aged', 'Mutation', 'Nuclear Proteins/genetics', 'Nucleophosmin', 'Reverse Transcriptase Polymerase Chain Reaction', 'Up-Regulation', 'Young Adult', 'fms-Like Tyrosine Kinase 3/genetics']",2010/04/29 06:00,2010/05/25 06:00,['2010/04/29 06:00'],"['2010/04/29 06:00 [entrez]', '2010/04/29 06:00 [pubmed]', '2010/05/25 06:00 [medline]']",['10.1002/ajh.21667 [doi]'],ppublish,Am J Hematol. 2010 May;85(5):331-9. doi: 10.1002/ajh.21667.,,,,,,,,,,,,,,,,,
20425794,NLM,MEDLINE,20100524,20171116,1096-8652 (Electronic) 0361-8609 (Linking),85,5,2010 May,Prospective study of hemostatic alterations in children with acute lymphoblastic leukemia.,325-30,10.1002/ajh.21665 [doi],"In a group of newly diagnosed acute lymphocytic leukemia (ALL) children we evaluated a number of hemostatic and inflammatory markers at diagnosis and at different time points during chemotherapy for the remission induction to identify alterations in the plasma levels of prothrombotic markers before and during the course of chemotherapy. The following plasma markers were evaluated: thrombin-antithrombin complex (TAT), D-Dimer, plasminogen activator inhibitor 1 (PAI-1), antithrombin, fibrinogen, von Willebrand factor (VWF) antigen and high molecular weight VWF (HMW-VWF) multimers, P-selectin, tumor necrosis factor alpha (TNF-alpha), and interleukin 6 (IL-6). Plasma samples were collected at the following time points: at T0 (baseline) and T1 (+24 days of therapy), T2 (+36 days therapy), and T3 (+64 days therapy). The results show that, at diagnosis, ALL children presented with laboratory signs of increased thrombin generation and fibrin formation (i.e. high TAT and D-dimer levels), fibrinolysis inhibition (i.e. high PAI-1 level), endothelial activation (i.e., high HMW-VWF and soluble P-selectin levels) and inflammation (i.e. high TNF-alpha and IL-6 levels). After starting induction therapy, the thrombin generation markers and inflammatory cytokines significantly decreased. To the opposite, PAI-1 and P-selectin significantly increased, suggesting an insult by chemotherapy on the vascular endothelium. These effects were more evident during steroid administration. Symptomatic venous thromboembolism (VTE) episodes developed in two cases during induction therapy, which did not allow the evaluation of the predictive value for VTE of laboratory markers.","['(c) 2010 Wiley-Liss, Inc.']","['Giordano, Paola', 'Molinari, Angelo Claudio', 'Del Vecchio, Giovanni Carlo', 'Saracco, Paola', 'Russo, Giovanna', 'Altomare, Maria', 'Perutelli, Paolo', 'Crescenzio, Nicoletta', 'Santoro, Nicola', 'Marchetti, Marina', 'De Mattia, Domenico', 'Falanga, Anna']","['Giordano P', 'Molinari AC', 'Del Vecchio GC', 'Saracco P', 'Russo G', 'Altomare M', 'Perutelli P', 'Crescenzio N', 'Santoro N', 'Marchetti M', 'De Mattia D', 'Falanga A']","['Pediatric Department, University of Bari, Bari, Italy.']",['eng'],['Journal Article'],,United States,Am J Hematol,American journal of hematology,7610369,"['0 (Antithrombins)', '0 (Fibrin Fibrinogen Degradation Products)', '0 (P-Selectin)', '0 (Plasminogen Activator Inhibitor 1)', '0 (SERPINE1 protein, human)', '0 (Von Willebrand antigen)', '0 (fibrin fragment D)', '0 (von Willebrand Factor)', '04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'E7WED276I5 (Mercaptopurine)', 'EC 3.4.21.5 (Thrombin)', 'EC 3.5.1.1 (Asparaginase)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)', 'ZS7284E0ZP (Daunorubicin)', 'AIEOP acute lymphoblastic leukemia protocol']",IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/*adverse effects', 'Antithrombins/metabolism', 'Asparaginase/adverse effects', 'Case-Control Studies', 'Child', 'Child, Preschool', 'Cyclophosphamide/adverse effects', 'Cytarabine/adverse effects', 'Daunorubicin/adverse effects', 'Female', 'Fibrin Fibrinogen Degradation Products/metabolism', 'Humans', 'Infant', 'Longitudinal Studies', 'Male', 'Mercaptopurine/adverse effects', 'Methotrexate/adverse effects', 'P-Selectin/blood', 'Plasminogen Activator Inhibitor 1/blood', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications/*drug therapy/physiopathology', 'Prednisone/adverse effects', 'Prospective Studies', 'Risk Factors', 'Thrombin/metabolism', 'Thrombophilia/*chemically induced/complications/*physiopathology', 'Venous Thromboembolism/chemically induced', 'Vincristine/adverse effects', 'von Willebrand Factor/immunology/metabolism']",2010/04/29 06:00,2010/05/25 06:00,['2010/04/29 06:00'],"['2010/04/29 06:00 [entrez]', '2010/04/29 06:00 [pubmed]', '2010/05/25 06:00 [medline]']",['10.1002/ajh.21665 [doi]'],ppublish,Am J Hematol. 2010 May;85(5):325-30. doi: 10.1002/ajh.21665.,,,,,,,,,,,,,,,,,
20425469,NLM,MEDLINE,20100728,20211020,1558-822X (Electronic) 1558-8211 (Linking),3,4,2008 Oct,Familial chronic lymphocytic leukemia.,221-5,10.1007/s11899-008-0031-9 [doi],"The role of inherited genetic factors in the etiology of chronic lymphocytic leukemia (CLL) and other B-cell lymphoproliferative disorders is now well established. Significant familial aggregation of CLL and B-cell lymphoproliferative disorders has been demonstrated, but the mode of inheritance is unknown. Identification of genes that when mutated confer an increased risk of these diseases is of immediate clinical relevance because it may offer clues to pathogenesis and highlight possible therapeutic targets. Furthermore, identification of these genes provides a greater understanding of the mechanisms of B-cell tumorigenesis in general. This article reviews current knowledge relating to inherited susceptibility to CLL and strategies that are being used to identify disease-causing mutations.",,"['Houlston, Richard S', 'Catovsky, Daniel']","['Houlston RS', 'Catovsky D']","['Section of Cancer Genetics, Institute of Cancer Research, 15 Cotswold Road, Sutton, Surrey, SM2 5NG, UK. richard.houlston@icr.ac.uk']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",,United States,Curr Hematol Malig Rep,Current hematologic malignancy reports,101262565,,IM,"['Genetic Predisposition to Disease', 'Genetic Variation', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*genetics', 'Risk Factors']",2008/10/01 00:00,2010/07/29 06:00,['2010/04/29 06:00'],"['2010/04/29 06:00 [entrez]', '2008/10/01 00:00 [pubmed]', '2010/07/29 06:00 [medline]']",['10.1007/s11899-008-0031-9 [doi]'],ppublish,Curr Hematol Malig Rep. 2008 Oct;3(4):221-5. doi: 10.1007/s11899-008-0031-9.,,,,,,,,33,,,,,,,,,
20425461,NLM,MEDLINE,20100728,20211020,1558-822X (Electronic) 1558-8211 (Linking),3,3,2008 Jul,Acute lymphoblastic leukemia in adolescents and young adults.,161-6,10.1007/s11899-008-0023-9 [doi],"Age at diagnosis remains one of the strongest prognostic factors in acute lymphoblastic leukemia (ALL), with older patients having inferior outcomes compared with younger patients. Adolescents and young adults (AYAs) with ALL (age 15-30 years) represent a patient subgroup with distinctive biology whose optimal therapy has yet to be determined. Compared with younger children with ALL, AYAs are more likely to present with unfavorable presenting characteristics (such as high presenting leukocyte counts, T-cell phenotype, and the Philadelphia chromosome). Additionally, AYAs with ALL experience more regimen-related toxicity than younger patients. Recent retrospective studies suggest that patients age 15 to 21 years treated on pediatric ALL regimens have better outcomes than similarly aged patients treated on adult ALL regimens. Pilot prospective studies are under way to test the feasibility of administering pediatric ALL regimens to AYAs with ALL, with promising preliminary results.",,"['Barry, Elly V', 'Silverman, Lewis B']","['Barry EV', 'Silverman LB']","['Dana-Farber Cancer Institute, 44 Binney Street, Boston, MA 02115, USA.']",['eng'],['Journal Article'],,United States,Curr Hematol Malig Rep,Current hematologic malignancy reports,101262565,"['0 (Antineoplastic Agents)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Adolescent', 'Adult', 'Age Factors', 'Antineoplastic Agents/toxicity', 'Fusion Proteins, bcr-abl/genetics', 'Humans', 'Immunophenotyping', 'Leukocyte Count', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*therapy', 'Prospective Studies', 'Stem Cell Transplantation', 'Survival Rate', 'Translocation, Genetic', 'Young Adult']",2008/07/01 00:00,2010/07/29 06:00,['2010/04/29 06:00'],"['2010/04/29 06:00 [entrez]', '2008/07/01 00:00 [pubmed]', '2010/07/29 06:00 [medline]']",['10.1007/s11899-008-0023-9 [doi]'],ppublish,Curr Hematol Malig Rep. 2008 Jul;3(3):161-6. doi: 10.1007/s11899-008-0023-9.,,,,,,,,,,,,,,,,,
20425460,NLM,MEDLINE,20100728,20211020,1558-822X (Electronic) 1558-8211 (Linking),3,3,2008 Jul,Role of minimal residual disease evaluation in leukemia therapy.,155-60,10.1007/s11899-008-0022-x [doi],"In patients with acute leukemia, measurements of minimal residual disease (MRD) provide unique information on response to treatment. The most useful currently available MRD assays are polymerase chain reaction amplification of fusion transcripts and rearranged antigen-receptor genes and flow cytometric detection of aberrant immunophenotypes. Many studies in children and adults with acute lymphoblastic leukemia and acute myeloid leukemia have demonstrated a strong association between the presence of MRD and risk of relapse. Therefore, the use of information on MRD to adjust the intensity of therapy holds great potential for improving long-term clinical outcome. This article discusses the methodologies available for productive MRD testing and the clinical significance of the results.",,"['Campana, Dario']",['Campana D'],"[""Department of Oncology, St. Jude Children's Research Hospital, 332 North Lauderdale, Memphis, TN 38105, USA. dario.campana@stjude.org""]",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural']",,United States,Curr Hematol Malig Rep,Current hematologic malignancy reports,101262565,,IM,"['Flow Cytometry', 'Genes, T-Cell Receptor', 'Humans', 'Immunophenotyping', 'Leukemia, Myeloid, Acute/*therapy', 'Neoplasm, Residual', 'Polymerase Chain Reaction', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*therapy', 'Prognosis', 'Recurrence']",2008/07/01 00:00,2010/07/29 06:00,['2010/04/29 06:00'],"['2010/04/29 06:00 [entrez]', '2008/07/01 00:00 [pubmed]', '2010/07/29 06:00 [medline]']",['10.1007/s11899-008-0022-x [doi]'],ppublish,Curr Hematol Malig Rep. 2008 Jul;3(3):155-60. doi: 10.1007/s11899-008-0022-x.,"['R01 CA115422/CA/NCI NIH HHS/United States', 'CA60419/CA/NCI NIH HHS/United States', 'CA21765/CA/NCI NIH HHS/United States', 'CA115422/CA/NCI NIH HHS/United States']",,,,,,,,,,,,,,,,
20425459,NLM,MEDLINE,20100728,20211020,1558-822X (Electronic) 1558-8211 (Linking),3,3,2008 Jul,Approaches to treatment for acute lymphoblastic leukemia in adolescents and young adults.,144-51,10.1007/s11899-008-0021-y [doi],"Acute lymphoblastic leukemia affects infants, children, adolescents, and adults. Although most children have a high likelihood of cure, outcomes in adults have much room for improvement. In between lies the adolescent and young adult population, not only in terms of age but also in clinical success rates. This review describes biology, prognostic factors, and treatment approaches in adolescents and young adults with acute lymphoblastic leukemia. Assessing the outcomes in adult and pediatric clinical trials that enroll adolescents and young adults can be especially useful in determining how best to treat these patients. Current new treatment strategies are also discussed.",,"['Mattison, Ryan', 'Stock, Wendy']","['Mattison R', 'Stock W']","['Section of Hematology-Oncology, University of Chicago Medical Center, 5841 South Maryland, Chicago, IL 60637, USA.']",['eng'],"['Journal Article', 'Review']",,United States,Curr Hematol Malig Rep,Current hematologic malignancy reports,101262565,,IM,"['Adolescent', 'Adult', 'Age Factors', 'Clinical Trials as Topic', 'Combined Modality Therapy', 'Disease-Free Survival', 'Humans', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/etiology/*therapy', 'Prognosis']",2008/07/01 00:00,2010/07/29 06:00,['2010/04/29 06:00'],"['2010/04/29 06:00 [entrez]', '2008/07/01 00:00 [pubmed]', '2010/07/29 06:00 [medline]']",['10.1007/s11899-008-0021-y [doi]'],ppublish,Curr Hematol Malig Rep. 2008 Jul;3(3):144-51. doi: 10.1007/s11899-008-0021-y.,,,,,,,,41,,,,,,,,,
20425458,NLM,MEDLINE,20100728,20211020,1558-822X (Electronic) 1558-8211 (Linking),3,3,2008 Jul,New agents for the treatment of patients with acute lymphoblastic leukemia.,135-43,10.1007/s11899-008-0020-z [doi],"Acute lymphoblastic leukemia (ALL) has a bimodal age distribution with a peak occurring during early childhood and a second peak after age 45. Although all patients are treated with similar intensive chemotherapy regimens, good outcomes have occurred more frequently in children than adults. Most children with ALL have been able to achieve a complete remission (CR) with an induction rate of about 98% and a 5-year estimated event-free survival rate (EFS) rate of about 80%. Unfortunately, the results for adults are less encouraging. Current adult treatment regimens result in CR rates approaching 80%, with EFS at 5 years of only 30% to 40%. Regardless of age, patients with relapsed or refractory ALL have extremely poor outcomes, because CR rates are low and seldom durable. Clearly, new agents are required to improve the outcome of patients with relapsed or refractory ALL.",,"['DeAngelo, Daniel J', 'Stone, Richard M']","['DeAngelo DJ', 'Stone RM']","['Dana-Farber Cancer Institute, 44 Binney Street, Boston, MA 02115, USA. ddeangelo@partners.org']",['eng'],['Journal Article'],,United States,Curr Hematol Malig Rep,Current hematologic malignancy reports,101262565,"['0 (Antibodies, Monoclonal)', '0 (Enzyme Inhibitors)', '0 (HSP90 Heat-Shock Proteins)', '0 (Liposomes)', '0 (Nucleosides)', '0 (Receptors, Notch)', 'EC 3.5.1.1 (Asparaginase)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Age Factors', 'Antibodies, Monoclonal/therapeutic use', 'Asparaginase/chemistry/therapeutic use', 'Disease-Free Survival', 'Enzyme Inhibitors/therapeutic use', 'HSP90 Heat-Shock Proteins/antagonists & inhibitors/metabolism', 'Humans', 'Liposomes/chemistry/therapeutic use', 'Methotrexate/analogs & derivatives/therapeutic use', 'Nucleosides/*chemistry/therapeutic use', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/mortality', 'Receptors, Notch/antagonists & inhibitors/metabolism', 'Recurrence']",2008/07/01 00:00,2010/07/29 06:00,['2010/04/29 06:00'],"['2010/04/29 06:00 [entrez]', '2008/07/01 00:00 [pubmed]', '2010/07/29 06:00 [medline]']",['10.1007/s11899-008-0020-z [doi]'],ppublish,Curr Hematol Malig Rep. 2008 Jul;3(3):135-43. doi: 10.1007/s11899-008-0020-z.,,,,,,,,,,,,,,,,,
20425456,NLM,MEDLINE,20100728,20211020,1558-822X (Electronic) 1558-8211 (Linking),3,3,2008 Jul,Late complications after treatment for Hodgkin lymphoma.,119-25,10.1007/s11899-008-0018-6 [doi],"Long-term survivors of Hodgkin lymphoma face a number of late effects that can significantly affect the length and quality of their life. These include increased risk of second malignancy, cardiovascular disease, pulmonary dysfunction, infections, and endocrinopathy. Of these late effects, second malignancies and cardiac disease are the two leading contributors to the excess mortality seen in long-term Hodgkin lymphoma survivors. An improved understanding of the range of late complications after Hodgkin lymphoma therapy and the identification of treatment-related and patient-related risk factors can guide the development of screening and prevention programs for long-term survivors who have completed treatment. In addition, increasing recognition of late complications has in part led to substantial changes in the treatment of Hodgkin lymphoma over the years. Continued long-term follow-up of patients treated with modern therapy and documentation of late effects associated with newer treatment will be essential.",,"['Ng, Andrea K']",['Ng AK'],"[""Brigham and Women's Hospital, 75 Francis Street, Boston, MA 02115, USA. ang@Iroc.harvard.edu""]",['eng'],"['Journal Article', 'Review']",,United States,Curr Hematol Malig Rep,Current hematologic malignancy reports,101262565,,IM,"['Heart Diseases/complications', 'Hodgkin Disease/complications/mortality/*therapy', 'Humans', 'Hypothyroidism/complications', 'Infections/complications', 'Leukemia/complications', 'Lymphoma, Non-Hodgkin/complications', 'Neoplasms, Second Primary/complications', 'Risk Factors', 'Survivors']",2008/07/01 00:00,2010/07/29 06:00,['2010/04/29 06:00'],"['2010/04/29 06:00 [entrez]', '2008/07/01 00:00 [pubmed]', '2010/07/29 06:00 [medline]']",['10.1007/s11899-008-0018-6 [doi]'],ppublish,Curr Hematol Malig Rep. 2008 Jul;3(3):119-25. doi: 10.1007/s11899-008-0018-6.,,,,,,,,38,,,,,,,,,
