PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,FAU,AU,LA,PT,DEP,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,AD,GR,PMC,MID,RPI,CI,SI,CON,CIN,CN,IR,FIR,EIN,TT,COIS,OTO,OT,RIN,OID,DA,DRDT,CTDT,PB,BTI,FED,ED,CDAT
20970853,NLM,MEDLINE,20110309,20111019,1873-5835 (Electronic) 0145-2126 (Linking),35,2,2011 Feb,Very late recurrences of leukemia: why does leukemia awake after many years of dormancy?,139-44,10.1016/j.leukres.2010.09.016 [doi],"['Norkin, Maxim', 'Uberti, Joseph P', 'Schiffer, Charles A']","['Norkin M', 'Uberti JP', 'Schiffer CA']",['eng'],"['Case Reports', 'Letter', ""Research Support, Non-U.S. Gov't""]",,England,Leuk Res,Leukemia research,7706787,,IM,"['Adolescent', 'Adult', 'Child', 'Female', 'Humans', '*Leukemia/genetics/pathology/therapy', 'Male', 'Middle Aged', 'Neoplasms, Second Primary/genetics/pathology/therapy', 'Recurrence', 'Stem Cell Transplantation']",2010/10/26 06:00,2011/03/10 06:00,['2010/10/26 06:00'],"['2010/09/08 00:00 [received]', '2010/09/19 00:00 [revised]', '2010/09/19 00:00 [accepted]', '2010/10/26 06:00 [entrez]', '2010/10/26 06:00 [pubmed]', '2011/03/10 06:00 [medline]']","['S0145-2126(10)00464-9 [pii]', '10.1016/j.leukres.2010.09.016 [doi]']",ppublish,Leuk Res. 2011 Feb;35(2):139-44. doi: 10.1016/j.leukres.2010.09.016.,"We report a heterogeneous group of very late recurrences of leukemia occurring more than 10 years after initial treatment including 2 cases of childhood acute lymphoblastic leukemia (ALL) which recurred after more than 20 years of remission, 2 cases of donor cell leukemia which developed more than 10 years after allograft for acute myeloid leukemia (AML) and high risk myelodysplastic syndrome (MDS) and 2 cases of chronic myeloid leukemia (CML) relapsing 13 and 17 years after allograft. Case descriptions are followed by a discussion regarding possible mechanisms leading to leukemia recurrence and a review of the literature.","['Division of Hematology and Oncology, Barbara Ann Karmanos Cancer Institute, Wayne State University School of Medicine, Detroit, MI 48201, USA.']",,,,,['Copyright (c) 2010 Elsevier Ltd. All rights reserved.'],,,['Leuk Res. 2011 Jun;35(6):e73-4. PMID: 21163527'],,,,,,,,,,,,,,,,,,
20970748,NLM,MEDLINE,20110202,20211020,2210-3244 (Electronic) 1672-0229 (Linking),8,3,2010 Sep,Mining gene expression profiles: an integrated implementation of kernel principal component analysis and singular value decomposition.,200-10,10.1016/S1672-0229(10)60022-8 [doi],"['Reverter, Ferran', 'Vegas, Esteban', 'Sanchez, Pedro']","['Reverter F', 'Vegas E', 'Sanchez P']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,China,Genomics Proteomics Bioinformatics,"Genomics, proteomics & bioinformatics",101197608,,IM,"['Algorithms', 'Cell Line, Tumor', 'Colonic Neoplasms/genetics', 'Computational Biology/*methods', 'Data Interpretation, Statistical', '*Gene Expression Profiling', 'Gene Expression Regulation', 'Genomics', 'Humans', 'Leukemia/genetics', 'Lymphoma/genetics', 'Models, Genetic', 'Oligonucleotide Array Sequence Analysis/methods', 'Principal Component Analysis', 'Proteomics']",2010/10/26 06:00,2011/02/03 06:00,['2010/10/26 06:00'],"['2010/10/26 06:00 [entrez]', '2010/10/26 06:00 [pubmed]', '2011/02/03 06:00 [medline]']","['S1672-0229(10)60022-8 [pii]', '10.1016/S1672-0229(10)60022-8 [doi]']",ppublish,Genomics Proteomics Bioinformatics. 2010 Sep;8(3):200-10. doi: 10.1016/S1672-0229(10)60022-8.,"The detection of genes that show similar profiles under different experimental conditions is often an initial step in inferring the biological significance of such genes. Visualization tools are used to identify genes with similar profiles in microarray studies. Given the large number of genes recorded in microarray experiments, gene expression data are generally displayed on a low dimensional plot, based on linear methods. However, microarray data show nonlinearity, due to high-order terms of interaction between genes, so alternative approaches, such as kernel methods, may be more appropriate. We introduce a technique that combines kernel principal component analysis (KPCA) and Biplot to visualize gene expression profiles. Our approach relies on the singular value decomposition of the input matrix and incorporates an additional step that involves KPCA. The main properties of our method are the extraction of nonlinear features and the preservation of the input variables (genes) in the output display. We apply this algorithm to colon tumor, leukemia and lymphoma datasets. Our approach reveals the underlying structure of the gene expression profiles and provides a more intuitive understanding of the gene and sample association.","['Department of Statistics, Faculty of Biology, University of Barcelona, 08028 Barcelona, Spain. freverter@ub.edu']",,PMC5054124,,,"['Copyright (c) 2010 Beijing Genomics Institute. Published by Elsevier Ltd. All', 'rights reserved.']",,,,,,,,,,,,,,,,,,,,,
20970679,NLM,MEDLINE,20110328,20101025,1873-2623 (Electronic) 0041-1345 (Linking),42,8,2010 Oct,Sign of the Zodiac as a predictor of survival for recipients of an allogeneic stem cell transplant for chronic myeloid leukaemia (CML): an artificial association.,3312-5,10.1016/j.transproceed.2010.07.036 [doi],"['Szydlo, R M', 'Gabriel, I', 'Olavarria, E', 'Apperley, J']","['Szydlo RM', 'Gabriel I', 'Olavarria E', 'Apperley J']",['eng'],['Journal Article'],,United States,Transplant Proc,Transplantation proceedings,0243532,,IM,"['Adult', 'Female', '*Hematopoietic Stem Cell Transplantation', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*surgery', 'Male', 'Probability', '*Seasons', '*Survival Analysis', 'Transplantation, Homologous']",2010/10/26 06:00,2011/03/29 06:00,['2010/10/26 06:00'],"['2010/10/26 06:00 [entrez]', '2010/10/26 06:00 [pubmed]', '2011/03/29 06:00 [medline]']","['S0041-1345(10)01081-X [pii]', '10.1016/j.transproceed.2010.07.036 [doi]']",ppublish,Transplant Proc. 2010 Oct;42(8):3312-5. doi: 10.1016/j.transproceed.2010.07.036.,"BACKGROUND: Astrological or Zodiac (star) sign has been shown to be a statistically significant factor in the outcome of a variety of diseases, conditions, and phenomena. METHODS: To investigate its relevance in the context of a stem cell transplant (SCT), we examined its influence in chronic myeloid leukaemia, a disease with well-established prognostic factors. Data were collected on 626 patients who received a first myeloablative allogeneic SCT between 1981 and 2006. Star sign was determined for each patient. RESULTS: Univariate analyses comparing all 12 individual star signs showed considerable variation of 5-year probabilities of survival, 63% for Arians, to 45% for Aquarians, but without significance (P=.65). However, it was possible to pool together star signs likely to provide dichotomous results. Thus, grouping together Aries, Taurus, Gemini, Leo, Scorpio, and Capricorn (group A; n=317) versus others (group B; n=309) resulted in a highly significant difference (58% vs 48%; P=.007). When adjusted for known prognostic factors in a multivariate analysis, group B was associated with an increased risk of mortality when compared with group A (relative risk [RR], 1.37; P=.005). CONCLUSION: In this study, we show that, providing adequate care is taken, a significant relationship between patient star sign and survival post SCT for CML can be observed. This is, however, a completely erroneous result, and is based on the pooling together of observations to artificially create a statistically significant result. Statistical analyses should thus be carried out on a priori hypotheses and not to find a meaningful or significant result.","['Department of Medicine, Centre for Haematology, Imperial College/Hammersmith Hospital, London, UK. rszydio@imperial.ac.uk']",,,,,['Copyright (c) 2010 Elsevier Inc. All rights reserved.'],,,,,,,,,,,,,,,,,,,,,
20970678,NLM,MEDLINE,20110328,20201209,1873-2623 (Electronic) 0041-1345 (Linking),42,8,2010 Oct,Wilms' tumor 1 as a novel target for immunotherapy of leukemia.,3309-11,10.1016/j.transproceed.2010.07.034 [doi],"['Casalegno-Garduno, R', 'Schmitt, A', 'Wang, X', 'Xu, X', 'Schmitt, M']","['Casalegno-Garduno R', 'Schmitt A', 'Wang X', 'Xu X', 'Schmitt M']",['eng'],"['Journal Article', 'Review']",,United States,Transplant Proc,Transplantation proceedings,0243532,"['0 (Cell Cycle Proteins)', '0 (Nuclear Proteins)', '0 (RNA Splicing Factors)', '0 (WTAP protein, human)']",IM,"['Adoptive Transfer', 'CD8-Positive T-Lymphocytes/immunology', 'Cell Cycle Proteins', 'Humans', '*Immunotherapy', 'Leukemia/*therapy', 'Nuclear Proteins/*immunology', 'RNA Splicing Factors']",2010/10/26 06:00,2011/03/29 06:00,['2010/10/26 06:00'],"['2010/10/26 06:00 [entrez]', '2010/10/26 06:00 [pubmed]', '2011/03/29 06:00 [medline]']","['S0041-1345(10)01079-1 [pii]', '10.1016/j.transproceed.2010.07.034 [doi]']",ppublish,Transplant Proc. 2010 Oct;42(8):3309-11. doi: 10.1016/j.transproceed.2010.07.034.,"Wilms' tumor 1 (WT1) is a leukemia associated antigen (LAA) differentially expressed by leukemic blasts. Thus, WT1 may constitute a target for therapies such as those mediated by adoptive-specific T lymphocytes. Serological and cellular immune responses have been elicited by WT1 in patients with leukemia. Specific CD8+ T cells able to recognize this antigen can be selected by streptamers and then infused into leukemia patients. Potentially, these T cells could lyse leukemic blasts expressing WT1. The only good manufacturing practice-certified technology is streptamers, which are available for antigen-specific T-cell sorting. Immunocompromised patients may have their antigen-specific immune responses restored through the transfer of adoptive T cells specific for this LAA.","['Department of Internal Medicine III, University Clinic Rostock, Rostock, Germany.']",,,,,['Copyright (c) 2010 Elsevier Inc. All rights reserved.'],,,,,,,,,,,,,,,,,,,,,
20970674,NLM,MEDLINE,20110328,20171116,1873-2623 (Electronic) 0041-1345 (Linking),42,8,2010 Oct,Definition of a target for immunotherapy and results of the first Peptide vaccination study in chronic lymphocytic leukemia.,3293-6,10.1016/j.transproceed.2010.07.022 [doi],"['Tabarkiewicz, J', 'Giannopoulos, K']","['Tabarkiewicz J', 'Giannopoulos K']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",,United States,Transplant Proc,Transplantation proceedings,0243532,"['0 (Cancer Vaccines)', '0 (Extracellular Matrix Proteins)', '0 (Hyaluronan Receptors)', '0 (Peptides)', '0 (hyaluronan-mediated motility receptor)']",IM,"['Cancer Vaccines/administration & dosage/*therapeutic use', 'Extracellular Matrix Proteins/genetics/immunology', 'Humans', 'Hyaluronan Receptors/genetics/immunology', '*Immunotherapy', 'Leukemia, Lymphocytic, Chronic, B-Cell/genetics/*therapy', 'Peptides/administration & dosage/*therapeutic use', 'Prognosis', 'T-Lymphocytes, Regulatory/immunology', 'Treatment Outcome']",2010/10/26 06:00,2011/03/29 06:00,['2010/10/26 06:00'],"['2010/10/26 06:00 [entrez]', '2010/10/26 06:00 [pubmed]', '2011/03/29 06:00 [medline]']","['S0041-1345(10)01067-5 [pii]', '10.1016/j.transproceed.2010.07.022 [doi]']",ppublish,Transplant Proc. 2010 Oct;42(8):3293-6. doi: 10.1016/j.transproceed.2010.07.022.,"Results of bone marrow transplantation, as well as remission phenomena after viral infections, suggest that chronic lymphocytic leukemia (CLL) might be targeted effectively by T-cell-based immunotherapy. Antigen-targeted immunotherapies represent novel treatments for CLL patients. Earlier, we screened the mRNA expression of several tumor associated antigens (TAAs), observing the presence of RHAMM/CD168, fibromodulin, syntaxin, and NY-Ren60 in 55%-90% of CLL patients. RHAMM/CD168, fibromodulin, PRAME, and MPP11 were expressed in CLL patients but not in healthy volunteers. Quantitative reverse transcriptase polymerase chain reaction revealed higher RHAMM expression in high-risk CLL patients as well as in advanced stages of the disease. CLL cases with higher RHAMM expressions showed significantly shorter median treatment-free survivals. Among patients with mutated IgVH genes, an analysis of RHAMM expression enabled us to distinguish a subgroup of patients with a favorable prognosis. In lymph nodes, RHAMM staining correlated with a higher Ki-67 index and CD40L expression. Functionally, stimulation with CD40L enhanced RHAMM expression in CLL. Because of the exquisite tissue expression of RHAMM and its high expression frequency in CLL patients, we further characterized RHAMM-specific CD8+ T cells in these patients. CD8+ T cells primed with the RHAMM-derived epitope R3, which is restricted by human leukocyte antigen (HLA)A2, lysed RHAMM+ CLL cells. Therefore, we initiated a Phase I clinical trial of R3 peptide vaccination. Four patients exhibited reduced white blood cell counts during the vaccination process. In 5/6 patients, R3-specific CD8+ T cells were detected with the corresponding peptide/HLA-A2 tetrameric complex; these populations were verified functionally in 4/5 patients using ELISpot assays. In conclusion, RHAMM expression seems to be of prognostic value, and may reflect the proliferative capacity of CLL cells; it may therefore represent an interesting target for immunotherapy. Peptide vaccination in CLL patients was safe eliciting specific CD8+ T-cell responses against the tumor antigen RHAMM.","['Clinical Immunology Department, Medical University of Lublin, Lublin, Poland.']",,,,,['Copyright (c) 2010 Elsevier Inc. All rights reserved.'],,,,,,,,,,,,,,,,,,,,,
20970659,NLM,MEDLINE,20110328,20101025,1873-2623 (Electronic) 0041-1345 (Linking),42,8,2010 Oct,Role of second hematopoietic stem cell transplantation in relapsed or refractory hematologic malignancies.,3225-7,10.1016/j.transproceed.2010.05.045 [doi],"['Falantes, J F', 'Carrillo, E', 'Marquez, F', 'Carmona, M', 'Espigado, I']","['Falantes JF', 'Carrillo E', 'Marquez F', 'Carmona M', 'Espigado I']",['eng'],['Journal Article'],,United States,Transplant Proc,Transplantation proceedings,0243532,,IM,"['Cohort Studies', 'Hematologic Neoplasms/*surgery', '*Hematopoietic Stem Cell Transplantation', 'Humans', 'Prognosis', 'Recurrence', 'Survival Rate']",2010/10/26 06:00,2011/03/29 06:00,['2010/10/26 06:00'],"['2010/10/26 06:00 [entrez]', '2010/10/26 06:00 [pubmed]', '2011/03/29 06:00 [medline]']","['S0041-1345(10)00703-7 [pii]', '10.1016/j.transproceed.2010.05.045 [doi]']",ppublish,Transplant Proc. 2010 Oct;42(8):3225-7. doi: 10.1016/j.transproceed.2010.05.045.,"Prognosis of patients relapsing after stem cell transplantation (SCT) is poor if no further treatment is given. A second SCT is a limited option in these high-risk patients. We retrospectively analyzed the outcomes of second SCT in acute myeloid leukemia, myelodysplastic syndrome, and acute lymphoblastic leukemia after a first SCT. Twenty-five of 30 patients received second allogeneic SCT. Variables related to survival were disease status before second allogeneic SCT and time interval between transplants more than 1 year (P<.01 and P<.02 in multivariate analysis). Treatment-related mortality was 33% with no impact of the conditioning regimen on overall survival. Second allogeneic SCT in selected patients may be an option in this group with a poor outcome.","['Hematology, Bone Marrow Transplant Unit, Hospital Universitario Virgen del Rocio, Seville, Spain. josef.falantes.sspa@juntadeandalucia.es']",,,,,['Copyright (c) 2010 Elsevier Inc. All rights reserved.'],,,,,,,,,,,,,,,,,,,,,
20970599,NLM,MEDLINE,20110328,20101025,1873-2623 (Electronic) 0041-1345 (Linking),42,8,2010 Oct,Lung transplantation for bronchiolitis obliterans after allogenic bone marrow transplantation.,3023-5,10.1016/j.transproceed.2010.07.086 [doi],"['Redel-Montero, J', 'Bujalance-Cabrera, C', 'Vaquero-Barrios, J-M', 'Santos-Luna, F', 'Arenas-De Larriva, M', 'Moreno-Casado, P', 'Espinosa-Jimenez, D']","['Redel-Montero J', 'Bujalance-Cabrera C', 'Vaquero-Barrios JM', 'Santos-Luna F', 'Arenas-De Larriva M', 'Moreno-Casado P', 'Espinosa-Jimenez D']",['eng'],['Journal Article'],,United States,Transplant Proc,Transplantation proceedings,0243532,,IM,"['Adult', '*Bone Marrow Transplantation', 'Bronchiolitis Obliterans/*surgery', 'Cross-Sectional Studies', 'Female', 'Humans', '*Lung Transplantation', 'Male']",2010/10/26 06:00,2011/03/29 06:00,['2010/10/26 06:00'],"['2010/10/26 06:00 [entrez]', '2010/10/26 06:00 [pubmed]', '2011/03/29 06:00 [medline]']","['S0041-1345(10)01132-2 [pii]', '10.1016/j.transproceed.2010.07.086 [doi]']",ppublish,Transplant Proc. 2010 Oct;42(8):3023-5. doi: 10.1016/j.transproceed.2010.07.086.,"INTRODUCTION: Bronchiolitis obliterans (BO) occurring after allogeneic bone marrow transplant (ABMT) may be an expression of lung damage of multifactorial origins. At present, it is not a usual condition for lung transplant (LT), accounting for <1% of all indications in the international registry. We sought, to describe the clinical features and outcomes of patients undergoing LT for BO after ABMT in our group. PATIENTS AND METHODS: We undertook a cross-sectional study of patients with an indication for LT due to BO after ABMT from the beginning of our program. We recorded the type of transplant, patient age, clinical course, functional outcome, and survival. RESULTS: Among 313 LT, 13 cases (4.2%) were due to BO, including 3 after ABMT (0.96%). ABMT was indicated after bone marrow aplasia in 2 cases and acute myeloid leukemia in the other patient. The patients were 2 men (both 35 years old) and 1 woman, aged 25 years. All subjects received double elective LT at 24, 20, and 9 years post ABMT. At the time of LT, all displayed severe obstructive ventilatory defects with a forced expiratory volume in 1 second (FEV1)<30% and partial respiratory insufficiency. The initial immunosuppression was cyclosporine, mycophenolate mofetil, and steroids in all cases. Two of the subjects required changes in the immunosuppressive regimen: 1 due to chronic graft rejection with subsequent functional recovery and the other due to hematologic and neurologic toxicity. After 96, 37, and 9 months, all the patients were alive with baseline dyspnea of functional class 0 and a FEV1 of about 68%. CONCLUSION: LT is an effective therapy in terms of lung function and survival for patients with respiratory failure secondary to the development of BO after ABMT.","['Department of Pneumology, Lung Transplant Unit, Reina Sofia University Hospital, Cordoba, Spain. javierredel@msn.com']",,,,,['Copyright (c) 2010 Elsevier Inc. All rights reserved.'],,,,,,,,,,,,,,,,,,,,,
20970323,NLM,MEDLINE,20110519,20101220,1879-0852 (Electronic) 0959-8049 (Linking),47,1,2011 Jan,Outcome of children and adolescents with relapsed acute lymphoblastic leukaemia and non-response to salvage protocol therapy: a retrospective analysis of the ALL-REZ BFM Study Group.,90-7,10.1016/j.ejca.2010.09.020 [doi],"['von Stackelberg, Arend', 'Volzke, Enrico', 'Kuhl, Jorn-Sven', 'Seeger, Karl', 'Schrauder, Andre', 'Escherich, Gabriele', 'Henze, Gunter', 'Tallen, Gesche']","['von Stackelberg A', 'Volzke E', 'Kuhl JS', 'Seeger K', 'Schrauder A', 'Escherich G', 'Henze G', 'Tallen G']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20101020,England,Eur J Cancer,"European journal of cancer (Oxford, England : 1990)",9005373,,IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Child', 'Clinical Trials as Topic', 'Combined Modality Therapy/mortality', 'Disease-Free Survival', 'Female', 'Humans', 'Male', 'Pilot Projects', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/mortality/*therapy', 'Quality of Life', 'Recurrence', 'Retrospective Studies', 'Salvage Therapy/mortality', 'Stem Cell Transplantation/*mortality', 'Treatment Outcome', 'Young Adult']",2010/10/26 06:00,2011/05/20 06:00,['2010/10/26 06:00'],"['2010/03/11 00:00 [received]', '2010/07/03 00:00 [revised]', '2010/09/07 00:00 [accepted]', '2010/10/26 06:00 [entrez]', '2010/10/26 06:00 [pubmed]', '2011/05/20 06:00 [medline]']","['S0959-8049(10)00904-4 [pii]', '10.1016/j.ejca.2010.09.020 [doi]']",ppublish,Eur J Cancer. 2011 Jan;47(1):90-7. doi: 10.1016/j.ejca.2010.09.020. Epub 2010 Oct 20.,"AIM OF THE STUDY: Non-response (NR) to treatment of childhood relapsed acute lymphoblastic leukaemia (ALL) is an end-point of protocol therapy. Subsequent management has not yet been standardised. This study analyses different approaches after NR to aid optimising future strategies. PATIENTS AND METHODS: Ninety-three children with NR to treatment according to ALL relapse-protocols of the Berlin/Frankfurt/Muenster (BFM) Study Group (03/1990-2006/1999) were retrospectively assigned to a curative (C: intensive polychemotherapies, stem cell transplantation (SCT); n=51), palliative (P: 1-2 antineoplastic agents; n=23) or supportive (S: no antineoplastic therapy; n=19) treatment approach. RESULTS: Median survival after diagnosis of NR were 121 (C), 89 (P) and 42 (S) days, respectively (p<0.001). In cohort C, a complete remission (2ndCR) was obtained in 16/51 patients, among these 13 only after SCT, and nine children achieved partial remission. Ten of the 51 patients died from treatment-related complications, 39/51 from disease progression. Today, two patients are still in continuous CR after SCT. Adverse prognostic factors were overrepresented in the non-curative cohorts. Time-point of relapse and treatment after NR were independent predictors of survival duration. Most patients without antineoplastic treatment died at home, the majority of the others in the hospital. CONCLUSIONS: Treatment after NR has been heterogeneous and customised. Therapies with curative intent are capable of inducing 2ndCR but associated with high treatment-related morbidity, -mortality and minimal survival. NR patients may, therefore, be ideal candidates for controlled phase I/II trials, thus offering them a chance to benefit from new drugs and promoting drug development for cohorts with better prognosis.","['Department of Paediatric Oncology/Hematology, Charite Universitatsmedizin Berlin, Berlin, Germany. arend.stackelberg@charite.de']",,,,,['Copyright (c) 2010 Elsevier Ltd. All rights reserved.'],,,,['ALL-REZ BFM Study Group'],,,,,,,,,,,,,,,,,
20970189,NLM,MEDLINE,20110309,20211203,1873-5835 (Electronic) 0145-2126 (Linking),35,2,2011 Feb,Combined testing for CCAAT/enhancer-binding protein alpha (CEBPA) mutations and promoter methylation in acute myeloid leukemia demonstrates shared phenotypic features.,200-7,10.1016/j.leukres.2010.09.018 [doi],"['Szankasi, Philippe', 'Ho, Albert K', 'Bahler, David W', 'Efimova, Olga', 'Kelley, Todd W']","['Szankasi P', 'Ho AK', 'Bahler DW', 'Efimova O', 'Kelley TW']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural']",20101020,England,Leuk Res,Leukemia research,7706787,"['0 (CCAAT-Enhancer-Binding Proteins)', '0 (CEBPA protein, human)', '0 (NPM1 protein, human)', '117896-08-9 (Nucleophosmin)']",IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'CCAAT-Enhancer-Binding Proteins/*genetics', 'Cell Separation', 'CpG Islands/genetics', 'DNA Methylation/*genetics', 'DNA Mutational Analysis', 'Female', 'Flow Cytometry', 'Gene Expression Profiling', 'Humans', 'Immunophenotyping', 'Leukemia, Myeloid, Acute/*genetics', 'Male', 'Middle Aged', 'Mutation/*genetics', 'Nucleophosmin', 'Phenotype', 'Polymerase Chain Reaction', 'Promoter Regions, Genetic/*genetics', 'Young Adult']",2010/10/26 06:00,2011/03/10 06:00,['2010/10/26 06:00'],"['2010/04/21 00:00 [received]', '2010/09/14 00:00 [revised]', '2010/09/21 00:00 [accepted]', '2010/10/26 06:00 [entrez]', '2010/10/26 06:00 [pubmed]', '2011/03/10 06:00 [medline]']","['S0145-2126(10)00466-2 [pii]', '10.1016/j.leukres.2010.09.018 [doi]']",ppublish,Leuk Res. 2011 Feb;35(2):200-7. doi: 10.1016/j.leukres.2010.09.018. Epub 2010 Oct 20.,"Loss of function mutations in CCAAT/enhancer binding protein alpha (CEBPA) have been identified in acute myeloid leukemia (AML) and bi-allelic (double) CEBPA mutations are associated with improved prognosis in cases of cytogenetically normal-AML. In a subset of AML patients lacking CEBPA mutations, core promotor methylation of CEBPA has been described and is associated with a gene expression profile similar to the mutated cases including the expression of T cell associated genes such as CD7. However, the overall incidence and pattern of CEBPA mutations and core promoter methylation has not been thoroughly explored in a larger subset of AML with expression of CD7. Here we describe a simple and clinically deployable CEBPA promoter methylation test and the results of combined testing for CEBPA mutations and promoter methylation in 102 cases of AML, including 43 CD7+ cases. Overall, there were 5 methylated cases, 6 cases with double mutations, and 3 cases with single mutations. Significantly, 10 of 43 CD7+ cases (23%) had either methylated or double-mutated CEBPA. The CD7+ subset included all 5 methylated cases and 5 of the 6 cases with double mutations. All 3 cases with single mutations were CD7-. No case exhibited both hypermethylation and mutations. We find that promoter methylation accounts for half of those CD7+ cases with CEBPA dysregulating abnormalities. Furthermore, methylated cases and those with bi-allelic CEBPA mutations have similar phenotypic features including expression of CD7 and lack of co-incident NPM1 mutations. Our study suggests that methylation testing may be as important as mutation testing for identifying AML cases with CEBPA dysregulation and may be indicated in the routine prognostic workup of AML.","['ARUP Institute for Clinical and Experimental Pathology, ARUP Laboratories, Salt Lake City, UT, USA.']",['5R21DE017136/DE/NIDCR NIH HHS/United States'],,,,['Copyright (c) 2010 Elsevier Ltd. All rights reserved.'],,,,,,,,,,,,,,,,,,,,,
20970188,NLM,MEDLINE,20110120,20151119,1873-5835 (Electronic) 0145-2126 (Linking),35,1,2011 Jan,Cardiotoxicity of imatinib: At the heart of the problem.,36-7,10.1016/j.leukres.2010.09.021 [doi],"['Tiribelli, Mario', 'Medeot, Marta']","['Tiribelli M', 'Medeot M']",['eng'],"['Comment', 'Editorial']",,England,Leuk Res,Leukemia research,7706787,"['0 (Antineoplastic Agents)', '0 (Benzamides)', '0 (Piperazines)', '0 (Pyrimidines)', '8A1O1M485B (Imatinib Mesylate)']",IM,"['Antineoplastic Agents/*adverse effects/therapeutic use', 'Benzamides', 'Heart/*drug effects', 'Humans', 'Imatinib Mesylate', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy', 'Piperazines/*adverse effects/therapeutic use', 'Pyrimidines/*adverse effects/therapeutic use']",2010/10/26 06:00,2011/01/21 06:00,['2010/10/26 06:00'],"['2010/09/16 00:00 [received]', '2010/09/23 00:00 [revised]', '2010/09/23 00:00 [accepted]', '2010/10/26 06:00 [entrez]', '2010/10/26 06:00 [pubmed]', '2011/01/21 06:00 [medline]']","['S0145-2126(10)00469-8 [pii]', '10.1016/j.leukres.2010.09.021 [doi]']",ppublish,Leuk Res. 2011 Jan;35(1):36-7. doi: 10.1016/j.leukres.2010.09.021.,,,,,,,,,['Leuk Res. 2011 Jan;35(1):49-51. PMID: 21030079'],,,,,,,,,,,,,,,,,,,
20970166,NLM,MEDLINE,20110106,20101214,1532-8392 (Electronic) 0046-8177 (Linking),42,1,2011 Jan,Expression of megakaryocytic and myeloid markers in blasts of transient abnormal myelopoiesis in a stillbirth with Down syndrome: report of histopathological findings of an autopsy case.,141-5,10.1016/j.humpath.2010.06.012 [doi],"['Ishigaki, Hirohito', 'Miyauchi, Jun', 'Yokoe, Akira', 'Nakayama, Misako', 'Yanagi, Takahide', 'Taga, Takashi', 'Ohta, Shigeru', 'Itoh, Yasushi', 'Ogasawara, Kazumasa']","['Ishigaki H', 'Miyauchi J', 'Yokoe A', 'Nakayama M', 'Yanagi T', 'Taga T', 'Ohta S', 'Itoh Y', 'Ogasawara K']",['eng'],"['Case Reports', 'Journal Article']",20101020,United States,Hum Pathol,Human pathology,9421547,,IM,"['Adult', 'Autopsy', 'Bone Marrow/pathology', 'Down Syndrome/*pathology', 'Female', 'Humans', 'Infant, Newborn', 'Leukemia, Megakaryoblastic, Acute/pathology', 'Liver/pathology', 'Male', 'Megakaryocytes/*pathology', 'Myelopoiesis', 'Myeloproliferative Disorders/congenital/*pathology', 'Pregnancy', 'Stillbirth']",2010/10/26 06:00,2011/01/07 06:00,['2010/10/26 06:00'],"['2010/01/06 00:00 [received]', '2010/06/28 00:00 [revised]', '2010/06/28 00:00 [accepted]', '2010/10/26 06:00 [entrez]', '2010/10/26 06:00 [pubmed]', '2011/01/07 06:00 [medline]']","['S0046-8177(10)00218-2 [pii]', '10.1016/j.humpath.2010.06.012 [doi]']",ppublish,Hum Pathol. 2011 Jan;42(1):141-5. doi: 10.1016/j.humpath.2010.06.012. Epub 2010 Oct 20.,"Transient abnormal myelopoiesis in neonates with Down syndrome is an unusual leukemia that spontaneously regresses within several months of life and is thought to arise in the fetal liver. It is largely unknown how the leukemic blasts proliferate and differentiate in fetal tissues. We report the histopathological findings of an autopsy case of a stillbirth with transient abnormal myelopoiesis. Blood vessels in almost all organs were filled with immature leukemic cells, most of which expressed megakaryocyte antigen CD42b. In contrast, leukemic cells infiltrating the tissues, including the pericardium, expressed myeloperoxidase. These findings indicate that leukemic progenitors in transient abnormal myelopoiesis can differentiate along both megakaryocytic and myeloid lineages, which may be influenced by microenvironmental factors. Numerous dysplastic mature/immature megakaryocytes and blasts were present in the liver, whereas the bone marrow contained predominantly myeloid cells at various stages of differentiation, suggesting that the fetal liver is the major organ for proliferation of blasts in transient abnormal myelopoiesis.","['Department of Pathology, Shiga University of Medical Science, Otsu, Shiga-ken 520-2192, Japan.']",,,,,['Copyright (c) 2011 Elsevier Inc. All rights reserved.'],,,,,,,,,,,,,,,,,,,,,
