PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AB,RN,AID,GR,PMC,OID,SI,OAB,OABL,OTO,OT,GN
6577785,NLM,MEDLINE,19831028,20190821,0361-8609 (Print) 0361-8609 (Linking),15,2,1983 Sep,Leukocyte alkaline phosphatase: another organ-specific alkaline phosphatase.,171-80,"['Miller, D M', 'Yang, A', 'Liepman, M']","['Miller DM', 'Yang A', 'Liepman M']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Am J Hematol,American journal of hematology,7610369,IM,"['Alkaline Phosphatase/*blood', 'Enzyme Inhibitors/pharmacology', 'Humans', 'Leucine/pharmacology', 'Leukemia, Myeloid/*enzymology', 'Leukocytes/*enzymology', 'Levamisole/pharmacology', 'Organ Specificity', 'Placenta/enzymology']",1983/09/01 00:00,1983/09/01 00:01,['1983/09/01 00:00'],"['1983/09/01 00:00 [pubmed]', '1983/09/01 00:01 [medline]', '1983/09/01 00:00 [entrez]']",ppublish,Am J Hematol. 1983 Sep;15(2):171-80. doi: 10.1002/ajh.2830150209.,"We have used enzyme specific inhibitors and heat inactivation to distinguish Leukocyte alkaline phosphate (LAP) from other organ-specific alkaline phosphatases as well as to compare LAP from normal granulocytes and leukemic cells with elevated LAP. The heat inactivation and inhibition curves of LAP are quite different from those of other organ-specific alkaline phosphatases. The inhibition curves and heat inactivation characteristics of LAP from normal granulocytes and that obtained from chronic granulocytic leukemia (CGL) blast phase cells with elevated LAP are identical. These data suggest that LAP is distinct from other organ-specific alkaline phosphatases, particularly placental alkaline phosphatase. We also conclude that the LAP present in cells with elevated levels is very similar or identical to that of normal granulocytes.","['0 (Enzyme Inhibitors)', '2880D3468G (Levamisole)', 'EC 3.1.3.1 (Alkaline Phosphatase)', 'GMW67QNF9C (Leucine)']",['10.1002/ajh.2830150209 [doi]'],,,,,,,,,
6577780,NLM,MEDLINE,19831008,20190622,0065-2598 (Print) 0065-2598 (Linking),163,,1983,Characterization of the function of mammalian folylpolyglutamate synthetase (FPGS).,327-39,"['Moran, R G']",['Moran RG'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Adv Exp Med Biol,Advances in experimental medicine and biology,0121103,IM,"['Animals', 'Cell Line', 'Female', 'Humans', 'Kinetics', 'Leukemia L1210/*enzymology', 'Leukemia, Lymphoid/*enzymology', 'Liver/*enzymology', 'Mice', 'Mice, Inbred DBA', 'Peptide Synthases/isolation & purification/*metabolism', 'Substrate Specificity']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Adv Exp Med Biol. 1983;163:327-39. doi: 10.1007/978-1-4757-5241-0_24.,"The function and characteristics of mouse folylpolyglutamate synthetase have been examined. Folate polyglutamates were poor substrates for the efflux mechanism for monoglutamates in L1210 mouse leukemia cells, with negligible loss of preformed folate polyglutamates to the medium over four hours. Disruption of folate metabolism with methotrexate did not augment efflux of folate polyglutamates. Folylpolyglutamate synthetase, partially purified from mouse liver, was found to accept a variety of folate derivatives as substrates, including pteroic acid and methotrexate; however, the concentration of these substrates that saturated the reaction varied considerably. The enzyme that catalyzed the addition of glutamic acid to methotrexate and to the naturally-occurring folate monoglutamates appeared to be the same. The cytotoxicity of folylpolyglutamate synthetase inhibitors was predicted to require continued cell division since their effects would be based upon a decreased rate of synthesis of folate cofactors capable of retention by the cell membrane. Hence folylpolyglutamate synthetase inhibitors should have low toxicity to nonproliferative cell populations.","['EC 6.3.2.- (Peptide Synthases)', 'EC 6.3.2.17 (folylpolyglutamate synthetase)']",['10.1007/978-1-4757-5241-0_24 [doi]'],['CA 27605/CA/NCI NIH HHS/United States'],,,,,,,,
6577772,NLM,MEDLINE,19831008,20140530,0231-441X (Print) 0231-441X (Linking),24,1,1983,Serum ferritin level in infants and children with anaemia and malignant disease.,73-8,"['Ilyes, I', 'Jezerniczky, J', 'Toth, T', 'Csorba, S']","['Ilyes I', 'Jezerniczky J', 'Toth T', 'Csorba S']",['eng'],['Journal Article'],,Hungary,Acta Paediatr Hung,Acta paediatrica Hungarica,8307729,IM,"['Anemia/*blood', 'Anemia, Hypochromic/blood', 'Child, Preschool', 'Ferritins/*blood', 'Humans', 'Infant', 'Inflammation/blood', 'Leukemia/*blood', 'Leukemia, Lymphoid/blood', 'Leukemia, Myeloid, Acute/blood', 'Neoplasms/*blood']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Acta Paediatr Hung. 1983;24(1):73-8.,"Serum ferritin was determined by immunoradiometry in children aged 6 months to 3 years, immediately before leaving hospital where they had been treated for various acute, non-haematological diseases. A low value was found in 13% of them. Serum ferritin concentration is a sensitive method in differentiating between iron deficiency and infectious anaemia. A significantly higher mean value was found in children affected by malignant disease (acute lymphoid or myeloid leukaemia, various solid tumours).",['9007-73-2 (Ferritins)'],,,,,,,,,,
6577770,NLM,MEDLINE,19831021,20071115,0001-5814 (Print) 0001-5814 (Linking),14,1,1983 Jan-Mar,[Long-term survival of adult patients with acute leukemia].,55-8,"['Kotlarek-Haus, S', 'Nowicka, J', 'Kaiser, A']","['Kotlarek-Haus S', 'Nowicka J', 'Kaiser A']",['pol'],"['Case Reports', 'English Abstract', 'Journal Article']",Dlugoletnie przezycie w ostrej bialaczce doroslych.,Poland,Acta Haematol Pol,Acta haematologica Polonica,0262610,IM,"['Activities of Daily Living', 'Adolescent', 'Adult', 'Female', 'Follow-Up Studies', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Middle Aged', 'Neoplasm Regression, Spontaneous', 'Time Factors']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Acta Haematol Pol. 1983 Jan-Mar;14(1):55-8.,,,,,,,,,,,,
6577769,NLM,MEDLINE,19831021,20161123,0001-5814 (Print) 0001-5814 (Linking),14,1,1983 Jan-Mar,"[Hematological, clinical and cytochemical analysis of 200 cases of acute leukemia in adults classified according to the FAB group].",39-48,"['Kotlarek-Haus, S', 'Brodzka, W', 'Nowicka, J', 'Lawinska, B', 'Kaiser, A', 'Haus, O', 'Stefanczyk, H']","['Kotlarek-Haus S', 'Brodzka W', 'Nowicka J', 'Lawinska B', 'Kaiser A', 'Haus O', 'Stefanczyk H']",['pol'],"['Case Reports', 'Comparative Study', 'Journal Article']","Analiza hematologiczna, kliniczna i cytochemiczna 200 przypadkow ostrej bialaczki doroslych podzielonych wg klasyfikacji FAB.",Poland,Acta Haematol Pol,Acta haematologica Polonica,0262610,IM,"['Acid Phosphatase/blood', 'Adolescent', 'Adult', 'Aged', 'Female', 'France', 'Glycogen/blood', 'Humans', 'International Cooperation', 'Leukemia, Lymphoid/classification/*diagnosis', 'Leukemia, Myeloid, Acute/classification/*diagnosis', 'Leukocyte Count', 'Leukocytes/metabolism', 'Male', 'Middle Aged', 'Naphthol AS D Esterase/blood', 'Peroxidases/blood', 'Platelet Count', 'United Kingdom', 'United States']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Acta Haematol Pol. 1983 Jan-Mar;14(1):39-48.,,"['9005-79-2 (Glycogen)', 'EC 1.11.1.- (Peroxidases)', 'EC 3.1.- (Naphthol AS D Esterase)', 'EC 3.1.3.2 (Acid Phosphatase)']",,,,,,,,,,
6577768,NLM,MEDLINE,19831021,20071115,0001-5814 (Print) 0001-5814 (Linking),14,1,1983 Jan-Mar,[Activity of fibrin stabilizing factor (FSF; factor XIII) in lymphoproliferative disorders].,13-9,"['Kloczko, J', 'Zuch, A', 'Bielawiec, M', 'Buluk, K']","['Kloczko J', 'Zuch A', 'Bielawiec M', 'Buluk K']",['pol'],"['English Abstract', 'Journal Article']",Aktywnosc stabilizatora wloknika (FSF; czynnik XIII) w chorobach rozrostowych ukladu krwiotworczego.,Poland,Acta Haematol Pol,Acta haematologica Polonica,0262610,IM,"['*Blood Coagulation', 'Factor XIII/*physiology', 'Hodgkin Disease/blood', 'Humans', 'Leukemia, Lymphoid/blood', 'Leukemia, Myeloid/blood', 'Leukemia, Myeloid, Acute/blood', 'Lymphoproliferative Disorders/*blood', 'Multiple Myeloma/blood']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Acta Haematol Pol. 1983 Jan-Mar;14(1):13-9.,,['9013-56-3 (Factor XIII)'],,,,,,,,,,
6577767,NLM,MEDLINE,19831028,20110728,0001-5806 (Print) 0001-5806 (Linking),46,3,1983 May,"[Establishment of a novel cultured cell line, P31/Fujioka, of monocytoid nature].",700-10,"['Hirose, M', 'Minato, K', 'Tobinai, K', 'Watanabe, S', 'Shimoyama, M', 'Abe, T']","['Hirose M', 'Minato K', 'Tobinai K', 'Watanabe S', 'Shimoyama M', 'Abe T']",['jpn'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",,Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,IM,"['*Cell Line', 'Child, Preschool', 'Humans', 'Leukemia, Monocytic, Acute/*pathology', 'Male', 'Monocytes/*ultrastructure']",1983/05/01 00:00,1983/05/01 00:01,['1983/05/01 00:00'],"['1983/05/01 00:00 [pubmed]', '1983/05/01 00:01 [medline]', '1983/05/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1983 May;46(3):700-10.,,,,,,,,,,,,
6577766,NLM,MEDLINE,19831028,20110728,0001-5806 (Print) 0001-5806 (Linking),46,3,1983 May,[Case of juvenile chronic myelogenous leukemia (J-CML): characterization of the erythropoietic precursors (BFU-E) in J-CML by the analysis of G gamma and A gamma globin chains].,677-84,"['Ito, T', 'Terasawa, T', 'Matsuda, S', 'Suzuki, H', 'Kasai, S']","['Ito T', 'Terasawa T', 'Matsuda S', 'Suzuki H', 'Kasai S']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",,Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,IM,"['*Erythropoiesis', 'Globins/*biosynthesis', 'Hematopoietic Stem Cells/metabolism', 'Humans', 'Infant', 'Leukemia, Myeloid/*metabolism', 'Male']",1983/05/01 00:00,1983/05/01 00:01,['1983/05/01 00:00'],"['1983/05/01 00:00 [pubmed]', '1983/05/01 00:01 [medline]', '1983/05/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1983 May;46(3):677-84.,,['9004-22-2 (Globins)'],,,,,,,,,,
6577765,NLM,MEDLINE,19831028,20110728,0001-5806 (Print) 0001-5806 (Linking),46,3,1983 May,[A simple method for chromosomal preparations from individual hemopoietic colonies].,665-70,"['Amenomori, T', 'Tomonaga, M', 'Tomonaga, Y', 'Yao, E', 'Jinnai, I', 'Yoshida, Y', 'Kuriyama, K', 'Matsuo, T', 'Sadamori, N', 'Ichimaru, M']","['Amenomori T', 'Tomonaga M', 'Tomonaga Y', 'Yao E', 'Jinnai I', 'Yoshida Y', 'Kuriyama K', 'Matsuo T', 'Sadamori N', 'Ichimaru M']",['jpn'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",,Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,IM,"['Aged', '*Chromosomes, Human', '*Colony-Forming Units Assay', 'Female', 'Humans', 'Leukemia, Myeloid/genetics', 'Male']",1983/05/01 00:00,1983/05/01 00:01,['1983/05/01 00:00'],"['1983/05/01 00:00 [pubmed]', '1983/05/01 00:01 [medline]', '1983/05/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1983 May;46(3):665-70.,,,,,,,,,,,,
6577601,NLM,MEDLINE,19831008,20190821,0048-9697 (Print) 0048-9697 (Linking),29,1-2,1983 Jul,Transition metals in human cancer. I. Oesophagus and bone marrow.,177-81,"['Ranade, S S', 'Panday, V K']","['Ranade SS', 'Panday VK']",['eng'],"['Comparative Study', 'Journal Article']",,Netherlands,Sci Total Environ,The Science of the total environment,0330500,IM,"['Bone Marrow/*analysis', 'Bone Neoplasms/*analysis', 'Cobalt/analysis', 'Copper/analysis', 'Esophageal Neoplasms/*analysis', 'Esophagus/*analysis', 'Humans', 'India', 'Iron/analysis', 'Leukemia, Lymphoid/analysis', 'Leukemia, Myeloid/analysis', 'Leukemia, Myeloid, Acute/analysis', 'Magnetic Resonance Spectroscopy', 'Manganese/analysis', 'Metals/*analysis', 'Nickel/analysis', 'Spectrum Analysis/methods', 'Zinc/analysis']",1983/07/01 00:00,1983/07/01 00:01,['1983/07/01 00:00'],"['1983/07/01 00:00 [pubmed]', '1983/07/01 00:01 [medline]', '1983/07/01 00:00 [entrez]']",ppublish,Sci Total Environ. 1983 Jul;29(1-2):177-81. doi: 10.1016/0048-9697(83)90043-8.,,"['0 (Metals)', '3G0H8C9362 (Cobalt)', '42Z2K6ZL8P (Manganese)', '789U1901C5 (Copper)', '7OV03QG267 (Nickel)', 'E1UOL152H7 (Iron)', 'J41CSQ7QDS (Zinc)']","['0048-9697(83)90043-8 [pii]', '10.1016/0048-9697(83)90043-8 [doi]']",,,,,,,,,
6577584,NLM,MEDLINE,19831021,20131121,0036-7672 (Print) 0036-7672 (Linking),113,27-28,1983 Jul 12,[Reduced dosage of cytosine arabinoside in the treatment of acute myelocytic leukemia. Apropos of 3 cases].,980-4,"['Andrey, C', 'Beris, P', 'Plancherel, C', 'de Loes, S', 'Maurice, P', 'Chapuis, B']","['Andrey C', 'Beris P', 'Plancherel C', 'de Loes S', 'Maurice P', 'Chapuis B']",['fre'],"['Case Reports', 'English Abstract', 'Journal Article']",Cytosine-arabinoside a doses reduites pour le traitement des leucemies myeloides aigues. Etude a propos de trois cas.,Switzerland,Schweiz Med Wochenschr,Schweizerische medizinische Wochenschrift,0404401,IM,"['Aged', 'Cytarabine/*administration & dosage', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/blood/*drug therapy', 'Male']",1983/07/12 00:00,1983/07/12 00:01,['1983/07/12 00:00'],"['1983/07/12 00:00 [pubmed]', '1983/07/12 00:01 [medline]', '1983/07/12 00:00 [entrez]']",ppublish,Schweiz Med Wochenschr. 1983 Jul 12;113(27-28):980-4.,"Two out of three patients with acute myeloid leukemia responded to treatment with small subcutaneous doses of cytosine-arabinoside alone. Although marked cytopenia may transiently occur this treatment has no other side effects and is simple to administer. It may therefore be useful for elderly patients. Morphological studies and indirect evidence suggest that this schedule, dosage and route of administration for cytosine-arabinoside may promote differentiation within the malignant clone rather than acting as a cytotoxic agent.",['04079A1RDZ (Cytarabine)'],,,,,,,,,,
6577580,NLM,MEDLINE,19831008,20190908,0036-553X (Print) 0036-553X (Linking),31,2,1983 Aug,Generation of procoagulant activity (PCA) by macrophage-like cells derived from acute and chronic myeloid leukaemia cells in response to phorbol esters.,102-8,"['Kornberg, A', 'Treves, A', 'Rachmilewitz, E A', 'Fibach, E']","['Kornberg A', 'Treves A', 'Rachmilewitz EA', 'Fibach E']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,IM,"['Adolescent', 'Adult', 'Aged', '*Blood Coagulation/drug effects', 'Blood Coagulation Disorders', 'Blood Coagulation Factors/*physiology', 'Cell Differentiation/drug effects', 'Cell Separation', 'Cells, Cultured', 'Child', 'Child, Preschool', 'Humans', 'Leukemia, Lymphoid/*physiopathology', 'Leukemia, Myeloid/*physiopathology', 'Leukemia, Myeloid, Acute/*physiopathology', 'Macrophages/drug effects/*physiology', 'Middle Aged', 'Monocytes/drug effects/*physiology', 'Phorbols/*pharmacology', 'Reference Values', 'Tetradecanoylphorbol Acetate/*pharmacology']",1983/08/01 00:00,1983/08/01 00:01,['1983/08/01 00:00'],"['1983/08/01 00:00 [pubmed]', '1983/08/01 00:01 [medline]', '1983/08/01 00:00 [entrez]']",ppublish,Scand J Haematol. 1983 Aug;31(2):102-8. doi: 10.1111/j.1600-0609.1983.tb01516.x.,"Normal human monocytes and macrophages, as well as in vitro human leukaemic promyelocytic cell line (HL-60) transformed into macrophage-like cells by 12-0-tetradecanoylphorbol-13-acetate (TPA) generate potent procoagulant activity (PCA) similar to tissue thromboplastin. In the present study, only mild PCA was detected in primary cultures of cells from the peripheral blood of patients with acute lymphatic leukaemia (ALL), acute myeloid leukaemia (AML) and chronic myeloid leukaemia (CML). After exposure to TPA, AML and CML cells assumed characteristics specific to monocytes and macrophages. Differentiation was associated with the generation of PCA. PCA was not found in ALL cells exposed to TPA. The PCA of TPA-induced macrophages derived from AML and CML cells resembled tissue thromboplastin and normal monocyte and macrophage PCA in several aspects: (a) accelerated clotting via the extrinsic coagulation pathway, (b) inhibition by concanavalin A and protection against lectin inhibition by methyl-alpha-D-mannopyranoside, (c) localization in the cell membrane. The capacity for PCA generation is additional evidence for the similarity between TPA-induced macrophages derived from AML and CML cells and normal human monocytes and macrophages.","['0 (Blood Coagulation Factors)', '0 (Phorbols)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",['10.1111/j.1600-0609.1983.tb01516.x [doi]'],,,,,,,,,
6577526,NLM,MEDLINE,19831008,20061115,0035-3787 (Print) 0035-3787 (Linking),139,4,1983,[Utilization behavior during the course of progressive multifocal leukoencephalopathy].,307-8,"['Aimard, G', 'Robert, H', 'Boisson, D', 'Confavreux, C', 'Devic, M']","['Aimard G', 'Robert H', 'Boisson D', 'Confavreux C', 'Devic M']",['fre'],"['Case Reports', 'English Abstract', 'Journal Article']",Comportement d'utilisation au cours d'une leucoencephalopathie multifocale progressive.,France,Rev Neurol (Paris),Revue neurologique,2984779R,IM,"['Adult', 'Humans', '*Impulsive Behavior', 'Leukemia, Myeloid/complications', 'Leukoencephalopathy, Progressive Multifocal/complications/*psychology', 'Male']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Rev Neurol (Paris). 1983;139(4):307-8.,A particular semiologic feature of a case of progressive multifocal leukoencephalopathy was the existence of utilization behavior as described by Lhermitte. The affection developed in a patient with myeloid leukemia treated by cytotoxic drugs. Multifocal low density areas were shown by CT Scan examination. The course of the disease was not altered by isoprinozine therapy.,,,,,,,,,,,
6577465,NLM,MEDLINE,19831028,20191210,0027-8424 (Print) 0027-8424 (Linking),80,19,1983 Oct,Restoration of Ca2+ influx and degranulation capacity of variant RBL-2H3 cells upon implantation of isolated cromolyn binding protein.,6014-8,"['Mazurek, N', 'Bashkin, P', 'Loyter, A', 'Pecht, I']","['Mazurek N', 'Bashkin P', 'Loyter A', 'Pecht I']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Animals', 'Basophils/immunology/metabolism', 'Biological Transport, Active', 'Calcium/*metabolism', 'Carrier Proteins/*immunology', 'Cell Fusion', 'Cell Line', 'Genetic Variation', 'Leukemia, Experimental/*immunology/metabolism', 'Membrane Proteins', 'Rats', 'Rats, Inbred Strains']",1983/10/01 00:00,1983/10/01 00:01,['1983/10/01 00:00'],"['1983/10/01 00:00 [pubmed]', '1983/10/01 00:01 [medline]', '1983/10/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1983 Oct;80(19):6014-8. doi: 10.1073/pnas.80.19.6014.,"Recently, variants of the rat basophilic leukemia cells (RBL-2H3), deficient in their binding capacity for the antiallergic drug cromolyn but displaying unimpaired ability to bind IgE, were selected and cloned [Mazurek, N., Bashkin, P., Petrank, A. & Pecht, I. (1983) Nature (London) 303, 528-530]. Although the histamine content and the number of IgE receptors in these variants are similar to those of the parental cells, they cannot be stimulated immunologically to allow Ca(2+) influx and to degranulate. In contrast, the Ca(2+) ionophore A23187 causes these variants to degranulate, indicating that the mechanism distal to the Ca(2+) gating is intact in the variants. The cromolyn binding protein (CBP), present in the membranes of RBL-2H3 cells, has recently been isolated by affinity chromatography under nondenaturing conditions. In the current study we have used Sendaivirus envelopes as fusogenic carriers to implant the purified CBP into the membrane of variant basophils that were defective in it. This fusion leads to the restoration of Ca(2+) uptake and degranulation capacity of the variants after IgE-mediated stimulation. These restored activities seem to show a sigmoidal dependence on the amount of incorporated CBP. Saturation values comparable to those of the parental line are reached when the level of implanted CBP approaches its density on the latter line. The restored capacity is due to the implanted CBP, because the reinstated immunological response can be blocked by the inhibitory drug cromolyn and by monoclonal antibodies specific to CBP, both shown to prevent Ca(2+) uptake and degranulation in mast cells and parental RBL-2H3 cells. These results point out that CBP plays an important role in the Ca(2+) gating process resulting in degranulation.","['0 (Carrier Proteins)', '0 (Membrane Proteins)', '0 (cromolyn binding protein, rat)', 'SY7Q814VUP (Calcium)']",['10.1073/pnas.80.19.6014 [doi]'],,PMC534350,,,,,,,
6577459,NLM,MEDLINE,19831028,20190501,0027-8424 (Print) 0027-8424 (Linking),80,19,1983 Oct,"Induction of monocytic differentiation and bone resorption by 1,25-dihydroxyvitamin D3.",5907-11,"['Bar-Shavit, Z', 'Teitelbaum, S L', 'Reitsma, P', 'Hall, A', 'Pegg, L E', 'Trial, J', 'Kahn, A J']","['Bar-Shavit Z', 'Teitelbaum SL', 'Reitsma P', 'Hall A', 'Pegg LE', 'Trial J', 'Kahn AJ']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Animals', 'Bone Resorption/*drug effects', 'Calcitriol/*pharmacology', 'Cell Differentiation/drug effects', 'Cell Line', 'Flow Cytometry', 'Kinetics', 'Leukemia, Myeloid, Acute', 'Monocytes/*physiology', 'Muramidase/metabolism', 'Osteoclasts/*physiology']",1983/10/01 00:00,1983/10/01 00:01,['1983/10/01 00:00'],"['1983/10/01 00:00 [pubmed]', '1983/10/01 00:01 [medline]', '1983/10/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1983 Oct;80(19):5907-11. doi: 10.1073/pnas.80.19.5907.,"1,25-Dihydroxyvitamin D3 [1,25(OH)2D3] stimulates bone resorption in man and other vertebrates, in part, by increasing the number of osteoclasts, the principal resorbing cells of bone. Because osteoclasts are very likely derived from a member(s) of the mononuclear phagocyte family, we determined if 1,25(OH)2D3 promotes maturation of these cells by studying its effects on the human promyelocytic leukemia cell line HL-60. Of the vitamin D3 metabolites tested, only 1,25(OH)2D3, at 10(-10) to 10(-7) M, induces the differentiation of HL60 into mono- and multinucleated macrophage-like cells. Phenotypic change is evident within 24 hr and reaches a plateau between 72 and 96 hr of incubation. The changes are metabolite-specific and include (i) adherence to substrate, (ii) acquisition of the morphological features of mature monocytes, (iii) a 4- to 6-fold enhancement in lysozyme synthesis and secretion, (iv) increase in the fraction of alpha-naphthyl acetate esterase-positive cells from approximately 2% to 100% of the population, and (v) the acquisition of several monocyte-associated cell surface antigens. More importantly, treated HL-60 cells acquire the capacity to bind and degrade bone matrix, two of the essential, functional characteristics of osteoclasts and related bone-resorbing cells. These results, considered together with the reported action of 1,25(OH)2D3 on nontransformed mononuclear cells, are consistent with the view that vitamin D3 enhances bone resorption and osteoclastogenesis in vivo by promoting the differentiation of precursor cells.","['EC 3.2.1.17 (Muramidase)', 'FXC9231JVH (Calcitriol)']",['10.1073/pnas.80.19.5907 [doi]'],"['DE-04629/DE/NIDCR NIH HHS/United States', 'DE05413/DE/NIDCR NIH HHS/United States']",PMC390185,,,,,,,
6577443,NLM,MEDLINE,19831021,20190501,0027-8424 (Print) 0027-8424 (Linking),80,18,1983 Sep,"Two DNA methyltransferases from murine erythroleukemia cells: purification, sequence specificity, and mode of interaction with DNA.",5559-63,"['Bestor, T H', 'Ingram, V M']","['Bestor TH', 'Ingram VM']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Animals', 'Base Sequence', 'Chromatography, Gel', 'DNA/*metabolism', 'DNA (Cytosine-5-)-Methyltransferases/*isolation & purification', 'Electrophoresis, Agar Gel', 'Isoenzymes/isolation & purification', 'Kinetics', 'Leukemia, Erythroblastic, Acute/*enzymology', 'Methyltransferases/*isolation & purification', 'Mice', 'Substrate Specificity']",1983/09/01 00:00,1983/09/01 00:01,['1983/09/01 00:00'],"['1983/09/01 00:00 [pubmed]', '1983/09/01 00:01 [medline]', '1983/09/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1983 Sep;80(18):5559-63. doi: 10.1073/pnas.80.18.5559.,"Dye-ligand chromatography on Cibacron blue F3GA-agarose has been used to resolve two species of DNA (cytosine-5-)-methyltransferase from nuclear extracts of uninduced Friend murine erythroleukemia cells. Each species has been highly purified; the activities in the first and second peaks were associated with polypeptides of Mr 150,000 and 175,000, respectively. Analysis of substrate specificity with synthetic DNAs and restriction fragments of phi X174 replicative form DNA and pBR322 DNA showed that neither enzyme had dependence on the sequence context of CpG dinucleotides; poly(dG-dC) had the greatest methyl-accepting activity of any unmethylated DNA substrate tested. De novo methylation by both enzymes was inefficient relative to methylation of hemimethylated sites. Methyl-accepting activity was strongly dependent on DNA chain length. This observation suggests that binding to DNA, followed by one-dimensional diffusion of enzyme along the DNA molecule, is important in the mechanism by which DNA methyltransferase locates its recognition sites.","['0 (Isoenzymes)', '9007-49-2 (DNA)', 'EC 2.1.1.- (Methyltransferases)', 'EC 2.1.1.37 (DNA (Cytosine-5-)-Methyltransferases)']",['10.1073/pnas.80.18.5559 [doi]'],['AM13945/AM/NIADDK NIH HHS/United States'],PMC384297,,,,,,,
6577404,NLM,MEDLINE,19831008,20071115,0031-3890 (Print) 0031-3890 (Linking),91,1,1983 Jan-Mar,[A case of chloroma].,65-70,"['Russo, A', 'Azzia, N', 'Genovese, R', 'Ramella, M']","['Russo A', 'Azzia N', 'Genovese R', 'Ramella M']",['ita'],"['Case Reports', 'English Abstract', 'Journal Article']",Su un caso di cloroma.,Italy,Pediatria (Napoli),La Pediatria,0401207,IM,"['Child, Preschool', 'Exophthalmos/etiology', 'Female', 'Humans', 'Leukemia, Myeloid/*complications', 'Leukemia, Myeloid, Acute/*etiology', 'Orbital Neoplasms/*etiology', 'Osteolysis/etiology', 'Ribs', 'Skull', 'Sternum']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Pediatria (Napoli). 1983 Jan-Mar;91(1):65-70.,,,,,,,,,,,,
