PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,GR,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,PMC,TT,OID,SI
6610798,NLM,MEDLINE,19840730,20071115,0300-8630 (Print) 0300-8630 (Linking),196,2,1984 Mar-Apr,[Acute-phase reaction in children with leukemia at the time of diagnosis].,90-3,"Using clinical criteria 29 children with acute leukemia were divided into two groups, one with and the other without evidence of infections. As part of the initial laboratory work up acute-phase reactants alpha 1-glycoprotein (alpha 1GP ), ceruloplasmin (CP), C-reactive protein (CRP) and haptoglobin (HP) were determined by single radial immunodiffusion. In children without infections moderately elevated levels of alpha 1 GP and CP were observed while CRP and HP were almost normal. The levels in children with infections, however, for CRP and HP were markedly elevated. We conclude that determinations of acute phase reactants are of considerable importance for evaluation of infections in leukemic children. Clinical signs of infections associated with markedly elevated CRP and HP-levels require - in analogy to the infected newborn - immediate proper antibiotic treatment.","['Veiser, N', 'Wahn, V', 'Gobel, U']","['Veiser N', 'Wahn V', 'Gobel U']",['ger'],,"['English Abstract', 'Journal Article']",Germany,Klin Padiatr,Klinische Padiatrie,0326144,IM,"['Adolescent', 'C-Reactive Protein/*metabolism', 'Ceruloplasmin/*metabolism', 'Child', 'Child, Preschool', 'Haptoglobins/*metabolism', 'Humans', 'Leukemia/*blood/diagnosis', 'Leukemia, Lymphoid/blood', 'Leukemia, Myeloid, Acute/blood', 'Lymphoma/blood', 'Orosomucoid/*metabolism', 'alpha 1-Antitrypsin/*metabolism']",1984/03/01 00:00,1984/03/01 00:01,['1984/03/01 00:00'],"['1984/03/01 00:00 [pubmed]', '1984/03/01 00:01 [medline]', '1984/03/01 00:00 [entrez]']",['10.1055/s-2007-1025584 [doi]'],ppublish,Klin Padiatr. 1984 Mar-Apr;196(2):90-3. doi: 10.1055/s-2007-1025584.,"['0 (Haptoglobins)', '0 (Orosomucoid)', '0 (alpha 1-Antitrypsin)', '9007-41-4 (C-Reactive Protein)', 'EC 1.16.3.1 (Ceruloplasmin)']",,Die Akute-Phase-Reaktion bei Kindern mit Leukamie zum Diagnosezeitpunkt.,,
6610792,NLM,MEDLINE,19840820,20071114,0027-8874 (Print) 0027-8874 (Linking),73,1,1984 Jul,Determination of cell surface membrane antigens common to both human neuroblastoma and leukemia-lymphoma cell lines by a panel of 38 monoclonal antibodies.,51-7,"The surface membrane antigens of 7 neuroblastoma and 91 leukemia-lymphoma cell lines were studied with the use of a total of 36 murine monoclonal antibodies (MoAb) primarily developed against hematopoietic cells and 2 MoAb developed against human fetal brain. Five of the MoAb against hematopoietic cells (BA-1, BA-2, DU-ALL-1, J-5, and BA-3) consistently bound to common acute lymphoblastic leukemia cell lines, and 2 others (MCS-2 and OKM-1) reacted uniformly with acute myeloblastic-acute monoblastic leukemia cell lines. However, these 7 MoAb also reacted with 1-7 neuroblastoma cell lines. All the human neuroblastoma cell lines bound MoAb BA-2 and DU-ALL-1. Six of the 7 lines reacted with BA-1. Only 1 neuroblastoma cell line (SJ-N-CG) gave positive staining with J-5 and BA-3, and another line (SK-N-AS) bound MoAb MCS-2 and OKM-1. Anti-fetal brain MoAb (UJ-13A and UJ-127-11) were highly positive for all the neuroblastoma cell lines. By contrast, 4 of 43 leukemia-lymphoma cell lines tested bound these anti-fetal brain antibodies. Both B3/25 and OKT-9, anti-transferrin receptor antibodies, reacted with all of the hematopoietic and neuroblastoma cell lines. These results demonstrate that neuroblastoma and hematopoietic cell lines possess common antigenic determinants despite their different embryologic origins. The neuroblastoma cell lines may be classified into subgroups on the basis of phenotype profiles determined by the MoAb. MoAb may be useful in characterization and classification of neuroblastoma cells, as has already proved to be the case for cells of the hematopoietic lineages.","['Sugimoto, T', 'Tatsumi, E', 'Kemshead, J T', 'Helson, L', 'Green, A A', 'Minowada, J']","['Sugimoto T', 'Tatsumi E', 'Kemshead JT', 'Helson L', 'Green AA', 'Minowada J']",['eng'],['CA-14413/CA/NCI NIH HHS/United States'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,IM,"['*Antibodies, Monoclonal', 'Antigen-Antibody Complex', 'Antigens, Neoplasm/*analysis', 'Antigens, Surface/*analysis', 'Cell Line', 'Cell Membrane/immunology', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Leukemia/*immunology', 'Lymphoma/*immunology', 'Neuroblastoma/*immunology', 'T-Lymphocytes/immunology']",1984/07/01 00:00,1984/07/01 00:01,['1984/07/01 00:00'],"['1984/07/01 00:00 [pubmed]', '1984/07/01 00:01 [medline]', '1984/07/01 00:00 [entrez]']",,ppublish,J Natl Cancer Inst. 1984 Jul;73(1):51-7.,"['0 (Antibodies, Monoclonal)', '0 (Antigen-Antibody Complex)', '0 (Antigens, Neoplasm)', '0 (Antigens, Surface)']",,,,
6610764,NLM,MEDLINE,19840813,20190709,0022-2623 (Print) 0022-2623 (Linking),27,6,1984 Jun,Improved synthesis and antitumor activity of 2-bromo-2'-deoxyadenosine.,800-2,"A more convenient synthetic route to 2-bromo-2'-deoxyadenosine (5) is reported, and results indicating significant antitumor activity of 5 against three murine tumors (L1210 leukemia, B16 melanoma, and M5076 ovarian carcinoma) are presented. The antitumor activity is very schedule dependent, being much greater when the drug is given q 3 h (X8) every 3rd or 4th day than when given by single daily administration. Toxicity of 5 for the tumor-bearing host is also very schedule dependent. Thus, on the q 3 h schedule of administration, a greater cumulative dose is tolerated by the host, and the therapeutic effectiveness of 5 is enhanced accordingly.","['Huang, M C', 'Avery, T L', 'Blakley, R L', 'Secrist, J A 3rd', 'Montgomery, J A']","['Huang MC', 'Avery TL', 'Blakley RL', 'Secrist JA 3rd', 'Montgomery JA']",['eng'],"['P01-CA 34200/CA/NCI NIH HHS/United States', 'P30-CA 21765/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Med Chem,Journal of medicinal chemistry,9716531,IM,"['Animals', 'Antineoplastic Agents/*chemical synthesis', 'Deoxyadenosines/*analogs & derivatives/chemical synthesis/therapeutic use', 'Female', 'Leukemia L1210/drug therapy', 'Melanoma/drug therapy', 'Mice', 'Ovarian Neoplasms/drug therapy']",1984/06/01 00:00,1984/06/01 00:01,['1984/06/01 00:00'],"['1984/06/01 00:00 [pubmed]', '1984/06/01 00:01 [medline]', '1984/06/01 00:00 [entrez]']",['10.1021/jm00372a017 [doi]'],ppublish,J Med Chem. 1984 Jun;27(6):800-2. doi: 10.1021/jm00372a017.,"['0 (Antineoplastic Agents)', '0 (Deoxyadenosines)', ""65446-56-2 (2'-bromo-2'-deoxyadenosine)""]",,,,
6610737,NLM,MEDLINE,19840820,20190630,0022-3476 (Print) 0022-3476 (Linking),105,1,1984 Jul,Acute leukemia with features of systemic lupus erythematosus.,57-9,,"['Saulsbury, F T', 'Sabio, H', 'Conrad, D', 'Kesler, R W', 'Levien, M G']","['Saulsbury FT', 'Sabio H', 'Conrad D', 'Kesler RW', 'Levien MG']",['eng'],,"['Case Reports', 'Journal Article']",United States,J Pediatr,The Journal of pediatrics,0375410,IM,"['Antibodies, Antinuclear/*analysis', 'Bone Marrow Examination', 'Child', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia, Lymphoid/blood/complications/*diagnosis/drug therapy', 'Lupus Erythematosus, Systemic/blood/*diagnosis/drug therapy/etiology', 'Prednisone/therapeutic use', 'Vincristine/therapeutic use']",1984/07/01 00:00,1984/07/01 00:01,['1984/07/01 00:00'],"['1984/07/01 00:00 [pubmed]', '1984/07/01 00:01 [medline]', '1984/07/01 00:00 [entrez]']","['S0022-3476(84)80359-5 [pii]', '10.1016/s0022-3476(84)80359-5 [doi]']",ppublish,J Pediatr. 1984 Jul;105(1):57-9. doi: 10.1016/s0022-3476(84)80359-5.,"['0 (Antibodies, Antinuclear)', '5J49Q6B70F (Vincristine)', 'VB0R961HZT (Prednisone)']",,,,
6610717,NLM,MEDLINE,19840813,20110728,0021-5384 (Print) 0021-5384 (Linking),73,3,1984 Mar,[A case of T cell chronic lymphocytic leukemia associated with carcinoma of the esophagus].,379-85,,"['Higuchi, T', 'Kokubun, R', 'Kimura, H', 'Tanaka, T', 'Matsuda, S', 'Uchida, T', 'Kariyone, S']","['Higuchi T', 'Kokubun R', 'Kimura H', 'Tanaka T', 'Matsuda S', 'Uchida T', 'Kariyone S']",['jpn'],,"['Case Reports', 'Journal Article']",Japan,Nihon Naika Gakkai Zasshi,Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine,19130210R,IM,"['Carcinoma, Squamous Cell/*pathology', 'Esophageal Neoplasms/*pathology', 'Humans', 'Leukemia, Lymphoid/blood/*pathology', 'Leukocyte Count', 'Male', 'Middle Aged', '*Neoplasms, Multiple Primary', 'T-Lymphocytes']",1984/03/01 00:00,1984/03/01 00:01,['1984/03/01 00:00'],"['1984/03/01 00:00 [pubmed]', '1984/03/01 00:01 [medline]', '1984/03/01 00:00 [entrez]']",,ppublish,Nihon Naika Gakkai Zasshi. 1984 Mar;73(3):379-85.,,,,,
6610691,NLM,MEDLINE,19840731,20181113,0021-9738 (Print) 0021-9738 (Linking),74,1,1984 Jul,Multicomponent analysis of amino acid transport in human lymphocytes. Diminished L-system transport in chronic leukemic B lymphocytes.,17-24,"We have examined the amino acid transport in B cell chronic lymphocytic leukemia and compared it with the amino acid transport in isolated B lymphocytes from human blood and tonsils. L-system transport was measured with 2-amino-2-carboxy-bicyclo (2,2,1)-heptane, which is a synthetic amino acid whose transport is limited to the L-system. Amino acid uptake was subjected to a multicomponent analysis that partitioned the total uptake into the saturable carrier-mediated transport system and the uptake by diffusion. The maximal velocity of L-system transport in chronic lymphocytic leukemia cells, 81 mumol/1 cell water per min, was less than 10% that of blood B lymphocytes, which was 1,029 mumol/1 cell water per min. The uptake of 2-amino-2-carboxy-bicyclo (2,2,1)-heptane by tonsillar B cells, by a B lymphocyte cell line, and by blood T-lymphocytes was also 10-fold greater than that observed in chronic lymphocytic leukemic cells. Similarly, the L-system uptake of leucine and phenylalanine, which are naturally occurring amino acids usually transported primarily by the L-system, was reduced in chronic lymphocytic leukemic B cells to 15 and 10% of normal B cells, respectively. Total leucine uptake by chronic lymphocytic leukemic cells, however, was sustained at 30% of that expected because of transport via an alternative transport system. The A- or ASC-systems, the other major amino acid transport pathways, were not defective in chronic lymphocytic leukemic cells. These data indicate that there is a specific, profound decrease in L-system carrier-mediated amino acid transport in chronic lymphocytic leukemic B cells, as judged by the system-specific synthetic amino acid, 2-amino-2-carboxy-bicyclo (2,2,1)-heptane. This defect was confirmed by studies with two naturally occurring L-system amino acids, leucine and phenylalanine. This specific abnormality of membrane transport by chronic lymphocytic leukemic B lymphocytes is not shared by other B lymphocyte types, and thus appears to be related to the neoplastic nature of the leukemic B cells rather than to their immunologic subtype.","['Segel, G B', 'Simon, W', 'Lichtman, M A']","['Segel GB', 'Simon W', 'Lichtman MA']",['eng'],"['CA12970/CA/NCI NIH HHS/United States', 'CA34691/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Clin Invest,The Journal of clinical investigation,7802877,IM,"['Amino Acids/*metabolism', 'Aminoisobutyric Acids/pharmacology', 'B-Lymphocytes/*metabolism', 'Biological Transport/drug effects', 'Humans', 'Kinetics', 'Leucine/metabolism', 'Leukemia, Lymphoid/*metabolism', 'Palatine Tonsil', 'T-Lymphocytes/metabolism']",1984/07/01 00:00,1984/07/01 00:01,['1984/07/01 00:00'],"['1984/07/01 00:00 [pubmed]', '1984/07/01 00:01 [medline]', '1984/07/01 00:00 [entrez]']",['10.1172/JCI111398 [doi]'],ppublish,J Clin Invest. 1984 Jul;74(1):17-24. doi: 10.1172/JCI111398.,"['0 (Amino Acids)', '0 (Aminoisobutyric Acids)', '2566-34-9 (2-(methylamino)isobutyric acid)', 'GMW67QNF9C (Leucine)']",PMC425180,,,
6610680,NLM,MEDLINE,19840823,20190904,0171-5216 (Print) 0171-5216 (Linking),107,3,1984,Studies on natural killer cell activity and the influence of Corynebacterium parvum on murine T-cell leukemogenesis induced by butylnitrosourea.,199-205,"Butylnitrosourea (BNU) was used to induce thymic lymphomas in BDF1 mice. During and after the 12-week BNU exposure the spontaneous NK cell activity against YAC-1 cells and that arising 4 days after stimulation with Corynebacterium parvum (CP) were measured, as were the mitogen responses of splenic T and B cells. In addition to BNU, groups of mice received multiple injections of the interferon inducer CP during or after the BNU exposure period. The results show a slight impairment of the NK cell activity by BNU and also after the injections of CP depending heavily on the treatment protocol. After the multiple injections of CP, either into BNU-treated mice or into controls, no further stimulation by CP was possible. The mitogen responses, reduced after BNU, were further reduced after the additional treatment. Both effects can be explained by the known induction of suppressor cells by CP. Although these treatments had pronounced effects on the parameters tested in vitro there was no significant influence on the development of thymic lymphomas in vivo.","['Seidel, H J', 'Stolz, W']","['Seidel HJ', 'Stolz W']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,J Cancer Res Clin Oncol,Journal of cancer research and clinical oncology,7902060,IM,"['Animals', 'Bacterial Vaccines/*pharmacology', 'Carcinogens', 'Female', 'Killer Cells, Natural/drug effects/*immunology', 'Leukemia, Experimental/chemically induced/*immunology', 'Lymphocyte Activation/drug effects', 'Mice', 'Mice, Inbred Strains', 'Nitrosourea Compounds', '*Propionibacterium acnes', 'T-Lymphocytes']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",['10.1007/BF01032607 [doi]'],ppublish,J Cancer Res Clin Oncol. 1984;107(3):199-205. doi: 10.1007/BF01032607.,"['0 (Bacterial Vaccines)', '0 (Carcinogens)', '0 (Nitrosourea Compounds)', '869-01-2 (N-nitrosobutylurea)']",,,,
6610651,NLM,MEDLINE,19840823,20171206,0391-3988 (Print) 0391-3988 (Linking),7,3,1984 May,Therapeutic leukapheresis in a patient with prolymphocytic transformation of B-cell chronic lymphocytic leukemia.,139-42,"A 64-year old woman with chronic lymphocytic leukemia (CLL) developed a prolymphocytic transformation with severe anemia, thrombocytopenia and deterioration of the general clinical condition. Neither treatment with chlorambucil and prednisolone, nor a combination chemotherapy (cyclophosphamide, vincristine, prednisolone) were successful. Splenectomy was not considered as the bone marrow presented signs of dyserythropoiesis. Encouraged by the results of therapeutic leukapheresis in different forms of leukemia, it was decided to start such therapy in our patient. During a seven-month period, thirty weekly aphereses were performed. The white blood cell count did not decrease, but the clinical condition of the patient improved dramatically.","['Steenssens, L', 'Van Camp, B']","['Steenssens L', 'Van Camp B']",['eng'],,"['Case Reports', 'Journal Article']",United States,Int J Artif Organs,The International journal of artificial organs,7802649,IM,"['*B-Lymphocytes', 'Female', 'Humans', '*Leukapheresis', 'Leukemia, Lymphoid/blood/pathology/*therapy', 'Leukocyte Count', 'Lymphocytes/pathology', 'Middle Aged', 'Spleen/pathology']",1984/05/01 00:00,1984/05/01 00:01,['1984/05/01 00:00'],"['1984/05/01 00:00 [pubmed]', '1984/05/01 00:01 [medline]', '1984/05/01 00:00 [entrez]']",,ppublish,Int J Artif Organs. 1984 May;7(3):139-42.,,,,,
6610645,NLM,MEDLINE,19840816,20211203,0020-5915 (Print) 0020-5915 (Linking),74,4,1984,Non-cytotoxic alloantibodies defined by the EA rosette inhibition assay.,324-31,"Sera from both transfused individuals and pregnant women mediated inhibition of Fc-rosette formation. Both normal blood B lymphocytes and chronic lymphocytic leukemia cells were used as targets. Inhibition was not related to the presence or absence of lymphocytotoxic antibodies. When tested against a panel of B lymphocytes these sera displayed selective reactivity in keeping with the recognition of allospecific determinants. No association between the target antigen(s) and classically defined MHC-coded structures was evident. Heteroantibodies to both class I and class II MHC structures as well as beta 2-microglobulin also mediated FcR blockade. However, unlike the alloantisera tested, these antibodies displayed no restriction in their reactivity toward individual target cells.","['Mason, R J', 'Macleod, A M', 'Power, D A', 'Stewart, K N', 'Shewan, G', 'Catto, G R']","['Mason RJ', 'Macleod AM', 'Power DA', 'Stewart KN', 'Shewan G', 'Catto GR']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Switzerland,Int Arch Allergy Appl Immunol,International archives of allergy and applied immunology,0404561,IM,"['Antibodies, Heterophile/immunology', 'Antibody Specificity', 'B-Lymphocytes/immunology', 'Blood Platelets/immunology', 'Blood Transfusion', 'Female', 'HLA Antigens/immunology', 'Humans', '*Immunosuppression Therapy', 'Isoantibodies', 'Leukemia, Lymphoid/pathology', 'Male', 'Pregnancy', 'Receptors, Fc/antagonists & inhibitors', '*Rosette Formation']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",['10.1159/000233568 [doi]'],ppublish,Int Arch Allergy Appl Immunol. 1984;74(4):324-31. doi: 10.1159/000233568.,"['0 (Antibodies, Heterophile)', '0 (HLA Antigens)', '0 (Isoantibodies)', '0 (Receptors, Fc)']",,,,
6610625,NLM,MEDLINE,19840822,20191031,0278-0232 (Print) 0278-0232 (Linking),1,4,1983 Oct-Dec,Heterogeneity of the in vitro growth patterns in adult T-cell leukemia cells.,329-35,"Adult T-cell leukemia (ATL) presents heterogeneous clinical features, especially in its clinical course. To clarify the differences in the cell characteristics of these heterogeneous forms, we studied in vitro growth of ATL cells. Nine ATL patients were divided into two groups; 5 acute (group A) and 4 chronic (group B). Although in vitro spontaneous growth was observed only in 3 out of 5 cases in group A, the growth patterns were heterogeneous. When crude interleukin 2 (IL-2) was added to the culture, cells from all the cases in Group A showed marked proliferative responses; these patterns were also heterogeneous. On the other hand, cells in group B displayed no or poor response. The degree of Tac (IL-2 receptor) expression was high in group A but low in group B. These observations suggest that clinical heterogeneity might reflect, at least in part, the cellular heterogeneity in IL-2 responsiveness as seen in vitro.","['Tsuda, H', 'Takatsuki, K']","['Tsuda H', 'Takatsuki K']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Hematol Oncol,Hematological oncology,8307268,IM,"['Adult', 'Aged', 'Antibodies, Monoclonal', 'Cell Division', 'Cells, Cultured', 'DNA, Neoplasm/*biosynthesis', 'Female', 'Humans', 'Interleukin-2/pharmacology', 'Leukemia/immunology/metabolism/*pathology', 'Male', 'Middle Aged', 'Monocytes/metabolism/pathology', 'Receptors, Antigen, B-Cell/analysis', 'T-Lymphocytes']",1983/10/01 00:00,1983/10/01 00:01,['1983/10/01 00:00'],"['1983/10/01 00:00 [pubmed]', '1983/10/01 00:01 [medline]', '1983/10/01 00:00 [entrez]']",['10.1002/hon.2900010405 [doi]'],ppublish,Hematol Oncol. 1983 Oct-Dec;1(4):329-35. doi: 10.1002/hon.2900010405.,"['0 (Antibodies, Monoclonal)', '0 (DNA, Neoplasm)', '0 (Interleukin-2)', '0 (Receptors, Antigen, B-Cell)']",,,,
6610624,NLM,MEDLINE,19840822,20191031,0278-0232 (Print) 0278-0232 (Linking),1,3,1983 Jul-Sep,Chromosome studies in stimulated lymphocytes of B-cell chronic lymphocytic leukemias.,243-50,"Using a sister chromatid differentiation technique, cell cycle study of stimulated lymphocytes of B-cell chronic lymphocytic leukemia (B-CLL) revealed their cell cycle progression to be similar to that of normal lymphocytes stimulated by T-cell and various polyclonal B-cell activators (PBA). The chromosome constitutions of stimulated lymphocytes in 62 patients with B-CLL were examined using PBA such as Epstein-Barr virus (EBV) and lipopolysaccharide W from E. coli 055:B5 (LPS). Of the 20 patients with abnormal clones, 11 patients had trisomy 12; other less common abnormalities were trisomy 1, 6q-, i(7q), 14q+, trisomy 16, trisomy 18, reciprocal translocations, and marker chromosomes of unknown origin. These findings indicate that trisomy 12 may be a unique and common karyotypic change in B-CLL. The fact that 3 out of 4 patients with marker chromosomes showed stage IV disease may indicate that a clone with a marker is a predictor of an unfavourable prognosis. The near correlation between trisomy 12 and kappa chains existed (0.05 less than p less than 0.10). Trisomy 12 was seen in all 5 patients with monoclonal paraprotein.","['Sadamori, N', 'Han, T', 'Minowada, J', 'Cohen, E', 'Sandberg, A A']","['Sadamori N', 'Han T', 'Minowada J', 'Cohen E', 'Sandberg AA']",['eng'],,['Journal Article'],England,Hematol Oncol,Hematological oncology,8307268,IM,"['Aged', 'B-Lymphocytes/*immunology/pathology', 'Cell Transformation, Neoplastic/*immunology/pathology', 'Chromosome Aberrations/genetics/*immunology/pathology', 'Chromosome Disorders', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/genetics/*immunology/pathology', '*Lymphocyte Activation', 'Male', 'Middle Aged', 'Mitogens/pharmacology']",1983/07/01 00:00,1983/07/01 00:01,['1983/07/01 00:00'],"['1983/07/01 00:00 [pubmed]', '1983/07/01 00:01 [medline]', '1983/07/01 00:00 [entrez]']",['10.1002/hon.2900010306 [doi]'],ppublish,Hematol Oncol. 1983 Jul-Sep;1(3):243-50. doi: 10.1002/hon.2900010306.,['0 (Mitogens)'],,,,
6610622,NLM,MEDLINE,19840822,20191031,0278-0232 (Print) 0278-0232 (Linking),1,2,1983 Apr-Jun,Correlation of aberrant proliferation with T-cell growth factor in adult T-cell leukemia cells.,177-85,"Peripheral blood lymphocytes from seven patients with adult T-cell leukemia (ATL) were found to lack PHA-responsiveness. However, in most of the cases, minute but distinct proliferation could be induced and maintained by human spleen cell conditioned medium containing PHA or by a combination of PHA and conditioned medium of gibbon cell line, MLA-144 (MLA-144 CM). These results indicate that the lack of response to mitogens of ATL cells might be attributed not only to the failure of these cells to produce T-cell growth factor (TCGF) upon activation, but also to their poor responsiveness to TCGF. Furthermore, a direct proliferative response to mitogen-free MLA-144 CM was shown in two out of seven patients; these two patients experienced rapidly progressive clinical courses. This observation raises the possibility that TCGF promotes the growth of ATL cells in vivo, and is related to the clinical course of the disease.","['Tsuda, H', 'Takatsuki, K']","['Tsuda H', 'Takatsuki K']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Hematol Oncol,Hematological oncology,8307268,IM,"['Adult', 'Cell Line', 'Cell Transformation, Neoplastic/immunology/pathology', 'Culture Media', 'Humans', 'Interleukin-2/biosynthesis/*physiology', 'Leukemia/*immunology', '*Lymphocyte Activation', 'Phytohemagglutinins/pharmacology', 'T-Lymphocytes/*immunology/metabolism/pathology']",1983/04/01 00:00,1983/04/01 00:01,['1983/04/01 00:00'],"['1983/04/01 00:00 [pubmed]', '1983/04/01 00:01 [medline]', '1983/04/01 00:00 [entrez]']",['10.1002/hon.2900010208 [doi]'],ppublish,Hematol Oncol. 1983 Apr-Jun;1(2):177-85. doi: 10.1002/hon.2900010208.,"['0 (Culture Media)', '0 (Interleukin-2)', '0 (Phytohemagglutinins)', '0 (phytohemagglutinin-P)']",,,,
6610619,NLM,MEDLINE,19840821,20191031,0278-0232 (Print) 0278-0232 (Linking),1,1,1983 Jan-Mar,Monoclonal antibody studies in B-cell chronic lymphocytic leukemia and allied disorders.,13-9,"Lymphocytes from 48 patients with B-cell chronic lymphocytic leukemia (B-CLL) and allied disorders were examined with a panel of monoclonal antibodies and conventional surface marker techniques. Surface immunoglobulin (SIg) and Ia-like antigen were regularly present on B-CLL cells. In addition, 24 of 32 specimens reacted with OKT1, a monoclonal antibody which detects both peripheral and thymic T cells, but reactivity was not observed with anti-T-cell monoclonal antibodies of more restricted specificity (OKT3, OKT4, OKT6, OKT8 or OKT11). Eighteen of 20 samples in which only SIgM was detected were OKT1-positive, while all 4 with only SIgG were OKT1-negative. Cells from patients with hairy cell leukemia were unreactive with OKT1, but resembled B-CLL lymphocytes in the presence of clonal SIg and Ia-like antigen. Neoplastic plasma cells lacked Ia-like antigen and frequently SIg (2 of 5), but cytoplasmic immunoglobulin was present, cells reacted with OKT10 (replicating lymphoid cells) and 2 of 5 with OKT9 (transferrin receptor) as well. Cutaneous T-cell lymphoma samples were reactive with the anti-T-cell monoclonal antibodies OKT1, OKT3 and OKT4 even when the sheep cell receptor could not be detected. Monoclonal antibodies can provide more certain diagnosis and superior resolution of cell lineage in these disorders than is possible by morphology alone.","['Aisenberg, A C', 'Wilkes, B M']","['Aisenberg AC', 'Wilkes BM']",['eng'],['CA-30020-01/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Hematol Oncol,Hematological oncology,8307268,IM,"['Animals', '*Antibodies, Monoclonal', 'B-Lymphocytes/*immunology', 'HLA-DR Antigens', 'Histocompatibility Antigens Class II/immunology', 'Humans', 'Leukemia, Lymphoid/*immunology', 'Leukemia, Plasma Cell/immunology', 'Lymphoma/immunology', 'Mice', 'Receptors, Antigen, B-Cell/analysis']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1002/hon.2900010104 [doi]'],ppublish,Hematol Oncol. 1983 Jan-Mar;1(1):13-9. doi: 10.1002/hon.2900010104.,"['0 (Antibodies, Monoclonal)', '0 (HLA-DR Antigens)', '0 (Histocompatibility Antigens Class II)', '0 (Receptors, Antigen, B-Cell)']",,,,
6610562,NLM,MEDLINE,19840801,20190707,0014-4827 (Print) 0014-4827 (Linking),153,1,1984 Jul,Compactin (ML-236B) reduces the content of filipin-cholesterol complexes in the plasma membrane of chronic lymphocytic leukemia cells.,91-8,"The polyene antibiotic filipin was used to visualize the presence and distribution of cholesterol in the plasma membrane of glutaraldehyde-fixed human chronic lymphocytic leukemia (CLL) cells. Both compactin (ML-236B), a competitive inhibitor of 3-hydroxy-3-methylglutaryl coenzyme A (HMG-CoA) reductase, and 25-hydroxycholesterol reduced the content of filipin-cholesterol complexes in the plasma membrane of CLL cells grown in media supplemented with either 15% delipidized horse serum or 15% normal (whole) horse serum. The reduction due to compactin was reversed by the concomitant addition of mevalonolactone. The ability of compactin to reduce the relative cholesterol content (as judged by filipin labeling) in CLL cells grown in lipoprotein-containing (normal) serum suggest that either CLL cells are different from other cells in that they predominantly utilize endogenously synthesized cholesterol for incorporation into the plasma membrane, or that a separate pool of endogenously synthesized cholesterol provides cholesterol for the plasma membrane.","['Madden, E A', 'Melnykovych, G', 'Fiskin, A M']","['Madden EA', 'Melnykovych G', 'Fiskin AM']",['eng'],,['Journal Article'],United States,Exp Cell Res,Experimental cell research,0373226,IM,"['Anticholesteremic Agents/*pharmacology', 'B-Lymphocytes/physiology', 'Cell Membrane/drug effects/physiology/ultrastructure', 'Cells, Cultured', 'Cholesterol/*metabolism', 'Filipin/*metabolism', 'Freeze Fracturing', 'Humans', 'Kinetics', 'Leukemia, Lymphoid/pathology/*physiopathology', '*Lovastatin/*analogs & derivatives', 'Membrane Lipids/*metabolism', 'Microscopy, Electron', 'Naphthalenes/*pharmacology', 'Polyenes/*metabolism']",1984/07/01 00:00,1984/07/01 00:01,['1984/07/01 00:00'],"['1984/07/01 00:00 [pubmed]', '1984/07/01 00:01 [medline]', '1984/07/01 00:00 [entrez]']","['0014-4827(84)90451-8 [pii]', '10.1016/0014-4827(84)90451-8 [doi]']",ppublish,Exp Cell Res. 1984 Jul;153(1):91-8. doi: 10.1016/0014-4827(84)90451-8.,"['0 (Anticholesteremic Agents)', '0 (Membrane Lipids)', '0 (Naphthalenes)', '0 (Polyenes)', '1UQM1K0W9X (mevastatin)', '87Z59R7D14 (Filipin)', '97C5T2UQ7J (Cholesterol)', '9LHU78OQFD (Lovastatin)']",,,,
