PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,CIN,GS,SI,CON,RF,EIN,TT,PMC,MID
8358068,NLM,MEDLINE,19930924,20190914,0959-4973 (Print) 0959-4973 (Linking),4,3,1993 Jun,The cytotoxicity of N-substituted indazolones in murine and human tumor cells.,389-93,"N-Substituted indazolones are effective cytotoxic agents, causing cell death in a number of tissue culture lines, e.g. L1210, Tmolt3, colon adenocarcinoma and HeLa-S3. Selected agents were also active against the growth of KB, bronchogenic lung, osteosarcoma and glioma. The mode of action of the derivatives involves inhibition of de novo purine synthesis of L1210 cells, which reduces DNA and RNA syntheses. Agents lowered d(NTP) pools, further reducing DNA synthesis. DNA strand scission was evident after incubation with N-substituted indazolones for 24 h at 100 microM, lowering DNA synthesis and causing cell death.","['Hall, I H', 'Wong, O T', 'Hall, E S', 'Chen, L K']","['Hall IH', 'Wong OT', 'Hall ES', 'Chen LK']","['Division of Medicinal Chemistry and Natural Products, School of Pharmacy, University of North Carolina, Chapel Hill 27559-7360.']",['eng'],['Journal Article'],England,Anticancer Drugs,Anti-cancer drugs,9100823,"['0 (Antineoplastic Agents)', '0 (DNA, Neoplasm)', '0 (Indazoles)']",IM,"['Animals', 'Antineoplastic Agents/pharmacokinetics/*pharmacology/toxicity', 'Biological Availability', 'DNA, Neoplasm/metabolism', 'Drug Screening Assays, Antitumor', 'Humans', 'Indazoles/pharmacokinetics/*pharmacology/toxicity', 'Leukemia L1210/drug therapy/metabolism', 'Mice', 'Neoplasms/*drug therapy/metabolism', 'Neoplasms, Experimental/*drug therapy/metabolism', 'Nucleic Acid Denaturation', 'Tumor Cells, Cultured/drug effects']",1993/06/01 00:00,1993/06/01 00:01,['1993/06/01 00:00'],"['1993/06/01 00:00 [pubmed]', '1993/06/01 00:01 [medline]', '1993/06/01 00:00 [entrez]']",['10.1097/00001813-199306000-00017 [doi]'],ppublish,Anticancer Drugs. 1993 Jun;4(3):389-93. doi: 10.1097/00001813-199306000-00017.,,,,,,,,,,
8358061,NLM,MEDLINE,19930924,20190914,0959-4973 (Print) 0959-4973 (Linking),4,3,1993 Jun,Effective salvage therapy using all-trans retinoic acid for relapsed and resistant acute promyelocytic leukemia.,339-40,"All-trans retinoic acid (ATRA) has been shown to be active against acute promyelocytic leukemia (APL). Six patients with APL, either in relapse or resistant to initial chemotherapy were reinduced with ATRA 100 g/m2/day for 6 weeks. Complete remission was achieved in all six of them. Side effects were seen in two of them. ATRA appears to provide a relatively safe and reliable means to induce a complete remission in patients with refractory or relapsed APL.","['Liang, R', 'Chow, W S', 'Chiu, E', 'Chan, T K', 'Lie, A', 'Kwong, Y L', 'Chan, L C']","['Liang R', 'Chow WS', 'Chiu E', 'Chan TK', 'Lie A', 'Kwong YL', 'Chan LC']","['Department of Medicine, Queen Mary Hospital, University of Hong Kong.']",['eng'],"['Clinical Trial', 'Journal Article']",England,Anticancer Drugs,Anti-cancer drugs,9100823,['5688UTC01R (Tretinoin)'],IM,"['Adolescent', 'Adult', 'Drug Resistance', 'Female', 'Humans', 'Leukemia, Promyelocytic, Acute/*drug therapy', 'Male', 'Middle Aged', '*Salvage Therapy', 'Tretinoin/*therapeutic use']",1993/06/01 00:00,1993/06/01 00:01,['1993/06/01 00:00'],"['1993/06/01 00:00 [pubmed]', '1993/06/01 00:01 [medline]', '1993/06/01 00:00 [entrez]']",['10.1097/00001813-199306000-00008 [doi]'],ppublish,Anticancer Drugs. 1993 Jun;4(3):339-40. doi: 10.1097/00001813-199306000-00008.,,,,,,,,,,
8357990,NLM,MEDLINE,19930924,20141120,0921-8319 (Print) 0921-8319 (Linking),6,1-3,1993 Mar-Apr,Formation and effects of leukotrienes and lipoxins in human bone marrow.,313-20,"The present results demonstrate leukotriene and lipoxin synthesis in human bone marrow and link these findings to biological effects in the same tissue. However, the mechanisms behind the described effects on myeloid progenitor cell growth are presently unknown. It is conceivable that both leukotrienes and lipoxins may act through modulation of endogenous cytokine production. However, it should be noted, that these lipoxygenase products totally failed to induce colony growth in the absence of GM-CSF. Moreover, the role of lipoxins in the bone marrow needs to be further clarified, since LXA4 induced both synergistic (with GM-CSF) and antagonistic (with LTC4) effects on progenitor cell growth. A possible pathophysiological role for leukotrienes and lipoxins may be suggested in chronic myelogenous leukemia. Thus, the capacity of hematological cells from CML patients to synthesize LTC4 was significantly increased. In addition, we have recently reported that CML platelets possessed a markedly decreased ability to participate in transcellular synthesis of the potential inhibitors of myelopoiesis, LXA4 and 5(S),12(S)-diHETE (Stenke et al., 1991b). Moreover, the production of these compounds was totally abolished in platelets obtained from CML patients in blastic crisis. Further studies should aim at defining the mechanisms behind the regulatory actions of leukotrienes and lipoxins in normal and leukemic human myelopoiesis.","['Lindgren, J A', 'Stenke, L', 'Mansour, M', 'Edenius, C', 'Lauren, L', 'Nasman-Glaser, B', 'Ericsson, I', 'Reizenstein, P']","['Lindgren JA', 'Stenke L', 'Mansour M', 'Edenius C', 'Lauren L', 'Nasman-Glaser B', 'Ericsson I', 'Reizenstein P']","['Department of Physiological Chemistry, Karolinska Institutet, Stockholm, Sweden.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,J Lipid Mediat,Journal of lipid mediators,8913460,"['0 (Hydroxyeicosatetraenoic Acids)', '0 (Leukotrienes)', '0 (Lipoxins)', '0 (lipoxin A4)', '37H9VM9WZL (Calcimycin)', '83869-56-1 (Granulocyte-Macrophage Colony-Stimulating Factor)', '92950-25-9 (lipoxin B4)']",IM,"['Bone Marrow/drug effects/*metabolism', 'Calcimycin/pharmacology', 'Granulocyte-Macrophage Colony-Stimulating Factor/pharmacology', 'Hematopoiesis/drug effects', 'Humans', 'Hydroxyeicosatetraenoic Acids/biosynthesis/pharmacology', 'In Vitro Techniques', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/metabolism', 'Leukotrienes/*biosynthesis/pharmacology', '*Lipoxins']",1993/03/01 00:00,1993/03/01 00:01,['1993/03/01 00:00'],"['1993/03/01 00:00 [pubmed]', '1993/03/01 00:01 [medline]', '1993/03/01 00:00 [entrez]']",,ppublish,J Lipid Mediat. 1993 Mar-Apr;6(1-3):313-20.,,,,,,,,,,
8357983,NLM,MEDLINE,19930924,20061115,0921-8319 (Print) 0921-8319 (Linking),6,1-3,1993 Mar-Apr,Comparison of six mammalian lysophospholipases.,223-32,"Lysophospholipases participate in the regulation of the levels of lysophospholipid, compounds with pleiotropic biological effects. Lysophospholipases were purified from a macrophage cell line (WEHI 265.1), a myelocytic leukemia cell line (HL-60) and peripheral blood eosinophils. WEHI 265.1 cells contain three lysophospholipases 28, 27 and 110 kDa as determined by polyacrylamide gel electrophoresis. The 110 kDa lysophospholipase also exhibits phospholipase A2 activity and appears to be identical to a previously described 110 kDa phospholipase A2. Similarly, the HL-60 cells have three lysophospholipases, the largest again a 110 kDa enzyme with phospholipase A2 activity and the smaller are 20 and 21 kDa. The low molecular mass lysophospholipases have distinctive chromatographic properties and amino acid compositions. However, the two low molecular mass enzymes from a given cell type are not radically different, e.g., 15 of the 20 amino acids of the C-terminal sequences of the HL-60 enzymes are identical. A single lysophospholipase, approx. 15 kDa, is a major eosinophil protein. This enzyme is different from those described above.","['Garsetti, D E', 'Steiner, M R', 'Holtsberg, F', 'Ozgur, L E', 'Egan, R W', 'Clark, M A']","['Garsetti DE', 'Steiner MR', 'Holtsberg F', 'Ozgur LE', 'Egan RW', 'Clark MA']","['Schering-Plough Research Institute, Kenilworth, NJ 07033.']",['eng'],"['Comparative Study', 'Journal Article']",Netherlands,J Lipid Mediat,Journal of lipid mediators,8913460,"['0 (Amino Acids)', 'EC 3.1.1.5 (Lysophospholipase)']",IM,"['Amino Acid Sequence', 'Amino Acids/analysis', 'Animals', 'Cell Line', 'Eosinophils/enzymology', 'Humans', 'Lysophospholipase/genetics/isolation & purification/*metabolism', 'Macrophages/enzymology', 'Mice', 'Molecular Sequence Data', 'Molecular Weight', 'Rats', 'Tumor Cells, Cultured/enzymology']",1993/03/01 00:00,1993/03/01 00:01,['1993/03/01 00:00'],"['1993/03/01 00:00 [pubmed]', '1993/03/01 00:01 [medline]', '1993/03/01 00:00 [entrez]']",,ppublish,J Lipid Mediat. 1993 Mar-Apr;6(1-3):223-32.,,,,,,,,,,
8357971,NLM,MEDLINE,19930930,20061115,0258-851X (Print) 0258-851X (Linking),7,3,1993 May-Jun,Bone marrow-derived dendritic cells and the protection against X-ray-induced thymic leukemia in mice. A new interpretation.,281-4,"About forty years ago, Henry Kaplan and collaborators reported that four weekly X-ray doses of 160 rads each were highly leukemogenic in C57BL mice. A single dose of 350 Rads had a week leukemogenic effect. These authors also demonstrated that lead shielding of the thigh during irradiation prevented the development of leukemia. They reported that intravenous injection of syngeneic bone marrow cells into irradiated mice facilitated the regeneration of the thymus and prevented the development of X-ray-induced tumors. We characterized the thymic Ia+ dendritic cells (DC) with the aid of a fluorescence-activated cell-sorter (FACS). It was found that exposure of mice to a leukemogenic regimen of fractionated X-irradiation treatment led to a gradual decrease in the number of thymic DC. The disappearance of thymic DC and the development of leukemia were prevented by intravenous injection of syngeneic bone marrow or by lead shielding of the femur during irradiation. These results indicated that the fractionated irradiation caused a decline in the number of DC and, as a result, diminution of the natural defense against the developing tumor. Homing of the injected bone marrow DC into the thymus can be connected to the prevention of tumor development. Since leukemogenic T cells produce interleukin-4(IL-4), we tested the effect of the conditioned medium in which YAB-3 cells (tumorigenic Th cells: CD4+, CD8-, Thy-1+) were cultivated. Following injection of the conditioned medium into the mouse footpads, the number of skin Langerhans cells (LC) decreased.(ABSTRACT TRUNCATED AT 250 WORDS)","['Becker, Y', 'Sprecher, E', 'Bentov, I', 'Berkowitz, C']","['Becker Y', 'Sprecher E', 'Bentov I', 'Berkowitz C']","['Department of Molecular Virology, Faculty of Medicine, Hebrew University of Jerusalem, Israel.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", 'Review']",Greece,In Vivo,"In vivo (Athens, Greece)",8806809,,IM,"['Animals', '*Bone Marrow Cells', 'Dendritic Cells/*immunology', 'Leukemia, Radiation-Induced/*immunology', 'Mice', 'Thymus Neoplasms/*immunology']",1993/05/01 00:00,1993/05/01 00:01,['1993/05/01 00:00'],"['1993/05/01 00:00 [pubmed]', '1993/05/01 00:01 [medline]', '1993/05/01 00:00 [entrez]']",,ppublish,In Vivo. 1993 May-Jun;7(3):281-4.,,,,,,16,,,,
8357923,NLM,MEDLINE,19930928,20190516,0916-7250 (Print) 0916-7250 (Linking),55,3,1993 Jun,Lymphoplasmacytic lymphoma in a stallion.,465-7,"Lymphoplasmacytic lymphoma found in a 6-year-old Anglo-Arabian stallion was investigated histologically, immunohistochemically and ultrastructurally. The animal showed a large mediastinal mass and generalized lymph node involvement. The neoplastic cells were in various differentiation stages of small lymphocyte, centrocyte, centroblast, immunoblast and plasma cell. Some neoplastic cells showed positive cytoplasmic reactivity for mu and lambda chains. There were well developed rough endoplasmic reticulum (RER) and Golgi complexes in plasmacytoid cells, and slightly developed RER or a few long strands of RER in medium-sized to large lymphoid cells. These findings suggest that this neoplasm is of B-cell origin.","['Fukunaga, K', 'Ninomiya, M', 'Oohara, Y', 'Kusunose, K', 'Okamura, Y', 'Nagasaki, H', 'Ishino, S', 'Kadota, K']","['Fukunaga K', 'Ninomiya M', 'Oohara Y', 'Kusunose K', 'Okamura Y', 'Nagasaki H', 'Ishino S', 'Kadota K']","['Chuo Meat Inspection Office, Kochi, Japan.']",['eng'],"['Case Reports', 'Journal Article']",Japan,J Vet Med Sci,The Journal of veterinary medical science,9105360,"['0 (Immunoglobulin Light Chains)', '0 (Immunoglobulin gamma-Chains)']",IM,"['Animals', '*Horse Diseases', 'Horses', 'Immunoglobulin Light Chains/analysis', 'Immunoglobulin gamma-Chains/analysis', 'Leukemia, Lymphocytic, Chronic, B-Cell/diagnosis/pathology/ultrastructure/*veterinary', 'Lymph Nodes/pathology/ultrastructure', 'Male', 'Mediastinal Neoplasms/diagnosis/pathology/ultrastructure/*veterinary', 'Microscopy, Electron']",1993/06/01 00:00,1993/06/01 00:01,['1993/06/01 00:00'],"['1993/06/01 00:00 [pubmed]', '1993/06/01 00:01 [medline]', '1993/06/01 00:00 [entrez]']",['10.1292/jvms.55.465 [doi]'],ppublish,J Vet Med Sci. 1993 Jun;55(3):465-7. doi: 10.1292/jvms.55.465.,,,,,,,,,,
8357467,NLM,MEDLINE,19930930,20161123,0014-827X (Print) 0014-827X (Linking),48,4,1993 Apr,Synthesis of 4-quinolylazide derivatives and evaluation of their antitumor and antimicrobial activity.,515-28,"Synthesis and pharmacological evaluation of a series of 4-quinolylazide derivatives are reported. These were screened against P388 lymphocitic leukemia in mice, but they resulted inactive. All the compounds were also tested for their antimicrobial activity against gram-positive, gram-negative strains and fungi; only three derivatives exhibited poor activity.","['Savini, L', 'Massarelli, P', 'Pellerano, C']","['Savini L', 'Massarelli P', 'Pellerano C']","['Dipartimento Farmaco Chimico Tecnologico, Universita Banchi di Sotto 55, Seina, Italy.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",France,Farmaco,Farmaco (Societa chimica italiana : 1989),8912641,"['0 (Anti-Bacterial Agents)', '0 (Anti-Infective Agents)', '0 (Antineoplastic Agents)', '0 (Azides)', '0 (Quinolines)']",IM,"['Animals', 'Anti-Bacterial Agents', 'Anti-Infective Agents/*chemical synthesis/pharmacology', 'Antineoplastic Agents/*chemical synthesis/pharmacology', 'Azides/*chemical synthesis/pharmacology', 'Bacteria/drug effects', 'Chemical Phenomena', 'Chemistry, Physical', 'Fungi/drug effects', 'Leukemia P388/drug therapy', 'Mice', 'Mice, Inbred Strains', 'Microbial Sensitivity Tests', 'Quinolines/*chemical synthesis/pharmacology']",1993/04/01 00:00,1993/04/01 00:01,['1993/04/01 00:00'],"['1993/04/01 00:00 [pubmed]', '1993/04/01 00:01 [medline]', '1993/04/01 00:00 [entrez]']",,ppublish,Farmaco. 1993 Apr;48(4):515-28.,,,,,,,,,,
8357446,NLM,MEDLINE,19930930,20191101,1140-4639 (Print) 1140-4639 (Linking),36,4,1993 Jul,[Immunologic aspects of bone marrow transplantation].,339-73,"Allogeneic bone marrow transplantation is concerned by immunology by at least two aspects: the first one is the acceptance of the graft by the host and reciprocally and the second one is that it constitutes an unique human model of immune reconstitution. In this review of the immunological aspects, we deal with the selection of the bone marrow donor (related or not) especially on the base of HLA compatibility and the graft-versus-host disease (GVH) with the clinical manifestations, the usual treatments, the supposed cellular mechanisms and the risk factors of developing such complications. The graft versus leukemia effect (GVL) which may be linked to the GVH disease and the mechanisms of rejection and take of the graft are also reviewed as well as the immune reconstitution following the immune deficiency due to the conditioning treatment and the occurrence of a GVH disease.","['Cesbron, A', 'Moreau, P', 'Muller, J Y']","['Cesbron A', 'Moreau P', 'Muller JY']","['Laboratoire HLA, CRTS BP 349, Nantes.']",['fre'],"['English Abstract', 'Journal Article', 'Review']",France,Rev Fr Transfus Hemobiol,Revue francaise de transfusion et d'hemobiologie : bulletin de la Societe nationale de transfusion sanguine,8908966,['0 (HLA Antigens)'],IM,"['Bone Marrow Transplantation/*immunology', 'Graft vs Host Disease/immunology', 'Graft vs Host Reaction/immunology', 'HLA Antigens', 'Histocompatibility Testing', 'Humans', 'Leukemia/immunology/therapy', 'Tissue Donors']",1993/07/01 00:00,1993/07/01 00:01,['1993/07/01 00:00'],"['1993/07/01 00:00 [pubmed]', '1993/07/01 00:01 [medline]', '1993/07/01 00:00 [entrez]']",['10.1016/s1140-4639(05)80239-4 [doi]'],ppublish,Rev Fr Transfus Hemobiol. 1993 Jul;36(4):339-73. doi: 10.1016/s1140-4639(05)80239-4.,,,,,,156,,Aspects immunologiques de la greffe de moelle.,,
8357276,NLM,MEDLINE,19930917,20161219,0003-9896 (Print) 0003-9896 (Linking),48,4,1993 Jul-Aug,Acute myeloid leukemia among petrol station attendants.,255-9,"The risk of acute myeloid leukemia (AML) within different occupations was studied, using occupational information obtained from the Swedish 1970 census. Follow-up in the Swedish Cancer Register was carried out from 1971 to 1984. Among male petrol station attendants, 10 cases were observed versus 2.8 expected (observed/expected = 3.6, 95% confidence interval 1.7-6.6). For several decades, Swedish petrol has contained 3-5% of benzene. Thus, a hypothesis was that benzene had contributed to the excess risk. The work histories of the 10 cases were reconstructed through interviews with surviving relatives and were compatible with the hypothesis. However, because the air benzene exposures at petrol stations always have been lower than benzene exposures associated previously with an increased risk of AML, the leukemogenic effect of benzene may have been potentiated by other petrol or vehicle exhaust components.","['Jakobsson, R', 'Ahlbom, A', 'Bellander, T', 'Lundberg, I']","['Jakobsson R', 'Ahlbom A', 'Bellander T', 'Lundberg I']","['Department of Occupational Health, Karolinska Hospital, Stockholm, Sweden.']",['eng'],"['Case Reports', 'Journal Article']",United States,Arch Environ Health,Archives of environmental health,0212627,"['0 (Air Pollutants, Occupational)', '0 (Gasoline)', 'J64922108F (Benzene)']",IM,"['Adult', 'Aged', 'Air Pollutants, Occupational/*adverse effects/analysis', 'Benzene/*adverse effects/analysis', 'Confidence Intervals', 'Environmental Monitoring', 'Epidemiological Monitoring', 'Gasoline/*adverse effects/analysis', 'Humans', 'Leukemia, Myeloid, Acute/chemically induced/*epidemiology/pathology', 'Male', 'Middle Aged', 'Occupational Diseases/chemically induced/*epidemiology/pathology', '*Population Surveillance', 'Risk Factors', 'Sweden/epidemiology']",1993/07/01 00:00,1993/07/01 00:01,['1993/07/01 00:00'],"['1993/07/01 00:00 [pubmed]', '1993/07/01 00:01 [medline]', '1993/07/01 00:00 [entrez]']",['10.1080/00039896.1993.9940369 [doi]'],ppublish,Arch Environ Health. 1993 Jul-Aug;48(4):255-9. doi: 10.1080/00039896.1993.9940369.,,['Arch Environ Health. 1996 Nov-Dec;51(6):469-71. PMID: 9012330'],,,,,,,,
8356905,NLM,MEDLINE,19930921,20191023,0065-2571 (Print) 0065-2571 (Linking),33,,1993,Structural aspects of N-hydroxy-N'-aminoguanidine derivatives as inhibitors of L1210 cell growth and ribonucleotide reductase activity.,129-40,"Previous studies have shown that N-hydroxy-N'-aminoguanidine (HAG) derivatives [RCH = NNHC(= NH)NHOH-tosylate] inhibit ribonucleotide reductase activity and block the growth of leukemia L1210 cells and human colon carcinoma, HT-29, cells in culture. In the current studies, the role of the side chains and the location of the bond of the side chain moiety to HAG were investigated using a new series of HAG derivatives which contained as the R-group--cyclohexyl, phenyl-, pyridyl- or napthyl moieties. The effects of these compounds as inhibitors of L1210 cell growth and ribonucleotide reductase activity were compared with the parent compound. N-hydroxy-N'-aminoguanidine was less inhibitory to ribonucleotide reductase activity and L1210 cell growth than hydroxyurea. The phenyl-HAG compounds which included 1-benzyloxybenzylidene- and 4-cyclohexylmethoxybenzylidene-HAG inhibited CDP reductase with IC50s which ranged from 50-110 microM. 1-Naphthylmethylene-HAG was more inhibitory than 2-naphthylmethylene-HAG and more inhibitory than the phenyl-HAG compounds. 2-Pyridylmethylene-HAG was more inhibitory than 3-pyridylmethylene- or 4-pyridylmethylene-HAG. While HAG inhibited CDP and ADP reductase activities essentially to the same extent, the HAG-derivatives inhibited ADP reductase activity to a greater extent than CDP reductase activity. Cyclohexylmethylene-HAG did not inhibit either L1210 cell growth or ribonucleotide reductase activity. There was good correlation between the inhibition of ribonucleotide reductase activity and L1210 cell growth by these HAG-derivatives. These data indicate that not only is the nature of the side chain substitution important, but also the location of the HAG-moiety on the ring position.","['Cory, J G', 'Cory, A H', 'Raber, N K', 'Narayanan, A', 'Schneller, S W']","['Cory JG', 'Cory AH', 'Raber NK', 'Narayanan A', 'Schneller SW']","['Department of Biochemistry, East Carolina University School of Medicine, Greenville, NC 27858.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Adv Enzyme Regul,Advances in enzyme regulation,0044263,"['0 (Guanidines)', ""36778-67-3 (N-hydroxy-N'-aminoguanidine)"", 'EC 1.17.4.- (Ribonucleotide Reductases)']",IM,"['Animals', 'Cell Division/drug effects', 'Guanidines/chemistry/*pharmacology', 'Leukemia L1210/*drug therapy/pathology', 'Mice', 'Ribonucleotide Reductases/*antagonists & inhibitors', 'Structure-Activity Relationship', 'Tumor Cells, Cultured/drug effects/enzymology/pathology']",1993/01/01 00:00,1993/01/01 00:01,['1993/01/01 00:00'],"['1993/01/01 00:00 [pubmed]', '1993/01/01 00:01 [medline]', '1993/01/01 00:00 [entrez]']",['10.1016/0065-2571(93)90013-4 [doi]'],ppublish,Adv Enzyme Regul. 1993;33:129-40. doi: 10.1016/0065-2571(93)90013-4.,"['NCI CA 27398/CA/NCI NIH HHS/United States', 'NCI CA 42070/CA/NCI NIH HHS/United States']",,,,,,,,,
8356853,NLM,MEDLINE,19930921,20181130,0001-5334 (Print) 0001-5334 (Linking),26,1,1993 Mar,[The characteristics of monoclonal antibodies and their antigens associated with human sperm acrosome reaction. I. The induction of acrosome reaction and monoclonal antibody production].,73-8,"Sperm released from the male genital tract must undergo capacitation and acrosome reaction (AR) before binding to oocyte membrane. Changes of sperm components have been found after the capacitation and AR. Based on these changes, the new contraceptive methods and the treatment of the male infertility might be approached. In the present study, in vitro capacitated human sperm were induced to undergo AR in BWW-BSA medium with calcium ionophore A 23187. The fresh human AR sperm in about 50% of sperm population assayed by triple stain technique and/or chlortetracycline fluorescence staining were used for immunization. Twenty three murine hybridomas secreting monoclonal antibodies (McAbs) to non-treated (NT) and/or AR human sperm have been obtained. Of them, 21 McAbs were classified as IgM, others as IgG1 and IgG2a. Based on the immunoreactions of 23 McAbs with NT and AR sperm, they were divided into three groups: group A reacted mainly with the AR sperm, group B with NT sperm, and group C with both AR and NT sperm. The cross reaction of these McAbs with human leukemia cell lines was detected by ELISA and the discrepant reactions were observed.","['Wang, Y M', 'Ben, K L', 'Cao, X M']","['Wang YM', 'Ben KL', 'Cao XM']","['Kunming Institute of Zoology, Academia Sinica, Kunming.']",['chi'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Shi Yan Sheng Wu Xue Bao,Shi yan sheng wu xue bao,0413570,"['0 (Antibodies, Monoclonal)', '0 (Immunoglobulin M)', '37H9VM9WZL (Calcimycin)']",IM,"['Acrosome/*immunology', 'Animals', 'Antibodies, Monoclonal/*biosynthesis', 'Calcimycin', 'Cross Reactions', 'Female', 'Humans', 'Hybridomas/metabolism', 'Immunoglobulin M/biosynthesis', 'In Vitro Techniques', 'Leukemia/pathology', 'Male', 'Mice', 'Mice, Inbred BALB C', '*Sperm Capacitation', 'Spermatozoa/*immunology', 'Tumor Cells, Cultured']",1993/03/01 00:00,1993/03/01 00:01,['1993/03/01 00:00'],"['1993/03/01 00:00 [pubmed]', '1993/03/01 00:01 [medline]', '1993/03/01 00:00 [entrez]']",,ppublish,Shi Yan Sheng Wu Xue Bao. 1993 Mar;26(1):73-8.,,,,,,,,,,
8356797,NLM,MEDLINE,19930922,20190714,0042-6822 (Print) 0042-6822 (Linking),196,1,1993 Sep,In vivo infection of human T-cell leukemia virus type I in non-T cells.,25-33,"Using three different procedures, immunomagnetic isolation, FACS and panning, each of the T4 cell, T8 cell, monocyte, and B cell population was fractionated from peripheral blood mononuclear cells (PBMC) obtained from 10 human T cell leukemia virus type I (HTLV-I)-associated myelopathy (HAM)/tropical spastic paraparesis (TSP) cases, 3 adult T cell leukemia and lymphoma (ATLL) cases and 9 HTLV-I-infected healthy carriers. DNA from each fraction was then subjected to the quantitative polymerase chain reaction. Although T4 cells possessed the highest copy number of HTLV-I in general, we also detected a significant amount of HTLV-I provirus in T8 cells, monocytes, and B cells. To confirm virus infection of the non-T cell populations, especially the monocyte fraction, we performed further experiments and the following results were obtained: (1) HTLV-I tax RNA expression was confirmed simultaneously in the RNA of monocytes that were negative for T cell receptor beta chain (TCR beta) expression in vivo. (2) We cultured these monocytes for a short period of time and detected HTLV-I antigen expression in non-specific esterase-positive monocyte/macrophage cells. Our data indicate that HTLV-I has a broad host range in vivo and that monocytes or cells of monocyte lineage such as tissue macrophages might comprise a virus reservoir in vivo.","['Koyanagi, Y', 'Itoyama, Y', 'Nakamura, N', 'Takamatsu, K', 'Kira, J', 'Iwamasa, T', 'Goto, I', 'Yamamoto, N']","['Koyanagi Y', 'Itoyama Y', 'Nakamura N', 'Takamatsu K', 'Kira J', 'Iwamasa T', 'Goto I', 'Yamamoto N']","['Department of Microbiology, Tokyo Medical and Dental University School of Medicine, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Virology,Virology,0110674,"['0 (DNA, Viral)', '0 (HTLV-I Antigens)']",IM,"['B-Lymphocytes/cytology/*microbiology', 'Base Sequence', 'Cell Line', 'DNA, Viral', 'HTLV-I Antigens/biosynthesis', 'Human T-lymphotropic virus 1/*physiology', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/microbiology', 'Molecular Sequence Data', 'Monocytes/cytology/*microbiology', 'Paraparesis, Tropical Spastic/microbiology', 'Polymerase Chain Reaction', 'T-Lymphocytes/*microbiology', 'Virus Replication']",1993/09/01 00:00,1993/09/01 00:01,['1993/09/01 00:00'],"['1993/09/01 00:00 [pubmed]', '1993/09/01 00:01 [medline]', '1993/09/01 00:00 [entrez]']","['S0042682283714510 [pii]', '10.1006/viro.1993.1451 [doi]']",ppublish,Virology. 1993 Sep;196(1):25-33. doi: 10.1006/viro.1993.1451.,,,,,,,,,,
8356607,NLM,MEDLINE,19930917,20071115,0041-1337 (Print) 0041-1337 (Linking),56,2,1993 Aug,Umbilical cord blood transplantation in a patient with Philadelphia chromosome-positive chronic myeloid leukemia.,477-9,,"['Bogdanic, V', 'Nemet, D', 'Kastelan, A', 'Latin, V', 'Petrovecki, M', 'Brkljacic-Surlakovic, L', 'Kerhin-Brkljacic, V', 'Aurer, I', 'Konja, J', 'Mrsic, M']","['Bogdanic V', 'Nemet D', 'Kastelan A', 'Latin V', 'Petrovecki M', 'Brkljacic-Surlakovic L', 'Kerhin-Brkljacic V', 'Aurer I', 'Konja J', 'Mrsic M', 'et al.']","['Department of Internal Medicine, University Hospital Center and Medical School, University of Zagreb, Croatia.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Transplantation,Transplantation,0132144,,IM,"['*Blood Transfusion', 'Child, Preschool', 'Female', '*Fetal Blood', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/blood/*therapy']",1993/08/01 00:00,1993/08/01 00:01,['1993/08/01 00:00'],"['1993/08/01 00:00 [pubmed]', '1993/08/01 00:01 [medline]', '1993/08/01 00:00 [entrez]']",,ppublish,Transplantation. 1993 Aug;56(2):477-9.,,,,,,,,,,
