PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,CIN,PS,FPS,TT,RF,PMC,CN,CI,DEP,LID,EIN,CON,OAB,OABL,SI,OTO,OT,IR,FIR,IRAD
11318414,NLM,MEDLINE,20010823,20190831,1387-2273 (Print) 1387-2273 (Linking),754,1,2001 Apr 15,"Micellar electrokinetic capillary chromatography quantification of cytosine arabinoside and its metabolite, uracil arabinoside, in human serum.",185-92,"Cytosine arabinoside (Ara-C) is widely used to induce remission in adult granulocytic leukemia. High doses can be infused in refractory leukemia or in relapse. After injection, Ara-C is quickly metabolized to uracil arabinoside (Ara-U), the main inactive metabolite. We here described a micellar electrokinetic capillary chromatography (MECC) method to simultaneously determine Ara-C/Ara-U in human serum using 6-O-methylguanine as an internal standard. The assay was linear from 6.25 to 200 microg/ml with a quantification limit between 3 and 6 microg/ml. The analytical precision was satisfactory between 2 and 4.3% (within-run) and 3.7 and 7.3% (between-runs). This assay was applied to the analysis of serum from acute granulocytic leukemia patient treated by high doses cytarabine (3 g/m2 body surface).","['Houze, P', 'Deschamps, F', 'Dombret, H', 'Bousquet, B', 'Gourmel, B']","['Houze P', 'Deschamps F', 'Dombret H', 'Bousquet B', 'Gourmel B']","['Laboratoire de Biochmie A, H pital Saint Louis, Paris, France.']",['eng'],"['Comparative Study', 'Journal Article']",Netherlands,J Chromatogr B Biomed Sci Appl,"Journal of chromatography. B, Biomedical sciences and applications",9714109,"['0 (Antimetabolites, Antineoplastic)', '04079A1RDZ (Cytarabine)', '3083-77-0 (Arabinofuranosyluracil)']",IM,"['Antimetabolites, Antineoplastic/*blood/therapeutic use', 'Arabinofuranosyluracil/*blood', 'Chromatography, Micellar Electrokinetic Capillary/*methods', 'Cytarabine/*blood/isolation & purification/therapeutic use', 'Humans', 'Leukemia, Myeloid/drug therapy', 'Osmolar Concentration', 'Reproducibility of Results', 'Sensitivity and Specificity', 'Temperature']",2001/04/25 10:00,2001/08/24 10:01,['2001/04/25 10:00'],"['2001/04/25 10:00 [pubmed]', '2001/08/24 10:01 [medline]', '2001/04/25 10:00 [entrez]']",['10.1016/s0378-4347(00)00605-8 [doi]'],ppublish,J Chromatogr B Biomed Sci Appl. 2001 Apr 15;754(1):185-92. doi: 10.1016/s0378-4347(00)00605-8.,,,,,,,,,,,,,,,,,,,,,
11318159,NLM,MEDLINE,20010521,20191104,0006-341X (Print) 0006-341X (Linking),55,1,1999 Mar,The graft versus leukemia effect after bone marrow transplantation: a case study using structural nested failure time models.,23-8,"Over the last decade, J. M. Robins has developed a set of tools for assessing, from observational data, the causal effects of a time-dependent treatment or exposure in the presence of time-dependent covariates that may be simultaneously confounders and intermediate variables. This report concerns a case study of the application of one these techniques, G-estimation using structural nested failure time models, to the problem of assessing the effect of graft versus host disease on leukemia relapse after bone marrow transplantation.","['Keiding, N', 'Filiberti, M', 'Esbjerg, S', 'Robins, J M', 'Jacobsen, N']","['Keiding N', 'Filiberti M', 'Esbjerg S', 'Robins JM', 'Jacobsen N']","['Department of Biostatistics, University of Copenhagen. N.Keiding@biostat.ku.dk']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Biometrics,Biometrics,0370625,,IM,"['Biometry', '*Bone Marrow Transplantation', '*Graft vs Leukemia Effect', 'Humans', 'Leukemia/therapy', 'Models, Statistical', 'Prognosis', 'Time Factors']",2001/04/25 10:00,2001/05/25 10:01,['2001/04/25 10:00'],"['2001/04/25 10:00 [pubmed]', '2001/05/25 10:01 [medline]', '2001/04/25 10:00 [entrez]']",['10.1111/j.0006-341x.1999.00023.x [doi]'],ppublish,Biometrics. 1999 Mar;55(1):23-8. doi: 10.1111/j.0006-341x.1999.00023.x.,['2R01 CA54706-04A1/CA/NCI NIH HHS/United States'],,,,,,,,,,,,,,,,,,,,
11318127,NLM,MEDLINE,20010802,20071115,0941-1291 (Print) 0941-1291 (Linking),31,3,2001,Adult T-cell leukemia associated with gastric carcinoma: report of a case.,233-7,"A 67-year-old man was admitted to our hospital with nausea and epigastralgia, and a diagnosis of smoldering type adult T-cell leukemia (ATL) associated with advanced gastric carcinoma was made. The gastric carcinoma had caused pyloric stenosis, and investigations revealed regional lymph node metastasis. The patient underwent total gastrectomy, splenectomy, cholecystectomy, and lymph node dissection with a Roux-en-Y anastomosis. Histological examination of the regional lymph nodes revealed not only metastases of gastric carcinoma, but also of ATL lymphoma, indicating a final diagnosis of advanced gastric carcinoma with locoregional lymph node due to both metastasis of the gastric carcinoma and the ATL lymphoma. Despite the administration of postoperative adjuvant chemotherapy comprised of cisplatin/adriamycin/5-fluorouracil in combination with oral etoposide and immunotherapy using ubenimex, paraplegia suddenly developed caused by the metastasis of ATL to the epidural space. Resection of this metastatic tumor for decompression of the spinal cord resulted in resolution of the paraplegia; however, the patient died about 1 month later from rapid systemic tumor growth.","['Tani, M', 'Tsubakihara, H', 'Noguchi, K', 'Tsuhada, K']","['Tani M', 'Tsubakihara H', 'Noguchi K', 'Tsuhada K']","['Division of Surgery, Naga Hospital, Uchita, Wakayama, Japan.']",['eng'],"['Case Reports', 'Journal Article']",Japan,Surg Today,Surgery today,9204360,,IM,"['Adenocarcinoma/*complications/pathology/surgery', 'Aged', 'Diagnosis, Differential', 'Gastrectomy', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/*complications/diagnosis/pathology', 'Lymph Node Excision', 'Lymph Nodes/pathology', 'Male', 'Neoplasms, Multiple Primary/*diagnosis/pathology/surgery', 'Stomach/pathology', 'Stomach Neoplasms/*complications/pathology/surgery']",2001/04/25 10:00,2001/08/03 10:01,['2001/04/25 10:00'],"['2001/04/25 10:00 [pubmed]', '2001/08/03 10:01 [medline]', '2001/04/25 10:00 [entrez]']","['10.1007/s005950170175 [pii]', '10.1007/s005950170175 [doi]']",ppublish,Surg Today. 2001;31(3):233-7. doi: 10.1007/s005950170175.,,,,,,,,,,,,,,,,,,,,,
11318118,NLM,MEDLINE,20010809,20131121,1099-498X (Print) 1099-498X (Linking),3,2,2001 Mar-Apr,Concentration of viral vectors by co-precipitation with calcium phosphate.,188-94,"BACKGROUND: The envelope glycoproteins, surface unit (SU) and transmembrane (TM) of the murine leukemia virus (MLV) are not covalently linked and tend to dissociate upon high-speed centrifugation, leading to loss of vector infectivity. This study describes a gentle and simple method to concentrate MLV vectors or HIV vectors pseudotyped with MLV envelopes. Having a fast and inexpensive method to concentrate large volumes of vector supernatant will facilitate in vivo experiments and clinical trials that require high titer vector stocks. METHODS: The methods employed in the study were co-precipitation of viral supernatant with calcium phosphate, low-speed centrifugation, dialysis, and infection assays with Lac-Z transducing vectors. RESULTS: Murine leukemia virus vectors and HIV vectors pseudotyped with vesicular stomatitis virus glycoprotein (VSV.G) or MLV envelopes were concentrated successfully using the calcium phosphate co-precipitation method. Parameters that influence virus yield and the reproducibility of the method were investigated. The optimized protocol involves virus harvest in serum-free media, co-precipitation using 60mM calcium chloride, pelleting at 2,000 g, resuspending the pellet in a small volume of 0.1M EDTA-saline, and dialysis against saline to remove EDTA. Volumes were decreased from 300 ml to 10 ml, with 50-100% recovery, and titers can be concentrated up to 1,000-fold. CONCLUSIONS: The calcium phosphate co-precipitation method to concentrate virus is applicable to retrovirus and lentivirus preparations. It uses simple techniques and does not require expensive equipment. Multiple rounds of co-precipitation can be carried out if required.","['Pham, L', 'Ye, H', 'Cosset, F L', 'Russell, S J', 'Peng, K W']","['Pham L', 'Ye H', 'Cosset FL', 'Russell SJ', 'Peng KW']","['Molecular Medicine Program, Mayo Foundation, Rochester, MN 55905, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,J Gene Med,The journal of gene medicine,9815764,"['0 (Calcium Phosphates)', '0 (alpha-tricalcium phosphate)', '0 (tetracalcium phosphate)', '701EKV9RMN (calcium phosphate, monobasic, anhydrous)', '97Z1WI3NDX (calcium phosphate)', 'L11K75P92J (calcium phosphate, dibasic, anhydrous)']",IM,"['Animals', 'Calcium Phosphates/*chemistry', 'Cell Line', '*Genetic Vectors/ultrastructure', 'Humans', 'Hydrogen-Ion Concentration', 'Microscopy, Electron', 'Precipitin Tests', 'Retroviridae/*genetics', 'Transduction, Genetic']",2001/04/25 10:00,2001/08/10 10:01,['2001/04/25 10:00'],"['2001/04/25 10:00 [pubmed]', '2001/08/10 10:01 [medline]', '2001/04/25 10:00 [entrez]']",['10.1002/1521-2254(2000)9999:9999<::AID-JGM159>3.0.CO;2-9 [doi]'],ppublish,J Gene Med. 2001 Mar-Apr;3(2):188-94. doi: 10.1002/1521-2254(2000)9999:9999<::AID-JGM159>3.0.CO;2-9.,,,,,,,,,,,,,,,,,,,,,
11318090,NLM,MEDLINE,20010510,20041117,0022-0337 (Print) 0022-0337 (Linking),65,3,2001 Mar,Revisiting the attitudes of dental faculty toward individuals with AIDS.,249-52,,"['Cohen, L A', 'Romberg, E', 'Grace, E']","['Cohen LA', 'Romberg E', 'Grace E']","['Department of Oral Health Care Delivery, University of Maryland Dental School, Baltimore 21201, USA.']",['eng'],['Journal Article'],United States,J Dent Educ,Journal of dental education,8000150,,IM,"['*Acquired Immunodeficiency Syndrome', 'Analysis of Variance', '*Attitude of Health Personnel', 'Chi-Square Distribution', '*Dental Care for Chronically Ill', '*Faculty, Dental', 'Female', 'Follow-Up Studies', 'Heterosexuality', 'Homosexuality', 'Humans', 'Interpersonal Relations', 'Leukemia', 'Male', 'Prejudice']",2001/04/25 10:00,2001/05/22 10:01,['2001/04/25 10:00'],"['2001/04/25 10:00 [pubmed]', '2001/05/22 10:01 [medline]', '2001/04/25 10:00 [entrez]']",,ppublish,J Dent Educ. 2001 Mar;65(3):249-52.,,,,,,,,,,,,,,,,,,,,,
11318028,NLM,MEDLINE,20010830,20190727,0040-8727 (Print) 0040-8727 (Linking),193,2,2001 Feb,Monitoring of minimal residual disease in children with acute promyelocytic leukemia by RT-PCR detecting PML/RARalpha chimeric gene: a retrospective study of clinical feasibility.,127-39,"We studied retrospectively the clinical feasibility of minimal residual disease (MRD) monitoring by reverse transcription-polymerase chain reaction (RT-PCR) detecting the PML/retinoic acid receptor alpha (RARalpha) chimeric gene in children with acute promyelocytic leukemia (APL). MRD monitoring of APL was performed with standard and nested RT-PCR for PML/RARalpha gene, the sensitivity of which was 1 leukemic cell in 10(3)-10(4) and 1 in 10(4)-10(5) cells, respectively. Patients were nine children with APL (average age: 8.3 year; average period of follow-up: 69.2 months) who, after achieving remission with all-trans retinoic acid (ATRA), received treatment either with multidrug chemotherapy or with a combination of chemotherapy and ATRA. Out of six patients treated with multidrug-combined chemotherapy, two patients exhibited PCR positivity after six months of post- remission therapy, which shifted from the detectable range of the nested PCR to that of the standard PCR. These two patients subsequently relapsed and, together with two of the other patients receiving multidrug-combined chemotherapy, underwent allogeneic bone marrow transplantation. No MRD was detected in these patients after transplantation. In the remaining three patients who underwent cyclic treatment with alternative chemotherapy and ATRA, two showed positive RT-PCR at the nested or standard level, respectively, after six months of combined therapy, and one of them relapsed. Overall, three of four patients with MRD detected in post-remission period ultimately relapsed, while all of five patients without detectable MRD had a good prognosis. These findings suggest that impending relapse may be predicted by the detection of preceding PCR positivity with an increasing quantity of the PML/RARalpha mRNA that appears beyond six months of post-remission chemotherapy, with or without combined ATRA therapy.","['Suzuki, H', 'Imaizumi, M', 'Sato, A', 'Yoshinari, M', 'Rikiishi, T', 'Endo, M', 'Takano, T', 'Shimizu, T', 'Hatae, Y', 'Fujimoto, T', 'Hayashi, Y', 'Iinuma, K']","['Suzuki H', 'Imaizumi M', 'Sato A', 'Yoshinari M', 'Rikiishi T', 'Endo M', 'Takano T', 'Shimizu T', 'Hatae Y', 'Fujimoto T', 'Hayashi Y', 'Iinuma K']","['Department of Pediatrics, Tohoku University School of Medicine, Sendai, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Tohoku J Exp Med,The Tohoku journal of experimental medicine,0417355,"['0 (DNA Primers)', '0 (RNA, Messenger)', '0 (Receptors, Retinoic Acid)', '0 (Recombinant Fusion Proteins)']",IM,"['Adolescent', 'Alleles', 'Bone Marrow/pathology', 'Child', 'Child, Preschool', 'DNA Primers', 'Female', 'Humans', 'In Situ Hybridization', 'Leukemia, Promyelocytic, Acute/*genetics/pathology', 'Male', 'RNA, Messenger/analysis', 'Receptors, Retinoic Acid/*genetics', 'Recombinant Fusion Proteins/*genetics', 'Retrospective Studies', 'Reverse Transcriptase Polymerase Chain Reaction', 'Sequence Analysis, DNA']",2001/04/25 10:00,2001/08/31 10:01,['2001/04/25 10:00'],"['2001/04/25 10:00 [pubmed]', '2001/08/31 10:01 [medline]', '2001/04/25 10:00 [entrez]']",['10.1620/tjem.193.127 [doi]'],ppublish,Tohoku J Exp Med. 2001 Feb;193(2):127-39. doi: 10.1620/tjem.193.127.,,,,,,,,,,,,,,,,,,,,,
11317966,NLM,MEDLINE,20010614,20191104,0369-8114 (Print) 0369-8114 (Linking),49,2,2001 Mar,Management of patients with essential thrombocythemia: current concepts and perspectives.,178-83,"Essential thrombocythemia must now be regarded as a heterogeneous disease. Recent availability of clonality studies have repeatedly shown that a significant number of female patients diagnosed as E.T. according the most stringent criteria had a definitely polyclonal myelopoiesis. Although the incidence of patients newly diagnosed every year is low, there is in fact a conspicuous population of E.T., followed as outpatients in every department of hematology or internal medicine, including a large number of young females. These eventualities should be integrated in further discussions of the benefit/risk ratio of cytoreduction with the presently available drugs. The combination of several evidence-based data is the basis of a widely accepted stratification of high-risk patients defined by any of the following features. Age > 60 to 65. History of thrombosis or embolic or major ischemic events. Platelet counts in excess of 1000 or 1500 x 10(9)/L. In the question of chemotherapy in E.T., growing concern comes from the potential leukemogenic risk associated with the presently available drugs and extends beyond Melphalan, Busulfan and other alkylating agents and includes non-alkylating agents like Hydroxyurea. At the same time, much attention has been paid to the introduction of very precise initial diagnostic criteria directed to elimination of other myeloproliferative or myelodysplastic disorders with an increased risk of transformation. Present treatment of E.T. is a compromise between prevention of E.T. related thrombotic and bleeding complications on one hand and long term side effects and toxicity of the presently available drugs on the other hand. The recent availability of non mutagenic drugs like Interferon and most of all Anagrelide; the recognition of the role of antiaggregating agents in the treatment of platelet related microvascular ischemic events gives the opportunity for further comparative prospective trials. The use of aspirin in the management of pregnant E.T. patients is now widely accepted but there is still controversies concerning the use of Interferon in this situation.","['Briere, J', 'Guilmin, F']","['Briere J', 'Guilmin F']","[""Service d'hematologie clinique, hopital Beaujon, 92110 Clichy, France.""]",['eng'],"['Journal Article', 'Review']",France,Pathol Biol (Paris),Pathologie-biologie,0265365,"['0 (Platelet Aggregation Inhibitors)', '0 (Quinazolines)', '6Q99RDT97R (Pipobroman)', '9008-11-1 (Interferons)', 'K9X45X0051 (anagrelide)', 'R16CO5Y76E (Aspirin)', 'X6Q56QN5QC (Hydroxyurea)']",IM,"['Adult', 'Aged', 'Aspirin/therapeutic use', 'Case Management', 'Clinical Trials as Topic', 'Diagnosis, Differential', 'Disease Progression', 'Female', 'Hemorrhagic Disorders/etiology', 'Humans', 'Hydroxyurea/therapeutic use', 'Interferons/therapeutic use', 'Leukemia/etiology', 'Male', 'Middle Aged', 'Pipobroman/therapeutic use', 'Platelet Aggregation Inhibitors/therapeutic use', 'Platelet Count', 'Pregnancy', 'Pregnancy Complications, Hematologic/drug therapy', 'Prospective Studies', 'Quinazolines/therapeutic use', 'Risk', 'Safety', 'Thrombocythemia, Essential/complications/diagnosis/drug therapy/*therapy', 'Thrombophilia/etiology']",2001/04/25 10:00,2001/06/15 10:01,['2001/04/25 10:00'],"['2001/04/25 10:00 [pubmed]', '2001/06/15 10:01 [medline]', '2001/04/25 10:00 [entrez]']","['S0369-8114(00)00026-2 [pii]', '10.1016/s0369-8114(00)00026-2 [doi]']",ppublish,Pathol Biol (Paris). 2001 Mar;49(2):178-83. doi: 10.1016/s0369-8114(00)00026-2.,,,,,,32,,,,,,,,,,,,,,,
11317965,NLM,MEDLINE,20010614,20191104,0369-8114 (Print) 0369-8114 (Linking),49,2,2001 Mar,"Idiopathic erythrocytosis, diagnosis and clinical management.",170-7,"By definition, idiopathic erythrocytosis (IE) applies to a group of patients characterised by having a measured RCM above their predicted normal range (an absolute erythrocytosis) and following investigation do not have a form of primary or secondary erythrocytosis. Patients with IE are heterogenous. The possibilities include physiological variation, 'early' polycythaemia vera (10-15% develop clear features of PV over a few years), unrecognized congenital erythrocytosis, unrecognized or unrecognizable secondary acquired erythrocytosis or a currently undescribed form of primary or secondary erythrocytosis. Patients are more commonly male with a median age at presentation of 55-60 years. Approximately half of the patients present with vascular occlusive complications. Retrospective evidence indicates that vascular occlusion occurs less frequently when the PCV is controlled at normal levels. Venesection is the treatment of choice to lower the PCV. As a general approach to management, all patients with a PCV above 0.54 should be venesected to a PCV less than 0.45. This target PCV should also apply to patients with lesser degrees of raised PCV who have additional other risk factors for vascular occlusion.","['Pearson, T C', 'Messinezy, M']","['Pearson TC', 'Messinezy M']","[""Department of Haematological Medicine, Guy's, King's and St Thomas' School of Medicine, St Thomas' Hospital, London SE1 7EH, UK.""]",['eng'],"['Journal Article', 'Review']",France,Pathol Biol (Paris),Pathologie-biologie,0265365,"['0 (Phosphorus Radioisotopes)', '0 (Receptors, Erythropoietin)', '11096-26-7 (Erythropoietin)', '18D0SL7309 (Chlorambucil)']",IM,"['Aged', 'Arterial Occlusive Diseases/etiology', 'Bone Marrow/pathology', 'Chlorambucil/adverse effects/therapeutic use', 'Diagnosis, Differential', 'Endocrine System Diseases/complications', 'Erythrocyte Volume', 'Erythroid Precursor Cells/pathology', 'Erythropoietin/blood', 'Genetic Predisposition to Disease', 'Humans', 'Hypoxia/complications', 'Kidney Diseases/complications', 'Leukemia/chemically induced', 'Leukemia, Radiation-Induced/etiology', 'Middle Aged', 'Phosphorus Radioisotopes/adverse effects/therapeutic use', '*Polycythemia/classification/congenital/diagnosis/etiology/therapy', 'Polycythemia Vera/diagnosis', 'Receptors, Erythropoietin/deficiency/genetics', 'Sequence Deletion', 'Smoking/blood', 'Stroke/etiology']",2001/04/25 10:00,2001/06/15 10:01,['2001/04/25 10:00'],"['2001/04/25 10:00 [pubmed]', '2001/06/15 10:01 [medline]', '2001/04/25 10:00 [entrez]']","['S0369-8114(00)00025-0 [pii]', '10.1016/s0369-8114(00)00025-0 [doi]']",ppublish,Pathol Biol (Paris). 2001 Mar;49(2):170-7. doi: 10.1016/s0369-8114(00)00025-0.,,,,,,51,,,,,,,,,,,,,,,
11317964,NLM,MEDLINE,20010614,20191104,0369-8114 (Print) 0369-8114 (Linking),49,2,2001 Mar,Efficacy and safety of hydroxyurea in patients with essential thrombocythemia.,167-9,"Hydroxy-urea has emerged as the treatment of choice in patients with essential thrombocythemia and an high risk of thrombosis because of its efficacy and only rare acute toxicity. However, there is some concern regarding the potential role of this drug in enhancing the risk of leukemic transformation. This risk suggests not to use hydroxyurea in young patients at low-risk for thrombosis. In these cases, major or fatal vascular occlusive complications are rare, and no data are available on the effectiveness of HU in reducing this rate. Sequential multiple chemotherapy, such busulphan followed by HU, should be avoided in any case because of the high risk of secondary leukemias.","['Finazzi, G', 'Barbui, T']","['Finazzi G', 'Barbui T']","['Division of Hematology, ospedali Riuniti, Bergamo, Italy. ematologia@cyberg.it']",['eng'],"['Journal Article', 'Review']",France,Pathol Biol (Paris),Pathologie-biologie,0265365,['X6Q56QN5QC (Hydroxyurea)'],IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Anemia/chemically induced', 'Cell Transformation, Neoplastic/chemically induced', 'Cohort Studies', 'Female', 'Follow-Up Studies', 'Hemorrhage/etiology/prevention & control', 'Humans', 'Hydroxyurea/*adverse effects/therapeutic use', 'Ischemia/etiology/prevention & control', 'Leukemia/chemically induced/epidemiology', 'Male', 'Middle Aged', 'Myelodysplastic Syndromes/chemically induced/epidemiology', 'Neutropenia/chemically induced', 'Randomized Controlled Trials as Topic', 'Risk', 'Safety', 'Thrombocythemia, Essential/complications/*drug therapy', 'Thrombophilia/drug therapy/etiology', 'Thrombosis/prevention & control']",2001/04/25 10:00,2001/06/15 10:01,['2001/04/25 10:00'],"['2001/04/25 10:00 [pubmed]', '2001/06/15 10:01 [medline]', '2001/04/25 10:00 [entrez]']","['S0369-8114(00)00024-9 [pii]', '10.1016/s0369-8114(00)00024-9 [doi]']",ppublish,Pathol Biol (Paris). 2001 Mar;49(2):167-9. doi: 10.1016/s0369-8114(00)00024-9.,,,,,,13,,,,,,,,,,,,,,,
11317962,NLM,MEDLINE,20010614,20191104,0369-8114 (Print) 0369-8114 (Linking),49,2,2001 Mar,[Hydroxyurea--is it a harmless drug in Vaquez disease?]].,158-63,"The frequent side effects of Hydroxy-Urea and the non-exceptional risk of leukemia and cancer in Polycythemia Vera treated for a long time by Hydroxy-Urea allow to conclude that Hydroxy-Urea is not an innocent drug. In a prospective trial of 150 patients with a median follow up of nine years, Hydroxy-Urea given alone induced side effects in 29% of patients necessitating to stop treatment in half of cases. The percentage of leukemia or myelodysplasia is 6.7% with an actuarial risk of leukemic transformation of 10% at 13 years. In an other prospective trial in 181 aged patients Hydroxy-Urea was given as maintenance therapy after 32P treatment. The median follow-up in that study is also of nine years. Side effects are observed in 13% of cases. A two fold increase of the leukemic risk was observed in the maintenance arm of the trial: 11 versus 19% at ten years, 14 vs 30% at 12 years, 16 vs 35% at 15 years because of the leukemogenic effect of Hydroxy-Urea in maintenance therapy we stopped including new patients in this arm of the trial.","['Rain, J D']",['Rain JD'],"['Departement de medecine nucleaire, hopital Saint-Louis, I, avenue Claude Vellefaux 75475 Paris, France.']",['fre'],"['Comparative Study', 'English Abstract', 'Journal Article']",France,Pathol Biol (Paris),Pathologie-biologie,0265365,"['0 (Phosphorus Radioisotopes)', '6Q99RDT97R (Pipobroman)', 'X6Q56QN5QC (Hydroxyurea)']",IM,"['Aged', 'Alopecia/chemically induced', 'Combined Modality Therapy', 'Cystitis/chemically induced', 'Erectile Dysfunction/chemically induced', 'Female', 'Fever/chemically induced', 'Follow-Up Studies', 'Humans', 'Hydroxyurea/*adverse effects/therapeutic use', 'Incidence', 'Leg Ulcer/chemically induced', 'Leukemia/chemically induced/epidemiology', 'Lymphoma, Non-Hodgkin/chemically induced', 'Male', 'Middle Aged', 'Neural Tube Defects/chemically induced', 'Phosphorus Radioisotopes/therapeutic use', 'Pipobroman/therapeutic use', 'Polycythemia Vera/*drug therapy/radiotherapy', 'Prospective Studies', 'Risk', 'Safety', 'Stomatitis, Aphthous/chemically induced']",2001/04/25 10:00,2001/06/15 10:01,['2001/04/25 10:00'],"['2001/04/25 10:00 [pubmed]', '2001/06/15 10:01 [medline]', '2001/04/25 10:00 [entrez]']","['S0369811400000225 [pii]', '10.1016/s0369-8114(00)00022-5 [doi]']",ppublish,Pathol Biol (Paris). 2001 Mar;49(2):158-63. doi: 10.1016/s0369-8114(00)00022-5.,,,,,L'Hydroxy-Uree est-elle une drogue innocente dans la maladie de Vaquez?,,,,,,,,,,,,,,,,
11317646,NLM,MEDLINE,20011004,20190814,0340-6199 (Print) 0340-6199 (Linking),160,4,2001 Apr,Rhinocerebral zygomycosis in childhood acute lymphoblastic leukaemia.,235-8,"The hazards associated with invasive candidiasis and aspergillosis in oncology patients are well recognised. These conditions typically present late in treatment, often after prolonged or recurrent episodes of neutropenia. We report the occurrence of Absidia corymbifera infection causing rhinocerebral zygomycosis in two children with acute lymphoblastic leukaemia, early in the induction phase of treatment and within a 3-month interval, in the same oncology unit. The initial presentation of facial pain was rapidly followed by the development of cranial nerve palsies, cavernous sinus thrombosis, diabetes insipidus, seizures and death within 9 days of symptom onset, despite aggressive management with high-dose liposomal amphotericin (Ambisome), surgical debridement and local instillation of amphotericin solution. These cases highlight the need for awareness of zygomycosis as a potentially lethal fungal infection that can present even with short duration exposure to the usual risk factors. Their occurrence within a limited time period raises questions as to the relative importance of environmental exposure. The failure of medical and surgical intervention to impact on the course illustrates the need to develop appropriate preventative strategies which may have to incorporate measures to reduce the environmental exposure of susceptible patients.","['Ryan, M', 'Yeo, S', 'Maguire, A', 'Webb, D', ""O'Marcaigh, A"", 'McDermott, M', 'Butler, K', ""O'Meara, A""]","['Ryan M', 'Yeo S', 'Maguire A', 'Webb D', ""O'Marcaigh A"", 'McDermott M', 'Butler K', ""O'Meara A""]","[""Department of Haematology and Oncology, Our Lady's Hospital for Sick Children, Crumlin, Dublin 12, Ireland.""]",['eng'],"['Case Reports', 'Journal Article']",Germany,Eur J Pediatr,European journal of pediatrics,7603873,,IM,"['Absidia/*isolation & purification', 'Brain Diseases/complications/microbiology/therapy', 'Child', 'Child, Preschool', 'Fatal Outcome', 'Female', 'Humans', 'Male', 'Mucormycosis/*complications/*microbiology/therapy', 'Nose Diseases/complications/microbiology/therapy', 'Opportunistic Infections/*complications/*microbiology/therapy', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications']",2001/04/25 10:00,2001/10/05 10:01,['2001/04/25 10:00'],"['2001/04/25 10:00 [pubmed]', '2001/10/05 10:01 [medline]', '2001/04/25 10:00 [entrez]']",['10.1007/s004310000703 [doi]'],ppublish,Eur J Pediatr. 2001 Apr;160(4):235-8. doi: 10.1007/s004310000703.,,,,,,,,,,,,,,,,,,,,,
11317538,NLM,MEDLINE,20010503,20141120,0507-3758 (Print) 0507-3758 (Linking),47,1,2001,[The in-vitro effect of constant and pulsating magnetic field on immunocompetent blood cells of hematologic patients].,59-65,"Immunologic characteristics were studied in 103 patients with multiple myeloma, acute leukemia, chronic lymphocytic leukemia and non-Hodgkin's disease following in vitro exposure of blood to a low-intensity static field (SF) and alternating field (AF) or pulsating magnetic field (PF). In a SF-AF study of multiple myeloma, a 30 min exposure had a positive effect on expression of tumor cells and T-cell markers and stimulated the regulatory function of T-lymphocytes. With SF-AF and PF application alternating, the expression of both +CD3 and +CD4 and the +CD3/+CD4 ratio increased suggesting the lowering of immunological deficiency. In acute leukemia, a combined application of the magnetic fields had an effect on the helper activity of the T-lymphocyte subpopulation. The phagocytic activity of leukocytes increased significantly while their digestive ability rose to a moderate degree.","[""Bessmel'tsev, S S"", 'Abdulkadyrov, K M', 'Gonchar, V A', 'Lavrushina, T S']","[""Bessmel'tsev SS"", 'Abdulkadyrov KM', 'Gonchar VA', 'Lavrushina TS']","['Russian Research Institute of Hematology and Transfusiology, St. Petersburg.']",['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Vopr Onkol,Voprosy onkologii,0413775,"['0 (Antigens, CD)']",IM,"['Acute Disease', 'Antigens, CD/immunology', 'Case-Control Studies', '*Electromagnetic Fields', 'Hematologic Diseases/*therapy', 'Humans', 'In Vitro Techniques', 'Leukemia/therapy', 'Leukemia, Lymphocytic, Chronic, B-Cell/therapy', 'Leukocytes/*immunology', 'Lymphocyte Subsets/immunology', 'Lymphoma, Non-Hodgkin/therapy', 'Multiple Myeloma/therapy', 'T-Lymphocytes/*immunology']",2001/04/25 10:00,2001/05/05 10:01,['2001/04/25 10:00'],"['2001/04/25 10:00 [pubmed]', '2001/05/05 10:01 [medline]', '2001/04/25 10:00 [entrez]']",,ppublish,Vopr Onkol. 2001;47(1):59-65.,,,,,Vliianie in vitro postoiannogo i impul'snogo magnitnykh polei na immunokompetentnye kletki krovi gematologicheskikh bol'nykh.,,,,,,,,,,,,,,,,
